Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
102829.351       13856       39507  0.805E+00  0.668E+00
102841.349       22099       74861  0.511E+00  0.632E+00
102853.350       29585      113333  0.359E+00  0.605E+00
102905.375       34055      140182  0.300E+00  0.589E+00
102917.356       38438      169801  0.261E+00  0.574E+00
102929.353       42593      201540  0.235E+00  0.561E+00
102941.357       46512      232547  0.215E+00  0.549E+00
102953.350       50148      263866  0.202E+00  0.539E+00
103005.350       54534      301519  0.188E+00  0.527E+00
103017.350       58780      339495  0.177E+00  0.516E+00
103029.351       63435      381905  0.166E+00  0.505E+00
103041.351       67626      419854  0.157E+00  0.495E+00
103053.351       71946      460518  0.150E+00  0.486E+00
103105.348       76330      500974  0.142E+00  0.478E+00
103117.351       80037      536196  0.137E+00  0.471E+00
103129.353       84325      576586  0.131E+00  0.462E+00
103141.351       88060      611616  0.125E+00  0.457E+00
103153.353       91646      644829  0.121E+00  0.450E+00
103205.351       96416      690274  0.115E+00  0.443E+00
103217.350      100919      733080  0.110E+00  0.437E+00
103229.371      104670      768919  0.106E+00  0.432E+00
103241.351      108691      807457  0.102E+00  0.427E+00
103253.352      112089      839374  0.990E-01  0.422E+00
103305.350      116180      878568  0.951E-01  0.418E+00
103317.356      120141      917418  0.914E-01  0.414E+00
103329.352      124304      957916  0.881E-01  0.410E+00
103341.352      127912      993384  0.860E-01  0.406E+00
103353.358      132116     1035310  0.842E-01  0.402E+00
103405.350      135965     1073792  0.825E-01  0.398E+00
103417.350      139664     1107709  0.811E-01  0.395E+00
103429.350      142985     1140915  0.796E-01  0.392E+00
103441.350      146855     1180182  0.787E-01  0.389E+00
103453.359      149974     1212215  0.783E-01  0.386E+00
103505.351      153228     1245788  0.775E-01  0.383E+00
103517.350      156685     1281836  0.767E-01  0.381E+00
103529.350      160756     1324199  0.751E-01  0.379E+00
103541.351      164828     1366208  0.746E-01  0.376E+00
103553.352      168967     1409605  0.744E-01  0.373E+00
103605.353      172805     1449479  0.750E-01  0.371E+00
103617.351      175729     1480281  0.745E-01  0.369E+00
103629.351      179456     1519901  0.741E-01  0.368E+00
103641.351      182402     1551729  0.739E-01  0.366E+00
103653.350      185830     1587171  0.735E-01  0.365E+00
103705.353      189582     1625927  0.727E-01  0.364E+00
103717.351      193181     1663389  0.730E-01  0.362E+00
103729.351      196216     1695318  0.726E-01  0.361E+00
103741.353      199705     1731397  0.727E-01  0.360E+00
103753.350      202920     1765968  0.729E-01  0.358E+00
103805.350      206296     1800919  0.734E-01  0.356E+00
103817.352      209278     1832152  0.728E-01  0.356E+00
103829.364      212457     1868504  0.720E-01  0.355E+00
103841.350      215882     1904758  0.725E-01  0.353E+00
103853.353      219458     1942599  0.725E-01  0.352E+00
103905.351      223188     1981903  0.722E-01  0.351E+00
103917.352      225761     2009456  0.720E-01  0.351E+00
103929.354      228912     2043238  0.724E-01  0.350E+00
103941.385      231822     2073752  0.727E-01  0.349E+00
103953.351      235176     2108980  0.726E-01  0.348E+00
104005.351      238379     2143233  0.725E-01  0.347E+00
