 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.260089956743711E+01 ,    -0.366457510848138E-01 ,    -0.133423128796673E+01 , 
   0.49828 ,    -0.261126003864064E+01 ,     0.229095426880919E+00 ,    -0.127581545392578E+01 , 
   0.52832 ,    -0.262581727455908E+01 ,     0.466919794454081E+00 ,    -0.122552787711307E+01 , 
   0.55835 ,    -0.264374999877797E+01 ,     0.673892372838985E+00 ,    -0.118368461412553E+01 , 
   0.58838 ,    -0.266398034943300E+01 ,     0.847943975511590E+00 ,    -0.115029772005024E+01 , 
   0.61841 ,    -0.268520277976620E+01 ,     0.987901234870996E+00 ,    -0.112508370494919E+01 , 
   0.64843 ,    -0.270592287438463E+01 ,     0.109349246329198E+01 ,    -0.110748199778822E+01 , 
   0.67846 ,    -0.272450486002975E+01 ,     0.116532952805270E+01 ,    -0.109668272689995E+01 , 
   0.70848 ,    -0.273922624399395E+01 ,     0.120486657853100E+01 ,    -0.109166281056350E+01 , 
   0.73850 ,    -0.274833772053459E+01 ,     0.121433709194103E+01 ,    -0.109122907023716E+01 , 
   0.76852 ,    -0.275012625682570E+01 ,     0.119667128308449E+01 ,    -0.109406684187454E+01 , 
   0.79854 ,    -0.274297911402846E+01 ,     0.115539643809153E+01 ,    -0.109879237557851E+01 , 
   0.82855 ,    -0.272544648228600E+01 ,     0.109452316796539E+01 ,    -0.110400718682590E+01 , 
   0.85856 ,    -0.269630041440924E+01 ,     0.101842092341811E+01 ,    -0.110835245788762E+01 , 
   0.88857 ,    -0.265458783235207E+01 ,     0.931686359259782E+00 ,    -0.111056158802076E+01 , 
   0.91857 ,    -0.259967555095500E+01 ,     0.839008278743185E+00 ,    -0.110950905549061E+01 , 
   0.94858 ,    -0.253128550965447E+01 ,     0.745032923160134E+00 ,    -0.110425388128487E+01 , 
   0.97858 ,    -0.244951871697961E+01 ,     0.654233300191817E+00 ,    -0.109407616920785E+01 , 
   1.00857 ,    -0.235486678430405E+01 ,     0.570786069695025E+00 ,    -0.107850543363841E+01 , 
   1.03857 ,    -0.224821034199689E+01 ,     0.498459234375602E+00 ,    -0.105733970661696E+01 , 
   1.06856 ,    -0.213080407866160E+01 ,     0.440513524490055E+00 ,    -0.103065473064677E+01 , 
   1.09855 ,    -0.200424860720935E+01 ,     0.399619932053788E+00 ,    -0.998802882062983E+00 , 
   1.12853 ,    -0.187044982407268E+01 ,     0.377795354758267E+00 ,    -0.962401820665363E+00 , 
   1.15851 ,    -0.173156687381002E+01 ,     0.376357768219185E+00 ,    -0.922313212751203E+00 , 
   1.18849 ,    -0.158995024502109E+01 ,     0.395901773692398E+00 ,    -0.879612214941881E+00 , 
   1.21846 ,    -0.144807189022835E+01 ,     0.436294783986505E+00 ,    -0.835548723876777E+00 , 
   1.24843 ,    -0.130844956903770E+01 ,     0.496693530021014E+00 ,    -0.791501681327296E+00 , 
   1.27840 ,    -0.117356784930326E+01 ,     0.575580010935995E+00 ,    -0.748927966058977E+00 , 
   1.30836 ,    -0.104579835639092E+01 ,     0.670815487535049E+00 ,    -0.709307594775027E+00 , 
   1.33832 ,    -0.927321929850316E+00 ,     0.779710646442388E+00 ,    -0.674087088345438E+00 , 
   1.36827 ,    -0.820055326661137E+00 ,     0.899109653204233E+00 ,    -0.644622931806156E+00 , 
   1.39822 ,    -0.725585000542142E+00 ,     0.102548547707637E+01 ,    -0.622127064898585E+00 , 
   1.42817 ,    -0.645110290473756E+00 ,     0.115504361644258E+01 ,    -0.607616283932001E+00 , 
   1.45811 ,    -0.579398074425612E+00 ,     0.128383118715902E+01 ,    -0.601867317339448E+00 , 
   1.48805 ,    -0.528750594912781E+00 ,     0.140784825939281E+01 ,    -0.605379160370008E+00 , 
   1.51798 ,    -0.492987752537095E+00 ,     0.152315834178961E+01 ,    -0.618344024749028E+00 , 
   1.54791 ,    -0.471444705337831E+00 ,     0.162599501248914E+01 ,    -0.640627984397883E+00 , 
   1.57783 ,    -0.462985120499804E+00 ,     0.171286187952493E+01 ,    -0.671762087458874E+00 , 
   1.60775 ,    -0.466029916854887E+00 ,     0.178062331111319E+01 ,    -0.710944368104840E+00 , 
   1.63766 ,    -0.478600828421166E+00 ,     0.182658369985329E+01 ,    -0.757052839936798E+00 , 
   1.66757 ,    -0.498377627794468E+00 ,     0.184855340283511E+01 ,    -0.808669197653391E+00 , 
   1.69747 ,    -0.522767389903002E+00 ,     0.184489991967161E+01 ,    -0.864112606658537E+00 , 
   1.72737 ,    -0.548983766791847E+00 ,     0.181458331923149E+01 ,    -0.921482632603581E+00 , 
   1.75726 ,    -0.574133896511107E+00 ,     0.175717538953887E+01 ,    -0.978710065113568E+00 , 
   1.78715 ,    -0.595310295624468E+00 ,     0.167286245007976E+01 ,    -0.103361413169045E+01 , 
   1.81703 ,    -0.609684894716158E+00 ,     0.156243221811509E+01 ,    -0.108396438726628E+01 , 
   1.84691 ,    -0.614602276219236E+00 ,     0.142724554781671E+01 ,    -0.112754540876423E+01 , 
   1.87678 ,    -0.607669167640941E+00 ,     0.126919425150417E+01 ,    -0.116222232719341E+01 , 
   1.90664 ,    -0.586837331479146E+00 ,     0.109064655579821E+01 ,    -0.118600519519729E+01 , 
   1.93650 ,    -0.550477173375356E+00 ,     0.894382033658560E+00 ,    -0.119711021651703E+01 , 
   1.96636 ,    -0.497439656891963E+00 ,     0.683518079487746E+00 ,    -0.119401595440589E+01 , 
   1.99620 ,    -0.427104458461684E+00 ,     0.461430154260786E+00 ,    -0.117551278553747E+01 , 
   2.02604 ,    -0.339412708705292E+00 ,     0.231668118609130E+00 ,    -0.114074406941590E+01 , 
   2.05588 ,    -0.234883133419718E+00 ,    -0.212900629605878E-02 ,    -0.108923775404891E+01 , 
   2.08571 ,    -0.114610914301588E+00 ,    -0.236317555524232E+00 ,    -0.102092742854637E+01 , 
   2.11553 ,     0.197508801941877E-01 ,    -0.467330829050900E+00 ,    -0.936162153022746E+00 , 
   2.14535 ,     0.166026906397361E+00 ,    -0.691755773197242E+00 ,    -0.835704735495660E+00 , 
   2.17516 ,     0.321571285159952E+00 ,    -0.906402933230674E+00 ,    -0.720718473619590E+00 , 
   2.20496 ,     0.483334055859346E+00 ,    -0.110836813549221E+01 ,    -0.592742725114231E+00 , 
   2.23476 ,     0.647940473848390E+00 ,    -0.129508465056105E+01 ,    -0.453658003838787E+00 , 
   2.26455 ,     0.811780880889309E+00 ,    -0.146436490531204E+01 ,    -0.305641608327948E+00 , 
   2.29433 ,     0.971108548259750E+00 ,    -0.161443114098613E+01 ,    -0.151115066771579E+00 , 
   2.32410 ,     0.112214264245811E+01 ,    -0.174393474630621E+01 ,     0.731508145958637E-02 , 
   2.35387 ,     0.126117330147138E+01 ,    -0.185196431928892E+01 ,     0.166921459535256E+00 , 
   2.38363 ,     0.138466574029355E+01 ,    -0.193804281940844E+01 ,     0.324923139222654E+00 , 
   2.41339 ,     0.148936032972584E+01 ,    -0.200211445473233E+01 ,     0.478554118708733E+00 , 
   2.44313 ,     0.157236571137417E+01 ,    -0.204452219926101E+01 ,     0.625131052812023E+00 , 
   2.47287 ,     0.163124222015121E+01 ,    -0.206597704795312E+01 ,     0.762118336197661E+00 , 
   2.50260 ,     0.166407317664971E+01 ,    -0.206752028623644E+01 ,     0.887188737084347E+00 , 
   2.53233 ,     0.166952197606955E+01 ,    -0.205048017414245E+01 ,     0.998277929026493E+00 , 
   2.56205 ,     0.164687332629022E+01 ,    -0.201642452107065E+01 ,     0.109363146637846E+01 , 
   2.59175 ,     0.159605746166090E+01 ,    -0.196711065563581E+01 ,     0.117184298828068E+01 , 
   2.62145 ,     0.151765666618848E+01 ,    -0.190443427760093E+01 ,     0.123188270853088E+01 , 
   2.65115 ,     0.141289396417442E+01 ,    -0.183037861843560E+01 ,     0.127311554566981E+01 , 
   2.68083 ,     0.128360436169646E+01 ,    -0.174696523766168E+01 ,     0.129530855953738E+01 , 
   2.71051 ,     0.113218953247617E+01 ,    -0.165620764898287E+01 ,     0.129862767763364E+01 , 
   2.74018 ,     0.961557321057077E+00 ,    -0.156006880918604E+01 ,     0.128362400703378E+01 , 
   2.76984 ,     0.775047870390296E+00 ,    -0.146042332048885E+01 ,     0.125121032584206E+01 , 
   2.79949 ,     0.576348556987201E+00 ,    -0.135902500028054E+01 ,     0.120262862331119E+01 , 
   2.82913 ,     0.369400223799123E+00 ,    -0.125748026806602E+01 ,     0.113940980175522E+01 , 
   2.85876 ,     0.158297430243060E+00 ,    -0.115722759476646E+01 ,     0.106332685931240E+01 , 
   2.88839 ,    -0.528144158524468E-01 ,    -0.105952306089891E+01 ,     0.976343034844986E+00 , 
   2.91801 ,    -0.259842121631593E+00 ,    -0.965431883567988E+00 ,     0.880556510639181E+00 , 
   2.94761 ,    -0.458845075295796E+00 ,    -0.875825602953768E+00 ,     0.778143332502169E+00 , 
   2.97721 ,    -0.646130138440672E+00 ,    -0.791384471523456E+00 ,     0.671300219381597E+00 , 
