494
 geo2_350K_sdq    rebinned 
  0.46824702735654544  0.20779881394983774  0.005073142257976336
  0.4982822278633143  0.21352464193143983  0.004074520961028191
  0.5283174283700831  0.22984746776762097  0.004471016387688919
  0.5583526288768519  0.23050897776410262  0.005212421521421701
  0.5883878293836208  0.2565356572782515  0.0045232532136078585
  0.6184230298903897  0.2474724198231324  0.005304711036961597
  0.6484582303971584  0.2646473921002331  0.005236739402812717
  0.6784934309039272  0.2636069384368016  0.004948247035067778
  0.7085286314106961  0.3029983242027061  0.004971852956839932
  0.738563831917465  0.28039350476158414  0.004842146600926525
  0.7685990324242338  0.3165133656720691  0.004361012268387154
  0.7986342329310026  0.3242743593808741  0.004541680461064958
  0.8286694334377714  0.35283870173719334  0.0048465332981532435
  0.8587046339445403  0.3401115249092609  0.004955520135371352
  0.8887398344513091  0.38302344880191413  0.004690973475908083
  0.9187750349580779  0.38934212211789115  0.004511811186466561
  0.9488102354648468  0.43825636297819415  0.004930037356644737
  0.9788454359716156  0.41189191055603436  0.0051535470615356495
  1.0088806364783844  0.46487114243681066  0.00530075198423438
  1.0389158369851534  0.48686376568645506  0.005382134634390027
  1.0689510374919222  0.5442778983369229  0.006045515036346991
  1.098986237998691  0.5432138279394412  0.005396267021720876
  1.1290214385054598  0.6115160863999103  0.005133126788541965
  1.1590566390122286  0.6502124883506997  0.005251965109121659
  1.1890918395189973  0.7342054950895973  0.005042736587399132
  1.219127040025766  0.7438206451585686  0.004780658411523233
  1.249162240532535  0.8198889223273664  0.005925326521592567
  1.279197441039304  0.8923436233429676  0.0052027057631857535
  1.3092326415460729  0.9986290049797436  0.005928540217886518
  1.3392678420528417  1.0154128848913329  0.006852303045461222
  1.3693030425596104  1.1345051706869325  0.005885179042886986
  1.3993382430663792  1.1952611221575038  0.005657265524718836
  1.429373443573148  1.2765755593392392  0.00523773860780336
  1.4594086440799168  1.2583090302045645  0.0060093026970309904
  1.4894438445866856  1.3187903318487788  0.005503925252744228
  1.5194790450934548  1.3185571204276014  0.005999826859844266
  1.5495142456002235  1.335794723848209  0.005902824308935577
  1.5795494461069923  1.2915393932882906  0.005425896009950781
  1.609584646613761  1.27880046944858  0.00470906488663631
  1.6396198471205299  1.236718492642293  0.005201577017025467
  1.6696550476272987  1.2087316557671368  0.005994223504300797
  1.6996902481340674  1.1295653646379853  0.00543904351831682
  1.7297254486408362  1.1126713676297804  0.006060026165517624
  1.7597606491476054  1.0785231207205992  0.005347908388142157
  1.7897958496543742  1.0634850973133314  0.005619928205607222
  1.819831050161143  0.9789251848952704  0.005717957349639855
  1.8498662506679118  0.9419523945821274  0.005416564592371346
  1.8799014511746805  0.9070040376766941  0.004771557085959876
  1.9099366516814493  0.9084774696144433  0.004969689649982671
  1.939971852188218  0.8360757315726782  0.006013327139779993
  1.9700070526949869  0.8344205969213758  0.005176091765719398
  2.000042253201756  0.8139095269553054  0.0050655058501777985
  2.030077453708525  0.8122971640713381  0.004372381390424475
  2.0601126542152937  0.7600058212236953  0.005269494051516606
  2.0901478547220624  0.7759056309066066  0.00461635322220483
  2.120183055228831  0.7596566878938402  0.004563753814322152
  2.1502182557356  0.7815940700055098  0.005573199977361176
  2.1802534562423688  0.7273932647098617  0.004789391574693987
  2.2102886567491375  0.746510557646629  0.005615399004387996
  2.2403238572559068  0.747295105289017  0.004907557019535254
  2.2703590577626755  0.7775820654074522  0.004933108713533824
  2.3003942582694443  0.7319368937808008  0.00503525736469063
  2.330429458776213  0.760925132069356  0.005530255968448164
  2.360464659282982  0.754669046905393  0.005045153582350159
  2.3904998597897507  0.7935738600416774  0.005323966016641665
  2.4205350602965194  0.7408128193589899  0.005198184699562
  2.450570260803288  0.7779927079185005  0.004757559720550828
  2.480605461310057  0.7941686108301721  0.004990448741822377
  2.5106406618168258  0.8294397885980812  0.004913434666260693
  2.540675862323595  0.7882798230345563  0.005770932947948983
  2.5707110628303638  0.8429276215929826  0.005678342439165724
  2.6007462633371325  0.8262057010590143  0.005253139996556458
  2.6307814638439013  0.869809464508724  0.004885358672357384
  2.66081666435067  0.8159758420868307  0.00519475722233316
  2.690851864857439  0.8431002602534297  0.00486215736158704
  2.7208870653642077  0.821603080738388  0.00582343351687558
  2.750922265870977  0.8492129184554476  0.0051314622236031705
  2.7809574663777457  0.7853048606513915  0.00546432456629048
  2.8109926668845144  0.8107664539292052  0.005623014999675552
  2.841027867391283  0.7956234154495814  0.004661866618256715
  2.871063067898052  0.8172698877946981  0.005649007074331077
  2.9010982684048208  0.7497846995115837  0.005885921052790555
  2.9311334689115895  0.7684031343497291  0.004680226350767958
  2.9611686694183583  0.7532565428565987  0.005840736297297973
  2.991203869925127  0.783177666809067  0.004741138525739938
  3.0212390704318963  0.7247467516291739  0.005330274425344089
  3.051274270938665  0.7424670938560696  0.006042885812195257
  3.081309471445434  0.7324139341795064  0.005196816806413476
  3.1113446719522027  0.7548448729177679  0.006053576934694616
  3.1413798724589714  0.6944433688004604  0.005809576515227031
  3.17141507296574  0.7490456609730957  0.0046521953102808995
  3.201450273472509  0.7273784393632216  0.004902880834935608
  3.231485473979278  0.7584574128060207  0.005630819169768054
  3.261520674486047  0.7123848059562011  0.0047770339759780995
  3.2915558749928158  0.7455926102502815  0.005146500803320993
  3.3215910754995845  0.736684543382506  0.004699855027718188
  3.3516262760063533  0.7711887821296947  0.005767021770154332
  3.381661476513122  0.7304165229961086  0.004647911475997989
  3.411696677019891  0.7601068402073204  0.005129552679492587
  3.4417318775266597  0.7670136800973051  0.005026605266381169
  3.4717670780334284  0.7887448677655701  0.005131958189592346
  3.5018022785401977  0.7636740076120904  0.005307730424459896
  3.5318374790469664  0.7908277687851444  0.004862621014792369
  3.561872679553735  0.8012964730118572  0.005254794663154616
  3.591907880060504  0.8354473821350931  0.0059199468544996825
  3.6219430805672728  0.812531948582422  0.004935638901757832
  3.6519782810740415  0.8381429265744533  0.005714917291151891
  3.6820134815808103  0.8531815718982858  0.005674611546679774
  3.7120486820875795  0.8943623397606985  0.006201643308459796
  3.7420838825943483  0.8597128762570349  0.005730950511060439
  3.772119083101117  0.9156032528405256  0.003666297919764723
  3.802154283607886  0.9651177410315762  0.004978279774692445
  3.8321894841146547  0.9275592522846898  0.00608151780682259
  3.8622246846214234  0.9847654970690832  0.004987573458246234
  3.892259885128192  0.9955053474422259  0.004910603886511419
  3.922295085634961  1.0552443120793764  0.005396070230282592
  3.9523302861417298  1.0206638331090052  0.006145518789695031
  3.982365486648499  1.0818903974536749  0.005379373681436216
  4.012400687155268  1.1020107579543328  0.004951198494329909
  4.0424358876620365  1.161434639910472  0.006113223155540023
  4.072471088168806  1.1168938729842164  0.0068863485541289585
  4.102506288675574  1.1832290457046777  0.005108063363102491
  4.132541489182343  1.2055746233049585  0.005195735790622442
  4.162576689689112  1.241401038678431  0.005428676140184726
  4.192611890195881  1.2215499195542263  0.005361061355221712
  4.22264709070265  1.2839306590062045  0.0047285448943216405
  4.252682291209418  1.330987545885699  0.004959967533152433
  4.282717491716188  1.394999551966306  0.006150506582433862
  4.312752692222956  1.3686859883968108  0.006767963914789356
  4.342787892729725  1.4282211038202526  0.005593437912020793
  4.3728230932364935  1.4364003431215504  0.0051018586817177984
  4.402858293743263  1.4812993752497365  0.004998634744242076
  4.432893494250031  1.4594988158848234  0.005304973083494991
  4.4629286947568  1.5009092585994466  0.006193823817226085
  4.492963895263569  1.5025782369007656  0.00551812694547533
  4.522999095770338  1.5516118286733673  0.0060636398252983375
  4.553034296277106  1.48332524569823  0.006167274420019449
  4.583069496783875  1.5373559844873956  0.005084637046034359
  4.613104697290645  1.5315076640237935  0.0052036366729234975
  4.643139897797413  1.5751112650243548  0.006043894223337419
  4.673175098304182  1.5102587240305085  0.00592486401126818
  4.7032102988109505  1.5496000271467847  0.004852899235521952
  4.73324549931772  1.5551707491241236  0.0042699798768057505
  4.763280699824488  1.500483568605844  0.005843910180170644
  4.793315900331257  1.5160781680924769  0.005314676577962382
  4.8233511008380265  1.51910823632582  0.0056972120881326055
  4.853386301344795  1.5461029738623164  0.005518290294463374
  4.883421501851564  1.4475588649887619  0.006244262805509311
  4.913456702358332  1.4664399058395372  0.005862805136688128
  4.943491902865102  1.4377283048224503  0.005963509970631038
  4.97352710337187  1.458134317552479  0.005263798708785957
  5.003562303878639  1.360410686674963  0.0054427070639366465
  5.033597504385408  1.369779642893361  0.0053093604867684744
  5.063632704892177  1.3141226522703697  0.004985562924643162
  5.093667905398946  1.2908322544698843  0.0050783924467549075
  5.123703105905714  1.201192272583736  0.006032016480491635
  5.1537383064124835  1.2021214993911853  0.005269765669464491
  5.183773506919252  1.1570817235910231  0.005735294530626687
  5.213808707426021  1.1496026998469957  0.0051584942029927255
  5.243843907932789  1.0809340744528146  0.005145666450404347
  5.273879108439559  1.0625072335940753  0.00562891248991123
  5.303914308946328  1.0164037207519163  0.005982488346126322
  5.333949509453096  1.0118870522809464  0.005258057823811338
  5.363984709959865  0.9372312363786306  0.0034200969365649455
  5.394019910466634  0.9112271040592839  0.006906940960278209
  5.424055110973403  0.9127001288772514  0.005289568856773146
  5.454090311480171  0.8375090734747775  0.005081601511718119
  5.4841255119869405  0.8561140734933255  0.005798707044602175
  5.514160712493709  0.8300860393693877  0.005218334286379778
  5.544195913000478  0.847499655593033  0.005356475658313007
  5.574231113507247  0.7790392189444996  0.004681330305023755
  5.604266314014016  0.8118336945560256  0.00493336907706522
  5.634301514520785  0.7806675990155995  0.0055675916256110085
  5.664336715027553  0.8133906147809266  0.005358084006566362
  5.694371915534322  0.7555810855683195  0.004854332798508336
  5.724407116041091  0.7917284023783205  0.00522835332291159
  5.75444231654786  0.7855321827068973  0.0053203579339074995
  5.784477517054629  0.8093093014200021  0.005002425256946503
  5.8145127175613975  0.7558034468640051  0.005313276503136969
  5.844547918068167  0.7903458494032868  0.004963874802519952
  5.874583118574935  0.7717962585438924  0.005444944813194548
  5.904618319081704  0.7838196379670955  0.0036410710455587456
  5.934653519588473  0.7796400545177696  0.004683805692023684
  5.964688720095242  0.7800547080522138  0.005320594661463194
  5.994723920602011  0.816720447906083  0.005171288278976181
  6.024759121108779  0.771583536729911  0.005450683421066743
  6.054794321615549  0.8043354632712966  0.004969407341064591
  6.084829522122317  0.7999955658494611  0.005722360865645325
  6.114864722629086  0.824327328283919  0.005686492978792094
  6.1448999231358545  0.7883084486268988  0.005700446588975808
  6.174935123642624  0.8103891815571921  0.005346371510052959
  6.204970324149392  0.7991596439909293  0.0050288362725664495
  6.235005524656161  0.831884535138223  0.005117050769475325
  6.2650407251629305  0.7818216041679401  0.0047128838267620115
  6.295075925669699  0.8166736756080728  0.0053653096755352635
  6.325111126176468  0.8278793286655821  0.003792462009118706
  6.355146326683236  0.7922560221021465  0.00501996885305204
  6.385181527190006  0.825362791759202  0.005006133765140426
