   r (Ang),     Ge-Ge,     Ge-O ,     O-O  
   0.06545 ,         0.000000000000000 ,        69.308870375874463 ,        69.308870375874463 , 
   0.13090 ,         0.000000000000000 ,       165.492608856679908 ,       147.104541205937693 , 
   0.19635 ,         0.000000000000000 ,         0.000000000000000 ,        16.532391098832449 , 
   0.26180 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.32725 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.39271 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.45816 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.52361 ,         0.000000000000000 ,         5.858357053877557 ,         0.000000000000000 , 
   0.58906 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.65451 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.71996 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.78541 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.85086 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.91631 ,         0.000000000000000 ,         0.382921935778312 ,         0.000000000000000 , 
   0.98176 ,         0.000000000000000 ,         3.002272430202634 ,         1.000757476734212 , 
   1.04721 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.11267 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.17812 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.24357 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.30902 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.37447 ,         0.000000000000000 ,         4.425920685253274 ,         0.680910874654350 , 
   1.43992 ,         0.000000000000000 ,         7.600232471928393 ,         0.310213570282792 , 
   1.50537 ,         0.000000000000000 ,         6.811897167198879 ,         0.000000000000000 , 
   1.57082 ,         0.000000000000000 ,         0.130336368419842 ,         0.000000000000000 , 
   1.63627 ,         0.000000000000000 ,         0.120119359403595 ,         0.000000000000000 , 
   1.70172 ,         0.000000000000000 ,         0.333174651135105 ,         0.000000000000000 , 
