Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
152854.290   334239601   401114983
152906.289   335487738   402615310
152918.294   336785483   404173321
152930.294   337854658   405456863
152942.290   339041947   406883500
152954.290   340350244   408459429
153006.294   341668606   410040293
153018.290   342980421   411612379
153030.294   344304776   413193763
153042.294   345544192   414680044
153054.290   346889511   416295341
153106.288   348180678   417844100
153118.288   349487270   419414682
153130.289   350777704   420960356
153142.294   352082756   422530248
153154.290   353408079   424116282
153206.290   354731316   425701277
153218.288   356038710   427271468
153230.289   357362692   428865230
153242.290   358647641   430411121
153254.294   360024560   432066245
153306.289   361403496   433727479
153318.290   362787616   435383131
153330.294   364184831   437061378
153342.290   365593581   438751490
153354.288   366979730   440411999
153406.294   368368406   442074603
153418.290   369670720   443634346
153430.290   370900742   445111830
153442.288   372161508   446624788
153454.294   373417107   448135557
153506.295   374683677   449659119
153518.290   375989569   451223680
153530.295   377330418   452832651
153542.294   378658205   454424387
153554.294   380063868   456113330
153606.294   381441961   457767194
153618.294   382792797   459384237
153630.294   384086090   460933393
153642.290   385374785   462476880
153654.294   386747862   464111094
153706.294   388075315   465699125
153718.294   389365456   467252193
153730.288   390639645   468784633
153742.288   392036288   470462049
153754.294   393399324   472096045
153806.290   394789559   473763342
153818.294   396184085   475435976
153830.287   397570563   477098833
153842.290   398922299   478722653
153854.294   400288813   480358708
153906.294   401666642   482008301
153918.290   403093030   483723349
153930.290   404377600   485272692
153942.294   405640760   486789851
153954.287   406942800   488354665
154006.294   408243926   489913048
