 Results from RMCProfile version 6.7.9.5

 (Version 6f format configuration file)                                          

 0 experiments   1 partials

 Partial g(r)'s are printed out below

   128  1 are NR and NPAR

   r (Ang)
   0.06545     0.00000
   0.13090     0.00000
   0.19635     0.00000
   0.26180     0.00000
   0.32725     0.00000
   0.39271     0.00000
   0.45816     0.00000
   0.52361     0.00000
   0.58906     0.00000
   0.65451     0.00000
   0.71996     0.00000
   0.78541     0.00000
   0.85086     0.00000
   0.91631     0.00000
   0.98176     0.00000
   1.04721     0.00000
   1.11267     0.93504
   1.17812     0.00000
   1.24357     0.00000
   1.30902     0.00000
   1.37447     1.22564
   1.43992     0.55838
   1.50537     1.53268
   1.57082     0.00000
   1.63627     0.86486
   1.70172     0.00000
   1.76718     0.74149
   1.83263     0.00000
   1.89808     0.32138
   1.96353     0.30031
   2.02898     0.00000
   2.09443     0.00000
   2.15988     0.74458
   2.22533     0.23381
   2.29078     0.00000
   2.35623     0.20855
   2.42168     0.00000
   2.48714     0.56154
   2.55259     0.17771
   2.61804     0.67573
   2.68349     0.64317
   2.74894     0.30645
   2.81439     0.29237
   2.87984     0.69807
   2.94529     2.00217
   3.01074     2.93798
   3.07619     1.83541
   3.14164     2.69826
   3.20710     1.80122
   3.27255     1.83801
   3.33800     1.55880
   3.40345     1.89927
   3.46890     1.53960
   3.53435     1.94658
   3.59980     1.51903
   3.66525     0.94811
   3.73070     0.99833
   3.79615     0.80350
   3.86161     0.85415
   3.92706     0.75083
   3.99251     0.72641
   4.05796     1.19539
   4.12341     1.22585
   4.18886     0.46194
   4.25431     0.38386
   4.31976     0.74463
   4.38521     1.20428
   4.45066     0.75993
   4.51611     0.68129
   4.58157     0.55163
   4.64702     0.80431
   4.71247     0.93854
   4.77792     0.76084
   4.84337     0.83914
   4.90882     0.67275
   4.97427     0.65516
   5.03972     1.13974
   5.10517     0.66642
   5.17062     1.03945
   5.23607     1.26704
   5.30153     0.98876
   5.36698     0.72359
   5.43243     1.17710
   5.49788     1.18755
   5.56333     1.45907
   5.62878     0.98677
   5.69423     0.99993
   5.75968     0.80281
   5.82513     0.92137
   5.89058     1.20134
   5.95604     0.68547
   6.02149     1.18161
   6.08694     0.84381
   6.15239     0.85655
   6.21784     0.98836
   6.28329     0.96788
   6.34874     1.20658
   6.41419     0.87249
   6.47964     1.21348
   6.54509     1.08121
   6.61054     1.37788
   6.67600     0.96128
   6.74145     0.89175
   6.80690     1.02463
   6.87235     0.95617
   6.93780     0.84199
   7.00325     0.99159
   7.06870     0.85744
   7.13415     1.00104
   7.19960     0.91590
   7.26505     1.18467
   7.33050     0.88348
   7.39596     1.01610
   7.46141     0.89435
   7.52686     0.77667
   7.59231     0.96422
   7.65776     0.78984
   7.72321     0.91240
   7.78866     0.82078
   7.85411     1.10749
   7.91956     1.16311
   7.98501     0.99884
   8.05046     1.16133
   8.11592     1.07235
   8.18137     1.07256
   8.24682     1.15776
   8.31227     1.03905
   8.37772     1.15486
