Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
150437.030      268016      319483
150449.030      539156      642203
150501.030      803578      956655
150513.030     1055089     1253963
150525.030     1301972     1545888
150537.029     1549511     1838863
150549.030     1795199     2130574
150601.030     2033005     2412337
150613.030     2272850     2696423
150625.031     2491295     2955710
150637.030     2717487     3224472
150649.029     2976288     3532250
150701.030     3224313     3826989
150713.030     3460270     4107732
150725.031     3724949     4423176
150737.030     3969893     4714214
150749.030     4228731     5021303
150801.029     4488841     5329332
150813.029     4758879     5650996
150825.031     4966229     5898191
150837.030     5198455     6173183
150849.031     5447205     6467723
150901.030     5696076     6763930
150913.030     5946422     7061544
150925.030     6196204     7358310
150937.031     6442163     7650793
150949.031     6666651     7916047
151001.031     6862077     8148169
151013.031     7059706     8381302
151025.030     7273752     8636211
151037.032     7488465     8891202
151049.030     7721642     9168042
151101.030     7956712     9447079
151113.030     8207205     9744342
151125.030     8472703    10060285
151137.030     8740353    10378008
151149.030     9010101    10697333
151201.030     9279862    11016233
151213.030     9548086    11333342
151225.030     9812002    11646280
151237.030    10073587    11957949
151249.030    10336448    12270145
151301.029    10608383    12593226
151313.029    10908892    12950587
151325.030    11176152    13267643
151337.030    11442681    13583680
151349.030    11709266    13899397
151401.030    11976647    14216272
151413.030    12244237    14533765
151425.030    12499877    14836160
151437.030    12762304    15146650
151449.030    13021282    15454452
151501.030    13258723    15734747
151513.030    13507619    16030101
151525.030    13734242    16298869
151537.030    13974764    16584647
151549.031    14207711    16862326
151601.030    14432268    17129649
151613.029    14676470    17418122
151625.029    14942447    17733111
151637.030    15198620    18035869
151649.030    15436935    18317208
151701.030    15666918    18589486
151713.030    15938641    18911746
151725.031    16197089    19217370
151737.029    16468907    19539208
151749.029    16734726    19854569
151801.029    17012718    20184061
151813.029    17296413    20519715
151825.030    17569672    20842402
151837.030    17802221    21117173
151849.030    18040699    21400151
151901.030    18268213    21669507
151913.030    18504730    21948283
151925.031    18741855    22229799
151937.030    18981157    22514438
151949.030    19228785    22807554
152001.031    19473269    23095636
152013.030    19731531    23401622
152025.031    19981507    23697765
152037.029    20247102    24012319
152049.030    20527442    24342331
152101.031    20760850    24619942
152113.030    20974952    24874463
152125.030    21224380    25169167
152137.030    21464081    25453813
152149.030    21709734    25744731
152201.030    21964087    26046560
152213.030    22211775    26340055
152225.030    22467334    26640582
152237.032    22706917    26924232
152249.029    22966289    27231650
152301.029    23250197    27569757
152313.030    23503795    27870106
152325.030    23750238    28161749
152337.030    23995766    28451563
152349.030    24266981    28773709
152401.030    24532179    29088698
152413.030    24785292    29387672
152425.030    25035675    29684904
152437.030    25294204    29990700
152449.031    25546606    30289806
152501.029    25789720    30577171
152513.029    26067649    30906728
152525.030    26311768    31195918
152537.030    26570716    31502899
152549.029    26821819    31800418
152601.029    27107185    32138530
152613.032    27380757    32461345
152625.029    27647164    32778153
152637.030    27922945    33106221
152649.029    28209406    33445695
152701.029    28494330    33785436
152713.032    28769840    34111256
152725.029    29044446    34436461
152737.030    29301121    34739424
152749.030    29563228    35048444
152801.030    29837256    35373015
152813.030    30109950    35696799
152825.030    30384436    36021011
152837.030    30652382    36338939
152849.030    30916888    36652081
152901.030    31186398    36972056
152913.030    31438562    37270820
152925.030    31704697    37586947
152937.030    31963569    37893265
152949.030    32210024    38185714
153001.030    32468707    38492325
153013.029    32740502    38814210
153025.030    33015446    39139392
153037.029    33261321    39432349
153049.030    33533975    39755766
153101.029    33813962    40087869
153113.029    34098835    40426380
153125.029    34372280    40750881
153137.029    34646964    41076326
153149.029    34934812    41416608
153201.029    35203357    41734820
153213.029    35447093    42023210
153225.029    35698651    42322234
153237.029    36007251    42687790
153249.031    36269277    42997691
153301.030    36505109    43276966
153313.029    36734064    43547855
153325.029    37009427    43873785
153337.029    37293524    44209249
153349.029    37575382    44541309
153401.030    37803445    44809619
153413.030    38040593    45090099
153425.030    38279092    45373478
