Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
133104.765      100821      117677
133116.783      231753      270208
133128.758      341780      398563
133140.757      429553      501657
133152.758      569084      665702
133204.769      709324      831807
133216.766      818505      960315
133228.757      939450     1102920
133240.764     1075128     1263663
133252.761     1188040     1396700
133304.758     1336430     1573381
133316.768     1464849     1724319
133328.758     1594953     1877265
133340.757     1664447     1959416
133352.759     1809158     2130739
133404.758     1937151     2280700
133416.758     2069387     2436400
133428.778     2208133     2599821
133440.757     2379083     2801069
133452.756     2485808     2927191
133504.757     2630360     3098413
133516.757     2748669     3238199
133528.782     2855975     3365086
133540.756     3015671     3554573
133552.758     3147242     3710015
133604.776     3259885     3844088
133616.756     3367977     3972251
133628.758     3511093     4141691
133640.767     3631008     4283602
133652.757     3752738     4427587
133704.765     3872103     4568195
133716.757     4028118     4752718
133728.760     4151430     4897862
133740.757     4266099     5033751
133752.761     4395913     5187502
133804.758     4491621     5300701
133816.757     4581628     5407282
133828.758     4710524     5560375
133840.761     4854792     5731046
133852.757     4923293     5811981
133904.758     5067194     5982987
133916.758     5202147     6143134
133928.758     5314624     6275901
133940.757     5425396     6407304
133952.757     5529670     6530005
134004.777     5602664     6616089
134016.773     5632713     6651442
134028.767     5672915     6698553
134040.765     5745386     6784202
134052.770     5783269     6828865
134104.766     5806180     6856001
134116.769     5846117     6903266
134128.759     5925068     6996613
134140.758     5984264     7065841
134152.774     6063257     7158621
134204.783     6189236     7307091
134216.761     6357731     7506049
134228.757     6478691     7649912
134240.765     6656561     7860734
134252.757     6822131     8057047
134304.759     6948055     8206203
134316.758     7036627     8310696
134328.758     7216062     8524013
134340.757     7387193     8727766
134352.756     7581103     8957844
134404.757     7779011     9191971
134416.782     7959787     9405686
134428.784     8130930     9607901
134440.759     8313139     9824500
134452.759     8469845    10011357
134504.758     8663834    10242165
134516.757     8839760    10452066
134528.758     9023014    10669705
134540.757     9212040    10893496
134552.757     9379384    11091537
134604.757     9581643    11331630
134616.757     9778640    11565110
134628.758     9962852    11783923
134640.756    10075579    11916912
134652.766    10187741    12049958
134704.757    10348628    12240516
134716.757    10515854    12438545
134728.757    10673903    12625804
134740.756    10804526    12780069
134752.768    10974309    12979939
134804.757    11139215    13174699
134816.757    11326107    13396191
134828.757    11483736    13584366
134840.757    11674956    13811141
134852.758    11871612    14044558
134904.757    12056680    14264747
134916.757    12253719    14498384
134928.757    12435071    14714043
134940.765    12588915    14897178
134952.757    12726991    15061478
135004.757    12903963    15271101
135016.757    13052387    15446624
135028.758    13265720    15699195
135040.758    13459456    15928012
135052.758    13654206    16158511
135104.759    13847663    16388459
135116.757    14036515    16612454
135128.758    14230428    16841164
135140.757    14427533    17074536
135152.758    14593473    17270683
135204.776    14737123    17441201
135216.757    14848285    17572841
135228.763    15010814    17765279
135240.757    15180391    17965127
135252.757    15305261    18111689
135304.757    15437647    18269029
135316.757    15574234    18430648
135328.759    15708084    18589195
135340.757    15874136    18785937
135352.778    16031091    18971702
135404.763    16162253    19126701
135416.756    16350636    19348874
135428.758    16599092    19643215
135440.757    16865481    19957572
135452.757    17107604    20245382
135504.756    17363090    20547927
135516.756    17621570    20854512
135528.756    17886799    21168370
135540.756    18139871    21466805
135552.756    18386264    21759361
135604.756    18640120    22060532
135616.759    18885420    22350680
135628.756    19152441    22667695
135640.756    19419473    22983366
135652.756    19688569    23302781
135704.756    19944219    23604814
135716.756    20210975    23919425
135728.756    20481548    24239627
135740.757    20743464    24550344
135752.756    21016204    24872561
135804.757    21278925    25184380
135816.756    21529467    25481047
135828.756    21797666    25799570
135840.756    22065547    26115354
135852.756    22333909    26432943
135904.756    22603813    26751659
135916.756    22870181    27068417
135928.757    23137873    27386320
135940.757    23392689    27688052
135952.757    23638035    27978139
140004.758    23888941    28276560
140016.757    24121450    28552220
140028.756    24384154    28862883
140040.756    24623234    29147857
140052.758    24871893    29443708
