Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
140146.924      281437      334923
140158.924      498077      591828
140210.923      744550      885469
140222.924      979434     1164684
140234.926     1211844     1441388
140246.923     1455499     1731404
140258.923     1715004     2039146
140310.923     1962981     2333176
140322.923     2209738     2627002
140334.925     2379738     2828844
140346.926     2596025     3085710
140358.923     2774653     3298170
140410.925     3008000     3575414
140422.923     3195158     3798230
140434.922     3503869     4165055
140446.925     3812708     4532422
140458.922     4118935     4895542
140510.925     4388770     5216237
140522.923     4570428     5431860
140534.923     4859472     5774207
140546.923     5166471     6138142
140558.922     5464579     6491950
140610.924     5710887     6785104
140622.923     5933453     7049197
140634.923     6190778     7354593
140646.923     6450941     7664253
140658.924     6695929     7956320
140710.924     6930924     8237077
140722.923     7183336     8537212
140734.923     7441101     8842968
140746.923     7687665     9135820
140758.924     7920852     9414898
140810.923     8143208     9679049
140822.923     8383466     9963934
140834.924     8618980    10242491
140846.923     8854143    10519909
140858.923     9076314    10783571
140910.923     9337876    11093864
140922.923     9620048    11429102
140934.923     9906159    11769109
140946.923    10197787    12115709
140958.923    10488000    12460681
141010.923    10778642    12806974
141022.923    11069333    13153434
141034.923    11360885    13499373
141046.923    11651257    13844876
141058.923    11941121    14189831
141110.923    12231698    14535806
141122.923    12519783    14879365
141134.923    12807332    15222208
141146.923    13094873    15564941
141158.923    13381550    15907409
141210.923    13668989    16250632
141222.923    13957502    16594669
141234.923    14245345    16938219
141246.923    14534018    17281189
141258.923    14823055    17624086
141310.923    15111900    17967760
141322.923    15400936    18311395
141334.923    15689662    18655341
141346.925    15978853    18998373
141358.923    16268106    19341304
141410.923    16538953    19662868
141422.923    16785749    19957587
141434.924    17021458    20239566
141446.925    17252862    20515221
141458.924    17474002    20778908
141510.923    17730621    21083445
141522.924    17987264    21388192
141534.923    18244998    21694214
141546.923    18502763    22000347
141558.926    18760063    22305221
141610.923    19016736    22610235
141622.923    19271313    22913871
141634.924    19526746    23217940
141646.923    19783990    23524497
141658.923    20044499    23834383
141710.923    20303805    24142890
141722.923    20562914    24452359
141734.923    20820929    24760027
141746.923    21078606    25067803
141758.924    21337612    25376918
141810.923    21595891    25684996
141822.923    21855908    25994757
141834.923    22114178    26301793
141846.924    22373522    26609540
141858.923    22628593    26913726
141910.923    22886643    27220932
141922.924    23146675    27529915
141934.923    23406309    27838494
141946.923    23663284    28145543
141958.923    23923441    28454562
142010.923    24180651    28762191
142022.923    24426886    29055892
142034.923    24688535    29368859
142046.923    24952798    29683216
142058.923    25214276    29993307
142110.923    25479216    30307152
142122.923    25742096    30621396
142134.923    26003324    30932531
142146.923    26268321    31246876
142158.923    26531766    31560206
142210.923    26792602    31870166
142222.923    27055246    32183022
142234.923    27317984    32496762
142246.923    27580802    32809345
142258.923    27842648    33120619
142310.923    28103109    33431087
142322.923    28367164    33745186
142334.923    28627076    34053704
142346.923    28889202    34364900
142358.923    29146362    34670602
142410.923    29404908    34977493
142422.923    29665097    35286396
142434.923    29925521    35595630
142446.923    30185897    35905013
142458.923    30445030    36212413
142510.923    30699430    36515489
142522.924    30957119    36822105
142534.923    31214292    37127828
142546.923    31470004    37432671
142558.923    31710372    37718882
142610.924    31968773    38025884
142622.923    32228414    38333814
142634.923    32483554    38637137
142646.923    32742150    38944444
142658.923    33001936    39252496
142710.923    33261402    39560701
142722.924    33518778    39866663
142734.923    33774969    40170676
142746.923    34033688    40478558
142758.923    34297295    40791257
142810.923    34558160    41101098
142822.923    34819389    41412802
142834.923    35078565    41722029
142846.923    35341951    42035265
142858.923    35606001    42349394
142910.923    35868691    42662300
142922.923    36130887    42975330
144423.771    36338724    43222982
144435.772    36611538    43548519
144447.772    36849686    43834766
144459.772    37099954    44132889
144511.773    37330134    44407297
144523.772    37572661    44695821
144535.771    37832990    45005928
144547.772    38072283    45290944
144559.771    38317745    45584032
144611.772    38555262    45866836
144623.771    38815673    46177221
