Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
110628.429        8377        9303
110640.419       20186       22701
110652.420       28403       32090
110704.413       46601       52880
110716.440       62817       71495
110728.421       74377       84741
110740.430       92524      105559
110752.444      112037      128266
110804.433      128763      147542
110816.432      143287      164301
110828.437      158207      181520
110840.441      179307      205909
110852.436      194517      223352
110904.461      200148      229858
110916.450      201384      231304
110928.424      202278      232316
110940.418      202954      233102
110952.420      203725      234008
111004.425      205417      235996
111016.417      206932      237781
111028.435      208492      239582
111040.424      209647      240920
111052.431      211629      243205
111104.441      213919      245865
111116.437      216082      248399
111128.455      216634      249056
111140.425      217427      249968
111152.448      220406      253459
111204.417      221296      254498
111216.442      222443      255819
111228.421      224030      257668
111240.446      225296      259125
111252.435      226137      260103
111304.436      227793      262087
111316.421      229082      263607
111328.437      230998      265825
111340.416      232515      267608
111352.426      233222      268410
111404.440      234816      270274
111416.447      238537      274713
111428.442      239695      276069
111440.415      241370      278013
111452.442      241996      278746
111504.413      244447      281573
111516.441      245542      282839
111528.439      247072      284603
111540.433      247946      285623
111552.437      249159      287050
111604.431      251042      289279
111616.425      252189      290607
111628.468      252699      291187
111640.428      253132      291681
111652.445      253492      292118
111704.449      254226      292987
111716.428      254872      293738
111728.433      255521      294505
111740.433      257251      296590
111752.421      258103      297626
111804.445      259789      299639
111816.446      260426      300383
111828.437      260978      301034
111840.447      261247      301353
111852.435      262383      302714
111904.424      264050      304668
111916.425      264574      305282
111928.453      264947      305721
111940.437      265752      306641
111952.416      266623      307656
112004.427      267716      308958
112016.445      268162      309496
112028.454      270051      311683
112040.461      270767      312519
112052.432      271842      313771
112104.462      272768      314853
112116.465      273940      316238
112128.432      275713      318325
112140.433      276191      318907
112152.426      276726      319550
112204.424      277674      320678
112216.424      278979      322216
112228.436      281135      324779
112240.450      282747      326686
112252.439      285135      329452
112304.428      285736      330147
112316.426      286114      330591
112328.437      287581      332317
112340.438      288832      333790
112352.421      290316      335543
112404.427      292603      338233
112416.429      293162      338893
112428.445      293878      339744
112440.445      294451      340424
112452.426      295639      341834
112504.445      297003      343445
112516.429      298011      344619
112528.439      298930      345733
112540.440      300549      347617
112552.448      303636      351228
112604.425      306011      353993
112616.425      306740      354855
112628.452      308515      356966
112640.445      310693      359473
112652.439      313376      362608
112704.445      314131      363484
112716.461      315474      365079
112728.429      317019      366919
112740.445      317819      367861
112752.429      318448      368581
112804.424      320970      371495
112816.449      322261      372971
112828.453      323673      374626
112840.454      325243      376477
112852.429      326353      377783
112904.457      327994      379688
112916.417      329675      381695
112928.457      330785      383009
112940.469      331715      384097
112952.421      333681      386402
113004.461      334993      387952
113016.453      335590      388643
113028.439      336129      389268
113040.461      336530      389738
113052.431      337309      390692
113104.435      339010      392700
113116.441      340109      394000
113128.456      342312      396566
113140.439      344432      398995
113152.482      346259      401151
113204.433      348115      403313
113216.428      348645      403941
113228.421      350831      406506
113240.437      351715      407542
113252.424      352517      408479
113304.452      353224      409310
113316.433      354845      411202
113328.473      355491      411959
113340.427      357614      414420
113352.417      358933      415964
113404.429      360709      418028
113416.440      361129      418526
113428.429      361467      418926
113440.437      362712      420377
113452.465      363717      421552
113504.433      364773      422795
113516.421      367067      425492
113528.433      368392      427043
113540.457      369353      428117
113552.437      370300      429237
113604.449      372680      432055
113616.470      375545      435401
