 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.242328132554774E+01 ,     0.721991311742910E+00 ,    -0.908983910237848E+00 , 
   0.49828 ,    -0.222773593697447E+01 ,     0.939420810660891E+00 ,    -0.702500773355503E+00 , 
   0.52832 ,    -0.206885139187481E+01 ,     0.111053256043751E+01 ,    -0.524079400154238E+00 , 
   0.55835 ,    -0.194772552972250E+01 ,     0.123525432092871E+01 ,    -0.374981445997689E+00 , 
   0.58838 ,    -0.186418304691321E+01 ,     0.131514155678266E+01 ,    -0.255472457323403E+00 , 
   0.61841 ,    -0.181682274583908E+01 ,     0.135323748572359E+01 ,    -0.164856459375824E+00 , 
   0.64843 ,    -0.180310554394954E+01 ,     0.135388105594832E+01 ,    -0.101542923562691E+00 , 
   0.67846 ,    -0.181947931069425E+01 ,     0.132247258851724E+01 ,    -0.631430766800822E-01 , 
   0.70848 ,    -0.186153533457378E+01 ,     0.126520828519769E+01 ,    -0.465914842481278E-01 , 
   0.73850 ,    -0.192419016776920E+01 ,     0.118879572485003E+01 ,    -0.482879719480919E-01 , 
   0.76852 ,    -0.200188578895040E+01 ,     0.110016282595800E+01 ,    -0.642542746477711E-01 , 
   0.79854 ,    -0.208880049292458E+01 ,     0.100617254072341E+01 ,    -0.902993462252791E-01 , 
   0.82855 ,    -0.217906267497197E+01 ,     0.913354795536788E+00 ,    -0.122187041337844E+00 , 
   0.85856 ,    -0.226695973284305E+01 ,     0.827665956617570E+00 ,    -0.155799899278586E+00 , 
   0.88857 ,    -0.234713465385124E+01 ,     0.754284452688933E+00 ,    -0.187293017538418E+00 , 
   0.91857 ,    -0.241476347064433E+01 ,     0.697449220424622E+00 ,    -0.213232486719175E+00 , 
   0.94858 ,    -0.246570762922163E+01 ,     0.660345456989151E+00 ,    -0.230713548228811E+00 , 
   0.97858 ,    -0.249663637973931E+01 ,     0.645039877900152E+00 ,    -0.237454502882282E+00 , 
   1.00857 ,    -0.250511553033650E+01 ,     0.652465399306824E+00 ,    -0.231863406396786E+00 , 
   1.03857 ,    -0.248966024674844E+01 ,     0.682452998690372E+00 ,    -0.213075695632646E+00 , 
   1.06856 ,    -0.244975098241461E+01 ,     0.733806554323604E+00 ,    -0.180962052357528E+00 , 
   1.09855 ,    -0.238581303028971E+01 ,     0.804414804714620E+00 ,    -0.136106982451558E+00 , 
   1.12853 ,    -0.229916154453510E+01 ,     0.891393269955975E+00 ,    -0.797597209857760E-01 , 
   1.15851 ,    -0.219191513649224E+01 ,     0.991248082156088E+00 ,    -0.137601226023490E-01 , 
   1.18849 ,    -0.206688225844998E+01 ,     0.110005320471621E+01 ,     0.595568789927558E-01 , 
   1.21846 ,    -0.192742551093473E+01 ,     0.121363248063352E+01 ,     0.137473894445538E+00 , 
   1.24843 ,    -0.177730971284878E+01 ,     0.132773831735514E+01 ,     0.217015861787813E+00 , 
   1.27840 ,    -0.162054003618983E+01 ,     0.143821954961927E+01 ,     0.295081699866741E+00 , 
   1.30836 ,    -0.146119671562695E+01 ,     0.154117206527612E+01 ,     0.368577397982273E+00 , 
   1.33832 ,    -0.130327279541826E+01 ,     0.163306706244811E+01 ,     0.434545185772283E+00 , 
   1.36827 ,    -0.115052107968307E+01 ,     0.171085325101167E+01 ,     0.490283721651692E+00 , 
   1.39822 ,    -0.100631592415273E+01 ,     0.177203083447962E+01 ,     0.533454732273142E+00 , 
   1.42817 ,    -0.873534774229959E+00 ,     0.181469662746260E+01 ,     0.562172205178928E+00 , 
   1.45811 ,    -0.754463449026447E+00 ,     0.183756110117402E+01 ,     0.575071050631878E+00 , 
