Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
230927.931        8766       69292  0.717E-01  0.988E+00
230940.017       13429      122766  0.576E-01  0.740E+00
230951.923       18951      188268  0.761E-01  0.987E+00
231003.983       23251      238537  0.801E-01  0.987E+00
231015.923       26959      280887  0.805E-01  0.987E+00
231027.925       30703      324609  0.802E-01  0.987E+00
231039.924       34397      367610  0.808E-01  0.987E+00
231051.923       38690      419544  0.811E-01  0.987E+00
231103.985       43133      474176  0.107E+00  0.125E+01
231115.975       46997      521219  0.109E+00  0.135E+01
231127.942       51244      571802  0.857E-01  0.986E+00
231139.922       55752      626437  0.887E-01  0.986E+00
231151.923       60682      686264  0.783E-01  0.987E+00
231203.942       63388      719824  0.784E-01  0.987E+00
231215.937       67199      765913  0.788E-01  0.987E+00
231227.991       70967      810007  0.803E-01  0.987E+00
231239.959       79033      905404  0.863E-01  0.108E+01
231251.922       95824     1106853  0.955E-01  0.114E+01
231303.925      112895     1310448  0.927E-01  0.111E+01
231315.945      130332     1516927  0.784E-01  0.956E+00
231327.922      146105     1707417  0.802E-01  0.987E+00
231339.922      160671     1883249  0.800E-01  0.987E+00
231351.972      176498     2074332  0.744E-01  0.917E+00
231403.922      189646     2233668  0.828E-01  0.987E+00
231415.960      205295     2422419  0.884E-01  0.109E+01
231427.923      220848     2609337  0.855E-01  0.986E+00
231439.945      236079     2797997  0.748E-01  0.881E+00
231451.922      251616     2986559  0.844E-01  0.986E+00
231503.921      267392     3177572  0.834E-01  0.987E+00
231515.922      280776     3339172  0.841E-01  0.986E+00
231527.998      295025     3510682  0.814E-01  0.959E+00
231539.991      308252     3666373  0.739E-01  0.776E+00
231551.926      320544     3815508  0.961E-01  0.108E+01
231603.922      335768     3997299  0.868E-01  0.986E+00
231615.942      351212     4184492  0.834E-01  0.982E+00
231627.921      367406     4378125  0.811E-01  0.987E+00
231639.922      384192     4576262  0.885E-01  0.986E+00
231651.922      399580     4758230  0.869E-01  0.986E+00
231703.921      414742     4943454  0.854E-01  0.986E+00
231715.923      430436     5131773  0.854E-01  0.986E+00
231727.921      446483     5325053  0.815E-01  0.987E+00
231739.921      461846     5509395  0.878E-01  0.986E+00
231751.973      478481     5701709  0.877E-01  0.943E+00
231803.922      494431     5893841  0.813E-01  0.987E+00
231815.943      511271     6094936  0.867E-01  0.104E+01
231827.921      527062     6284965  0.821E-01  0.987E+00
231839.921      543895     6483844  0.830E-01  0.987E+00
231851.955      559611     6672199  0.102E+00  0.119E+01
231903.922      574805     6854530  0.817E-01  0.987E+00
231915.921      591464     7053098  0.803E-01  0.987E+00
231927.936      606900     7237402  0.661E-01  0.820E+00
231939.922      622234     7422142  0.885E-01  0.986E+00
231951.959      638249     7617388  0.727E-01  0.850E+00
232003.974      654310     7808958  0.879E-01  0.104E+01
232015.947      670543     8001000  0.109E+00  0.123E+01
232027.921      686627     8194234  0.815E-01  0.987E+00
232039.921      703200     8394909  0.831E-01  0.987E+00
232051.965      719571     8591205  0.931E-01  0.111E+01
232103.922      736006     8789846  0.840E-01  0.986E+00
232115.922      751864     8984961  0.815E-01  0.987E+00
232127.922      767860     9176571  0.834E-01  0.987E+00
232139.921      781569     9342749  0.797E-01  0.987E+00
232151.927      797554     9535522  0.827E-01  0.927E+00
232203.921      813442     9728507  0.851E-01  0.986E+00
232215.921      828338     9906987  0.957E-01  0.986E+00
232227.969      843839    10095807  0.115E+00  0.128E+01
232239.962      856805    10248690  0.750E-01  0.913E+00
232251.921      870074    10407804  0.821E-01  0.987E+00
232303.922      884260    10580263  0.820E-01  0.987E+00
232315.922      899952    10771341  0.860E-01  0.102E+01
232327.921      915501    10959818  0.834E-01  0.987E+00
232339.943      931651    11154867  0.678E-01  0.842E+00
232351.965      948005    11347963  0.903E-01  0.104E+01
232403.955      964113    11535345  0.108E+00  0.119E+01
232415.921      979804    11719412  0.823E-01  0.987E+00
232427.976      996812    11925852  0.792E-01  0.875E+00
232439.921     1012870    12117999  0.834E-01  0.986E+00
232451.922     1029185    12314771  0.805E-01  0.987E+00
232503.953     1045206    12505211  0.921E-01  0.111E+01
232515.922     1061842    12702892  0.838E-01  0.986E+00
232527.921     1078766    12904262  0.808E-01  0.987E+00
232539.922     1095145    13100427  0.867E-01  0.986E+00
232551.922     1111537    13299819  0.875E-01  0.986E+00
232603.922     1128506    13503924  0.819E-01  0.987E+00
232615.924     1143632    13688137  0.943E-01  0.110E+01
232627.921     1159839    13883895  0.815E-01  0.987E+00
232639.922     1175928    14079105  0.798E-01  0.987E+00
232651.924     1192251    14274364  0.855E-01  0.986E+00
232703.925     1207133    14455662  0.710E-01  0.801E+00
232715.921     1223289    14651351  0.801E-01  0.987E+00
232727.959     1237836    14824934  0.639E-01  0.777E+00
232739.937     1252866    15004843  0.700E-01  0.850E+00
232751.927     1268338    15191736  0.903E-01  0.107E+01
232803.921     1284365    15382917  0.844E-01  0.986E+00
232815.921     1299720    15572462  0.844E-01  0.986E+00
232827.967     1316514    15777670  0.973E-01  0.113E+01
232839.922     1333418    15983425  0.858E-01  0.986E+00
232851.922     1348011    16162620  0.806E-01  0.987E+00
232903.921     1364115    16357783  0.867E-01  0.986E+00
232915.967     1371930    16451916  0.768E-01  0.910E+00
232927.922     1377851    16523155  0.820E-01  0.987E+00
232939.961     1383283    16589016  0.832E-01  0.987E+00
232951.922     1388450    16651601  0.876E-01  0.986E+00
233003.922     1395350    16733845  0.835E-01  0.987E+00
233015.950     1402780    16824007  0.838E-01  0.986E+00
233027.959     1410451    16916620  0.917E-01  0.986E+00
233039.922     1416751    16991606  0.888E-01  0.986E+00
233051.922     1421169    17045526  0.837E-01  0.986E+00
233103.922     1427250    17118926  0.852E-01  0.986E+00
233116.034     1434670    17207529  0.810E-01  0.101E+01
233127.922     1441592    17290721  0.827E-01  0.987E+00
233139.944     1448925    17379624  0.812E-01  0.987E+00
233151.971     1456130    17468222  0.847E-01  0.986E+00
233203.924     1461920    17539303  0.828E-01  0.987E+00
233215.972     1467111    17603794  0.848E-01  0.986E+00
233227.922     1472201    17665043  0.900E-01  0.986E+00
233239.938     1479035    17746464  0.880E-01  0.986E+00
233251.922     1486619    17836951  0.872E-01  0.986E+00
233304.035     1495280    17940299  0.862E-01  0.914E+00
233315.986     1503663    18040146  0.948E-01  0.100E+01
233328.038     1509956    18116117  0.923E-01  0.109E+01
233339.922     1517152    18203589  0.817E-01  0.987E+00
233351.922     1522927    18272822  0.832E-01  0.987E+00
233403.955     1531163    18373606  0.896E-01  0.111E+01
233415.926     1538514    18461914  0.744E-01  0.911E+00
233427.922     1546683    18562348  0.824E-01  0.987E+00
233439.947     1554837    18659765  0.823E-01  0.987E+00
233451.988     1563031    18759348  0.859E-01  0.986E+00
233503.965     1568068    18820004  0.811E-01  0.987E+00
233515.921     1574664    18901578  0.872E-01  0.986E+00
233528.032     1583150    19002257  0.878E-01  0.982E+00
233539.922     1590764    19093634  0.904E-01  0.986E+00
233551.927     1598536    19184132  0.896E-01  0.986E+00
233603.954     1606358    19276885  0.855E-01  0.986E+00
233615.922     1614228    19370965  0.902E-01  0.986E+00
233628.022     1622659    19471066  0.141E+00  0.142E+01
233639.924     1631257    19571345  0.863E-01  0.986E+00
233651.922     1640562    19684326  0.834E-01  0.987E+00
233703.922     1648213    19776674  0.823E-01  0.987E+00
233715.922     1658096    19898008  0.815E-01  0.987E+00
233727.940     1667283    20009871  0.970E-01  0.111E+01
233740.001     1676199    20119860  0.100E+00  0.112E+01
233751.971     1683663    20207986  0.733E-01  0.765E+00
233803.922     1692743    20317426  0.857E-01  0.986E+00
233815.922     1702566    20438742  0.839E-01  0.986E+00
233827.930     1712751    20562009  0.967E-01  0.112E+01
233839.922     1721990    20673247  0.832E-01  0.987E+00
233851.922     1729518    20764041  0.868E-01  0.986E+00
233903.922     1737841    20864833  0.890E-01  0.986E+00
233915.927     1747826    20986848  0.836E-01  0.987E+00
