 Atomic positions for srtio3_293k
 31.252248  0.000000  0.000000
 -0.000000 31.252248  0.000000
 -0.000000 -0.000000 31.252248
Sr     0.006748    0.025341   31.203788
Sr    31.174618   31.225491    4.014611
Sr     0.087941    0.109777    7.842250
Sr     0.005369    0.136093   11.719494
Sr    31.189472   31.246095   15.593477
Sr     0.095013   31.181787   19.573122
Sr    31.225435   31.151649   23.389025
Sr     0.147420   31.224926   27.459015
Sr    31.246244    3.906136    0.153064
Sr     0.030211    4.037087    3.896373
Sr     0.017682    3.875710    7.855766
Sr    31.146509    3.940597   11.803163
Sr    31.183203    3.887601   15.504341
Sr     0.131755    3.908894   19.551936
Sr     0.035235    3.914095   23.548474
Sr    31.234523    3.858955   27.473835
Sr     0.034566    7.933292    0.024025
Sr    31.252130    7.769069    4.047837
Sr     0.013758    7.922507    7.854410
Sr    31.215709    7.921818   11.599123
Sr    31.163413    7.873099   15.552390
Sr     0.046215    7.978416   19.477007
Sr    31.171732    7.929245   23.444843
Sr    31.198048    7.905475   27.265162
Sr    31.192296   11.761514    0.022409
Sr     0.015051   11.733713    3.786277
Sr     0.007170   11.795019    7.805228
Sr     0.032308   11.625550   11.727155
Sr     0.043729   11.663044   15.524644
Sr    31.100692   11.742389   19.540996
Sr    31.244208   11.822623   23.552326
Sr    31.192981   11.718595   27.519256
Sr     0.128933   15.580392   31.231666
Sr     0.006510   15.532123    3.995539
Sr     0.024301   15.631751    7.744060
Sr    31.180605   15.655525   11.695985
Sr    31.123580   15.565484   15.542949
Sr    31.114201   15.661155   19.526074
Sr     0.081995   15.592153   23.512231
Sr     0.119001   15.680454   27.419022
Sr    31.203484   19.354807   31.233149
Sr     0.173788   19.551328    3.858206
Sr    31.174659   19.452403    7.820644
Sr    31.199618   19.478677   11.800657
Sr     0.015747   19.600297   15.649222
Sr    31.214611   19.644431   19.548775
Sr    31.229945   19.451094   23.579005
Sr    31.237188   19.509445   27.314500
Sr    31.202303   23.445596    0.164234
Sr    31.131961   23.526350    3.910274
Sr    31.250513   23.453201    7.932620
Sr     0.122864   23.325389   11.717425
Sr    31.224301   23.491423   15.789212
Sr    31.206812   23.578983   19.507959
Sr    31.208887   23.286876   23.480157
Sr    31.206855   23.422406   27.445184
Sr    31.196123   27.201018   31.240679
Sr     0.013805   27.431462    3.931553
Sr    31.243962   27.437576    7.774612
Sr    31.229493   27.393401   11.833442
Sr     0.086633   27.234797   15.611568
Sr     0.136166   27.296689   19.606355
Sr     0.163374   27.308798   23.424345
Sr     0.006405   27.180900   27.340837
Sr     3.909252    0.016100    0.106519
Sr     3.861443   31.242710    3.970883
Sr     3.830577   31.220122    7.948042
Sr     3.995730    0.019101   11.705140
Sr     3.957535    0.124959   15.565790
Sr     4.025534   31.194632   19.607366
Sr     4.050464   31.207372   23.488192
Sr     3.926108   31.123353   27.336876
Sr     3.957821    4.048513    0.003971
Sr     3.933936    4.068911    3.891253
Sr     3.855801    3.932799    7.916510
Sr     3.855029    3.773578   11.674829
Sr     3.914846    3.994808   15.646634
Sr     3.926289    3.988086   19.447228
Sr     4.074034    3.869556   23.465250
Sr     3.997723    3.756609   27.383028
Sr     3.890458    7.872138    0.068253
Sr     3.922496    7.936210    4.006055
Sr     3.861733    7.947987    7.786463
Sr     3.758809    7.842443   11.606062
Sr     3.857062    7.938937   15.652810
Sr     3.899802    7.813806   19.708297
Sr     3.986193    7.873632   23.497673
Sr     4.038006    7.818431   27.336116
Sr     3.912979   11.763835    0.089685
Sr     3.951014   11.838067    3.967607
Sr     3.883088   11.671438    7.702215
Sr     3.791653   11.680839   11.623084
Sr     3.953068   11.764169   15.657151
Sr     3.887617   11.755227   19.694737
Sr     3.944883   11.658954   23.581963
Sr     4.033341   11.698281   27.351140
Sr     3.873094   15.477422   31.209715
Sr     3.836952   15.702870    3.781233
Sr     3.828051   15.684136    7.812130
Sr     3.859207   15.699257   11.643642
Sr     3.934163   15.755464   15.559070
Sr     3.858881   15.775780   19.585170
Sr     3.876682   15.530786   23.528548
Sr     3.985189   15.658508   27.459384
Sr     3.751211   19.461144   31.239025
Sr     3.905620   19.552870    3.759479
Sr     3.858695   19.431902    7.802574
Sr     3.938073   19.656895   11.722168
Sr     3.993477   19.531977   15.535572
Sr     3.785129   19.570829   19.557537
Sr     3.852202   19.586850   23.469281
Sr     3.940100   19.427905   27.239330
Sr     3.874064   23.412491   31.135585
Sr     3.915040   23.293232    3.881341
Sr     3.917762   23.494062    7.953449
Sr     3.927040   23.367350   11.858606
Sr     4.027856   23.356140   15.621789
Sr     3.921986   23.596458   19.511030
Sr     3.848349   23.318309   23.455278
Sr     3.988715   23.516148   27.408750
Sr     4.006020   27.305568    0.125290
Sr     3.793788   27.367341    4.008625
Sr     3.894773   27.486678    7.887392
Sr     4.000668   27.451079   11.647210
Sr     3.960870   27.451258   15.623132
Sr     3.935360   27.331541   19.651968
Sr     4.018252   27.358232   23.503554
Sr     3.812420   27.343379   27.305712
Sr     7.841893    0.040217   31.204025
Sr     7.890509    0.051650    3.888458
Sr     7.924261    0.039402    7.915862
Sr     7.900564    0.077259   11.771317
Sr     7.790799   31.085083   15.676575
Sr     7.886299   31.250036   19.567930
Sr     7.801302   31.194686   23.302705
Sr     7.935129   31.212831   27.391510
Sr     7.799136    3.946299   31.246712
Sr     7.717254    3.838239    3.853314
Sr     7.952986    3.941969    7.836135
Sr     7.936563    3.876142   11.657024
Sr     7.901655    3.902100   15.720722
Sr     7.924932    3.855142   19.453734
Sr     7.876340    3.780637   23.521122
Sr     7.948430    3.929546   27.422307
Sr     7.912309    7.857926   31.124246
Sr     7.781221    7.928405    3.922552
Sr     7.776227    7.867052    7.694699
Sr     7.749211    7.871852   11.602063
Sr     7.934394    7.812393   15.696986
Sr     7.841298    7.733453   19.636266
Sr     7.847586    7.868397   23.435708
Sr     7.904770    7.886909   27.368571
