Q , F(Q)_RMC, F(Q)_Expt
  0.75999980000000000       ,   -1.6334637488681194       ,  -0.82974274975835360     
  0.77999980000000002       ,   -1.4449614735489202       ,  -0.75884339856288208     
  0.79999980000000004       ,   -1.2720970157654337       ,  -0.70041100458200001     
  0.81999979999999995       ,   -1.1189670617742351       ,  -0.65712157828208018     
  0.83999979999999996       ,  -0.98901462647514371       ,  -0.63117112908456507     
  0.85999979999999998       ,  -0.88496611539715009       ,  -0.62423138268460876     
  0.87999980000000000       ,  -0.80878741835000056       ,  -0.63741717329113212     
  0.89999980000000002       ,  -0.76165905649284826       ,  -0.67126608668519094     
  0.91999980000000003       ,  -0.74396997787082420       ,  -0.72573067183941908     
  0.93999980000000005       ,  -0.75532921953227050       ,  -0.80018327650934662     
  0.95999979999999996       ,  -0.79459432836923594       ,  -0.89343330118549014     
  0.97999979999999998       ,  -0.85991515975687005       ,   -1.0037564114853328     
  0.99999979999999999       ,  -0.94879145457792469       ,   -1.1289350066699200     
   1.0199997999999999       ,   -1.0581424316622998       ,   -1.2663090163870296     
   1.0399997999999999       ,   -1.1843865222941641       ,   -1.4128358934620866     
   1.0599997999999999       ,   -1.3235293120475149       ,   -1.5651584915732344     
   1.0799998000000000       ,   -1.4712577363554784       ,   -1.7196793663780856     
   1.0999998000000000       ,   -1.6230385918190784       ,   -1.8726399198881296     
   1.1199998000000000       ,   -1.7742194665280668       ,   -2.0202027227040866     
   1.1399998000000000       ,   -1.9201302511445399       ,   -2.1585352985011088     
   1.1599998000000000       ,   -2.0561834610481831       ,   -2.2838936405108989     
   1.1799998000000000       ,   -2.1779716734045618       ,   -2.3927037505692343     
   1.1999998000000001       ,   -2.2813604590835239       ,   -2.4816395467293142     
   1.2199998000000001       ,   -2.3625752680569700       ,   -2.5476955739258087     
   1.2399998000000001       ,   -2.4182808107700406       ,   -2.5882530714940102     
   1.2599997999999999       ,   -2.4456515713748317       ,   -2.6011380986778652     
   1.2799997999999999       ,   -2.4424321970874101       ,   -2.5846705912397692     
   1.2999997999999999       ,   -2.4069866369278534       ,   -2.5377034150917619     
   1.3199997999999999       ,   -2.3383350577100894       ,   -2.4596506923118007     
   1.3399998000000000       ,   -2.2361777488934562       ,   -2.3505048965147179     
   1.3599998000000000       ,   -2.1009054422655709       ,   -2.2108424436639278     
