  0.7599998,    -4.0438628,    -1.8846232,     0.0111171,    -3.9856964,     0.3572713,    -1.4334820
  0.7799998,    -3.7903618,    -1.4885420,     0.0954647,    -3.6848580,     0.3165364,    -1.3376150
  0.7999998,    -3.6161444,    -1.0489376,     0.1769359,    -3.4708092,     0.2684204,    -1.2489314
  0.8199998,    -3.5257387,    -0.5751585,     0.2537904,    -3.3489542,     0.2138088,    -1.1694368
  0.8399998,    -3.5211528,    -0.0775995,     0.3244146,    -3.3219150,     0.1537509,    -1.1008594
  0.8599998,    -3.6018322,     0.4324863,     0.3873474,    -3.3894803,     0.0894458,    -1.0446177
  0.8799998,    -3.7646796,     0.9432021,     0.4413035,    -3.5486249,     0.0222249,    -1.0017964
  0.8999998,    -4.0041357,     1.4422454,     0.4851924,    -3.7935964,    -0.0464694,    -0.9731287
  0.9199998,    -4.3123204,     1.9171622,     0.5181340,    -4.1160678,    -0.1151072,    -0.9589864
  0.9399998,    -4.6792288,     2.3556152,     0.5394708,    -4.5053529,    -0.1820976,    -0.9593783
  0.9599998,    -5.0929794,     2.7456564,     0.5487750,    -4.9486767,    -0.2458167,    -0.9739551
  0.9799998,    -5.5401062,     3.0760009,     0.5458523,    -5.4314972,    -0.3046373,    -1.0020232
  0.9999998,    -6.0058897,     3.3362936,     0.5307410,    -5.9378677,    -0.3569592,    -1.0425646
  1.0199998,    -6.4747177,     3.5173629,     0.5037077,    -6.4508335,    -0.4012394,    -1.0942643
  1.0399998,    -6.9304675,     3.6114550,     0.4652389,    -6.9528517,    -0.4360225,    -1.1555431
  1.0599998,    -7.3569010,     3.6124438,     0.4160289,    -7.4262250,    -0.4599692,    -1.2245962
  1.0799998,    -7.7380628,     3.5160086,     0.3569647,    -7.8535388,    -0.4718832,    -1.2994365
  1.0999998,    -8.0586725,     3.3197778,     0.2891078,    -8.2180920,    -0.4707365,    -1.3779406
  1.1199998,    -8.3045018,     3.0234315,     0.2136736,    -8.5043102,    -0.4556907,    -1.4578981
  1.1399998,    -8.4627276,     2.6287615,     0.1320083,    -8.6981332,    -0.4261158,    -1.5370627
  1.1599998,    -8.5222534,     2.1396862,     0.0455648,    -8.7873668,    -0.3816051,    -1.6132026
  1.1799998,    -8.4739911,     1.5622178,    -0.0441236,    -8.7619913,    -0.3219856,    -1.6841518
  1.1999998,    -8.3110973,     0.9043835,    -0.1354691,    -8.6144196,    -0.2473248,    -1.7478583
  1.2199998,    -8.0291586,     0.1761001,    -0.2268568,    -8.3396989,    -0.1579324,    -1.8024307
  1.2399998,    -7.6263214,    -0.6109960,    -0.3166711,    -7.9356525,    -0.0543574,    -1.8461807
  1.2599998,    -7.1033645,    -1.4437594,    -0.4033216,    -7.4029569,     0.0626183,    -1.8776610
  1.2799998,    -6.4637115,    -2.3077837,    -0.4852686,    -6.7451551,     0.1919917,    -1.8956979
  1.2999998,    -5.7133840,    -3.1876819,    -0.5610468,    -5.9686038,     0.3325545,    -1.8994188
  1.3199998,    -4.8608971,    -4.0673929,    -0.6292869,    -5.0823572,     0.4829117,    -1.8882716
  1.3399998,    -3.9170982,    -4.9305080,    -0.6887363,    -4.0979907,     0.6415050,    -1.8620386
  1.3599998,    -2.8949547,    -5.7606108,    -0.7382762,    -3.0293678,     0.8066383,    -1.8208429
  1.3799998,    -1.8092950,    -6.5416216,    -0.7769376,    -1.8923560,     0.9765054,    -1.7651468
  1.3999998,    -0.6765078,    -7.2581405,    -0.8039134,    -0.7044997,     1.1492203,    -1.6957437
  1.4199998,     0.4857914,    -7.8957801,    -0.8185690,     0.5153447,     1.3228481,    -1.6137430
  1.4399998,     1.6591211,    -8.4414806,    -0.8204490,     1.7474004,     1.4954366,    -1.5205476
  1.4599998,     2.8245124,    -8.8838004,    -0.8092820,     2.9713815,     1.6650481,    -1.4178253
  1.4799998,     3.9628971,    -9.2131744,    -0.7849823,     4.1669143,     1.8297903,    -1.3074752
  1.4999998,     5.0554976,    -9.4221360,    -0.7476486,     5.3139580,     1.9878457,    -1.1915880
  1.5199998,     6.0842084,    -9.5054938,    -0.6975609,     6.3932167,     2.1374998,    -1.0724029
  1.5399998,     7.0319629,    -9.4604632,    -0.6351746,     7.3865341,     2.2771660,    -0.9522607
  1.5599998,     7.8830754,    -9.2867451,    -0.5611121,     8.2772600,     2.4054083,    -0.8335550
  1.5799998,     8.6235536,    -8.9865527,    -0.4761527,     9.0505837,     2.5209606,    -0.7186815
  1.5999998,     9.2413721,    -8.5645835,    -0.3812212,     9.6938250,     2.6227421,    -0.6099873
  1.6199998,     9.7267046,    -8.0279378,    -0.2773738,    10.1966787,     2.7098694,    -0.5097209
  1.6399998,    10.0721069,    -7.3859841,    -0.1657835,    10.5514058,     2.7816639,    -0.4199836
  1.6599998,    10.2726503,    -6.6501751,    -0.0477247,    10.7529701,     2.8376562,    -0.3426836
  1.6799998,    10.3260009,    -5.8338168,     0.0754439,    10.7991160,     2.8775851,    -0.2794941
