       Q,      F(Q)_RMC,  F(Q)_Expt
      3.0999998 ,      -0.5183434 ,      -0.6367410
      3.1199998 ,      -0.5928948 ,      -0.7003250
      3.1399998 ,      -0.6573637 ,      -0.7530613
      3.1599998 ,      -0.7108476 ,      -0.7942014
      3.1799998 ,      -0.7526903 ,      -0.8232697
      3.1999998 ,      -0.7824905 ,      -0.8400672
      3.2199998 ,      -0.8001063 ,      -0.8446693
      3.2399998 ,      -0.8056540 ,      -0.8374174
      3.2599998 ,      -0.7995021 ,      -0.8189057
      3.2799998 ,      -0.7822605 ,      -0.7899627
      3.2999998 ,      -0.7547649 ,      -0.7516280
      3.3199998 ,      -0.7180563 ,      -0.7051246
      3.3399998 ,      -0.6733568 ,      -0.6518284
      3.3599998 ,      -0.6220418 ,      -0.5932341
      3.3799998 ,      -0.5656077 ,      -0.5309197
      3.3999998 ,      -0.5056392 ,      -0.4665088
      3.4199998 ,      -0.4437721 ,      -0.4016331
      3.4399998 ,      -0.3816574 ,      -0.3378947
      3.4599998 ,      -0.3209227 ,      -0.2768293
      3.4799998 ,      -0.2631356 ,      -0.2198718
      3.4999998 ,      -0.2097673 ,      -0.1683238
      3.5199998 ,      -0.1621584 ,      -0.1233244
      3.5399998 ,      -0.1214876 ,      -0.0858253
      3.5599998 ,      -0.0887437 ,      -0.0565694
      3.5799998 ,      -0.0647013 ,      -0.0360752
      3.5999998 ,      -0.0499019 ,      -0.0246250
      3.6199998 ,      -0.0446397 ,      -0.0222596
      3.6399998 ,      -0.0489529 ,      -0.0287781
      3.6599998 ,      -0.0626214 ,      -0.0437423
      3.6799998 ,      -0.0851696 ,      -0.0664880
      3.6999998 ,      -0.1158758 ,      -0.0961399
      3.7199998 ,      -0.1537875 ,      -0.1316321
      3.7399998 ,      -0.1977414 ,      -0.1717328
      3.7599998 ,      -0.2463896 ,      -0.2150721
      3.7799998 ,      -0.2982300 ,      -0.2601743
      3.7999998 ,      -0.3516401 ,      -0.3054913
      3.8199998 ,      -0.4049149 ,      -0.3494385
      3.8399998 ,      -0.4563068 ,      -0.3904317
      3.8599998 ,      -0.5040664 ,      -0.4269234
      3.8799998 ,      -0.5464852 ,      -0.4574399
      3.8999998 ,      -0.5819362 ,      -0.4806149
      3.9199998 ,      -0.6089144 ,      -0.4952231
      3.9399998 ,      -0.6260740 ,      -0.5002093
      3.9599998 ,      -0.6322630 ,      -0.4947143
      3.9799998 ,      -0.6265529 ,      -0.4780972
      3.9999998 ,      -0.6082645 ,      -0.4499519
      4.0199998 ,      -0.5769874 ,      -0.4101200
      4.0399998 ,      -0.5325937 ,      -0.3586968
      4.0599998 ,      -0.4752454 ,      -0.2960328
      4.0799998 ,      -0.4053952 ,      -0.2227296
      4.0999998 ,      -0.3237805 ,      -0.1396292
      4.1199998 ,      -0.2314108 ,      -0.0477998
      4.1399998 ,      -0.1295487 ,       0.0514852
      4.1599998 ,      -0.0196854 ,       0.1567720
      4.1799998 ,       0.0964901 ,       0.2664547
      4.1999998 ,       0.2171257 ,       0.3788082
      4.2199998 ,       0.3402450 ,       0.4920232
      4.2399998 ,       0.4637899 ,       0.6042433
      4.2599998 ,       0.5856641 ,       0.7136033
      4.2799998 ,       0.7037786 ,       0.8182678
      4.2999998 ,       0.8160970 ,       0.9164698
      4.3199998 ,       0.9206798 ,       1.0065471
      4.3399998 ,       1.0157262 ,       1.0869777
      4.3599998 ,       1.0996137 ,       1.1564113
      4.3799998 ,       1.1709333 ,       1.2136975
      4.3999998 ,       1.2285200 ,       1.2579106
      4.4199998 ,       1.2714776 ,       1.2883682
      4.4399998 ,       1.2991982 ,       1.3046457
      4.4599998 ,       1.3113745 ,       1.3065848
      4.4799998 ,       1.3080055 ,       1.2942969
      4.4999998 ,       1.2893956 ,       1.2681596
      4.5199998 ,       1.2561467 ,       1.2288086
      4.5399998 ,       1.2091433 ,       1.1771235
      4.5599998 ,       1.1495318 ,       1.1142082
      4.5799998 ,       1.0786940 ,       1.0413672
      4.5999998 ,       0.9982145 ,       0.9600772
      4.6199998 ,       0.9098453 ,       0.8719545
      4.6399998 ,       0.8154650 ,       0.7787208
      4.6599998 ,       0.7170371 ,       0.6821652
      4.6799998 ,       0.6165651 ,       0.5841067
      4.6999998 ,       0.5160481 ,       0.4863545
      4.7199998 ,       0.4174365 ,       0.3906700
      4.7399998 ,       0.3225890 ,       0.2987290
      4.7599998 ,       0.2332321 ,       0.2120873
      4.7799998 ,       0.1509229 ,       0.1321473
      4.7999998 ,       0.0770166 ,       0.0601304
      4.8199998 ,       0.0126382 ,      -0.0029483
      4.8399998 ,      -0.0413398 ,      -0.0562994
      4.8599998 ,      -0.0843135 ,      -0.0993741
      4.8799998 ,      -0.1159578 ,      -0.1318726
      4.8999998 ,      -0.1362296 ,      -0.1537483
      4.9199998 ,      -0.1453646 ,      -0.1652046
      4.9399998 ,      -0.1438674 ,      -0.1666876
      4.9599998 ,      -0.1324958 ,      -0.1588720
      4.9799998 ,      -0.1122388 ,      -0.1426427
      4.9999998 ,      -0.0842896 ,      -0.1190714
      5.0199998 ,      -0.0500140 ,      -0.0893892
      5.0399998 ,      -0.0109152 ,      -0.0549553
      5.0599998 ,       0.0314046 ,      -0.0172237
      5.0799998 ,       0.0752846 ,       0.0222929
      5.0999998 ,       0.1190467 ,       0.0620599
      5.1199998 ,       0.1610369 ,       0.1005578
      5.1399998 ,       0.1996658 ,       0.1363187
      5.1599998 ,       0.2334474 ,       0.1679620
      5.1799998 ,       0.2610345 ,       0.1942266
      5.1999998 ,       0.2812514 ,       0.2140014
      5.2199998 ,       0.2931218 ,       0.2263512
      5.2399998 ,       0.2958913 ,       0.2305390
      5.2599998 ,       0.2890456 ,       0.2260429
      5.2799998 ,       0.2723214 ,       0.2125682
      5.2999998 ,       0.2457123 ,       0.1900543
      5.3199998 ,       0.2094682 ,       0.1586755
      5.3399998 ,       0.1640884 ,       0.1188366
      5.3599998 ,       0.1103092 ,       0.0711632
      5.3799998 ,       0.0490852 ,       0.0164862
      5.3999998 ,      -0.0184335 ,      -0.0441777
      5.4199998 ,      -0.0909296 ,      -0.1096502
      5.4399998 ,      -0.1669499 ,      -0.1786198
      5.4599998 ,      -0.2449403 ,      -0.2496724
      5.4799998 ,      -0.3232824 ,      -0.3213247
      5.4999998 ,      -0.4003321 ,      -0.3920591
      5.5199998 ,      -0.4744580 ,      -0.4603596
      5.5399998 ,      -0.5440796 ,      -0.5247466
      5.5599998 ,      -0.6077040 ,      -0.5838121
      5.5799998 ,      -0.6639605 ,      -0.6362519
      5.5999998 ,      -0.7116317 ,      -0.6808962
      5.6199998 ,      -0.7496813 ,      -0.7167362
      5.6399998 ,      -0.7772774 ,      -0.7429475
      5.6599998 ,      -0.7938106 ,      -0.7589089
      5.6799998 ,      -0.7989072 ,      -0.7642159
      5.6999998 ,      -0.7924367 ,      -0.7586902
      5.7199998 ,      -0.7745131 ,      -0.7423828
      5.7399998 ,      -0.7454915 ,      -0.7155723
      5.7599998 ,      -0.7059584 ,      -0.6787582
      5.7799998 ,      -0.6567167 ,      -0.6326482
      5.7999998 ,      -0.5987664 ,      -0.5781420
      5.8199998 ,      -0.5332804 ,      -0.5163096
      5.8399998 ,      -0.4615767 ,      -0.4483665
      5.8599998 ,      -0.3850876 ,      -0.3756452
      5.8799998 ,      -0.3053263 ,      -0.2995650
      5.8999998 ,      -0.2238524 ,      -0.2215990
      5.9199998 ,      -0.1422362 ,      -0.1432407
      5.9399998 ,      -0.0620240 ,      -0.0659706
      5.9599998 ,       0.0152969 ,       0.0087775
      5.9799998 ,       0.0883303 ,       0.0796476
      5.9999998 ,       0.1558012 ,       0.1453913
      6.0199998 ,       0.2165824 ,       0.2048950
      6.0399998 ,       0.2697178 ,       0.2572027
      6.0599998 ,       0.3144408 ,       0.3015357
      6.0799998 ,       0.3501885 ,       0.3373078
      6.0999998 ,       0.3766106 ,       0.3641355
      6.1199998 ,       0.3935733 ,       0.3818435
      6.1399998 ,       0.4011582 ,       0.3904655
      6.1599998 ,       0.3996559 ,       0.3902392
      6.1799998 ,       0.3895550 ,       0.3815974
      6.1999998 ,       0.3715263 ,       0.3651544
      6.2199998 ,       0.3464033 ,       0.3416876
      6.2399998 ,       0.3151585 ,       0.3121162
      6.2599998 ,       0.2788779 ,       0.2774765
      6.2799998 ,       0.2387317 ,       0.2388942
      6.2999998 ,       0.1959448 ,       0.1975559
      6.3199998 ,       0.1517658 ,       0.1546787
      6.3399998 ,       0.1074356 ,       0.1114793
      6.3599998 ,       0.0641579 ,       0.0691445
      6.3799998 ,       0.0230695 ,       0.0288017
      6.3999998 ,      -0.0147860 ,      -0.0085078
      6.4199998 ,      -0.0484822 ,      -0.0418543
      6.4399998 ,      -0.0772314 ,      -0.0704406
      6.4599998 ,      -0.1004009 ,      -0.0936205
      6.4799998 ,      -0.1175267 ,      -0.1109132
      6.4999998 ,      -0.1283219 ,      -0.1220127
      6.5199998 ,      -0.1326807 ,      -0.1267935
      6.5399998 ,      -0.1306786 ,      -0.1253117
      6.5599998 ,      -0.1225672 ,      -0.1178008
      6.5799998 ,      -0.1087649 ,      -0.1046639
      6.5999998 ,      -0.0898440 ,      -0.0864616
      6.6199998 ,      -0.0665140 ,      -0.0638952
      6.6399998 ,      -0.0396013 ,      -0.0377878
      6.6599998 ,      -0.0100264 ,      -0.0090616
      6.6799998 ,       0.0212203 ,       0.0212870
      6.6999998 ,       0.0531056 ,       0.0522140
      6.7199998 ,       0.0845796 ,       0.0826550
      6.7399998 ,       0.1146034 ,       0.1115534
      6.7599998 ,       0.1421759 ,       0.1378877
      6.7799998 ,       0.1663583 ,       0.1606982
      6.7999998 ,       0.1862989 ,       0.1791122
      6.8199998 ,       0.2012534 ,       0.1923657
      6.8399998 ,       0.2106039 ,       0.1998242
      6.8599998 ,       0.2138736 ,       0.2009986
      6.8799998 ,       0.2107389 ,       0.1955584
      6.8999998 ,       0.2010366 ,       0.1833403
      6.9199998 ,       0.1847680 ,       0.1643532
      6.9399998 ,       0.1620984 ,       0.1387788
      6.9599998 ,       0.1333529 ,       0.1069677
      6.9799998 ,       0.0990082 ,       0.0694316
      6.9999998 ,       0.0596812 ,       0.0268319
      7.0199998 ,       0.0161136 ,      -0.0200360
      7.0399998 ,      -0.0308458 ,      -0.0702610
      7.0599998 ,      -0.0802612 ,      -0.1228375
      7.0799998 ,      -0.1311322 ,      -0.1766888
      7.0999998 ,      -0.1824172 ,      -0.2306924
      7.1199998 ,      -0.2330576 ,      -0.2837057
      7.1399998 ,      -0.2820026 ,      -0.3345928
      7.1599998 ,      -0.3282329 ,      -0.3822507
      7.1799998 ,      -0.3707839 ,      -0.4256343
      7.1999998 ,      -0.4087675 ,      -0.4637806
      7.2199998 ,      -0.4413915 ,      -0.4958305
      7.2399998 ,      -0.4679766 ,      -0.5210481
      7.2599998 ,      -0.4879709 ,      -0.5388369
      7.2799998 ,      -0.5009613 ,      -0.5487534
      7.2999998 ,      -0.5066812 ,      -0.5505158
      7.3199998 ,      -0.5050148 ,      -0.5440102
      7.3399998 ,      -0.4959984 ,      -0.5292922
      7.3599998 ,      -0.4798174 ,      -0.5065850
      7.3799998 ,      -0.4568008 ,      -0.4762731
      7.3999998 ,      -0.4274118 ,      -0.4388935
      7.4199998 ,      -0.3922359 ,      -0.3951220
      7.4399998 ,      -0.3519663 ,      -0.3457580
      7.4599998 ,      -0.3073873 ,      -0.2917060
      7.4799998 ,      -0.2593553 ,      -0.2339548
      7.4999998 ,      -0.2087797 ,      -0.1735552
      7.5199998 ,      -0.1566016 ,      -0.1115972
      7.5399998 ,      -0.1037736 ,      -0.0491857
      7.5599998 ,      -0.0512383 ,       0.0125831
      7.5799998 ,       0.0000910 ,       0.0726448
      7.5999998 ,       0.0493497 ,       0.1299893
      7.6199998 ,       0.0957390 ,       0.1836806
      7.6399998 ,       0.1385415 ,       0.2328761
      7.6599998 ,       0.1771345 ,       0.2768418
      7.6799998 ,       0.2110003 ,       0.3149660
      7.6999998 ,       0.2397348 ,       0.3467694
      7.7199998 ,       0.2630524 ,       0.3719120
      7.7399998 ,       0.2807886 ,       0.3901971
      7.7599998 ,       0.2928994 ,       0.4015712
      7.7799998 ,       0.2994585 ,       0.4061217
      7.7999998 ,       0.3006511 ,       0.4040708
      7.8199998 ,       0.2967658 ,       0.3957663
      7.8399998 ,       0.2881849 ,       0.3816705
      7.8599998 ,       0.2753717 ,       0.3623467
      7.8799998 ,       0.2588574 ,       0.3384428
      7.8999998 ,       0.2392261 ,       0.3106751
      7.9199998 ,       0.2171000 ,       0.2798092
      7.9399998 ,       0.1931232 ,       0.2466421
      7.9599998 ,       0.1679464 ,       0.2119829
      7.9799998 ,       0.1422119 ,       0.1766344
      7.9999998 ,       0.1165389 ,       0.1413753
      8.0199998 ,       0.0915107 ,       0.1069437
      8.0399998 ,       0.0676623 ,       0.0740221
      8.0599998 ,       0.0454711 ,       0.0432242
      8.0799998 ,       0.0253478 ,       0.0150838
      8.0999998 ,       0.0076304 ,      -0.0099539
      8.1199998 ,      -0.0074201 ,      -0.0315384
      8.1399998 ,      -0.0196218 ,      -0.0494181
      8.1599998 ,      -0.0288722 ,      -0.0634410
      8.1799998 ,      -0.0351464 ,      -0.0735535
      8.1999998 ,      -0.0384931 ,      -0.0797972
      8.2199998 ,      -0.0390292 ,      -0.0823024
      8.2399998 ,      -0.0369334 ,      -0.0812810
      8.2599998 ,      -0.0324374 ,      -0.0770162
      8.2799998 ,      -0.0258169 ,      -0.0698523
      8.2999998 ,      -0.0173822 ,      -0.0601825
      8.3199998 ,      -0.0074675 ,      -0.0484360
      8.3399998 ,       0.0035792 ,      -0.0350653
      8.3599998 ,       0.0154066 ,      -0.0205330
      8.3799998 ,       0.0276694 ,      -0.0052991
      8.3999998 ,       0.0400379 ,       0.0101911
      8.4199998 ,       0.0522056 ,       0.0255179
      8.4399998 ,       0.0638970 ,       0.0402973
      8.4599998 ,       0.0748728 ,       0.0541891
      8.4799998 ,       0.0849347 ,       0.0669041
      8.4999998 ,       0.0939286 ,       0.0782089
      8.5199998 ,       0.1017458 ,       0.0879294
      8.5399998 ,       0.1083234 ,       0.0959517
      8.5599998 ,       0.1136433 ,       0.1022225
      8.5799998 ,       0.1177291 ,       0.1067462
      8.5999998 ,       0.1206431 ,       0.1095818
      8.6199998 ,       0.1224808 ,       0.1108373
      8.6399998 ,       0.1233661 ,       0.1106634
      8.6599998 ,       0.1234445 ,       0.1092464
      8.6799998 ,       0.1228768 ,       0.1067995
      8.6999998 ,       0.1218319 ,       0.1035542
      8.7199998 ,       0.1204803 ,       0.0997520
      8.7399998 ,       0.1189873 ,       0.0956344
      8.7599998 ,       0.1175064 ,       0.0914356
      8.7799998 ,       0.1161743 ,       0.0873734
      8.7999998 ,       0.1151053 ,       0.0836426
      8.8199998 ,       0.1143877 ,       0.0804087
      8.8399998 ,       0.1140806 ,       0.0778023
      8.8599998 ,       0.1142118 ,       0.0759158
      8.8799998 ,       0.1147770 ,       0.0748006
      8.8999998 ,       0.1157401 ,       0.0744660
      8.9199998 ,       0.1170342 ,       0.0748795
      8.9399998 ,       0.1185641 ,       0.0759685
      8.9599998 ,       0.1202095 ,       0.0776232
      8.9799998 ,       0.1218290 ,       0.0797004
      8.9999998 ,       0.1232647 ,       0.0820291
      9.0199998 ,       0.1243478 ,       0.0844162
      9.0399998 ,       0.1249037 ,       0.0866530
      9.0599998 ,       0.1247584 ,       0.0885227
      9.0799998 ,       0.1237435 ,       0.0898070
      9.0999998 ,       0.1217028 ,       0.0902940
      9.1199998 ,       0.1184967 ,       0.0897852
      9.1399998 ,       0.1140076 ,       0.0881016
      9.1599998 ,       0.1081440 ,       0.0850905
      9.1799998 ,       0.1008434 ,       0.0806300
      9.1999998 ,       0.0920758 ,       0.0746335
      9.2199998 ,       0.0818444 ,       0.0670533
      9.2399998 ,       0.0701871 ,       0.0578819
      9.2599998 ,       0.0571758 ,       0.0471534
      9.2799998 ,       0.0429152 ,       0.0349429
      9.2999998 ,       0.0275409 ,       0.0213650
      9.3199998 ,       0.0112161 ,       0.0065708
      9.3399998 ,      -0.0058720 ,      -0.0092555
      9.3599998 ,      -0.0235163 ,      -0.0259014
      9.3799998 ,      -0.0414953 ,      -0.0431318
      9.3999998 ,      -0.0595779 ,      -0.0606950
      9.4199998 ,      -0.0775291 ,      -0.0783290
      9.4399998 ,      -0.0951156 ,      -0.0957688
      9.4599998 ,      -0.1121112 ,      -0.1127528
      9.4799998 ,      -0.1283019 ,      -0.1290300
      9.4999998 ,      -0.1434910 ,      -0.1443655
      9.5199998 ,      -0.1575032 ,      -0.1585473
      9.5399998 ,      -0.1701887 ,      -0.1713908
      9.5599998 ,      -0.1814254 ,      -0.1827429
      9.5799998 ,      -0.1911219 ,      -0.1924862
      9.5999998 ,      -0.1992180 ,      -0.2005402
      9.6199998 ,      -0.2056859 ,      -0.2068633
      9.6399998 ,      -0.2105291 ,      -0.2114525
      9.6599998 ,      -0.2137815 ,      -0.2143423
      9.6799998 ,      -0.2155049 ,      -0.2156026
      9.6999998 ,      -0.2157866 ,      -0.2153356
      9.7199998 ,      -0.2147355 ,      -0.2136716
      9.7399998 ,      -0.2124784 ,      -0.2107643
      9.7599998 ,      -0.2091554 ,      -0.2067853
      9.7799998 ,      -0.2049151 ,      -0.2019181
      9.7999998 ,      -0.1999100 ,      -0.1963517
      9.8199998 ,      -0.1942916 ,      -0.1902746
      9.8399998 ,      -0.1882056 ,      -0.1838686
      9.8599998 ,      -0.1817877 ,      -0.1773026
      9.8799998 ,      -0.1751595 ,      -0.1707269
      9.8999998 ,      -0.1684253 ,      -0.1642693
      9.9199998 ,      -0.1616688 ,      -0.1580297
      9.9399998 ,      -0.1549516 ,      -0.1520781
      9.9599998 ,      -0.1483116 ,      -0.1464518
      9.9799998 ,      -0.1417622 ,      -0.1411541
      9.9999998 ,      -0.1352931 ,      -0.1361548
     10.0199998 ,      -0.1288709 ,      -0.1313910
     10.0399998 ,      -0.1224411 ,      -0.1267693
     10.0599998 ,      -0.1159309 ,      -0.1221689
     10.0799998 ,      -0.1092519 ,      -0.1174459
     10.0999998 ,      -0.1023042 ,      -0.1124382
     10.1199998 ,      -0.0949803 ,      -0.1069709
     10.1399998 ,      -0.0871699 ,      -0.1008630
     10.1599998 ,      -0.0787639 ,      -0.0939335
     10.1799998 ,      -0.0696598 ,      -0.0860080
     10.1999998 ,      -0.0597658 ,      -0.0769259
     10.2199998 ,      -0.0490051 ,      -0.0665463
     10.2399998 ,      -0.0373201 ,      -0.0547542
     10.2599998 ,      -0.0246761 ,      -0.0414661
     10.2799998 ,      -0.0110635 ,      -0.0266345
     10.2999998 ,       0.0034992 ,      -0.0102519
     10.3199998 ,       0.0189644 ,       0.0076467
     10.3399998 ,       0.0352544 ,       0.0269819
     10.3599998 ,       0.0522617 ,       0.0476294
     10.3799998 ,       0.0698499 ,       0.0694209
     10.3999998 ,       0.0878552 ,       0.0921458
     10.4199998 ,       0.1060896 ,       0.1155545
     10.4399998 ,       0.1243435 ,       0.1393624
     10.4599998 ,       0.1423898 ,       0.1632553
     10.4799998 ,       0.1599886 ,       0.1868957
     10.4999998 ,       0.1768917 ,       0.2099292
     10.5199998 ,       0.1928483 ,       0.2319926
     10.5399998 ,       0.2076098 ,       0.2527213
     10.5599998 ,       0.2209357 ,       0.2717578
     10.5799998 ,       0.2325991 ,       0.2887594
     10.5999998 ,       0.2423913 ,       0.3034067
     10.6199998 ,       0.2501270 ,       0.3154107
     10.6399998 ,       0.2556489 ,       0.3245198
     10.6599998 ,       0.2588308 ,       0.3305263
     10.6799998 ,       0.2595816 ,       0.3332714
     10.6999998 ,       0.2578468 ,       0.3326496
     10.7199998 ,       0.2536109 ,       0.3286118
     10.7399998 ,       0.2468978 ,       0.3211670
     10.7599998 ,       0.2377707 ,       0.3103830
     10.7799998 ,       0.2263313 ,       0.2963859
     10.7999998 ,       0.2127179 ,       0.2793574
     10.8199998 ,       0.1971033 ,       0.2595321
     10.8399998 ,       0.1796910 ,       0.2371931
     10.8599998 ,       0.1607120 ,       0.2126660
     10.8799998 ,       0.1404198 ,       0.1863130
     10.8999998 ,       0.1190861 ,       0.1585253
     10.9199998 ,       0.0969953 ,       0.1297155
     10.9399998 ,       0.0744392 ,       0.1003093
     10.9599998 ,       0.0517120 ,       0.0707372
     10.9799998 ,       0.0291046 ,       0.0414258
     10.9999998 ,       0.0068993 ,       0.0127895
     11.0199998 ,      -0.0146346 ,      -0.0147773
     11.0399998 ,      -0.0352459 ,      -0.0409075
     11.0599998 ,      -0.0547049 ,      -0.0652685
     11.0799998 ,      -0.0728075 ,      -0.0875672
     11.0999998 ,      -0.0893775 ,      -0.1075559
     11.1199998 ,      -0.1042689 ,      -0.1250351
     11.1399998 ,      -0.1173678 ,      -0.1398568
     11.1599998 ,      -0.1285925 ,      -0.1519256
     11.1799998 ,      -0.1378939 ,      -0.1611990
     11.1999998 ,      -0.1452551 ,      -0.1676868
     11.2199998 ,      -0.1506895 ,      -0.1714485
     11.2399998 ,      -0.1542397 ,      -0.1725905
     11.2599998 ,      -0.1559745 ,      -0.1712622
     11.2799998 ,      -0.1559865 ,      -0.1676505
     11.2999998 ,      -0.1543887 ,      -0.1619749
     11.3199998 ,      -0.1513111 ,      -0.1544808
     11.3399998 ,      -0.1468974 ,      -0.1454335
     11.3599998 ,      -0.1413009 ,      -0.1351110
     11.3799998 ,      -0.1346810 ,      -0.1237975
     11.3999998 ,      -0.1272000 ,      -0.1117768
     11.4199998 ,      -0.1190191 ,      -0.0993258
