r(A) ,   X_ray-calc  ,   X_ray_exp_renorm
   2.0000000000000000E-002  ,  -0.31702481462060988       ,  -0.12520894031875257     
   4.0000000000000001E-002  ,  -0.58618686182006596       ,  -0.23579577956983311     
   5.9999999999999998E-002  ,  -0.76748221125990346       ,  -0.31946632932102975     
   8.0000000000000002E-002  ,  -0.83534325477182070       ,  -0.36821543263623002     
  0.10000000000000001       ,  -0.78286098397358683       ,  -0.37961153972041034     
  0.12000000000000001       ,  -0.62295981756371033       ,  -0.35720034429061592     
  0.13999999999999999       ,  -0.38632703992344491       ,  -0.30996058997770298     
  0.16000000000000000       ,  -0.11642626580375554       ,  -0.25089366829361864     
  0.17999999999999999       ,   0.13760036346039631       ,  -0.19496521076114814     
  0.19999999999999998       ,   0.32899025008052296       ,  -0.15672028037320535     
  0.22000000000000000       ,   0.42106675412349082       ,  -0.14794768848636611     
  0.23999999999999999       ,   0.39333320581421893       ,  -0.17576457785593450     
  0.26000000000000001       ,   0.24494970136068597       ,  -0.24142980203722206     
  0.28000000000000003       ,   -4.9918058462576111E-003  ,  -0.34008287593239267     
  0.30000000000000004       ,  -0.32046093902026929       ,  -0.46146117683766696     
  0.32000000000000001       ,  -0.65428578175461261       ,  -0.59149369999161183     
  0.34000000000000002       ,  -0.95582793099498919       ,  -0.71452901992520801     
  0.36000000000000004       ,   -1.1792968610810917       ,  -0.81585045495330510     
  0.38000000000000000       ,   -1.2913496432780927       ,  -0.88407985096044195     
  0.40000000000000002       ,   -1.2767257175188700       ,  -0.91308201530946509     
  0.42000000000000004       ,   -1.1409740036433742       ,  -0.90305422822661197     
  0.44000000000000000       ,  -0.90979336381680997       ,  -0.86060933381592841     
  0.46000000000000002       ,  -0.62505387419515457       ,  -0.79781821430381239     
  0.48000000000000004       ,  -0.33810806011031436       ,  -0.73034384929778884     
  0.50000000000000000       ,  -0.10145056480727439       ,  -0.67494847292090021     
  0.52000000000000002       ,    3.9932069562429451E-002  ,  -0.64676337536041772     
  0.54000000000000004       ,    5.6110570490718964E-002  ,  -0.65675931195308435     
  0.56000000000000005       ,   -6.2591207931686293E-002  ,  -0.70983485536454272     
  0.58000000000000007       ,  -0.30364190253820422       ,  -0.80385160477586626     
  0.59999999999999998       ,  -0.63396424139631358       ,  -0.92980102497750794     
