 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.283048498291943E+01 ,    -0.232183485010163E+00 ,    -0.142811772418802E+01 , 
   0.49828 ,    -0.280141638962074E+01 ,     0.795059676384467E-01 ,    -0.132921322304007E+01 , 
   0.52832 ,    -0.277661257459052E+01 ,     0.361902117134083E+00 ,    -0.124246024183352E+01 , 
   0.55835 ,    -0.275575016731240E+01 ,     0.611526591108817E+00 ,    -0.116859293492641E+01 , 
   0.58838 ,    -0.273826357976217E+01 ,     0.825796648091238E+00 ,    -0.110791433475711E+01 , 
   0.61841 ,    -0.272336412252942E+01 ,     0.100306367201025E+01 ,    -0.106030190991922E+01 , 
   0.64843 ,    -0.271006792265872E+01 ,     0.114262715572600E+01 ,    -0.102522684321332E+01 , 
   0.67846 ,    -0.269723170277224E+01 ,     0.124472417806303E+01 ,    -0.100178624801700E+01 , 
   0.70848 ,    -0.268359518415780E+01 ,     0.131049503516646E+01 ,    -0.988747119215858E+00 , 
   0.73850 ,    -0.266782862232479E+01 ,     0.134192631722773E+01 ,    -0.984600434261147E+00 , 
   0.76852 ,    -0.264858378140665E+01 ,     0.134177330843537E+01 ,    -0.987623493138482E+00 , 
   0.79854 ,    -0.262454651126680E+01 ,     0.131346411553880E+01 ,    -0.995948323804243E+00 , 
   0.82855 ,    -0.259448901369950E+01 ,     0.126098838469222E+01 ,    -0.100763379046243E+01 , 
   0.85856 ,    -0.255731987487552E+01 ,     0.118877383555571E+01 ,    -0.102073893196381E+01 , 
   0.88857 ,    -0.251213000092434E+01 ,     0.110155411683525E+01 ,    -0.103339503002345E+01 , 
   0.91857 ,    -0.245823272058722E+01 ,     0.100423166221271E+01 ,    -0.104387396254269E+01 , 
   0.94858 ,    -0.239519650914870E+01 ,     0.901739296574635E+00 ,    -0.105065053400208E+01 , 
   0.97858 ,    -0.232286903503028E+01 ,     0.798904309230468E+00 ,    -0.105245668789803E+01 , 
   1.00857 ,    -0.224139152614648E+01 ,     0.700318576027793E+00 ,    -0.104832578825279E+01 , 
   1.03857 ,    -0.215120278726301E+01 ,     0.610218081392368E+00 ,    -0.103762549879342E+01 , 
   1.06856 ,    -0.205303256064189E+01 ,     0.532374872464791E+00 ,    -0.102007817799324E+01 , 
   1.09855 ,    -0.194788429768681E+01 ,     0.470004081167089E+00 ,    -0.995768132763935E+00 , 
   1.12853 ,    -0.183700778602476E+01 ,     0.425688188734011E+00 ,    -0.965135519029587E+00 , 
   1.15851 ,    -0.172186244127242E+01 ,     0.401320195137210E+00 ,    -0.928957128909869E+00 , 
   1.18849 ,    -0.160407241278322E+01 ,     0.398066808256052E+00 ,    -0.888314746840178E+00 , 
   1.21846 ,    -0.148537495589281E+01 ,     0.416352200667249E+00 ,    -0.844552176053438E+00 , 
   1.24843 ,    -0.136756377873484E+01 ,     0.455862311836761E+00 ,    -0.799222418655511E+00 , 
   1.27840 ,    -0.125242927034295E+01 ,     0.515569116360785E+00 ,    -0.754026824530066E+00 , 
   1.30836 ,    -0.114169765116836E+01 ,     0.593773750074394E+00 ,    -0.710748295676986E+00 , 
   1.33832 ,    -0.103697115219086E+01 ,     0.688166899546015E+00 ,    -0.671180834518756E+00 , 
   1.36827 ,    -0.939671321715594E+00 ,     0.795904429395367E+00 ,    -0.637057850711889E+00 , 
   1.39822 ,    -0.850987479431380E+00 ,     0.913695856839674E+00 ,    -0.609981687100882E+00 , 
   1.42817 ,    -0.771832187550307E+00 ,     0.103790299257532E+01 ,    -0.591356790311139E+00 , 
   1.45811 ,    -0.702805393462198E+00 ,     0.116464585788355E+01 ,    -0.582328836423208E+00 , 
   1.48805 ,    -0.644168624202865E+00 ,     0.128991286357643E+01 ,    -0.583731931143221E+00 , 
   1.51798 ,    -0.595830289070206E+00 ,     0.140967219841142E+01 ,    -0.596045743293895E+00 , 
   1.54791 ,    -0.557342783587078E+00 ,     0.151998142172877E+01 ,    -0.619364108955252E+00 , 
   1.57783 ,    -0.527911697744832E+00 ,     0.161709238372516E+01 ,    -0.653376271797025E+00 , 
   1.60775 ,    -0.506417027080741E+00 ,     0.169754880114319E+01 ,    -0.697361515275310E+00 , 
   1.63766 ,    -0.491445880194998E+00 ,     0.175827408838581E+01 ,    -0.750197507814689E+00 , 
   1.66757 ,    -0.481335784422549E+00 ,     0.179664737458317E+01 ,    -0.810382237010940E+00 , 
   1.69747 ,    -0.474227325780362E+00 ,     0.181056601496420E+01 ,    -0.876068967697667E+00 , 
   1.72737 ,    -0.468124532417115E+00 ,     0.179849331799091E+01 ,    -0.945113235662909E+00 , 
   1.75726 ,    -0.460961133751349E+00 ,     0.175949064541182E+01 ,    -0.101513049746785E+01 , 
