 Results from RMCProfile version 6.7.9.5

 (Version 6f format configuration file)                                          

 0 experiments   1 partials

 Partial g(r)'s are printed out below

   245  1 are NR and NPAR

   r (Ang)
   0.06545     0.00000
   0.13090     0.00000
   0.19635     0.00000
   0.26180     0.00000
   0.32725     0.00000
   0.39271     0.00000
   0.45816     0.00000
   0.52361     0.00000
   0.58906     0.00000
   0.65451     0.00000
   0.71996     0.00000
   0.78541     0.00000
   0.85086     0.00000
   0.91631     0.00000
   0.98176     0.00000
   1.04721     0.00000
   1.11267     0.00000
   1.17812     0.00000
   1.24357     0.00000
   1.30902     0.00000
   1.37447     0.00000
   1.43992     0.00000
   1.50537     0.00000
   1.57082     0.00000
   1.63627     0.00000
   1.70172     0.00000
   1.76718     0.00000
   1.83263     0.00000
   1.89808     0.00000
   1.96353     0.00000
   2.02898     0.00000
   2.09443     0.00000
   2.15988     0.00000
   2.22533     0.00000
   2.29078     0.00000
   2.35623     0.00000
   2.42168     0.00000
   2.48714     0.00000
   2.55259     0.00000
   2.61804     0.00000
   2.68349     0.00000
   2.74894     0.00000
   2.81439     0.00000
   2.87984     0.49862
   2.94529     2.23099
   3.01074     2.40878
   3.07619     1.92281
   3.14164     1.79325
   3.20710     2.28369
   3.27255     2.47127
   3.33800     1.78149
   3.40345     2.07063
   3.46890     1.95200
   3.53435     1.66850
   3.59980     1.34032
   3.66525     0.59103
   3.73070     0.84383
   3.79615     0.68872
   3.86161     0.84305
   3.92706     0.85809
   3.99251     0.85094
   4.05796     0.71322
   4.12341     0.80750
   4.18886     0.72590
   4.25431     0.95964
   4.31976     0.89532
   4.38521     0.98923
   4.45066     0.81838
   4.51611     0.84350
   4.58157     0.88261
   4.64702     0.84261
   4.71247     1.00558
   4.77792     0.82605
   4.84337     0.76862
   4.90882     0.90615
   4.97427     0.88915
   5.03972     0.85969
   5.10517     0.88856
   5.17062     0.79815
   5.23607     0.91106
   5.30153     0.92402
   5.36698     0.89587
   5.43243     1.07621
   5.49788     1.09999
   5.56333     0.99943
   5.62878     1.00765
   5.69423     1.03564
   5.75968     0.96736
   5.82513     1.06762
   5.89058     1.03926
   5.95604     1.10514
   6.02149     1.03562
   6.08694     1.12509
   6.15239     1.16683
   6.21784     0.97553
   6.28329     1.02235
   6.34874     0.99317
   6.41419     1.02929
   6.47964     1.13862
   6.54509     0.99626
   6.61054     1.12047
   6.67600     1.15799
   6.74145     0.94635
   6.80690     1.00321
   6.87235     1.00170
   6.93780     0.92103
   7.00325     1.15348
   7.06870     1.00642
   7.13415     1.07904
   7.19960     0.99249
   7.26505     0.94648
   7.33050     0.97583
   7.39596     1.03727
   7.46141     1.03103
   7.52686     0.92558
   7.59231     0.92404
   7.65776     1.01269
   7.72321     0.89576
   7.78866     0.95167
   7.85411     1.01632
   7.91956     1.02069
   7.98501     0.98327
   8.05046     0.90098
   8.11592     0.97692
   8.18137     1.04044
   8.24682     0.93156
   8.31227     0.98398
   8.37772     0.99459
   8.44317     1.02564
   8.50862     1.04420
   8.57407     1.00582
   8.63952     0.97069
   8.70497     0.99981
   8.77043     1.03010
   8.83588     1.01913
   8.90133     1.04178
   8.96678     0.99782
   9.03223     0.96719
   9.09768     1.05526
   9.16313     1.02053
   9.22858     1.05078
   9.29403     0.94220
   9.35948     0.97250
   9.42493     1.04098
   9.49039     0.96239
   9.55584     1.00178
   9.62129     1.11150
   9.68674     1.04717
   9.75219     1.02098
   9.81764     0.96623
   9.88309     1.02799
   9.94854     0.96102
  10.01399     1.04748
  10.07944     1.04206
  10.14489     0.95472
  10.21035     1.01551
  10.27580     0.94309
  10.34125     0.95129
  10.40670     0.97602
  10.47215     0.94727
  10.53760     0.97725
  10.60305     0.97258
  10.66850     0.88947
  10.73395     1.02079
  10.79940     1.03824
  10.86486     0.97812
  10.93031     1.08552
  10.99576     1.00286
  11.06121     0.96669
  11.12666     1.00880
  11.19211     0.96534
  11.25756     0.95676
  11.32301     1.03217
  11.38846     0.98846
  11.45391     0.98728
  11.51936     1.03967
  11.58482     0.94784
  11.65027     1.05787
  11.71572     0.93883
  11.78117     0.99636
  11.84662     1.00424
  11.91207     0.94893
  11.97752     0.99855
  12.04297     1.03335
  12.10842     1.01544
  12.17387     1.06482
  12.23932     0.97506
  12.30478     1.04884
  12.37023     0.99021
  12.43568     0.97660
  12.50113     1.04791
  12.56658     1.05378
  12.63203     0.94233
  12.69748     1.08244
  12.76293     1.05106
  12.82838     1.03533
  12.89383     1.02584
  12.95928     0.94163
  13.02474     0.98680
  13.09019     0.98758
  13.15564     0.97204
  13.22109     1.00029
  13.28654     0.99889
  13.35199     0.99098
  13.41744     0.97674
  13.48289     1.03553
  13.54834     0.96427
  13.61379     1.01750
  13.67925     1.01397
  13.74470     1.01484
  13.81015     0.94280
  13.87560     1.04218
  13.94105     0.96518
  14.00650     0.95449
  14.07195     1.00161
  14.13740     1.00311
  14.20285     1.01931
  14.26830     1.00754
  14.33375     1.01527
  14.39921     1.01324
  14.46466     1.00726
  14.53011     1.00212
  14.59556     1.02732
  14.66101     0.97738
  14.72646     1.00303
  14.79191     0.95789
  14.85736     1.01017
  14.92281     1.03401
  14.98826     0.94253
  15.05371     1.00078
  15.11917     1.02614
  15.18462     1.00153
  15.25007     0.95454
  15.31552     1.00070
  15.38097     1.02996
  15.44642     1.02819
  15.51187     0.98240
  15.57732     1.03348
  15.64277     0.94981
  15.70822     0.98682
  15.77368     1.01655
  15.83913     1.01476
  15.90458     0.95149
  15.97003     1.01181
  16.03548     0.98234
