r(A) ,   X_ray-calc  ,   X_ray_exp_renorm
   2.0000000000000000E-002  ,  -0.21226672256567553       ,  -0.12521060650754862     
   4.0000000000000001E-002  ,  -0.39428489779537618       ,  -0.23579891736722366     
   5.9999999999999998E-002  ,  -0.52070512560231963       ,  -0.31947058054476413     
   8.0000000000000002E-002  ,  -0.57518976316420822       ,  -0.36822033257729708     
  0.10000000000000001       ,  -0.55307764828888983       ,  -0.37961659131251618     
  0.12000000000000001       ,  -0.46217020623674721       ,  -0.35720509765096153     
  0.13999999999999999       ,  -0.32150784106439756       ,  -0.30996471470602421     
  0.16000000000000000       ,  -0.15832677440334017       ,  -0.25089700700264389     
  0.17999999999999999       ,   -3.6784761579390333E-003  ,  -0.19496780521525800     
  0.19999999999999998       ,   0.11258990908128091       ,  -0.15672236589181701     
  0.22000000000000000       ,   0.16668984863793354       ,  -0.14794965726575482     
  0.23999999999999999       ,   0.14479797011957776       ,  -0.17576691680209627     
  0.26000000000000001       ,    4.5379235643290161E-002  ,  -0.24143301480805390     
  0.28000000000000003       ,  -0.12045963836851430       ,  -0.34008740150601413     
  0.30000000000000004       ,  -0.33066008856429879       ,  -0.46146731762474552     
  0.32000000000000001       ,  -0.55569137821009285       ,  -0.59150157115618995     
  0.34000000000000002       ,  -0.76327689962145939       ,  -0.71453852835363596     
  0.36000000000000004       ,  -0.92361833643651658       ,  -0.81586131169311971     
  0.38000000000000000       ,   -1.0142807608798150       ,  -0.88409161564704331     
  0.40000000000000002       ,   -1.0239463303163554       ,  -0.91309416593561210     
  0.42000000000000004       ,  -0.95441599610813943       ,  -0.90306624541031744     
  0.44000000000000000       ,  -0.82051176126957759       ,  -0.86062078617408921     
  0.46000000000000002       ,  -0.64786437023118670       ,  -0.79782883108378611     
  0.48000000000000004       ,  -0.46891081192593570       ,  -0.73035356817837715     
  0.50000000000000000       ,  -0.31771875473154887       ,  -0.67495745464042145     
  0.52000000000000002       ,  -0.22445373089563572       ,  -0.64677198201332287     
  0.54000000000000004       ,  -0.21037645158282053       ,  -0.65676805162458640     
  0.56000000000000005       ,  -0.28418857193488850       ,  -0.70984430132646792     
  0.58000000000000007       ,  -0.44034408752847243       ,  -0.80386230184377527     
  0.59999999999999998       ,  -0.65963992836128416       ,  -0.92981339808797936     
  0.62000000000000000       ,  -0.91203956738605685       ,   -1.0731234579300348     
  0.64000000000000001       ,   -1.1613236630143948       ,   -1.2159164681140555     
  0.66000000000000003       ,   -1.3708590862658085       ,   -1.3398953969594545     
  0.68000000000000005       ,   -1.5095814369656431       ,   -1.4293860546137471     
  0.70000000000000007       ,   -1.5572298325487650       ,   -1.4740468621920531     
  0.72000000000000008       ,   -1.5079684836086578       ,   -1.4707840692096561     
  0.73999999999999999       ,   -1.3717657493472815       ,   -1.4245252038391776     
  0.76000000000000001       ,   -1.1732439716450134       ,   -1.3476781093764418     
  0.78000000000000003       ,  -0.94811081785758022       ,   -1.2583129852921522     
  0.80000000000000004       ,  -0.73767362809490222       ,   -1.1773177422461694     
  0.82000000000000006       ,  -0.58226037978148448       ,   -1.1249581310839365     
  0.84000000000000008       ,  -0.51457156378598290       ,   -1.1173925244553973     
  0.85999999999999999       ,  -0.55403139908597343       ,   -1.1637246483983203     
  0.88000000000000000       ,  -0.70308288473126757       ,   -1.2641164284882749     
  0.90000000000000002       ,  -0.94609369002480859       ,   -1.4093327418228021     
  0.92000000000000004       ,   -1.2511477359762189       ,   -1.5818702951422714     
  0.94000000000000006       ,   -1.5745484708763686       ,   -1.7585663607543349     
  0.96000000000000008       ,   -1.8674227844737497       ,   -1.9143296353049988     
  0.97999999999999998       ,   -2.0834579512835973       ,   -2.0264266090434266     
   1.0000000000000000       ,   -2.1865862463937384       ,   -2.0786291416135194     
   1.0200000000000000       ,   -2.1573915268392763       ,   -2.0645079187642916     
   1.0400000000000000       ,   -1.9971614811833085       ,   -1.9892517997917227     
   1.0600000000000001       ,   -1.7288318949133294       ,   -1.8695962391120216     
   1.0800000000000001       ,   -1.3945214443892011       ,   -1.7317286179483664     
   1.1000000000000001       ,   -1.0498722135293961       ,   -1.6073634784868482     
   1.1200000000000001       ,  -0.75591534449885267       ,   -1.5284964401947425     
   1.1400000000000001       ,  -0.56959541629737109       ,   -1.5216006613775190     
   1.1600000000000001       ,  -0.53434491720625121       ,   -1.6021793570999920     
   1.1799999999999999       ,  -0.67215675676059472       ,   -1.7706014245387769     
   1.2000000000000000       ,  -0.97844237078034146       ,   -2.0100136829392001     
   1.2200000000000000       ,   -1.4206020539412945       ,   -2.2868541707112726     
   1.2400000000000000       ,   -1.9407198265530594       ,   -2.5541199148394016     
   1.2600000000000000       ,   -2.4621989920100389       ,   -2.7571211342070039     
   1.2800000000000000       ,   -2.8995625877134099       ,   -2.8410444371640002     
   1.3000000000000000       ,   -3.1701431773084949       ,   -2.7593145350632815     
   1.3200000000000001       ,   -3.2060558080632635       ,   -2.4815435910459773     
   1.3400000000000001       ,   -2.9647406072362066       ,   -1.9998286617199617     
   1.3600000000000001       ,   -2.4365001623121452       ,   -1.3323157600171098     
   1.3800000000000001       ,   -1.6478287264607245       ,  -0.52328117031064947     
   1.4000000000000001       ,  -0.65988809790980107       ,   0.36055311143369922     
   1.4200000000000002       ,   0.43784694766263982       ,    1.2372149574221318     
   1.4399999999999999       ,    1.5380661424765436       ,    2.0194006837720049     
   1.4600000000000000       ,    2.5289135455484377       ,    2.6258800563957676     
   1.4800000000000000       ,    3.3083462402041635       ,    2.9928584300851782     
   1.5000000000000000       ,    3.7976216435563641       ,    3.0836812444876553     
   1.5200000000000000       ,    3.9520455757134321       ,    2.8954109578509271     
   1.5400000000000000       ,    3.7674499550101239       ,    2.4611717175851653     
   1.5600000000000001       ,    3.2814270861885841       ,    1.8476996830454302     
   1.5800000000000001       ,    2.5690516922946744       ,    1.1481860044584171     
   1.6000000000000001       ,    1.7335748382109792       ,   0.47116553607014600     
   1.6200000000000001       ,   0.89327018853121520       ,   -7.3208101310887341E-002
   1.6400000000000001       ,   0.16615394974355555       ,  -0.38773917899301524     
   1.6600000000000001       ,  -0.34539224718400818       ,  -0.40166788316121460     
   1.6800000000000002       ,  -0.56803658359456799       ,   -8.1178944522641613E-002
   1.7000000000000000       ,  -0.46714610726366695       ,   0.56458479554091590     
   1.7200000000000000       ,   -5.1370120450531957E-002  ,    1.4829599712734760     
   1.7400000000000000       ,   0.62845628394254183       ,    2.5828879976020254     
   1.7600000000000000       ,    1.4859323736096415       ,    3.7451933352075786     
   1.7800000000000000       ,    2.4103316204978458       ,    4.8367648460299950     
   1.8000000000000000       ,    3.2809362916931808       ,    5.7268338748301248     
   1.8200000000000001       ,    3.9825340117416004       ,    6.3032265846855218     
   1.8400000000000001       ,    4.4200046365995185       ,    6.4864411952905670     
   1.8600000000000001       ,    4.5300733706658933       ,    6.2396713359311118     
   1.8800000000000001       ,    4.2887170167393789       ,    5.5734304461237230     
   1.9000000000000001       ,    3.7133243667294700       ,    4.5441565981858423     
   1.9200000000000002       ,    2.8594405911436738       ,    3.2469916984330669     
   1.9399999999999999       ,    1.8126653260225729       ,    1.8037193106073452     
   1.9600000000000000       ,   0.67692095959311083       ,   0.34749953521657895     
   1.9800000000000000       ,  -0.43922798074211167       ,  -0.99353541251861677     
   2.0000000000000000       ,   -1.4363034777706021       ,   -2.1116253733760479     
   2.0200000000000000       ,   -2.2358404369127003       ,   -2.9316387902382086     
   2.0400000000000000       ,   -2.7889686816256067       ,   -3.4186688906368423     
   2.0600000000000001       ,   -3.0806242253574383       ,   -3.5800674400015242     
   2.0800000000000001       ,   -3.1290085851510634       ,   -3.4618032008410822     
   2.1000000000000001       ,   -2.9805936496544185       ,   -3.1398256711018262     
   2.1200000000000001       ,   -2.7015837994842498       ,   -2.7077981065862717     
   2.1400000000000001       ,   -2.3672100377223808       ,   -2.2630398894722981     
   2.1600000000000001       ,   -2.0504803673475176       ,   -1.8927208016493406     
   2.1800000000000002       ,   -1.8120168587887355       ,   -1.6622533272531570     
   2.2000000000000002       ,   -1.6923795080051172       ,   -1.6074526960319833     
   2.2200000000000002       ,   -1.7078514143651280       ,   -1.7314381180711553     
   2.2400000000000002       ,   -1.8501079988233724       ,   -2.0065245407856649     
   2.2600000000000002       ,   -2.0896006819830979       ,   -2.3806120614443023     
   2.2800000000000002       ,   -2.3819419516598841       ,   -2.7869307484575145     
   2.3000000000000003       ,   -2.6761634760529205       ,   -3.1555373342557411     
   2.3200000000000003       ,   -2.9234896894995557       ,   -3.4247524394362201     
   2.3399999999999999       ,   -3.0852541713577848       ,   -3.5507986001591152     
   2.3599999999999999       ,   -3.1387799935534790       ,   -3.5142333676461592     
   2.3799999999999999       ,   -3.0804112632328202       ,   -3.3223112637233556     
   2.3999999999999999       ,   -2.9253593798239339       ,   -3.0070659316350996     
   2.4199999999999999       ,   -2.7045370446179668       ,   -2.6195751966930620     
   2.4399999999999999       ,   -2.4590159434932763       ,   -2.2214523291604453     
   2.4600000000000000       ,   -2.2330899505220407       ,   -1.8750078378989119     
   2.4800000000000000       ,   -2.0671045465068802       ,   -1.6336884123424784     
   2.5000000000000000       ,   -1.9912022781669296       ,   -1.5343024472015463     
   2.5200000000000000       ,   -2.0209412332412211       ,   -1.5922055256396137     
