  0.7599998,    -4.0444690,    -1.9052808,     0.0026429,    -3.9435620,     0.3069993,    -1.4127286
  0.7799998,    -3.7319523,    -1.5140920,     0.0987774,    -3.6405579,     0.2407863,    -1.3194707
  0.7999998,    -3.5039592,    -1.0779233,     0.1908932,    -3.4259041,     0.1698577,    -1.2341050
  0.8199998,    -3.3661174,    -0.6060184,     0.2770730,    -3.3050285,     0.0955977,    -1.1585551
  0.8399998,    -3.3213251,    -0.1087138,     0.3555768,    -3.2805345,     0.0194603,    -1.0944501
  0.8599998,    -3.3696961,     0.4027495,     0.4248678,    -3.3521512,    -0.0570510,    -1.0430951
  0.8799998,    -3.5085725,     0.9164408,     0.4836340,    -3.5167537,    -0.1324042,    -1.0054488
  0.8999998,    -3.7326049,     1.4199789,     0.5308055,    -3.7684529,    -0.2050609,    -0.9821090
  0.9199998,    -4.0338965,     1.9007907,     0.5655655,    -4.0987518,    -0.2734988,    -0.9733062
  0.9399998,    -4.4022094,     2.3463814,     0.5873578,    -4.4967646,    -0.3362346,    -0.9789047
  0.9599998,    -4.8252262,     2.7446135,     0.5958880,    -4.9494931,    -0.3918459,    -0.9984121
  0.9799998,    -5.2888608,     3.0839849,     0.5911208,    -5.4421532,    -0.4389933,    -1.0309956
  0.9999998,    -5.7776114,     3.3539023,     0.5732716,    -5.9585443,    -0.4764411,    -1.0755062
  1.0199998,    -6.2749467,     3.5449414,     0.5427953,    -6.4814514,    -0.5030768,    -1.1305089
  1.0399998,    -6.7637163,     3.6490883,     0.5003698,    -6.9930721,    -0.5179286,    -1.1943194
  1.0599998,    -7.2265751,     3.6599556,     0.4468769,    -7.4754562,    -0.5201816,    -1.2650449
  1.0799998,    -7.6464124,     3.5729681,     0.3833802,    -7.9109496,    -0.5091908,    -1.3406302
  1.0999998,    -8.0067747,     3.3855123,     0.3111004,    -8.2826306,    -0.4844920,    -1.4189057
  1.1199998,    -8.2922731,     3.0970454,     0.2313891,    -8.5747283,    -0.4458103,    -1.4976385
  1.1399998,    -8.4889663,     2.7091613,     0.1457014,    -8.7730153,    -0.3930652,    -1.5745839
  1.1599998,    -8.5847080,     2.2256099,     0.0555674,    -8.8651632,    -0.3263727,    -1.6475368
  1.1799998,    -8.5694545,     1.6522692,    -0.0374356,    -8.8410541,    -0.2460445,    -1.7143825
