       Q,      F(Q)_RMC,  F(Q)_Expt
     11.4199998 ,      -0.0715967 ,      -0.0993271
     11.4399998 ,      -0.0629580 ,      -0.0867102
     11.4599998 ,      -0.0544967 ,      -0.0741742
     11.4799998 ,      -0.0463562 ,      -0.0619431
     11.4999998 ,      -0.0386599 ,      -0.0502150
     11.5199998 ,      -0.0315099 ,      -0.0391588
     11.5399998 ,      -0.0249861 ,      -0.0289124
     11.5599998 ,      -0.0191464 ,      -0.0195813
     11.5799998 ,      -0.0140273 ,      -0.0112392
     11.5999998 ,      -0.0096444 ,      -0.0039279
     11.6199998 ,      -0.0059948 ,       0.0023403
     11.6399998 ,      -0.0030585 ,       0.0075808
     11.6599998 ,      -0.0008011 ,       0.0118333
     11.6799998 ,       0.0008238 ,       0.0151586
     11.6999998 ,       0.0018715 ,       0.0176339
     11.7199998 ,       0.0024037 ,       0.0193493
     11.7399998 ,       0.0024854 ,       0.0204027
     11.7599998 ,       0.0021821 ,       0.0208954
     11.7799998 ,       0.0015577 ,       0.0209283
     11.7999998 ,       0.0006718 ,       0.0205970
     11.8199998 ,      -0.0004224 ,       0.0199886
     11.8399998 ,      -0.0016789 ,       0.0191784
     11.8599998 ,      -0.0030609 ,       0.0182271
     11.8799998 ,      -0.0045411 ,       0.0171791
     11.8999998 ,      -0.0061020 ,       0.0160609
     11.9199998 ,      -0.0077356 ,       0.0148808
     11.9399998 ,      -0.0094433 ,       0.0136290
     11.9599998 ,      -0.0112341 ,       0.0122788
     11.9799998 ,      -0.0131240 ,       0.0107878
     11.9999998 ,      -0.0151342 ,       0.0091005
     12.0199998 ,      -0.0172887 ,       0.0071510
     12.0399998 ,      -0.0196131 ,       0.0048664
     12.0599998 ,      -0.0221321 ,       0.0021703
     12.0799998 ,      -0.0248672 ,      -0.0010130
     12.0999998 ,      -0.0278352 ,      -0.0047551
     12.1199998 ,      -0.0310458 ,      -0.0091188
     12.1399998 ,      -0.0345003 ,      -0.0141550
     12.1599998 ,      -0.0381900 ,      -0.0198985
     12.1799998 ,      -0.0420953 ,      -0.0263655
     12.1999998 ,      -0.0461848 ,      -0.0335503
     12.2199998 ,      -0.0504150 ,      -0.0414237
     12.2399998 ,      -0.0547306 ,      -0.0499317
     12.2599998 ,      -0.0590649 ,      -0.0589944
     12.2799998 ,      -0.0633407 ,      -0.0685068
     12.2999998 ,      -0.0674717 ,      -0.0783391
     12.3199998 ,      -0.0713643 ,      -0.0883387
     12.3399998 ,      -0.0749194 ,      -0.0983330
     12.3599998 ,      -0.0780350 ,      -0.1081319
     12.3799998 ,      -0.0806083 ,      -0.1175321
     12.3999998 ,      -0.0825387 ,      -0.1263214
     12.4199998 ,      -0.0837303 ,      -0.1342835
     12.4399998 ,      -0.0840947 ,      -0.1412028
     12.4599998 ,      -0.0835535 ,      -0.1468702
     12.4799998 ,      -0.0820410 ,      -0.1510884
     12.4999998 ,      -0.0795060 ,      -0.1536767
     12.5199998 ,      -0.0759144 ,      -0.1544768
     12.5399998 ,      -0.0712501 ,      -0.1533570
     12.5599998 ,      -0.0655166 ,      -0.1502166
     12.5799998 ,      -0.0587378 ,      -0.1449895
     12.5999998 ,      -0.0509581 ,      -0.1376474
     12.6199998 ,      -0.0422424 ,      -0.1282012
     12.6399998 ,      -0.0326754 ,      -0.1167033
     12.6599998 ,      -0.0223605 ,      -0.1032468
     12.6799998 ,      -0.0114180 ,      -0.0879660
     12.6999998 ,       0.0000162 ,      -0.0710341
     12.7199998 ,       0.0117939 ,      -0.0526613
     12.7399998 ,       0.0237564 ,      -0.0330909
     12.7599998 ,       0.0357379 ,      -0.0125959
     12.7799998 ,       0.0475686 ,       0.0085264
     12.7999998 ,       0.0590777 ,       0.0299597
     12.8199998 ,       0.0700969 ,       0.0513745
     12.8399998 ,       0.0804637 ,       0.0724346
     12.8599998 ,       0.0900243 ,       0.0928037
     12.8799998 ,       0.0986368 ,       0.1121519
     12.8999998 ,       0.1061738 ,       0.1301623
     12.9199998 ,       0.1125252 ,       0.1465372
     12.9399998 ,       0.1175998 ,       0.1610047
     12.9599998 ,       0.1213271 ,       0.1733234
     12.9799998 ,       0.1236591 ,       0.1832879
     12.9999998 ,       0.1245704 ,       0.1907326
     13.0199998 ,       0.1240588 ,       0.1955351
     13.0399998 ,       0.1221455 ,       0.1976188
     13.0599998 ,       0.1188739 ,       0.1969543
     13.0799998 ,       0.1143092 ,       0.1935598
     13.0999998 ,       0.1085363 ,       0.1875008
     13.1199998 ,       0.1016586 ,       0.1788885
     13.1399998 ,       0.0937954 ,       0.1678775
     13.1599998 ,       0.0850797 ,       0.1546627
     13.1799998 ,       0.0756554 ,       0.1394748
     13.1999998 ,       0.0656746 ,       0.1225760
     13.2199998 ,       0.0552945 ,       0.1042544
     13.2399998 ,       0.0446749 ,       0.0848181
     13.2599998 ,       0.0339747 ,       0.0645893
     13.2799998 ,       0.0233492 ,       0.0438975
     13.2999998 ,       0.0129480 ,       0.0230734
     13.3199998 ,       0.0029118 ,       0.0024424
     13.3399998 ,      -0.0066297 ,      -0.0176816
     13.3599998 ,      -0.0155592 ,      -0.0370019
     13.3799998 ,      -0.0237743 ,      -0.0552444
     13.3999998 ,      -0.0311879 ,      -0.0721623
     13.4199998 ,      -0.0377298 ,      -0.0875401
     13.4399998 ,      -0.0433472 ,      -0.1011974
     13.4599998 ,      -0.0480044 ,      -0.1129907
     13.4799998 ,      -0.0516833 ,      -0.1228156
     13.4999998 ,      -0.0543825 ,      -0.1306073
     13.5199998 ,      -0.0561169 ,      -0.1363408
     13.5399998 ,      -0.0569161 ,      -0.1400297
     13.5599998 ,      -0.0568236 ,      -0.1417248
     13.5799998 ,      -0.0558951 ,      -0.1415112
     13.5999998 ,      -0.0541966 ,      -0.1395055
     13.6199998 ,      -0.0518029 ,      -0.1358519
     13.6399998 ,      -0.0487956 ,      -0.1307180
     13.6599998 ,      -0.0452611 ,      -0.1242900
     13.6799998 ,      -0.0412885 ,      -0.1167683
     13.6999998 ,      -0.0369681 ,      -0.1083618
     13.7199998 ,      -0.0323895 ,      -0.0992832
     13.7399998 ,      -0.0276394 ,      -0.0897442
     13.7599998 ,      -0.0228007 ,      -0.0799503
     13.7799998 ,      -0.0179510 ,      -0.0700964
     13.7999998 ,      -0.0131609 ,      -0.0603632
     13.8199998 ,      -0.0084936 ,      -0.0509130
     13.8399998 ,      -0.0040038 ,      -0.0418870
     13.8599998 ,       0.0002626 ,      -0.0334030
     13.8799998 ,       0.0042693 ,      -0.0255533
     13.8999998 ,       0.0079893 ,      -0.0184039
     13.9199998 ,       0.0114049 ,      -0.0119942
     13.9399998 ,       0.0145076 ,      -0.0063371
     13.9599998 ,       0.0172975 ,      -0.0014198
     13.9799998 ,       0.0197828 ,       0.0027940
     13.9999998 ,       0.0219790 ,       0.0063626
     14.0199998 ,       0.0239079 ,       0.0093636
     14.0399998 ,       0.0255971 ,       0.0118903
     14.0599998 ,       0.0270784 ,       0.0140490
     14.0799998 ,       0.0283871 ,       0.0159551
     14.0999998 ,       0.0295608 ,       0.0177290
     14.1199998 ,       0.0306382 ,       0.0194930
     14.1399998 ,       0.0316582 ,       0.0213667
     14.1599998 ,       0.0326588 ,       0.0234640
     14.1799998 ,       0.0336757 ,       0.0258892
     14.1999998 ,       0.0347423 ,       0.0287342
     14.2199998 ,       0.0358877 ,       0.0320754
     14.2399998 ,       0.0371368 ,       0.0359716
     14.2599998 ,       0.0385094 ,       0.0404623
     14.2799998 ,       0.0400196 ,       0.0455659
     14.2999998 ,       0.0416754 ,       0.0512794
     14.3199998 ,       0.0434784 ,       0.0575777
     14.3399998 ,       0.0454237 ,       0.0644144
     14.3599998 ,       0.0475000 ,       0.0717224
     14.3799998 ,       0.0496892 ,       0.0794154
     14.3999998 ,       0.0519674 ,       0.0873894
     14.4199998 ,       0.0543044 ,       0.0955256
     14.4399998 ,       0.0566647 ,       0.1036924
     14.4599998 ,       0.0590082 ,       0.1117491
     14.4799998 ,       0.0612901 ,       0.1195481
     14.4999998 ,       0.0634626 ,       0.1269393
     14.5199998 ,       0.0654752 ,       0.1337725
     14.5399998 ,       0.0672756 ,       0.1399019
     14.5599998 ,       0.0688110 ,       0.1451883
     14.5799998 ,       0.0700289 ,       0.1495034
     14.5999998 ,       0.0708783 ,       0.1527319
     14.6199998 ,       0.0713106 ,       0.1547747
     14.6399998 ,       0.0712806 ,       0.1555510
     14.6599998 ,       0.0707479 ,       0.1550006
     14.6799998 ,       0.0696775 ,       0.1530851
     14.6999998 ,       0.0680411 ,       0.1497892
     14.7199998 ,       0.0658176 ,       0.1451209
     14.7399998 ,       0.0629939 ,       0.1391125
     14.7599998 ,       0.0595660 ,       0.1318193
     14.7799998 ,       0.0555387 ,       0.1233193
     14.7999998 ,       0.0509267 ,       0.1137117
     14.8199998 ,       0.0457543 ,       0.1031153
     14.8399998 ,       0.0400557 ,       0.0916666
     14.8599998 ,       0.0338747 ,       0.0795167
     14.8799998 ,       0.0272643 ,       0.0668295
     14.8999998 ,       0.0202863 ,       0.0537778
     14.9199998 ,       0.0130103 ,       0.0405411
     14.9399998 ,       0.0055131 ,       0.0273015
     14.9599998 ,      -0.0021224 ,       0.0142410
     14.9799998 ,      -0.0098088 ,       0.0015381
     14.9999998 ,      -0.0174553 ,      -0.0106355
     15.0199998 ,      -0.0249691 ,      -0.0221179
     15.0399998 ,      -0.0322573 ,      -0.0327596
     15.0599998 ,      -0.0392282 ,      -0.0424266
     15.0799998 ,      -0.0457934 ,      -0.0510023
     15.0999998 ,      -0.0518690 ,      -0.0583896
     15.1199998 ,      -0.0573779 ,      -0.0645122
     15.1399998 ,      -0.0622505 ,      -0.0693166
     15.1599998 ,      -0.0664269 ,      -0.0727720
     15.1799998 ,      -0.0698580 ,      -0.0748710
     15.1999998 ,      -0.0725065 ,      -0.0756298
     15.2199998 ,      -0.0743481 ,      -0.0750874
     15.2399998 ,      -0.0753718 ,      -0.0733048
     15.2599998 ,      -0.0755810 ,      -0.0703638
     15.2799998 ,      -0.0749932 ,      -0.0663652
     15.2999998 ,      -0.0736398 ,      -0.0614272
     15.3199998 ,      -0.0715663 ,      -0.0556827
     15.3399998 ,      -0.0688311 ,      -0.0492770
     15.3599998 ,      -0.0655046 ,      -0.0423654
     15.3799998 ,      -0.0616685 ,      -0.0351099
     15.3999998 ,      -0.0574134 ,      -0.0276763
     15.4199998 ,      -0.0528381 ,      -0.0202318
     15.4399998 ,      -0.0480469 ,      -0.0129413
     15.4599998 ,      -0.0431481 ,      -0.0059648
     15.4799998 ,      -0.0382517 ,       0.0005452
     15.4999998 ,      -0.0334669 ,       0.0064467
     15.5199998 ,      -0.0289002 ,       0.0116104
     15.5399998 ,      -0.0246531 ,       0.0159220
     15.5599998 ,      -0.0208201 ,       0.0192839
     15.5799998 ,      -0.0174864 ,       0.0216171
     15.5999998 ,      -0.0147261 ,       0.0228622
     15.6199998 ,      -0.0126010 ,       0.0229803
     15.6399998 ,      -0.0111588 ,       0.0219537
     15.6599998 ,      -0.0104324 ,       0.0197858
     15.6799998 ,      -0.0104387 ,       0.0165008
     15.6999998 ,      -0.0111788 ,       0.0121437
     15.7199998 ,      -0.0126375 ,       0.0067782
     15.7399998 ,      -0.0147837 ,       0.0004866
     15.7599998 ,      -0.0175713 ,      -0.0066327
     15.7799998 ,      -0.0209400 ,      -0.0144666
     15.7999998 ,      -0.0248165 ,      -0.0228900
     15.8199998 ,      -0.0291165 ,      -0.0317675
     15.8399998 ,      -0.0337463 ,      -0.0409562
     15.8599998 ,      -0.0386049 ,      -0.0503087
     15.8799998 ,      -0.0435865 ,      -0.0596752
     15.8999998 ,      -0.0485824 ,      -0.0689064
     15.9199998 ,      -0.0534840 ,      -0.0778565
     15.9399998 ,      -0.0581848 ,      -0.0863854
     15.9599998 ,      -0.0625830 ,      -0.0943612
     15.9799998 ,      -0.0665836 ,      -0.1016628
     15.9999998 ,      -0.0701007 ,      -0.1081815
     16.0199998 ,      -0.0730591 ,      -0.1138231
     16.0399998 ,      -0.0753962 ,      -0.1185094
     16.0599998 ,      -0.0770631 ,      -0.1221791
     16.0799998 ,      -0.0780256 ,      -0.1247891
     16.0999998 ,      -0.0782649 ,      -0.1263147
     16.1199998 ,      -0.0777779 ,      -0.1267497
     16.1399998 ,      -0.0765768 ,      -0.1261065
     16.1599998 ,      -0.0746887 ,      -0.1244151
     16.1799998 ,      -0.0721550 ,      -0.1217225
     16.1999998 ,      -0.0690297 ,      -0.1180914
     16.2199998 ,      -0.0653784 ,      -0.1135985
     16.2399998 ,      -0.0612760 ,      -0.1083329
     16.2599998 ,      -0.0568050 ,      -0.1023943
     16.2799998 ,      -0.0520535 ,      -0.0958901
     16.2999998 ,      -0.0471123 ,      -0.0889338
     16.3199998 ,      -0.0420732 ,      -0.0816424
     16.3399998 ,      -0.0370264 ,      -0.0741338
     16.3599998 ,      -0.0320579 ,      -0.0665245
     16.3799998 ,      -0.0272480 ,      -0.0589272
     16.3999998 ,      -0.0226688 ,      -0.0514489
     16.4199998 ,      -0.0183828 ,      -0.0441882
     16.4399998 ,      -0.0144411 ,      -0.0372340
     16.4599998 ,      -0.0108826 ,      -0.0306639
     16.4799998 ,      -0.0077330 ,      -0.0245424
     16.4999998 ,      -0.0050045 ,      -0.0189204
     16.5199998 ,      -0.0026955 ,      -0.0138344
     16.5399998 ,      -0.0007913 ,      -0.0093059
     16.5599998 ,       0.0007357 ,      -0.0053417
     16.5799998 ,       0.0019245 ,      -0.0019342
     16.5999998 ,       0.0028245 ,       0.0009379
     16.6199998 ,       0.0034936 ,       0.0033089
     16.6399998 ,       0.0039965 ,       0.0052243
     16.6599998 ,       0.0044026 ,       0.0067395
     16.6799998 ,       0.0047838 ,       0.0079183
     16.6999998 ,       0.0052122 ,       0.0088304
     16.7199998 ,       0.0057578 ,       0.0095497
     16.7399998 ,       0.0064865 ,       0.0101520
     16.7599998 ,       0.0074577 ,       0.0107130
     16.7799998 ,       0.0087225 ,       0.0113057
     16.7999998 ,       0.0103220 ,       0.0119990
     16.8199998 ,       0.0122858 ,       0.0128549
     16.8399998 ,       0.0146311 ,       0.0139276
     16.8599998 ,       0.0173616 ,       0.0152612
     16.8799998 ,       0.0204672 ,       0.0168889
     16.8999998 ,       0.0239243 ,       0.0188316
     16.9199998 ,       0.0276956 ,       0.0210975
     16.9399998 ,       0.0317315 ,       0.0236817
     16.9599998 ,       0.0359706 ,       0.0265660
     16.9799998 ,       0.0403416 ,       0.0297195
     16.9999998 ,       0.0447649 ,       0.0330989
     17.0199998 ,       0.0491544 ,       0.0366499
     17.0399998 ,       0.0534202 ,       0.0403082
     17.0599998 ,       0.0574703 ,       0.0440012
     17.0799998 ,       0.0612138 ,       0.0476498
     17.0999998 ,       0.0645627 ,       0.0511702
     17.1199998 ,       0.0674346 ,       0.0544764
     17.1399998 ,       0.0697550 ,       0.0574820
     17.1599998 ,       0.0714595 ,       0.0601030
     17.1799998 ,       0.0724954 ,       0.0622593
     17.1999998 ,       0.0728237 ,       0.0638775
     17.2199998 ,       0.0724202 ,       0.0648928
     17.2399998 ,       0.0712764 ,       0.0652506
     17.2599998 ,       0.0694002 ,       0.0649086
     17.2799998 ,       0.0668157 ,       0.0638378
     17.2999998 ,       0.0635635 ,       0.0620235
     17.3199998 ,       0.0596995 ,       0.0594665
     17.3399998 ,       0.0552937 ,       0.0561831
     17.3599998 ,       0.0504296 ,       0.0522053
     17.3799998 ,       0.0452013 ,       0.0475803
     17.3999998 ,       0.0397122 ,       0.0423701
     17.4199998 ,       0.0340724 ,       0.0366502
     17.4399998 ,       0.0283962 ,       0.0305080
     17.4599998 ,       0.0227995 ,       0.0240419
     17.4799998 ,       0.0173970 ,       0.0173586
     17.4999998 ,       0.0122998 ,       0.0105711
     17.5199998 ,       0.0076125 ,       0.0037970
     17.5399998 ,       0.0034308 ,      -0.0028449
     17.5599998 ,      -0.0001603 ,      -0.0092363
     17.5799998 ,      -0.0030893 ,      -0.0152621
     17.5999998 ,      -0.0052990 ,      -0.0208129
     17.6199998 ,      -0.0067486 ,      -0.0257874
     17.6399998 ,      -0.0074140 ,      -0.0300943
     17.6599998 ,      -0.0072888 ,      -0.0336542
     17.6799998 ,      -0.0063838 ,      -0.0364016
     17.6999998 ,      -0.0047276 ,      -0.0382859
     17.7199998 ,      -0.0023648 ,      -0.0392725
     17.7399998 ,       0.0006441 ,      -0.0393436
     17.7599998 ,       0.0042250 ,      -0.0384986
     17.7799998 ,       0.0082918 ,      -0.0367535
     17.7999998 ,       0.0127480 ,      -0.0341413
     17.8199998 ,       0.0174900 ,      -0.0307103
     17.8399998 ,       0.0224084 ,      -0.0265237
     17.8599998 ,       0.0273918 ,      -0.0216579
     17.8799998 ,       0.0323286 ,      -0.0162004
     17.8999998 ,       0.0371097 ,      -0.0102485
     17.9199998 ,       0.0416315 ,      -0.0039068
     17.9399998 ,       0.0457978 ,       0.0027150
     17.9599998 ,       0.0495221 ,       0.0095045
     17.9799998 ,       0.0527293 ,       0.0163489
     17.9999998 ,       0.0553577 ,       0.0231374
     18.0199998 ,       0.0573600 ,       0.0297634
     18.0399998 ,       0.0587038 ,       0.0361266
     18.0599998 ,       0.0593728 ,       0.0421350
     18.0799998 ,       0.0593662 ,       0.0477067
     18.0999998 ,       0.0586988 ,       0.0527711
     18.1199998 ,       0.0574002 ,       0.0572701
     18.1399998 ,       0.0555136 ,       0.0611593
     18.1599998 ,       0.0530946 ,       0.0644079
     18.1799998 ,       0.0502094 ,       0.0669993
     18.1999998 ,       0.0469330 ,       0.0689307
     18.2199998 ,       0.0433472 ,       0.0702129
     18.2399998 ,       0.0395379 ,       0.0708689
     18.2599998 ,       0.0355935 ,       0.0709336
     18.2799998 ,       0.0316019 ,       0.0704519
     18.2999998 ,       0.0276489 ,       0.0694772
     18.3199998 ,       0.0238155 ,       0.0680700
     18.3399998 ,       0.0201762 ,       0.0662957
     18.3599998 ,       0.0167974 ,       0.0642231
     18.3799998 ,       0.0137352 ,       0.0619220
     18.3999998 ,       0.0110349 ,       0.0594619
     18.4199998 ,       0.0087298 ,       0.0569096
     18.4399998 ,       0.0068406 ,       0.0543278
     18.4599998 ,       0.0053750 ,       0.0517735
     18.4799998 ,       0.0043283 ,       0.0492969
     18.4999998 ,       0.0036832 ,       0.0469399
     18.5199998 ,       0.0034112 ,       0.0447354
     18.5399998 ,       0.0034731 ,       0.0427071
     18.5599998 ,       0.0038209 ,       0.0408685
     18.5799998 ,       0.0043988 ,       0.0392236
     18.5999998 ,       0.0051452 ,       0.0377666
     18.6199998 ,       0.0059945 ,       0.0364830
     18.6399998 ,       0.0068791 ,       0.0353497
     18.6599998 ,       0.0077311 ,       0.0343368
     18.6799998 ,       0.0084844 ,       0.0334080
     18.6999998 ,       0.0090766 ,       0.0325227
     18.7199998 ,       0.0094503 ,       0.0316367
     18.7399998 ,       0.0095551 ,       0.0307045
     18.7599998 ,       0.0093486 ,       0.0296802
     18.7799998 ,       0.0087976 ,       0.0285195
     18.7999998 ,       0.0078787 ,       0.0271809
     18.8199998 ,       0.0065789 ,       0.0256272
     18.8399998 ,       0.0048961 ,       0.0238268
     18.8599998 ,       0.0028384 ,       0.0217545
     18.8799998 ,       0.0004242 ,       0.0193927
     18.8999998 ,      -0.0023187 ,       0.0167320
     18.9199998 ,      -0.0053536 ,       0.0137712
     18.9399998 ,      -0.0086368 ,       0.0105182
     18.9599998 ,      -0.0121181 ,       0.0069891
     18.9799998 ,      -0.0157428 ,       0.0032085
     18.9999998 ,      -0.0194530 ,      -0.0007915
     19.0199998 ,      -0.0231892 ,      -0.0049718
     19.0399998 ,      -0.0268921 ,      -0.0092875
     19.0599998 ,      -0.0305043 ,      -0.0136888
     19.0799998 ,      -0.0339712 ,      -0.0181227
     19.0999998 ,      -0.0372433 ,      -0.0225339
     19.1199998 ,      -0.0402766 ,      -0.0268666
     19.1399998 ,      -0.0430342 ,      -0.0310658
     19.1599998 ,      -0.0454871 ,      -0.0350786
     19.1799998 ,      -0.0476143 ,      -0.0388560
     19.1999998 ,      -0.0494038 ,      -0.0423538
     19.2199998 ,      -0.0508525 ,      -0.0455339
     19.2399998 ,      -0.0519655 ,      -0.0483650
     19.2599998 ,      -0.0527567 ,      -0.0508239
     19.2799998 ,      -0.0532473 ,      -0.0528956
     19.2999998 ,      -0.0534655 ,      -0.0545739
     19.3199998 ,      -0.0534449 ,      -0.0558613
     19.3399998 ,      -0.0532241 ,      -0.0567692
     19.3599998 ,      -0.0528450 ,      -0.0573172
     19.3799998 ,      -0.0523512 ,      -0.0575324
     19.3999998 ,      -0.0517872 ,      -0.0574492
     19.4199998 ,      -0.0511964 ,      -0.0571075
     19.4399998 ,      -0.0506205 ,      -0.0565524
     19.4599998 ,      -0.0500975 ,      -0.0558322
     19.4799998 ,      -0.0496609 ,      -0.0549973
     19.4999998 ,      -0.0493390 ,      -0.0540989
     19.5199998 ,      -0.0491535 ,      -0.0531874
     19.5399998 ,      -0.0491196 ,      -0.0523111
     19.5599998 ,      -0.0492448 ,      -0.0515146
     19.5799998 ,      -0.0495296 ,      -0.0508377
     19.5999998 ,      -0.0499667 ,      -0.0503144
     19.6199998 ,      -0.0505421 ,      -0.0499716
     19.6399998 ,      -0.0512349 ,      -0.0498286
     19.6599998 ,      -0.0520183 ,      -0.0498962
     19.6799998 ,      -0.0528606 ,      -0.0501767
     19.6999998 ,      -0.0537256 ,      -0.0506636
     19.7199998 ,      -0.0545746 ,      -0.0513415
     19.7399998 ,      -0.0553666 ,      -0.0521869
     19.7599998 ,      -0.0560603 ,      -0.0531685
     19.7799998 ,      -0.0566151 ,      -0.0542477
     19.7999998 ,      -0.0569920 ,      -0.0553803
     19.8199998 ,      -0.0571553 ,      -0.0565169
     19.8399998 ,      -0.0570731 ,      -0.0576045
     19.8599998 ,      -0.0567188 ,      -0.0585881
     19.8799998 ,      -0.0560714 ,      -0.0594115
     19.8999998 ,      -0.0551164 ,      -0.0600196
     19.9199998 ,      -0.0538460 ,      -0.0603590
     19.9399998 ,      -0.0522597 ,      -0.0603803
     19.9599998 ,      -0.0503639 ,      -0.0600386
     19.9799998 ,      -0.0481720 ,      -0.0592954
     19.9999998 ,      -0.0457039 ,      -0.0581195
     20.0199998 ,      -0.0429857 ,      -0.0564877
     20.0399998 ,      -0.0400486 ,      -0.0543856
     20.0599998 ,      -0.0369283 ,      -0.0518084
     20.0799998 ,      -0.0336642 ,      -0.0487609
     20.0999998 ,      -0.0302978 ,      -0.0452576
     20.1199998 ,      -0.0268724 ,      -0.0413227
     20.1399998 ,      -0.0234311 ,      -0.0369895
     20.1599998 ,      -0.0200163 ,      -0.0322998
     20.1799998 ,      -0.0166684 ,      -0.0273032
     20.1999998 ,      -0.0134250 ,      -0.0220561
     20.2199998 ,      -0.0103195 ,      -0.0166207
     20.2399998 ,      -0.0073809 ,      -0.0110631
     20.2599998 ,      -0.0046329 ,      -0.0054529
     20.2799998 ,      -0.0020932 ,       0.0001390
     20.2999998 ,       0.0002262 ,       0.0056416
     20.3199998 ,       0.0023197 ,       0.0109850
     20.3399998 ,       0.0041878 ,       0.0161023
     20.3599998 ,       0.0058369 ,       0.0209304
     20.3799998 ,       0.0072786 ,       0.0254116
     20.3999998 ,       0.0085298 ,       0.0294946
     20.4199998 ,       0.0096116 ,       0.0331351
     20.4399998 ,       0.0105484 ,       0.0362971
     20.4599998 ,       0.0113672 ,       0.0389533
     20.4799998 ,       0.0120968 ,       0.0410852
     20.4999998 ,       0.0127666 ,       0.0426835
     20.5199998 ,       0.0134057 ,       0.0437481
     20.5399998 ,       0.0140422 ,       0.0442877
     20.5599998 ,       0.0147019 ,       0.0443196
     20.5799998 ,       0.0154077 ,       0.0438689
     20.5999998 ,       0.0161793 ,       0.0429679
     20.6199998 ,       0.0170320 ,       0.0416550
     20.6399998 ,       0.0179765 ,       0.0399742
     20.6599998 ,       0.0190191 ,       0.0379734
     20.6799998 ,       0.0201609 ,       0.0357036
     20.6999998 ,       0.0213981 ,       0.0332178
     20.7199998 ,       0.0227225 ,       0.0305697
     20.7399998 ,       0.0241214 ,       0.0278125
