Q or theta , Calculated , Experiment
   4.6699999999999999       ,    4084.5706949670393       ,    4040.0000000000000     
   4.6900000000000004       ,    2594.8128399999800       ,    2410.0000000000000     
   4.7100000000000000       ,    1486.5349710194009       ,    1460.0000000000000     
   4.7500000000000000       ,    804.58618615602404       ,    937.00000000000000     
   4.7699999999999996       ,    718.86339633907994       ,    771.00000000000000     
   4.7900000000000000       ,    707.04237745250407       ,    727.00000000000000     
   4.8099999999999996       ,    769.33247733365783       ,    853.00000000000000     
   4.8499999999999996       ,    824.24309392315263       ,    1010.0000000000000     
   4.8700000000000001       ,    722.18991653228477       ,    835.00000000000000     
   4.8899999999999997       ,    629.22797778895460       ,    682.00000000000000     
   4.9100000000000001       ,    595.94145839901762       ,    603.00000000000000     
   4.9299999999999997       ,    634.48501565414904       ,    609.00000000000000     
   4.9500000000000002       ,    750.18572120135946       ,    721.00000000000000     
   4.9900000000000002       ,    1147.7069252218012       ,    1080.0000000000000     
   5.0099999999999998       ,    1374.1722470280288       ,    1270.0000000000000     
   5.0499999999999998       ,    1388.9254321564140       ,    1300.0000000000000     
   5.0700000000000003       ,    1047.0081631369333       ,    940.00000000000000     
   5.0899999999999999       ,    755.71592311161248       ,    671.00000000000000     
   5.1100000000000003       ,    606.93928008875616       ,    559.00000000000000     
   5.1299999999999999       ,    555.71393600293641       ,    518.00000000000000     
   5.1500000000000004       ,    543.00494435874782       ,    499.00000000000000     
   5.1699999999999999       ,    542.26071739735710       ,    490.00000000000000     
   5.1900000000000004       ,    546.89822236498298       ,    490.00000000000000     
   5.2100000000000000       ,    556.45106418002172       ,    496.00000000000000     
   5.2300000000000004       ,    572.56687447075808       ,    505.00000000000000     
   5.2500000000000000       ,    601.05257596960257       ,    534.00000000000000     
   5.2699999999999996       ,    667.35650951567698       ,    614.00000000000000     
   5.2900000000000000       ,    870.86957471362246       ,    828.00000000000000     
   5.3099999999999996       ,    1467.0025677878473       ,    1340.0000000000000     
   5.3300000000000001       ,    2776.5134125472841       ,    2540.0000000000000     
   5.3899999999999997       ,    5561.1376312423854       ,    5820.0000000000000     
   5.4100000000000001       ,    3765.5100394119354       ,    3850.0000000000000     
   5.4299999999999997       ,    2060.3768657895525       ,    2020.0000000000000     
   5.4500000000000002       ,    1107.8251578064235       ,    1100.0000000000000     
   5.4699999999999998       ,    738.36777039569347       ,    729.00000000000000     
   5.4900000000000002       ,    619.99204510214622       ,    588.00000000000000     
   5.5099999999999998       ,    576.15788748981288       ,    524.00000000000000     
   5.5300000000000002       ,    552.84705723006050       ,    500.00000000000000     
   5.5499999999999998       ,    537.65027759321640       ,    490.00000000000000     
   5.5700000000000003       ,    527.19178279035236       ,    488.00000000000000     
   5.5899999999999999       ,    519.97679892543658       ,    488.00000000000000     
   5.6100000000000003       ,    515.17362827572947       ,    490.00000000000000     
   5.6299999999999999       ,    512.32105225213252       ,    487.00000000000000     
   5.6500000000000004       ,    511.21705977523311       ,    475.00000000000000     
   5.6699999999999999       ,    511.87887730347512       ,    461.00000000000000     
   5.6900000000000004       ,    514.56847500554079       ,    455.00000000000000     
   5.7100000000000000       ,    519.95264817056466       ,    463.00000000000000     
   5.7300000000000004       ,    529.99481517857635       ,    493.00000000000000     
   5.7500000000000000       ,    552.78593816044156       ,    560.00000000000000     
   5.7699999999999996       ,    620.32627422133794       ,    680.00000000000000     
   5.7900000000000000       ,    820.75240085242444       ,    889.00000000000000     
   5.8099999999999996       ,    1286.6873917174487       ,    1280.0000000000000     
   5.8700000000000001       ,    2704.6368318408240       ,    2620.0000000000000     
   5.8899999999999997       ,    2040.4618762515361       ,    1930.0000000000000     
   5.9100000000000001       ,    1290.0194252721440       ,    1170.0000000000000     
   5.9299999999999997       ,    847.41239151034347       ,    792.00000000000000     
   5.9500000000000002       ,    732.07623847621653       ,    699.00000000000000     
   5.9699999999999998       ,    857.79094328613564       ,    786.00000000000000     
   5.9900000000000002       ,    1133.6426434194389       ,    1030.0000000000000     
   6.0300000000000002       ,    1284.6302503482561       ,    1170.0000000000000     
   6.0499999999999998       ,    991.97491205001461       ,    893.00000000000000     
   6.0700000000000003       ,    738.53437350275931       ,    677.00000000000000     
   6.0899999999999999       ,    629.13799531835252       ,    610.00000000000000     
   6.1100000000000003       ,    644.23099423384235       ,    654.00000000000000     
   6.1299999999999999       ,    735.40289072855239       ,    796.00000000000000     
   6.1699999999999999       ,    966.96554972809417       ,    1120.0000000000000     
   6.1900000000000004       ,    1127.7561251773102       ,    1340.0000000000000     
   6.2300000000000004       ,    1232.5183824313997       ,    1510.0000000000000     
   6.2500000000000000       ,    988.34705577534055       ,    1150.0000000000000     
   6.2699999999999996       ,    759.50551055618359       ,    845.00000000000000     
   6.2900000000000000       ,    648.20002591438970       ,    726.00000000000000     
   6.3099999999999996       ,    652.13708300249937       ,    742.00000000000000     
   6.3300000000000001       ,    810.66857130760991       ,    906.00000000000000     
   6.3499999999999996       ,    1317.7433400976638       ,    1370.0000000000000     
   6.3700000000000001       ,    2395.1000311494558       ,    2500.0000000000000     
   6.4100000000000001       ,    4459.3043797053324       ,    4970.0000000000000     
   6.4299999999999997       ,    3636.9730228621656       ,    4010.0000000000000     
   6.4699999999999998       ,    1237.8978835365449       ,    1310.0000000000000     
   6.4900000000000002       ,    778.19053425497646       ,    888.00000000000000     
   6.5099999999999998       ,    623.80332831174405       ,    715.00000000000000     
   6.5300000000000002       ,    576.15692412668864       ,    657.00000000000000     
   6.5499999999999998       ,    559.71698236617146       ,    643.00000000000000     
   6.5700000000000003       ,    557.57944597504786       ,    637.00000000000000     
   6.5899999999999999       ,    575.94058235007128       ,    633.00000000000000     
   6.6100000000000003       ,    648.08911026415001       ,    669.00000000000000     
   6.6299999999999999       ,    846.06750306059485       ,    815.00000000000000     
   6.6500000000000004       ,    1249.1157731090084       ,    1150.0000000000000     
   6.7300000000000004       ,    1870.0541668638321       ,    1790.0000000000000     
   6.7500000000000000       ,    1227.2672481975842       ,    1170.0000000000000     
   6.7699999999999996       ,    799.91902488057292       ,    793.00000000000000     
   6.7900000000000000       ,    612.30159897060412       ,    649.00000000000000     
   6.8099999999999996       ,    550.80352496043770       ,    588.00000000000000     
   6.8300000000000001       ,    532.03678253561259       ,    560.00000000000000     
   6.8499999999999996       ,    525.60034549514171       ,    548.00000000000000     
   6.8700000000000001       ,    524.25506359208964       ,    547.00000000000000     
   6.8899999999999997       ,    526.63353929130767       ,    554.00000000000000     
   6.9100000000000001       ,    532.84266593670941       ,    566.00000000000000     
   6.9299999999999997       ,    544.28025053957390       ,    586.00000000000000     
   6.9500000000000002       ,    565.75750293266265       ,    623.00000000000000     
   6.9900000000000002       ,    704.25165841285650       ,    829.00000000000000     
   7.0099999999999998       ,    884.04342356269740       ,    1060.0000000000000     
   7.0499999999999998       ,    1958.1535733248452       ,    2070.0000000000000     
   7.0700000000000003       ,    3327.9967870283931       ,    3390.0000000000000     
   7.1299999999999999       ,    5011.1340306819138       ,    5310.0000000000000     
   7.1500000000000004       ,    3566.8301398017065       ,    3670.0000000000000     
   7.1699999999999999       ,    2842.2288316567860       ,    3000.0000000000000     
   7.2100000000000000       ,    2866.4611796342183       ,    3300.0000000000000     
   7.2300000000000004       ,    2195.1370010374503       ,    2440.0000000000000     
   7.2500000000000000       ,    1393.3697431597548       ,    1490.0000000000000     
   7.2699999999999996       ,    878.11366814332700       ,    956.00000000000000     
   7.2900000000000000       ,    656.90311950483283       ,    740.00000000000000     
   7.3099999999999996       ,    581.76962362667052       ,    644.00000000000000     
   7.3300000000000001       ,    555.02012208744395       ,    603.00000000000000     
   7.3499999999999996       ,    544.85539369830974       ,    584.00000000000000     
   7.3700000000000001       ,    548.74773949738506       ,    582.00000000000000     
   7.3899999999999997       ,    575.73900347975928       ,    607.00000000000000     
   7.4100000000000001       ,    635.05802965136900       ,    673.00000000000000     
   7.4500000000000002       ,    868.08149157112166       ,    887.00000000000000     
   7.4900000000000002       ,    1655.2189577749884       ,    1580.0000000000000     
   7.5300000000000002       ,    2074.9248289929515       ,    2070.0000000000000     
   7.5499999999999998       ,    1565.5031591600371       ,    1540.0000000000000     
   7.5700000000000003       ,    1091.1876966455811       ,    1080.0000000000000     
   7.6100000000000003       ,    777.43529114988416       ,    862.00000000000000     
   7.6299999999999999       ,    686.94296349583874       ,    751.00000000000000     
   7.6500000000000004       ,    594.80945210396328       ,    632.00000000000000     
   7.6699999999999999       ,    534.88994633765799       ,    567.00000000000000     
   7.6900000000000004       ,    509.08625465057446       ,    543.00000000000000     
   7.7100000000000000       ,    502.90750154682087       ,    536.00000000000000     
   7.7300000000000004       ,    508.40991494154275       ,    544.00000000000000     
   7.7500000000000000       ,    533.93801451982779       ,    580.00000000000000     
   7.7699999999999996       ,    617.40747063924505       ,    679.00000000000000     
   7.8099999999999996       ,    1214.4975997553311       ,    1390.0000000000000     
   7.8499999999999996       ,    1665.5422332311209       ,    2010.0000000000000     
   7.8700000000000001       ,    1309.6877137540580       ,    1560.0000000000000     
   7.8899999999999997       ,    895.44405296063030       ,    1030.0000000000000     
   7.9100000000000001       ,    641.48431177044881       ,    744.00000000000000     
   7.9299999999999997       ,    539.62011653654781       ,    627.00000000000000     
   7.9500000000000002       ,    511.00140289899173       ,    578.00000000000000     
   7.9699999999999998       ,    511.52776251209667       ,    567.00000000000000     
   7.9900000000000002       ,    540.35515226372786       ,    591.00000000000000     
   8.0099999999999998       ,    619.36058764704410       ,    682.00000000000000     
   8.0700000000000003       ,    911.77041337433388       ,    1100.0000000000000     
   8.1099999999999994       ,    899.47414276252391       ,    1030.0000000000000     
   8.1300000000000008       ,    1127.3360693508660       ,    1250.0000000000000     
   8.1699999999999999       ,    1748.7156749471881       ,    1900.0000000000000     
   8.2100000000000009       ,    1663.7506484271291       ,    1800.0000000000000     
   8.2300000000000004       ,    1497.5985686366778       ,    1610.0000000000000     
   8.2899999999999991       ,    959.91809574717081       ,    1010.0000000000000     
   8.3100000000000005       ,    814.66736694961492       ,    859.00000000000000     
   8.3300000000000001       ,    845.48934122497838       ,    882.00000000000000     
   8.3499999999999996       ,    1122.0383567719359       ,    1160.0000000000000     
   8.4100000000000001       ,    1610.0767854607063       ,    1690.0000000000000     
   8.4499999999999993       ,    902.41056331190612       ,    886.00000000000000     
   8.4700000000000006       ,    742.01608590379510       ,    753.00000000000000     
   8.5099999999999998       ,    684.71546381996870       ,    713.00000000000000     
   8.5500000000000007       ,    716.14567844402131       ,    806.00000000000000     
   8.5899999999999999       ,    695.65982801842858       ,    820.00000000000000     
   8.6099999999999994       ,    607.12491642760665       ,    670.00000000000000     
   8.6300000000000008       ,    527.89928081560242       ,    539.00000000000000     
   8.6500000000000004       ,    484.19501201937777       ,    475.00000000000000     
   8.6699999999999999       ,    468.17461015147956       ,    450.00000000000000     
   8.6899999999999995       ,    466.99465592168912       ,    443.00000000000000     
   8.7100000000000009       ,    480.04627724963018       ,    454.00000000000000     
   8.7300000000000004       ,    520.17205736620315       ,    495.00000000000000     
   8.7500000000000000       ,    602.10832140597586       ,    591.00000000000000     
   8.8300000000000001       ,    742.72570378448609       ,    807.00000000000000     
   8.8499999999999996       ,    618.14405975003149       ,    630.00000000000000     
   8.8699999999999992       ,    523.63037609448975       ,    504.00000000000000     
   8.8900000000000006       ,    476.57625299145985       ,    447.00000000000000     
   8.9100000000000001       ,    460.58620960438600       ,    428.00000000000000     
   8.9299999999999997       ,    459.35741575587826       ,    427.00000000000000     
   8.9499999999999993       ,    467.58493163557040       ,    438.00000000000000     
   8.9700000000000006       ,    483.83192881550769       ,    467.00000000000000     
   9.0099999999999998       ,    506.30681918481707       ,    513.00000000000000     
   9.0299999999999994       ,    509.49620667637242       ,    510.00000000000000     
   9.0500000000000007       ,    550.73775535429763       ,    541.00000000000000     
   9.0700000000000003       ,    686.74658201647549       ,    676.00000000000000     
   9.0899999999999999       ,    938.25031907871096       ,    968.00000000000000     
   9.1300000000000008       ,    1224.9476774067643       ,    1330.0000000000000     
   9.1500000000000004       ,    1006.0378646560052       ,    1060.0000000000000     
   9.1699999999999999       ,    787.87927557009175       ,    775.00000000000000     
   9.1899999999999995       ,    738.65352781753222       ,    717.00000000000000     
   9.2500000000000000       ,    1009.4839400970500       ,    1030.0000000000000     
   9.2699999999999996       ,    890.67603583088044       ,    925.00000000000000     
   9.3100000000000005       ,    698.37672308245499       ,    781.00000000000000     
   9.3300000000000001       ,    633.91003585027022       ,    689.00000000000000     
   9.3900000000000006       ,    715.79017856392443       ,    737.00000000000000     
   9.4100000000000001       ,    932.70137815368969       ,    998.00000000000000     
   9.4499999999999993       ,    1288.5587116327290       ,    1450.0000000000000     
   9.5099999999999998       ,    823.72138962001054       ,    901.00000000000000     
   9.5299999999999994       ,    641.53159668406113       ,    671.00000000000000     
   9.5500000000000007       ,    533.58570725600498       ,    547.00000000000000     
   9.5700000000000003       ,    487.02653303102375       ,    492.00000000000000     
   9.5899999999999999       ,    477.49179574662497       ,    481.00000000000000     
   9.6099999999999994       ,    500.82116887992260       ,    506.00000000000000     
   9.6300000000000008       ,    580.44446329173525       ,    586.00000000000000     
   9.6500000000000004       ,    736.88908465596569       ,    772.00000000000000     
   9.6899999999999995       ,    978.63303316559109       ,    1090.0000000000000     
   9.7100000000000009       ,    853.66627725266881       ,    923.00000000000000     
   9.7300000000000004       ,    693.61009756136173       ,    709.00000000000000     
   9.7500000000000000       ,    637.24390881716067       ,    626.00000000000000     
   9.7699999999999996       ,    720.62247249417624       ,    705.00000000000000     
   9.8100000000000005       ,    957.07488308295024       ,    954.00000000000000     
   9.8300000000000001       ,    857.90749895498629       ,    854.00000000000000     
   9.8499999999999996       ,    693.35049879185988       ,    680.00000000000000     
   9.8699999999999992       ,    594.31045382527645       ,    583.00000000000000     
   9.8900000000000006       ,    624.67052799156932       ,    604.00000000000000     
   9.9100000000000001       ,    839.51541109263076       ,    771.00000000000000     
   9.9299999999999997       ,    1267.5695012846907       ,    1140.0000000000000     
   10.010000000000000       ,    1176.0661957699058       ,    1160.0000000000000     
   10.029999999999999       ,    820.36113015550086       ,    830.00000000000000     
   10.050000000000001       ,    660.40238243310114       ,    683.00000000000000     
   10.109999999999999       ,    682.31147717664078       ,    721.00000000000000     
   10.150000000000000       ,    744.13187729120091       ,    794.00000000000000     
   10.210000000000001       ,    651.78702488496049       ,    706.00000000000000     
   10.230000000000000       ,    610.40179351811935       ,    653.00000000000000     
   10.250000000000000       ,    658.96735725593453       ,    691.00000000000000     
   10.270000000000000       ,    828.93857985157592       ,    881.00000000000000     
   10.330000000000000       ,    908.88692123917099       ,    995.00000000000000     
   10.350000000000000       ,    680.86762115374631       ,    714.00000000000000     
   10.369999999999999       ,    530.64059105070601       ,    545.00000000000000     
   10.390000000000001       ,    467.56234576909452       ,    479.00000000000000     
   10.410000000000000       ,    456.75262532844306       ,    457.00000000000000     
   10.430000000000000       ,    475.51918047295447       ,    461.00000000000000     
   10.449999999999999       ,    510.12844892389012       ,    484.00000000000000     
   10.510000000000000       ,    486.44950341563430       ,    470.00000000000000     
   10.529999999999999       ,    453.95670607636322       ,    445.00000000000000     
   10.550000000000001       ,    437.76920509542629       ,    435.00000000000000     
   10.570000000000000       ,    438.07382733338005       ,    439.00000000000000     
   10.590000000000000       ,    454.58080251736823       ,    458.00000000000000     
   10.609999999999999       ,    489.06372032619902       ,    499.00000000000000     
   10.670000000000000       ,    633.07151831025749       ,    702.00000000000000     
   10.710000000000001       ,    843.16859564851791       ,    909.00000000000000     
   10.789999999999999       ,    1221.1175823934684       ,    1390.0000000000000     
   10.830000000000000       ,    1066.0233571802569       ,    1240.0000000000000     
   10.890000000000001       ,    736.07350101048223       ,    801.00000000000000     
   10.910000000000000       ,    583.99912971432320       ,    614.00000000000000     
   10.930000000000000       ,    504.04836819122568       ,    525.00000000000000     
   10.949999999999999       ,    492.82697618049235       ,    516.00000000000000     
   11.010000000000000       ,    616.47968484947023       ,    710.00000000000000     
   11.050000000000001       ,    576.26797643461805       ,    659.00000000000000     
   11.070000000000000       ,    525.76269955374528       ,    582.00000000000000     
   11.109999999999999       ,    459.09873992360747       ,    486.00000000000000     
   11.130000000000001       ,    435.31180750963415       ,    446.00000000000000     
   11.150000000000000       ,    422.20732204906960       ,    425.00000000000000     
   11.170000000000000       ,    423.79422727567282       ,    428.00000000000000     
   11.190000000000000       ,    447.28895658005416       ,    460.00000000000000     
   11.230000000000000       ,    581.04401298094945       ,    641.00000000000000     
   11.270000000000000       ,    616.13826627864717       ,    682.00000000000000     
   11.289999999999999       ,    553.05381698332644       ,    587.00000000000000     
   11.310000000000000       ,    517.54347349536511       ,    532.00000000000000     
   11.330000000000000       ,    527.63317581332581       ,    551.00000000000000     
   11.369999999999999       ,    544.77808586168044       ,    571.00000000000000     
   11.410000000000000       ,    518.22748068817009       ,    505.00000000000000     
   11.430000000000000       ,    538.97504689809830       ,    512.00000000000000     
   11.490000000000000       ,    580.46500624707892       ,    562.00000000000000     
   11.510000000000000       ,    511.52489361350683       ,    494.00000000000000     
   11.529999999999999       ,    461.57511030259639       ,    450.00000000000000     
   11.550000000000001       ,    448.22912209370674       ,    451.00000000000000     
   11.590000000000000       ,    490.03560803812138       ,    518.00000000000000     
   11.650000000000000       ,    580.40400991595686       ,    624.00000000000000     
   11.710000000000001       ,    787.58840829148119       ,    861.00000000000000     
   11.750000000000000       ,    663.29121929596931       ,    728.00000000000000     
   11.789999999999999       ,    548.40429519369911       ,    607.00000000000000     
   11.810000000000000       ,    496.44711696091059       ,    533.00000000000000     
   11.830000000000000       ,    466.04211129685621       ,    486.00000000000000     
   11.869999999999999       ,    473.52212971272024       ,    486.00000000000000     
   11.890000000000001       ,    511.23624112913058       ,    522.00000000000000     
   11.970000000000001       ,    623.39437060261571       ,    659.00000000000000     
   11.990000000000000       ,    535.31068739344460       ,    557.00000000000000     
   12.010000000000000       ,    495.82631383078939       ,    519.00000000000000     
   12.050000000000001       ,    552.37960634213368       ,    605.00000000000000     
   12.109999999999999       ,    619.31492161866390       ,    687.00000000000000     
   12.150000000000000       ,    558.28820306488547       ,    629.00000000000000     
   12.190000000000000       ,    562.23589137790270       ,    690.00000000000000     
   12.210000000000001       ,    536.15798379236230       ,    642.00000000000000     
   12.250000000000000       ,    550.38911585512903       ,    634.00000000000000     
   12.289999999999999       ,    602.82404030943917       ,    700.00000000000000     
   12.330000000000000       ,    656.60048695155297       ,    735.00000000000000     
   12.430000000000000       ,    941.23886481765771       ,    1140.0000000000000     
   12.490000000000000       ,    575.45323623850095       ,    672.00000000000000     
   12.510000000000000       ,    477.67429300743220       ,    532.00000000000000     
   12.550000000000001       ,    405.30650108280327       ,    433.00000000000000     
   12.570000000000000       ,    398.28232197919203       ,    424.00000000000000     
   12.590000000000000       ,    398.19977723376297       ,    423.00000000000000     
   12.630000000000001       ,    397.45651874694539       ,    421.00000000000000     
   12.650000000000000       ,    393.34812292696756       ,    416.00000000000000     
   12.670000000000000       ,    393.80386361976508       ,    416.00000000000000     
   12.690000000000000       ,    405.20708132896863       ,    429.00000000000000     
   12.750000000000000       ,    470.52282039657450       ,    520.00000000000000     
   12.770000000000000       ,    472.05319982299204       ,    524.00000000000000     
   12.789999999999999       ,    498.27422652517259       ,    556.00000000000000     
   12.869999999999999       ,    649.20412250640447       ,    764.00000000000000     
   13.010000000000000       ,    522.76094527943883       ,    528.00000000000000     
   13.029999999999999       ,    453.61979423897486       ,    475.00000000000000     
