Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
172340.876       20902      440316  0.852E-01  0.101E+01
172352.876       37885      812027  0.986E-01  0.101E+01
172404.876       55182     1193613  0.966E-01  0.101E+01
172416.876       67880     1541178  0.978E-01  0.101E+01
172428.876       80883     1855871  0.919E-01  0.101E+01
172440.876       93811     2168857  0.933E-01  0.101E+01
172452.876      107015     2479534  0.845E-01  0.101E+01
181514.650      116887     2756095  0.984E-01  0.101E+01
181526.650      126064     3064112  0.100E+00  0.101E+01
181538.650      136722     3373087  0.971E-01  0.101E+01
181550.650      153072     3688572  0.897E-01  0.101E+01
181602.650      169569     4002376  0.917E-01  0.101E+01
181614.650      179266     4314851  0.943E-01  0.100E+01
181626.650      191458     4627923  0.892E-01  0.100E+01
181638.650      203935     4939182  0.823E-01  0.100E+01
181650.650      214162     5250645  0.888E-01  0.100E+01
181702.650      223572     5562528  0.886E-01  0.100E+01
181714.650      234323     5875955  0.885E-01  0.100E+01
181726.650      244703     6189595  0.889E-01  0.100E+01
181738.650      255119     6502589  0.852E-01  0.100E+01
181750.650      266101     6816876  0.730E-01  0.100E+01
181802.650      277794     7129477  0.756E-01  0.100E+01
181814.650      290004     7443175  0.858E-01  0.100E+01
181826.650      301915     7756860  0.795E-01  0.100E+01
181838.650      311873     8071291  0.870E-01  0.100E+01
181850.650      324562     8385659  0.796E-01  0.100E+01
181902.650      335927     8700420  0.621E-01  0.101E+01
181914.650      347911     9014397  0.783E-01  0.100E+01
181926.650      359441     9324199  0.787E-01  0.100E+01
181938.650      370098     9640021  0.754E-01  0.100E+01
181950.650      384633     9955598  0.714E-01  0.100E+01
182002.650      394951    10271423  0.835E-01  0.100E+01
182014.650      406794    10588119  0.884E-01  0.100E+01
182026.650      416785    10904234  0.707E-01  0.100E+01
182038.650      429999    11221217  0.845E-01  0.100E+01
182050.650      444911    11538877  0.769E-01  0.100E+01
182102.650      458142    11856825  0.620E-01  0.100E+01
182114.650      470245    12173952  0.768E-01  0.100E+01
182126.650      485021    12490518  0.569E-01  0.101E+01
182138.650      495900    12807270  0.693E-01  0.100E+01
182150.650      508061    13133693  0.765E-01  0.100E+01
182202.650      518559    13489367  0.766E-01  0.100E+01
182214.650      528540    13821130  0.754E-01  0.100E+01
182226.656      538066    14137931  0.793E-01  0.100E+01
182238.650      550017    14455340  0.716E-01  0.100E+01
182250.650      561928    14772966  0.630E-01  0.100E+01
182302.650      575026    15089274  0.684E-01  0.100E+01
182314.650      587361    15406546  0.807E-01  0.100E+01
182326.650      597754    15722777  0.746E-01  0.100E+01
182338.650      613250    16039676  0.699E-01  0.100E+01
182350.650      624340    16357632  0.740E-01  0.100E+01
182402.650      633988    16674782  0.747E-01  0.100E+01
182414.650      643485    16992647  0.748E-01  0.100E+01
182426.650      653139    17308511  0.756E-01  0.100E+01
182438.650      664776    17636329  0.732E-01  0.100E+01
182450.650      676067    17957039  0.719E-01  0.100E+01
182502.650      688177    18277965  0.702E-01  0.100E+01
182514.650      699136    18600657  0.752E-01  0.100E+01
182526.650      710872    18922102  0.719E-01  0.100E+01
182538.650      722851    19245179  0.760E-01  0.100E+01
182550.650      732995    19565613  0.741E-01  0.100E+01
