 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.218089418763279E+01 ,     0.778855550067552E+00 ,    -0.209625526965886E+00 , 
   0.49828 ,    -0.197219660962908E+01 ,     0.104119218421396E+01 ,     0.602468146806184E-01 , 
   0.52832 ,    -0.184600740041587E+01 ,     0.118617422262280E+01 ,     0.192223670091402E+00 , 
   0.55835 ,    -0.180097928116472E+01 ,     0.121881251988122E+01 ,     0.194724364062537E+00 , 
   0.58839 ,    -0.181366593916600E+01 ,     0.117484572216707E+01 ,     0.110993539576887E+00 , 
   0.61842 ,    -0.185151830584291E+01 ,     0.110256371519366E+01 ,    -0.125520930802527E-02 , 
   0.64846 ,    -0.188634415652097E+01 ,     0.104388541091076E+01 ,    -0.909112735495648E-01 , 
   0.67849 ,    -0.190328725897486E+01 ,     0.102149481255593E+01 ,    -0.128150715793822E+00 , 
   0.70853 ,    -0.190279339314756E+01 ,     0.103558469489830E+01 ,    -0.108949467887760E+00 , 
   0.73856 ,    -0.189606338490563E+01 ,     0.106965894075144E+01 ,    -0.498219235356508E-01 , 
   0.76860 ,    -0.189692741921255E+01 ,     0.110154205965998E+01 ,     0.234166487652870E-01 , 
   0.79863 ,    -0.191404954591981E+01 ,     0.111438306219448E+01 ,     0.875829909121484E-01 , 
   0.82867 ,    -0.194668093754092E+01 ,     0.110328665837327E+01 ,     0.130190296296095E+00 , 
   0.85870 ,    -0.198529049819940E+01 ,     0.107563743428427E+01 ,     0.151404965680529E+00 , 
   0.88874 ,    -0.201620079475366E+01 ,     0.104603540340064E+01 ,     0.160455514068851E+00 , 
   0.91878 ,    -0.202776671485992E+01 ,     0.102884116439424E+01 ,     0.169160455642197E+00 , 
   0.94881 ,    -0.201523667409284E+01 ,     0.103189472561691E+01 ,     0.185921140100596E+00 , 
   0.97885 ,    -0.198227426654824E+01 ,     0.105398315100108E+01 ,     0.212713833586557E+00 , 
   1.00888 ,    -0.193872641001612E+01 ,     0.108668863099736E+01 ,     0.245866637479238E+00 , 
   1.03892 ,    -0.189586311995855E+01 ,     0.111927660342655E+01 ,     0.279590444343083E+00 , 
   1.06895 ,    -0.186129754935459E+01 ,     0.114411804391854E+01 ,     0.310135312521722E+00 , 
   1.09899 ,    -0.183576697830316E+01 ,     0.116018584067858E+01 ,     0.338446349451923E+00 , 
   1.12902 ,    -0.181301065678886E+01 ,     0.117327042588093E+01 ,     0.370156878744741E+00 , 
   1.15906 ,    -0.178258851936397E+01 ,     0.119313560322840E+01 ,     0.413137190352399E+00 , 
   1.18909 ,    -0.173426561628282E+01 ,     0.122914948320202E+01 ,     0.473945282458654E+00 , 
   1.21913 ,    -0.166204007176318E+01 ,     0.128643043605845E+01 ,     0.554914595646091E+00 , 
   1.24916 ,    -0.156619624258775E+01 ,     0.136410204715355E+01 ,     0.653157278990430E+00 , 
   1.27920 ,    -0.145272604200174E+01 ,     0.145614350854572E+01 ,     0.761749354383315E+00 , 
   1.30923 ,    -0.133062286717162E+01 ,     0.155410929670950E+01 ,     0.872316488400697E+00 , 
   1.33927 ,    -0.120840524395356E+01 ,     0.165023012188464E+01 ,     0.977651771927748E+00 , 
   1.36930 ,    -0.109142997114159E+01 ,     0.173940351010606E+01 ,     0.107311524490673E+01 , 
   1.39934 ,    -0.981067596823637E+00 ,     0.181927692551383E+01 ,     0.115628641561530E+01 , 
   1.42937 ,    -0.875895482284070E+00 ,     0.188864420518493E+01 ,     0.122528331706341E+01 , 
   1.45941 ,    -0.774143101804498E+00 ,     0.194521813503226E+01 ,     0.127685543479476E+01 , 
   1.48944 ,    -0.676102828301594E+00 ,     0.198411979618761E+01 ,     0.130547095451311E+01 , 
   1.51948 ,    -0.585302639140286E+00 ,     0.199803281357281E+01 ,     0.130410733456258E+01 , 
   1.54951 ,    -0.507856263481678E+00 ,     0.197911897965330E+01 ,     0.126657467344158E+01 , 
   1.57955 ,    -0.450263264389720E+00 ,     0.192189821709329E+01 ,     0.119038282195026E+01 , 
   1.60958 ,    -0.416639746144662E+00 ,     0.182578398949416E+01 ,     0.107880286908987E+01 , 
   1.63962 ,    -0.406615722777045E+00 ,     0.169606996016951E+01 ,     0.941051245263293E+00 , 
   1.66966 ,    -0.414843018086675E+00 ,     0.154282940574873E+01 ,     0.790320593420162E+00 , 
   1.69969 ,    -0.432363184817125E+00 ,     0.137810341544717E+01 ,     0.640333850864849E+00 , 
   1.72973 ,    -0.449299845384793E+00 ,     0.121249768704142E+01 ,     0.501770206300509E+00 , 
   1.75976 ,    -0.457800813123974E+00 ,     0.105254743008751E+01 ,     0.379993076708600E+00 , 
   1.78980 ,    -0.454079854730082E+00 ,     0.899847434587675E+00 ,     0.274957656996787E+00 , 
   1.81983 ,    -0.438808125314104E+00 ,     0.752155483020697E+00 ,     0.183232305656044E+00 , 
   1.84987 ,    -0.415793596950764E+00 ,     0.605825259857586E+00 ,     0.101153804586376E+00 , 
