Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
213521.895        7326       66386  0.328E+00  0.961E+00
213533.894       10511      124277  0.373E+00  0.960E+00
213545.900       12894      175870  0.380E+00  0.960E+00
213557.893       15101      230741  0.381E+00  0.960E+00
213609.894       17549      295357  0.392E+00  0.959E+00
213621.893       19872      356511  0.406E+00  0.959E+00
213633.898       22126      419620  0.396E+00  0.959E+00
213645.898       24027      479831  0.433E+00  0.958E+00
213657.893       25930      536750  0.427E+00  0.958E+00
213709.945       27792      596000  0.285E+00  0.604E+00
213721.894       29522      645703  0.460E+00  0.957E+00
213733.894       31561      703355  0.448E+00  0.957E+00
213745.894       33732      762478  0.469E+00  0.956E+00
213757.893       35690      816251  0.457E+00  0.956E+00
213809.897       37740      873673  0.423E+00  0.957E+00
213821.894       39649      931102  0.458E+00  0.956E+00
213833.893       41667      990692  0.477E+00  0.956E+00
213845.894       43559     1044327  0.436E+00  0.956E+00
213857.894       45565     1100293  0.437E+00  0.956E+00
213909.893       47596     1162697  0.448E+00  0.956E+00
213921.918       49710     1226000  0.379E+00  0.799E+00
213933.893       51909     1289770  0.431E+00  0.956E+00
213945.893       54032     1354154  0.486E+00  0.955E+00
213957.900       55861     1407391  0.500E+00  0.954E+00
214009.894       57907     1465655  0.517E+00  0.954E+00
214021.978       59443     1508000  0.517E+00  0.977E+00
214033.979       60912     1552000  0.518E+00  0.886E+00
214045.897       62765     1608559  0.571E+00  0.952E+00
214057.925       64802     1666000  0.402E+00  0.663E+00
214109.894       66873     1726928  0.542E+00  0.952E+00
214121.894       68681     1780428  0.589E+00  0.952E+00
214133.893       70666     1840044  0.618E+00  0.951E+00
214145.894       72728     1899877  0.598E+00  0.951E+00
214157.898       74822     1960000  0.115E+01  0.185E+01
214209.894       76893     2021059  0.626E+00  0.951E+00
214221.894       78968     2079043  0.670E+00  0.950E+00
214233.894       80894     2134308  0.700E+00  0.950E+00
214245.894       82588     2189053  0.793E+00  0.949E+00
214257.898       84214     2244919  0.827E+00  0.948E+00
214309.894       85759     2298115  0.832E+00  0.948E+00
214321.904       87118     2347808  0.811E+00  0.948E+00
214333.894       88620     2404699  0.865E+00  0.948E+00
214345.900       90275     2464647  0.839E+00  0.948E+00
214357.894       91898     2521404  0.827E+00  0.948E+00
214409.897       93401     2576835  0.810E+00  0.948E+00
214421.894       95040     2629442  0.856E+00  0.947E+00
214433.900       96377     2675822  0.911E+00  0.947E+00
214445.899       97905     2729161  0.885E+00  0.947E+00
214457.894       99345     2779537  0.908E+00  0.947E+00
214509.897      100888     2833145  0.879E+00  0.947E+00
214521.912      102581     2890000  0.744E+00  0.755E+00
214533.895      103980     2942490  0.933E+00  0.946E+00
214545.893      105666     2996625  0.918E+00  0.946E+00
214557.903      107389     3053702  0.932E+00  0.946E+00
214609.894      108832     3105878  0.946E+00  0.946E+00
214621.893      110403     3162181  0.971E+00  0.945E+00
214633.894      111966     3217759  0.964E+00  0.945E+00
214645.895      113508     3273701  0.971E+00  0.945E+00
214657.894      115023     3326091  0.952E+00  0.945E+00
214709.894      116619     3381554  0.958E+00  0.945E+00
214721.893      118286     3440523  0.987E+00  0.944E+00
214733.893      120103     3506891  0.979E+00  0.944E+00
214745.904      121858     3571984  0.103E+01  0.944E+00
214757.898      123499     3632325  0.104E+01  0.944E+00
214809.895      124925     3685956  0.101E+01  0.944E+00
214821.893      126430     3740633  0.104E+01  0.943E+00
214833.895      127953     3799648  0.108E+01  0.943E+00
214845.893      129532     3858936  0.102E+01  0.943E+00
214857.893      131124     3917340  0.105E+01  0.943E+00
214909.893      132706     3974313  0.110E+01  0.943E+00
214921.893      134470     4041246  0.109E+01  0.943E+00
214933.893      136300     4108351  0.106E+01  0.943E+00
214945.893      138262     4178341  0.107E+01  0.943E+00
214957.893      140008     4246631  0.109E+01  0.942E+00
215009.943      141723     4312000  0.115E+01  0.945E+00
215021.892      143456     4380221  0.114E+01  0.942E+00
215033.893      145089     4442975  0.115E+01  0.942E+00
215045.894      146597     4504419  0.104E+01  0.942E+00
