Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
170119.433      353976      419138
170131.432      678771      803542
170143.432      987070     1167794
170155.432     1304413     1542977
170207.432     1621047     1918350
170219.433     1940574     2295827
170231.432     2264452     2679829
170243.432     2594185     3070705
170255.432     2941041     3480729
170307.433     3235025     3828121
170319.432     3547112     4196370
170331.432     3858518     4563889
170343.432     4178077     4942110
170355.432     4487607     5309685
170407.432     4822314     5706023
170419.432     5150027     6093935
170431.432     5479326     6481972
170443.433     5797681     6859428
170455.432     6105103     7221468
170507.432     6425145     7599313
170519.432     6743358     7974233
170531.433     7063075     8351698
170543.433     7375790     8720049
170555.432     7696428     9098371
170607.432     8030484     9493358
170619.432     8351771     9872456
170631.432     8667368    10244736
170643.433     8969080    10602764
170655.433     9287276    10979808
170707.432     9602761    11353248
170719.432     9934562    11744827
170731.433    10262605    12132143
170743.432    10589781    12519133
170755.432    10900828    12886101
170807.432    11232841    13278109
170819.433    11539334    13640724
170831.439    11846437    14003998
170843.432    12169885    14385803
170855.433    12487193    14761975
170907.432    12798420    15130189
170919.432    13127407    15518380
170931.432    13454921    15904785
170943.432    13767681    16272397
170955.432    14063242    16620396
171007.432    14382612    16998296
171019.432    14717958    17394806
171031.432    15020757    17752029
171043.432    15349854    18140763
171055.432    15671848    18521684
171107.432    16004189    18915243
171119.432    16342866    19314011
171131.431    16692626    19726369
171143.432    17016389    20107900
171155.434    17369929    20523938
171207.434    17571324    20760073
171219.435    17800451    21029574
171231.432    18130795    21418447
171243.432    18455974    21801910
171255.432    18764713    22167690
171307.432    19079948    22541068
171319.432    19385617    22902041
171331.432    19682523    23250670
171343.432    20025433    23655460
171355.432    20343160    24029730
171407.432    20654119    24396390
171419.432    20982076    24783349
171431.432    21302873    25160713
171443.433    21605204    25516233
171455.432    21925617    25895281
171507.432    22242621    26268726
171519.432    22551351    26631974
171531.432    22881055    27020023
171543.432    23210179    27409288
171555.432    23585862    27853171
171607.432    23958904    28294371
171619.432    24334660    28736726
171631.432    24669797    29132726
171643.432    25006554    29527441
171655.432    25340937    29922936
171707.432    25675407    30318342
171719.432    26005527    30709720
171731.432    26340507    31105104
171743.432    26674320    31498597
171755.432    27008432    31893213
171807.432    27338307    32282701
171819.432    27664547    32667274
171831.432    27992041    33052843
171843.432    28318361    33437758
171855.432    28639952    33817900
171907.432    28964731    34200036
171919.432    29288448    34580953
171931.432    29610245    34961028
171943.434    29911272    35316322
171955.432    30276406    35747058
172007.432    30602439    36130977
172019.432    30924197    36509606
172031.432    31240373    36881173
172043.432    31566741    37266346
172055.432    31866140    37618929
172107.433    32162680    37968525
172119.432    32485561    38349779
172131.432    32806693    38728059
172143.434    33065146    39032681
172155.434    33275442    39281803
172207.433    33495129    39541227
172219.432    33743880    39834108
172231.432    34103635    40259253
172243.432    34456936    40675845
172255.432    34810007    41091734
172307.432    35158912    41502621
172319.432    35503177    41909047
172331.432    35866925    42337982
172343.432    36232779    42770588
172355.432    36555024    43151741
172407.432    36858868    43509512
172419.432    37163583    43869312
172431.432    37467207    44228519
172443.432    37767787    44584305
172455.432    38093574    44969439
172507.432    38404591    45335521
172519.432    38717368    45704393
172531.432    39033473    46075855
172543.432    39350676    46450751
172555.432    39671337    46829225
172607.432    39989704    47205618
172619.432    40303190    47575882
172631.432    40618641    47948902
172643.432    40934546    48322378
172655.432    41257709    48704807
172707.433    41579730    49085210
172719.432    41918042    49483801
172731.432    42292605    49922836
172743.432    42654971    50351243
172755.433    42985917    50740700
172807.432    43283444    51091527
172819.432    43573135    51432791
172831.432    43891048    51806755
172843.432    44210354    52184101
172855.432    44532753    52564366
172907.432    44847476    52935089
172919.432    45152098    53293369
172931.432    45473135    53669927
172943.432    45789597    54043778
172955.432    46105969    54414927
173007.433    46405096    54768434
173019.434    46724010    55144964
173031.432    47075047    55559775
173043.432    47393272    55935351
173055.432    47735102    56339776
173107.433    48046141    56705825
