 Results from RMCProfile version 6.7.9.5

 (Version 6f format configuration file)                                          

 0 experiments   1 partials

 Partial g(r)'s are printed out below

   276  1 are NR and NPAR

   r (Ang)
   0.06545     0.00000
   0.13090     0.00000
   0.19635     0.00000
   0.26180     0.00000
   0.32725     0.00000
   0.39271     0.00000
   0.45816     0.00000
   0.52361     0.00000
   0.58906     0.00000
   0.65451     0.00000
   0.71996     0.00000
   0.78541     0.00000
   0.85086     0.00000
   0.91631     0.00000
   0.98176     0.00000
   1.04721     0.00000
   1.11267     0.00000
   1.17812     0.00000
   1.24357     0.00000
   1.30902     0.00000
   1.37447     0.00000
   1.43992     0.00000
   1.50537     0.00000
   1.57082     0.00000
   1.63627     0.00000
   1.70172     0.00000
   1.76718     0.00000
   1.83263     0.00000
   1.89808     0.00000
   1.96353     0.00000
   2.02898     0.00000
   2.09443     0.00000
   2.15988     0.00000
   2.22533     0.00000
   2.29078     0.00000
   2.35623     0.00000
   2.42168     0.00000
   2.48714     0.00000
   2.55259     0.00000
   2.61804     0.00000
   2.68349     0.00000
   2.74894     0.00000
   2.81439     0.00000
   2.87984     0.47469
   2.94529     2.48270
   3.01074     2.03104
   3.07619     2.45945
   3.14164     2.04129
   3.20710     1.98134
   3.27255     1.82720
   3.33800     1.82899
   3.40345     2.20915
   3.46890     1.78017
   3.53435     1.92804
   3.59980     1.21522
   3.66525     0.87054
   3.73070     0.73211
   3.79615     0.75529
   3.86161     0.69108
   3.92706     0.86345
   3.99251     0.74094
   4.05796     0.86490
   4.12341     0.94663
   4.18886     0.85128
   4.25431     0.67815
   4.31976     0.83150
   4.38521     0.78880
   4.45066     0.87099
   4.51611     0.89703
   4.58157     0.95984
   4.64702     0.91155
   4.71247     1.01675
   4.77792     0.77098
   4.84337     0.85394
   4.90882     0.94665
   4.97427     0.80959
   5.03972     0.87532
   5.10517     1.02629
   5.17062     0.98748
   5.23607     0.97562
   5.30153     0.97640
   5.36698     1.07333
   5.43243     1.00053
   5.49788     0.91556
   5.56333     0.99890
   5.62878     1.06717
   5.69423     1.07849
   5.75968     0.97035
   5.82513     0.96573
   5.89058     1.09122
   5.95604     1.15550
   6.02149     1.05706
   6.08694     1.06571
   6.15239     1.15022
   6.21784     1.09019
   6.28329     1.03534
   6.34874     0.99686
   6.41419     1.02165
   6.47964     1.07834
   6.54509     0.93254
   6.61054     0.99366
   6.67600     0.99766
   6.74145     1.01150
   6.80690     0.98215
   6.87235     1.00030
   6.93780     0.99355
   7.00325     1.06950
   7.06870     0.94782
   7.13415     0.97374
   7.19960     0.99856
   7.26505     0.97626
   7.33050     0.94813
   7.39596     0.99704
   7.46141     0.98795
   7.52686     1.00150
   7.59231     0.89190
   7.65776     1.00902
   7.72321     0.98228
   7.78866     0.99066
   7.85411     1.01551
   7.91956     0.97480
   7.98501     1.01336
   8.05046     1.02375
   8.11592     1.04598
   8.18137     1.00164
   8.24682     1.06242
   8.31227     1.01391
   8.37772     0.98493
   8.44317     1.03957
   8.50862     0.97565
   8.57407     0.97341
   8.63952     0.97889
   8.70497     1.02382
   8.77043     1.03419
   8.83588     0.97146
   8.90133     0.96746
   8.96678     1.01531
   9.03223     1.04749
   9.09768     0.98910
   9.16313     1.03157
   9.22858     1.03602
   9.29403     1.01880
   9.35948     1.00989
   9.42493     0.95550
   9.49039     0.99122
   9.55584     0.98783
   9.62129     0.95067
   9.68674     0.94774
   9.75219     1.03246
   9.81764     1.04517
   9.88309     1.00767
   9.94854     0.95935
  10.01399     1.02768
  10.07944     1.03831
  10.14489     0.96308
  10.21035     0.96743
  10.27580     0.99024
  10.34125     0.98424
  10.40670     1.03605
  10.47215     1.02103
  10.53760     1.01673
  10.60305     0.96302
  10.66850     1.00210
  10.73395     0.96279
  10.79940     0.98392
  10.86486     0.96425
  10.93031     1.06516
  10.99576     0.96729
  11.06121     0.98143
  11.12666     0.98956
  11.19211     0.97709
  11.25756     0.96850
  11.32301     1.01333
  11.38846     1.03654
  11.45391     1.04944
  11.51936     1.04889
  11.58482     1.00688
  11.65027     1.01607
  11.71572     0.99125
  11.78117     0.97777
  11.84662     0.98432
  11.91207     0.98006
  11.97752     0.97584
  12.04297     0.98761
  12.10842     1.00540
  12.17387     1.01102
  12.23932     0.97705
  12.30478     0.98963
  12.37023     1.00415
  12.43568     1.01682
  12.50113     0.98916
  12.56658     0.99722
  12.63203     0.99779
  12.69748     1.01554
  12.76293     0.97672
  12.82838     1.02377
  12.89383     1.00992
  12.95928     0.99147
  13.02474     0.96242
  13.09019     1.01499
  13.15564     0.97213
  13.22109     0.99234
  13.28654     0.99833
  13.35199     0.98792
  13.41744     0.98731
  13.48289     1.01788
  13.54834     0.92669
  13.61379     1.01214
  13.67925     0.99629
  13.74470     1.06589
  13.81015     1.00542
  13.87560     1.04888
  13.94105     1.04382
  14.00650     0.99219
  14.07195     1.04262
  14.13740     0.97216
  14.20285     0.98618
  14.26830     1.00616
  14.33375     1.00094
  14.39921     1.00024
  14.46466     1.03161
  14.53011     1.01904
  14.59556     1.00123
  14.66101     1.01170
  14.72646     0.99045
  14.79191     0.97588
  14.85736     1.01032
  14.92281     0.93076
  14.98826     0.97625
  15.05371     1.04187
  15.11917     0.97867
  15.18462     1.02700
  15.25007     1.00526
  15.31552     0.98385
  15.38097     0.99311
  15.44642     1.00801
  15.51187     1.00963
  15.57732     1.00975
  15.64277     0.99895
  15.70822     0.98830
  15.77368     0.99082
  15.83913     0.99742
  15.90458     0.95489
  15.97003     1.02245
  16.03548     1.02177
  16.10093     0.97775
  16.16638     0.97207
  16.23183     0.96600
  16.29728     0.98790
  16.36273     1.00380
  16.42818     1.01856
  16.49364     0.99644
  16.55909     0.95860
  16.62454     1.02732
  16.68999     0.98685
  16.75544     1.05588
  16.82089     0.98874
  16.88634     1.04282
  16.95179     1.03075
  17.01724     1.03363
  17.08269     1.00311
  17.14814     1.01398
  17.21360     1.00628
  17.27905     1.00294
  17.34450     1.03272
  17.40995     0.98524
  17.47540     0.97711
  17.54085     0.98000
  17.60630     0.97646
  17.67175     0.99631
  17.73720     1.01731
  17.80265     0.98938
  17.86811     0.98178
  17.93356     0.97535
  17.99901     0.97864
  18.06446     0.97404
