Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
162805.426      374126      435165
162817.426      727551      850593
162829.426     1082938     1270495
162841.426     1440358     1692674
162853.426     1808687     2127130
162905.433     2195363     2586034
162917.429     2534034     2987115
162929.433     2867045     3382659
162941.428     3197965     3774495
162953.428     3561196     4206522
163005.432     3913683     4625750
163017.430     4288988     5071080
163029.429     4596059     5436700
163041.427     4904147     5801975
163053.433     5263577     6227237
163105.433     5569300     6588528
163117.429     5868708     6943696
163129.433     6169146     7298583
163141.433     6478317     7664623
163153.433     6811807     8059853
163205.429     7145774     8457221
163217.433     7478079     8852238
163229.433     7813855     9250834
163241.427     8146241     9644588
163253.427     8481447    10042278
163305.433     8814989    10438760
163317.433     9149450    10833494
163329.433     9482720    11230237
163341.429     9814408    11625553
163353.433    10150984    12022954
163405.433    10484869    12419819
163417.433    10817122    12813914
163429.433    11152585    13213391
163441.428    11507815    13636350
163453.433    11892019    14093647
163505.427    12262369    14534505
163517.427    12605466    14941259
163529.433    12948841    15350391
163541.433    13288569    15754116
163553.433    13627474    16155199
163605.429    13973623    16564795
163617.429    14310680    16964317
163629.433    14644006    17360768
163641.433    14977093    17756512
163653.433    15312912    18153794
163705.433    15648377    18551983
163717.429    16002027    18971581
163729.433    16334981    19367604
163741.429    16671890    19765226
163753.429    17011267    20165717
163805.433    17346421    20564175
163817.429    17682461    20964105
163829.433    18017909    21363303
163841.433    18357387    21766598
163853.433    18693514    22164995
163905.429    19025857    22559331
163917.433    19363372    22958347
163929.432    19712968    23371457
163941.433    20098030    23827886
163953.433    20438635    24229674
164005.433    20773851    24627505
164017.429    21114257    25029783
164029.433    21449619    25427560
164041.432    21806745    25852139
164053.432    22188688    26305749
164105.433    22572538    26761885
164117.433    22904546    27155974
164129.433    23241648    27554401
164141.429    23566529    27939179
164153.427    23877841    28308297
164205.433    24201076    28691152
164217.429    24554460    29109907
164229.433    24875313    29489299
164241.429    25208419    29884301
164253.433    25543805    30281428
164305.433    25867986    30665410
164317.429    26200770    31060390
164329.429    26504308    31419983
164341.428    26818821    31792857
164353.428    27143201    32178993
164405.428    27492501    32594814
164417.429    27821079    32983220
164429.429    28123167    33341607
164441.429    28427667    33703928
164453.429    28729620    34064756
164505.428    29017102    34406201
164517.427    29310543    34754647
164529.428    29621716    35125016
164541.428    29978964    35548131
164553.430    30320160    35951401
164605.433    30658103    36352224
164617.429    31000866    36758740
164629.429    31326206    37143557
164641.428    31644341    37520134
164653.428    32010405    37954366
164705.430    32383762    38399112
164717.428    32693046    38765472
164729.429    33041546    39180052
164741.429    33365916    39565413
164753.426    33636096    39886072
164805.429    33995449    40312625
164817.428    34361914    40745902
164829.426    34730764    41181358
164841.428    35070820    41583580
164853.429    35413291    41988845
164905.429    35736657    42374337
164917.433    36068008    42768311
164929.429    36391844    43151324
164941.429    36714690    43535572
164953.429    37017498    43894673
165005.427    37326052    44260326
165017.428    37686455    44688817
165029.427    38018921    45083975
165041.433    38334044    45458389
165053.432    38693757    45885659
165105.432    39063207    46323893
165117.428    39414454    46741153
165129.426    39793826    47190854
165141.428    40175447    47643535
165153.429    40561328    48101123
165205.429    40905221    48508723
165217.428    41266353    48938537
165229.433    41640141    49382480
165241.427    41954674    49755524
165253.429    42260850    50118399
165305.427    42567222    50482295
165317.429    42863724    50833538
165329.433    43165153    51188734
165341.428    43534685    51624892
165353.428    43920446    52080796
165405.429    44278095    52506329
165417.433    44580689    52865443
165429.429    44917199    53262800
165441.429    45199589    53595745
165453.434    45489059    53938961
165505.429    45806424    54313453
165517.428    46101722    54665062
165529.429    46429336    55052760
165541.426    46756519    55440480
165553.428    47107036    55857314
165605.426    47410892    56215632
165617.428    47729268    56592156
165629.429    48059962    56983548
165641.429    48378911    57360457
165653.434    48686586    57724156
165705.427    49005008    58100701
165717.429    49311642    58464230
165729.429    49643997    58857441
165741.429    49979097    59254937
165753.429    50313282    59651504
