 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.253039217842746E+01 ,    -0.235019402514444E-01 ,    -0.109912993102626E+01 , 
   0.49828 ,    -0.222072373323563E+01 ,     0.549684991676504E-01 ,    -0.118946875395365E+01 , 
   0.52832 ,    -0.196696849264699E+01 ,     0.123845524349679E+00 ,    -0.128154560145395E+01 , 
   0.55835 ,    -0.177285597584992E+01 ,     0.182119749882922E+00 ,    -0.137388287378471E+01 , 
   0.58839 ,    -0.164038896181225E+01 ,     0.229061324074666E+00 ,    -0.146485779710095E+01 , 
   0.61842 ,    -0.156981189460325E+01 ,     0.264234217241576E+00 ,    -0.155273986072696E+01 , 
   0.64846 ,    -0.155962877663244E+01 ,     0.287503194525964E+00 ,    -0.163573542231462E+01 , 
   0.67849 ,    -0.160666958528175E+01 ,     0.299033347888500E+00 ,    -0.171203818149279E+01 , 
   0.70853 ,    -0.170620285657900E+01 ,     0.299282247972891E+00 ,    -0.177988394159640E+01 , 
   0.73856 ,    -0.185209076762419E+01 ,     0.288984959665690E+00 ,    -0.183760784925075E+01 , 
   0.76860 ,    -0.203698185573240E+01 ,     0.269132340734036E+00 ,    -0.188370213257613E+01 , 
   0.79863 ,    -0.225253547118200E+01 ,     0.240943206505293E+00 ,    -0.191687225811719E+01 , 
   0.82867 ,    -0.248967120170202E+01 ,     0.205831091098405E+00 ,    -0.193608939948267E+01 , 
   0.85870 ,    -0.273883585434466E+01 ,     0.165366463627889E+00 ,    -0.194063715973474E+01 , 
   0.88874 ,    -0.299028015172866E+01 ,     0.121235363024656E+00 ,    -0.193015061473160E+01 , 
   0.91878 ,    -0.323433710549856E+01 ,     0.751954952212475E-01 ,    -0.190464594312163E+01 , 
   0.94881 ,    -0.346169407377365E+01 ,     0.290308896772930E-01 ,    -0.186453917507490E+01 , 
   0.97885 ,    -0.366365078772063E+01 ,    -0.154937624666022E-01 ,    -0.181065291818336E+01 , 
   1.00888 ,    -0.383235613451969E+01 ,    -0.566779692301270E-01 ,    -0.174421029507968E+01 , 
   1.03892 ,    -0.396101719261758E+01 ,    -0.929284089675743E-01 ,    -0.166681574110940E+01 , 
   1.06895 ,    -0.404407490694028E+01 ,    -0.122798980599189E+00 ,    -0.158042274821208E+01 , 
   1.09899 ,    -0.407734183806139E+01 ,    -0.145026983882642E+00 ,    -0.148728908832647E+01 , 
   1.12902 ,    -0.405809858722213E+01 ,    -0.158564585429523E+00 ,    -0.138992049086384E+01 , 
   1.15906 ,    -0.398514675229909E+01 ,    -0.162604850407904E+00 ,    -0.129100416877374E+01 , 
   1.18909 ,    -0.385881756987010E+01 ,    -0.156601760221439E+00 ,    -0.119333397161830E+01 , 
   1.21913 ,    -0.368093670601610E+01 ,    -0.140283789161186E+00 ,    -0.109972927802854E+01 , 
