 Q (1/Ang),S-S  ,S-F  ,F-F  
  11.31007 ,     0.475748880238984E+00 ,     0.190237431499006E+00 ,     0.122565436502452E+00 , 
  11.33007 ,     0.603903902259415E+00 ,     0.344205865472190E+00 ,     0.483492383295150E-01 , 
  11.35007 ,     0.725248436860413E+00 ,     0.474625948596567E+00 ,    -0.267920229249146E-01 , 
  11.37007 ,     0.836136717438623E+00 ,     0.580220498539288E+00 ,    -0.101335958352416E+00 , 
  11.39007 ,     0.933146469559921E+00 ,     0.660403164516451E+00 ,    -0.173796620799883E+00 , 
  11.41007 ,     0.101317919061500E+01 ,     0.715266324254900E+00 ,    -0.242760087316296E+00 , 
  11.43007 ,     0.107355141298517E+01 ,     0.745550935770411E+00 ,    -0.306918114871647E+00 , 
  11.45007 ,     0.111207437369515E+01 ,     0.752599535376594E+00 ,    -0.365099025899052E+00 , 
  11.47007 ,     0.112711984923899E+01 ,     0.738294021049256E+00 ,    -0.416295047347046E+00 , 
  11.49008 ,     0.111765937007991E+01 ,     0.704959287028160E+00 ,    -0.459705045158597E+00 , 
  11.51008 ,     0.108332864724328E+01 ,     0.655353495352407E+00 ,    -0.494669953951209E+00 , 
  11.53008 ,     0.102441457720967E+01 ,     0.592471672322190E+00 ,    -0.520816405735922E+00 , 
  11.55008 ,     0.941858157940514E+00 ,     0.519504605466765E+00 ,    -0.537973000358986E+00 , 
  11.57008 ,     0.837234348776872E+00 ,     0.439724614524903E+00 ,    -0.546195583607694E+00 , 
  11.59008 ,     0.712712818425959E+00 ,     0.356384002647906E+00 ,    -0.545762969651816E+00 , 
  11.61008 ,     0.571002151770961E+00 ,     0.272616969833686E+00 ,    -0.537166919315545E+00 , 
  11.63008 ,     0.415279091121152E+00 ,     0.191347750294328E+00 ,    -0.521096626930455E+00 , 
  11.65008 ,     0.249104800906435E+00 ,     0.115207518699322E+00 ,    -0.498418109804728E+00 , 
  11.67008 ,     0.763305011181318E-01 ,     0.464623237533597E-01 ,    -0.470149026296016E+00 , 
  11.69008 ,    -0.990048956572537E-01 ,    -0.130460399426293E-01 ,    -0.437429567669339E+00 , 
  11.71008 ,    -0.272782293731626E+00 ,    -0.619447089783043E-01 ,    -0.401490172234232E+00 , 
  11.73008 ,    -0.440912085587574E+00 ,    -0.993589015426331E-01 ,    -0.363616894946541E+00 , 
  11.75008 ,    -0.599442948871262E+00 ,    -0.124924928908414E+00 ,    -0.325115329449216E+00 , 
  11.77008 ,    -0.744666766359712E+00 ,    -0.138786931991299E+00 ,    -0.287274020650832E+00 , 
  11.79008 ,    -0.873216782795998E+00 ,    -0.141577682449856E+00 ,    -0.251328323208604E+00 , 
  11.81008 ,    -0.982156308853432E+00 ,    -0.134384248962568E+00 ,    -0.218425654107098E+00 , 
  11.83008 ,    -0.106905555279384E+01 ,    -0.118699763167928E+00 ,    -0.189593055940205E+00 , 
  11.85008 ,    -0.113205449680753E+01 ,    -0.963629141306263E-01 ,    -0.165707932178442E+00 , 
  11.87008 ,    -0.116991012795298E+01 ,    -0.694871441510704E-01 ,    -0.147472737913745E+00 , 
  11.89008 ,    -0.118202677191868E+01 ,    -0.403818028256100E-01 ,    -0.135394311187537E+00 , 
  11.91008 ,    -0.116846874917056E+01 ,    -0.114677328146274E-01 ,    -0.129768413432124E+00 , 
  11.93009 ,    -0.112992976516551E+01 ,     0.148221734232484E-01 ,    -0.130671983462124E+00 , 
  11.95009 ,    -0.106779967312709E+01 ,     0.360792144987321E-01 ,    -0.137954105027390E+00 , 
  11.97009 ,    -0.984007751297915E+00 ,     0.500847598830654E-01 ,    -0.151241034943548E+00 , 
  11.99009 ,    -0.881031812774001E+00 ,     0.548351999191292E-01 ,    -0.169945917998171E+00 , 
  12.01009 ,    -0.761814771893759E+00 ,     0.486287819043497E-01 ,    -0.193281769196247E+00 , 
  12.03009 ,    -0.629682015067435E+00 ,     0.301288532903771E-01 ,    -0.220281195656136E+00 , 
  12.05009 ,    -0.488248789939689E+00 ,    -0.158437997583108E-02 ,    -0.249821207865926E+00 , 
  12.07009 ,    -0.341320201291542E+00 ,    -0.469751245102739E-01 ,    -0.280652512443303E+00 , 
  12.09009 ,    -0.192786596270127E+00 ,    -0.106027453972855E+00 ,    -0.311432558682930E+00 , 
  12.11009 ,    -0.465172381364066E-01 ,    -0.178235679041388E+00 ,    -0.340761509357038E+00 , 
  12.13009 ,     0.937447961642973E-01 ,    -0.262609923844004E+00 ,    -0.367220225173631E+00 , 
  12.15009 ,     0.224483604347066E+00 ,    -0.357696752316550E+00 ,    -0.389409294184764E+00 , 
  12.17009 ,     0.342504567417884E+00 ,    -0.461614246928665E+00 ,    -0.405988103886178E+00 , 
  12.19009 ,     0.445019013426613E+00 ,    -0.572100520289186E+00 ,    -0.415712945743144E+00 , 
  12.21009 ,     0.529717141647432E+00 ,    -0.686574249296597E+00 ,    -0.417473159744964E+00 , 
  12.23009 ,     0.594827245232225E+00 ,    -0.802205472794062E+00 ,    -0.410324369993846E+00 , 
  12.25009 ,     0.639159655976599E+00 ,    -0.915994596906077E+00 ,    -0.393517930274215E+00 , 
  12.27009 ,     0.662134262459008E+00 ,    -0.102485731563415E+01 ,    -0.366525789388779E+00 , 
  12.29009 ,     0.663790910518354E+00 ,    -0.112571298436646E+01 ,    -0.329060097552887E+00 , 
  12.31009 ,     0.644782470108363E+00 ,    -0.121557388527930E+01 ,    -0.281087004531538E+00 , 
  12.33009 ,     0.606350831864861E+00 ,    -0.129163279868480E+01 ,    -0.222834244234539E+00 , 
  12.35009 ,     0.550286567043196E+00 ,    -0.135134634361204E+01 ,    -0.154792255515216E+00 , 
  12.37010 ,     0.478834323130722E+00 ,    -0.139252729802443E+01 ,    -0.776681035659214E-01 , 
  12.39010 ,     0.394774628052501E+00 ,    -0.141333937666820E+01 ,     0.746757355933585E-02 , 
  12.41010 ,     0.301126929689135E+00 ,    -0.141247905991991E+01 ,     0.994307160725373E-01 , 
  12.43010 ,     0.201196238145127E+00 ,    -0.138912728026459E+01 ,     0.196797671759867E+00 , 
  12.45010 ,     0.984442982246377E-01 ,    -0.134300546661983E+01 ,     0.297970818080432E+00 , 
  12.47010 ,    -0.361123296767223E-02 ,    -0.127439147619232E+01 ,     0.401212433669192E+00 , 
  12.49010 ,    -0.101498871111020E+00 ,    -0.118412030008462E+01 ,     0.504682373071188E+00 , 
  12.51010 ,    -0.191893812979776E+00 ,    -0.107356947352954E+01 ,     0.606478644714010E+00 , 
  12.53010 ,    -0.271714079848461E+00 ,    -0.944629552137283E+00 ,     0.704679916087767E+00 , 
  12.55010 ,    -0.338209635571476E+00 ,    -0.799660434721189E+00 ,     0.797388918533084E+00 , 
  12.57010 ,    -0.389042019248155E+00 ,    -0.641434709319484E+00 ,     0.882775698291178E+00 , 
  12.59010 ,    -0.422352299581714E+00 ,    -0.473069560871981E+00 ,     0.959119661232464E+00 , 
  12.61010 ,    -0.436815484553985E+00 ,    -0.297949096581344E+00 ,     0.102484938595530E+01 , 
  12.63010 ,    -0.431679896723540E+00 ,    -0.119639209534167E+00 ,     0.107857923305723E+01 , 
  12.65010 ,    -0.406790440833518E+00 ,     0.582026945338557E-01 ,     0.111914185598102E+01 , 
  12.67010 ,    -0.362595134967272E+00 ,     0.231920643843679E+00 ,     0.114561581895241E+01 , 
  12.69010 ,    -0.300134736971824E+00 ,     0.397953187759538E+00 ,     0.115734764759906E+01 , 
  12.71010 ,    -0.221015761652286E+00 ,     0.552924093371990E+00 ,     0.115396777480335E+01 , 
  12.73010 ,    -0.127367638657878E+00 ,     0.693728192414060E+00 ,     0.113539999469178E+01 , 
  12.75010 ,    -0.217851936713810E-01 ,     0.817610059706130E+00 ,     0.110186419755921E+01 , 
  12.77010 ,     0.927419652384591E-01 ,     0.922233408438681E+00 ,     0.105387232388152E+01 , 
  12.79010 ,     0.212911219197239E+00 ,     0.100573934951591E+01 ,     0.992217642166501E+00 , 
  12.81011 ,     0.335258696461992E+00 ,     0.106681673046033E+01 ,     0.917917543275672E+00 , 
  12.83011 ,     0.456010451132370E+00 ,     0.110462311150772E+01 ,     0.832345438434263E+00 , 
  12.85011 ,     0.571553025745698E+00 ,     0.111898554619842E+01 ,     0.736978457847597E+00 , 
  12.87011 ,     0.678289807316046E+00 ,     0.111026859499841E+01 ,     0.633507113719796E+00 , 
  12.89011 ,     0.772802180896018E+00 ,     0.107939747637068E+01 ,     0.523764082118821E+00 , 
  12.91011 ,     0.851945316055233E+00 ,     0.102783036532373E+01 ,     0.409684069589524E+00 , 
  12.93011 ,     0.912936903840930E+00 ,     0.957516885617246E+00 ,     0.293261658866611E+00 , 
  12.95011 ,     0.953436441544515E+00 ,     0.870843987138050E+00 ,     0.176508150628366E+00 , 
  12.97011 ,     0.971612921572981E+00 ,     0.770570735395325E+00 ,     0.614084362176599E-01 , 
  12.99011 ,     0.966199096858377E+00 ,     0.659753831091915E+00 ,    -0.501210718330201E-01 , 
  13.01011 ,     0.936530859754460E+00 ,     0.541665916545226E+00 ,    -0.156272458453989E+00 , 
  13.03011 ,     0.882570674222459E+00 ,     0.419708906116304E+00 ,    -0.255383339383480E+00 , 
  13.05011 ,     0.804914431253707E+00 ,     0.297324695209781E+00 ,    -0.345970056324448E+00 , 
  13.07011 ,     0.704781543187684E+00 ,     0.177905654079663E+00 ,    -0.426756283471443E+00 , 
  13.09011 ,     0.583988541759538E+00 ,     0.647072977392304E-01 ,    -0.496696415478674E+00 , 
  13.11011 ,     0.444906885217187E+00 ,    -0.392345572824725E-01 ,    -0.554993242314506E+00 , 
  13.13011 ,     0.290406099838684E+00 ,    -0.131179981939560E+00 ,    -0.601109563103615E+00 , 
  13.15011 ,     0.123783769423891E+00 ,    -0.208752503598420E+00 ,    -0.634773545148898E+00 , 
  13.17011 ,    -0.513157674912022E-01 ,    -0.269996342715003E+00 ,    -0.655977791836019E+00 , 
  13.19011 ,    -0.230991857976561E+00 ,    -0.313421903234068E+00 ,    -0.664972239980603E+00 , 
  13.21011 ,    -0.411184721819302E+00 ,    -0.338038436611678E+00 ,    -0.662251159352848E+00 , 
  13.23011 ,    -0.587776823530987E+00 ,    -0.343373159405053E+00 ,    -0.648534670733267E+00 , 
  13.25012 ,    -0.756777642421140E+00 ,    -0.329464794869888E+00 ,    -0.624731092645756E+00 , 
  13.27012 ,    -0.914091141381110E+00 ,    -0.296892579079589E+00 ,    -0.591962018456841E+00 , 
  13.29012 ,    -0.105612339354656E+01 ,    -0.246712052684315E+00 ,    -0.551458911323528E+00 , 
  13.31012 ,    -0.117953009085584E+01 ,    -0.180438664192749E+00 ,    -0.504572371529499E+00 , 
  13.33012 ,    -0.128138605966153E+01 ,    -0.999992946904082E-01 ,    -0.452727033019653E+00 , 
  13.35012 ,    -0.135925722248853E+01 ,    -0.767579373222557E-02 ,    -0.397385070361867E+00 , 
  13.37012 ,    -0.141125989703341E+01 ,     0.939599807976073E-01 ,    -0.340009784932929E+00 , 
  13.39012 ,    -0.143610595564993E+01 ,     0.202117750211956E+00 ,    -0.282030184357228E+00 , 
  13.41012 ,    -0.143313274980574E+01 ,     0.313865008745677E+00 ,    -0.224807428756846E+00 , 
  13.43012 ,    -0.140231711214086E+01 ,     0.426205707833137E+00 ,    -0.169603954900114E+00 , 
  13.45012 ,    -0.134427317268284E+01 ,     0.536159280800657E+00 ,    -0.117556006752347E+00 , 
  13.47012 ,    -0.126023415398748E+01 ,     0.640837883470495E+00 ,    -0.696502006367764E-01 , 
  13.49012 ,    -0.115201873094387E+01 ,     0.737519810388845E+00 ,    -0.267046380474170E-01 , 
  13.51012 ,    -0.102198294343938E+01 ,     0.823717185998369E+00 ,     0.106450476819497E-01 , 
  13.53012 ,    -0.872959023326473E+00 ,     0.897236220352186E+00 ,     0.419544596823769E-01 , 
  13.55012 ,    -0.708182831324678E+00 ,     0.956228553806945E+00 ,     0.669739092387525E-01 , 
  13.57012 ,    -0.531211885905495E+00 ,     0.999232487243604E+00 ,     0.856466196740489E-01 , 
  13.59012 ,    -0.345836197465506E+00 ,     0.102520319548312E+01 ,     0.981018287535979E-01 , 
  13.61012 ,    -0.155984291359005E+00 ,     0.103353134271121E+01 ,     0.104643086976814E+00 , 
  13.63012 ,     0.343730915169968E-01 ,     0.102404985046968E+01 ,     0.105732170327163E+00 , 
  13.65012 ,     0.221319090269599E+00 ,     0.997028901505721E+00 ,     0.101969134348096E+00 , 
  13.67013 ,     0.401171604786065E+00 ,     0.953133603533551E+00 ,     0.940642754963720E-01 , 
  13.69013 ,     0.570215461000796E+00 ,     0.893493378820513E+00 ,     0.828303624608995E-01 , 
  13.71013 ,     0.725325339496432E+00 ,     0.819532870341361E+00 ,     0.691307943083340E-01 , 
  13.73013 ,     0.863672109234229E+00 ,     0.733006715884130E+00 ,     0.538652410352386E-01 , 
  13.75013 ,     0.982875305991407E+00 ,     0.635929737025379E+00 ,     0.379379155969270E-01 , 
  13.77013 ,     0.108105109383147E+01 ,     0.530519578081734E+00 ,     0.222294027616976E-01 , 
  13.79013 ,     0.115684661335361E+01 ,     0.419135716211914E+00 ,     0.756982500147917E-02 , 
  13.81013 ,     0.120946001556521E+01 ,     0.304216622859992E+00 ,    -0.528594321167516E-02 , 
  13.83013 ,     0.123864587323374E+01 ,     0.188216863956701E+00 ,    -0.156803684190047E-01 , 
  13.85013 ,     0.124470605909823E+01 ,     0.735458816690205E-01 ,    -0.230720974390670E-01 , 
  13.87013 ,     0.122846657149418E+01 ,    -0.374898937539673E-01 ,    -0.270510787240951E-01 , 
  13.89013 ,     0.119124116215623E+01 ,    -0.142740093689349E+00 ,    -0.273496094340234E-01 , 
  13.91013 ,     0.113478296813557E+01 ,    -0.240257295248417E+00 ,    -0.238490674751594E-01 , 
  13.93013 ,     0.106122566063576E+01 ,    -0.328336628725073E+00 ,    -0.165822080001559E-01 , 
  13.95013 ,     0.973015889919530E+00 ,    -0.405547241280971E+00 ,    -0.573102545827021E-02 , 
  13.97013 ,     0.872839020335663E+00 ,    -0.470755013817737E+00 ,     0.837969805214715E-02 , 
  13.99013 ,     0.763540307475963E+00 ,    -0.523136203892992E+00 ,     0.252929228129521E-01 , 
  14.01013 ,     0.648043766617941E+00 ,    -0.562181966816163E+00 ,     0.444336180999183E-01 , 
  14.03013 ,     0.529271015748049E+00 ,    -0.587693981256091E+00 ,     0.651263279029893E-01 , 
  14.05013 ,     0.410062347152147E+00 ,    -0.599771666622926E+00 ,     0.866155157814676E-01 , 
  14.07013 ,     0.293102190104421E+00 ,    -0.598791719485499E+00 ,     0.108088101567187E+00 , 
  14.09013 ,     0.180850976589077E+00 ,    -0.585380908426407E+00 ,     0.128697552042000E+00 , 
  14.11014 ,     0.754345785078040E-01 ,    -0.560368012328029E+00 ,     0.147597729688451E+00 , 
  14.13014 ,    -0.211985363949615E-01 ,    -0.524802555391259E+00 ,     0.163931083906809E+00 , 
  14.15014 ,    -0.107633929728526E+00 ,    -0.479838813791395E+00 ,     0.176910650995423E+00 , 
  14.17014 ,    -0.182803011355306E+00 ,    -0.426738751642358E+00 ,     0.185804463255347E+00 , 
  14.19014 ,    -0.246052257201347E+00 ,    -0.366820335482088E+00 ,     0.189967280378522E+00 , 
  14.21014 ,    -0.297145104362662E+00 ,    -0.301416716584748E+00 ,     0.188860048511382E+00 , 
  14.23014 ,    -0.336251245119862E+00 ,    -0.231837893905199E+00 ,     0.182066537260147E+00 , 
  14.25014 ,    -0.363923829695508E+00 ,    -0.159336031401692E+00 ,     0.169306739909500E+00 , 
  14.27014 ,    -0.381065430246818E+00 ,    -0.850754468310836E-01 ,     0.150446712635560E+00 , 
  14.29014 ,    -0.388883934620381E+00 ,    -0.101081023783567E-01 ,     0.125504625972326E+00 , 
  14.31014 ,    -0.388839819109837E+00 ,     0.646447829956169E-01 ,     0.946529035121167E-01 , 
  14.33014 ,    -0.382586487180819E+00 ,     0.138404606813401E+00 ,     0.582164260004260E-01 , 
  14.35014 ,    -0.371905549413180E+00 ,     0.210540585742906E+00 ,     0.166668808551151E-01 , 
  14.37014 ,    -0.358639053717257E+00 ,     0.280568369491263E+00 ,    -0.293865649760957E-01 , 
  14.39014 ,    -0.344620750697354E+00 ,     0.348142379675304E+00 ,    -0.792099995194675E-01 , 
  14.41014 ,    -0.331608494980616E+00 ,     0.413042405775227E+00 ,    -0.131960555733546E+00 , 
  14.43014 ,    -0.321219839188034E+00 ,     0.475155188131084E+00 ,    -0.186704833184515E+00 , 
  14.45014 ,    -0.314872774458174E+00 ,     0.534451889016689E+00 ,    -0.242439468306308E+00 , 
  14.47014 ,    -0.313733413126488E+00 ,     0.590962491735067E+00 ,    -0.298113324441794E+00 , 
  14.49014 ,    -0.318672199933842E+00 ,     0.644748270075502E+00 ,    -0.352650741798789E+00 , 
  14.51014 ,    -0.330229984010096E+00 ,     0.695873533178867E+00 ,    -0.404975271472858E+00 , 
  14.53014 ,    -0.348594992107040E+00 ,     0.744377871965246E+00 ,    -0.454033316839059E+00 , 
  14.55015 ,    -0.373605504314071E+00 ,     0.790272379366533E+00 ,    -0.498838282203725E+00 , 
  14.57015 ,    -0.404696970730838E+00 ,     0.833425989124489E+00 ,    -0.538404889429477E+00 , 
  14.59015 ,    -0.440990034733402E+00 ,     0.873683840046056E+00 ,    -0.571904349818574E+00 , 
  14.61015 ,    -0.481267978382134E+00 ,     0.910759681283427E+00 ,    -0.598590073080185E+00 , 
  14.63015 ,    -0.524022939958306E+00 ,     0.944250482798980E+00 ,    -0.617836688070563E+00 , 
  14.65015 ,    -0.567501291350057E+00 ,     0.973633511282635E+00 ,    -0.629152707363921E+00 , 
  14.67015 ,    -0.609757753936595E+00 ,     0.998269790341658E+00 ,    -0.632190143564202E+00 , 
  14.69015 ,    -0.648716699871064E+00 ,     0.101741403757771E+01 ,    -0.626750923292588E+00 , 
  14.71015 ,    -0.682238868566853E+00 ,     0.103023093679830E+01 ,    -0.612790025675848E+00 , 
  14.73015 ,    -0.708191560755971E+00 ,     0.103581737116254E+01 ,    -0.590415352304928E+00 , 
  14.75015 ,    -0.724520259433011E+00 ,     0.103323002006053E+01 ,    -0.559884412947610E+00 , 
  14.77015 ,    -0.729319571544093E+00 ,     0.102151751623736E+01 ,    -0.521597983848105E+00 , 
  14.79015 ,    -0.720901388049498E+00 ,     0.999756176877452E+00 ,    -0.476090961488842E+00 , 
  14.81015 ,    -0.697858222973551E+00 ,     0.967088169151118E+00 ,    -0.424020692724827E+00 , 
  14.83015 ,    -0.659119812608131E+00 ,     0.922760852297657E+00 ,    -0.366153111001303E+00 , 
  14.85015 ,    -0.604001230928022E+00 ,     0.866165958839579E+00 ,    -0.303347047004634E+00 , 
  14.87015 ,    -0.532241001773523E+00 ,     0.796877239974868E+00 ,    -0.236537109962422E+00 , 
  14.89015 ,    -0.444027956364361E+00 ,     0.714685206291402E+00 ,    -0.166715552615701E+00 , 
  14.91015 ,    -0.340015888928375E+00 ,     0.619627645071314E+00 ,    -0.949135386641275E-01 , 
  14.93015 ,    -0.221325395364333E+00 ,     0.512014688637161E+00 ,    -0.221822265753316E-01 , 
  14.95015 ,    -0.895326308389033E-01 ,     0.392447342139831E+00 ,     0.504259313230987E-01 , 
  14.97015 ,     0.533549175490663E-01 ,     0.261828550342577E+00 ,     0.121875299702236E+00 , 
  14.99016 ,     0.205012706337676E+00 ,     0.121293632362775E+00 ,     0.191198181400688E+00 , 
  15.01016 ,     0.362539774529507E+00 ,    -0.275094199957866E-01 ,     0.257373204048090E+00 , 
  15.03016 ,     0.522974647563125E+00 ,    -0.182857150231670E+00 ,     0.319548350810693E+00 , 
  15.05016 ,     0.683063256654063E+00 ,    -0.342697401906387E+00 ,     0.376913469905719E+00 , 
  15.07016 ,     0.839408461690811E+00 ,    -0.504749333727213E+00 ,     0.428746413876917E+00 , 
  15.09016 ,     0.988551283705579E+00 ,    -0.666543566006594E+00 ,     0.474421937431227E+00 , 
  15.11016 ,     0.112705559783808E+01 ,    -0.825469527835532E+00 ,     0.513418561483107E+00 , 
  15.13016 ,     0.125159409200267E+01 ,    -0.978828953718197E+00 ,     0.545323393677617E+00 , 
  15.15016 ,     0.135903324281015E+01 ,    -0.112389426859612E+01 ,     0.569834940921556E+00 , 
  15.17016 ,     0.144651506675579E+01 ,    -0.125797042289813E+01 ,     0.586763990323469E+00 , 
  15.19016 ,     0.151153347125268E+01 ,    -0.137845860018822E+01 ,     0.596032670555727E+00 , 
  15.21016 ,     0.155200315512468E+01 ,    -0.148292012378110E+01 ,     0.597671835347356E+00 , 
  15.23016 ,     0.156631918846360E+01 ,    -0.156913883878845E+01 ,     0.591816934163754E+00 , 
  15.25016 ,     0.155340563259131E+01 ,    -0.163518024456700E+01 ,     0.578702551928623E+00 , 
  15.27016 ,     0.151275183618154E+01 ,    -0.167944570019602E+01 ,     0.558655809919161E+00 , 
  15.29016 ,     0.144443535611624E+01 ,    -0.170072012173697E+01 ,     0.532088823957537E+00 , 
  15.31016 ,     0.134913079310549E+01 ,    -0.169821173253221E+01 ,     0.499490414165008E+00 , 
  15.33016 ,     0.122810419343449E+01 ,    -0.167158261324060E+01 ,     0.461417253447434E+00 , 
  15.35016 ,     0.108319303982782E+01 ,    -0.162096902197401E+01 ,     0.418484630291304E+00 , 
  15.37016 ,     0.916772226472403E+00 ,    -0.154699071094119E+01 ,     0.371356986227530E+00 , 
  15.39016 ,     0.731706775840227E+00 ,    -0.145074874759448E+01 ,     0.320738370398192E+00 , 
  15.41016 ,     0.531292398473364E+00 ,    -0.133381164779171E+01 ,     0.267362934009108E+00 , 
  15.43017 ,     0.319076981173136E+00 ,    -0.119811784054636E+01 ,     0.211957505204941E+00 , 
  15.45017 ,     0.992118287088668E-01 ,    -0.104622000662662E+01 ,     0.155344272298096E+00 , 
  15.47017 ,    -0.124273994298245E+00 ,    -0.880829371428388E+00 ,     0.982652205734244E-01 , 
  15.49017 ,    -0.347144421383150E+00 ,    -0.705022496796595E+00 ,     0.414838125277901E-01 , 
  15.51017 ,    -0.565153931633122E+00 ,    -0.522113440826808E+00 ,    -0.142504194861709E-01 , 
  15.53017 ,    -0.774142085858299E+00 ,    -0.335582640329929E+00 ,    -0.682096468911082E-01 , 
  15.55017 ,    -0.970126173945578E+00 ,    -0.149000893169960E+00 ,    -0.119695127168109E+00 , 
  15.57017 ,    -0.114938969544578E+01 ,     0.340497061524387E-01 ,    -0.168044190582557E+00 , 
  15.59017 ,    -0.130856450374332E+01 ,     0.210055923752656E+00 ,    -0.212636829145660E+00 , 
  15.61017 ,    -0.144470460854143E+01 ,     0.375652633579196E+00 ,    -0.252901884377635E+00 , 
  15.63017 ,    -0.155534984742151E+01 ,     0.527699156099671E+00 ,    -0.288322826308812E+00 , 
  15.65017 ,    -0.163857789909739E+01 ,     0.663350747931194E+00 ,    -0.318443109587573E+00 , 
  15.67017 ,    -0.169304341167341E+01 ,     0.780123412241100E+00 ,    -0.342871084138606E+00 , 
  15.69017 ,    -0.171800335069928E+01 ,     0.875950359797558E+00 ,    -0.361284428200495E+00 , 
  15.71017 ,    -0.171332802527169E+01 ,     0.949228656246031E+00 ,    -0.373434061498727E+00 , 
  15.73017 ,    -0.167949761647479E+01 ,     0.998854837184314E+00 ,    -0.379147486536515E+00 , 
  15.75017 ,    -0.161758440138844E+01 ,     0.102424855243097E+01 ,    -0.378331497268404E+00 , 
  15.77017 ,    -0.152922122798584E+01 ,     0.102536360709276E+01 ,    -0.370974187480109E+00 , 
  15.79017 ,    -0.141655714196764E+01 ,     0.100268609144832E+01 ,    -0.357146186688419E+00 , 
  15.81017 ,    -0.128220138688667E+01 ,     0.957219625557719E+00 ,    -0.337001049857851E+00 , 
  15.83017 ,    -0.112915728546369E+01 ,     0.890458078874878E+00 ,    -0.310774729148994E+00 , 
  15.85017 ,    -0.960747755373788E+00 ,     0.804346450934315E+00 ,    -0.278784061571367E+00 , 
  15.87018 ,    -0.780441967042646E+00 ,     0.701175532390604E+00 ,    -0.241404268437713E+00 , 
  15.89018 ,    -0.592136801778278E+00 ,     0.583737437484920E+00 ,    -0.199142788359332E+00 , 
  15.91018 ,    -0.399526036080642E+00 ,     0.454946629145641E+00 ,    -0.152522092572793E+00 , 
  15.93018 ,    -0.206369736701254E+00 ,     0.317965235976870E+00 ,    -0.102146109598226E+00 , 
  15.95018 ,    -0.163218163597593E-01 ,     0.176077244049872E+00 ,    -0.486758904401946E-01 , 
  15.97018 ,     0.167150564434144E+00 ,     0.326078117322287E-01 ,     0.717840615687285E-02 , 
  15.99018 ,     0.340841244415534E+00 ,    -0.109157742645989E+00 ,     0.646665125106227E-01 , 
  16.01018 ,     0.501871180577688E+00 ,    -0.246053206819389E+00 ,     0.123007936965542E+00 , 
  16.03018 ,     0.647744897567757E+00 ,    -0.375106972087184E+00 ,     0.181402609851600E+00 , 
  16.05018 ,     0.776395999811236E+00 ,    -0.493611845094207E+00 ,     0.239042139266593E+00 , 
  16.07018 ,     0.886220783693051E+00 ,    -0.599187412640103E+00 ,     0.295121501740199E+00 , 
  16.09018 ,     0.976099314714080E+00 ,    -0.689833400844794E+00 ,     0.348850972213909E+00 , 
  16.11018 ,     0.104540367575908E+01 ,    -0.763972713692704E+00 ,     0.399468081152315E+00 , 
  16.13018 ,     0.109399343814431E+01 ,    -0.820483114128133E+00 ,     0.446249374738975E+00 , 
  16.15018 ,     0.112219874759036E+01 ,    -0.858716815894797E+00 ,     0.488521747631892E+00 , 
  16.17018 ,     0.113079174350354E+01 ,    -0.878507577891533E+00 ,     0.525673117129967E+00 , 
  16.19018 ,     0.112094733320762E+01 ,    -0.880165226147327E+00 ,     0.557162213129823E+00 , 
  16.21018 ,     0.109419461497354E+01 ,    -0.864457862544266E+00 ,     0.582527270038501E+00 , 
  16.23018 ,     0.105236047767688E+01 ,    -0.832582345079097E+00 ,     0.601393424760262E+00 , 
  16.25018 ,     0.997507094574838E+00 ,    -0.786123932941902E+00 ,     0.613478648701771E+00 , 
  16.27018 ,     0.931865169193426E+00 ,    -0.727006272684504E+00 ,     0.618598070949429E+00 , 
  16.29018 ,     0.857764879175144E+00 ,    -0.657433151651631E+00 ,     0.616666583690757E+00 , 
  16.31018 ,     0.777566497150141E+00 ,    -0.579823654980853E+00 ,     0.607699658733812E+00 , 
  16.33018 ,     0.693592645756997E+00 ,    -0.496742527278273E+00 ,     0.591812344636822E+00 , 
  16.35019 ,     0.608021266356807E+00 ,    -0.410784430785831E+00 ,     0.569203527470804E+00 , 
  16.37019 ,     0.522998598212291E+00 ,    -0.324673978154266E+00 ,     0.540199972087519E+00 , 
  16.39019 ,     0.440328914439329E+00 ,    -0.240933650465855E+00 ,     0.505182080676444E+00 , 
  16.41019 ,     0.361602160049746E+00 ,    -0.161986458682429E+00 ,     0.464618144664326E+00 , 
  16.43019 ,     0.288116806530178E+00 ,    -0.900490481028613E-01 ,     0.419045623214281E+00 , 
  16.45019 ,     0.220855397819254E+00 ,    -0.270738434258465E-01 ,     0.369060931043522E+00 , 
  16.47019 ,     0.160470752142340E+00 ,     0.253007327120637E-01 ,     0.315308328421036E+00 , 
  16.49019 ,     0.107283023638303E+00 ,     0.657906972252192E-01 ,     0.258468171079188E+00 , 
  16.51019 ,     0.612875089547971E-01 ,     0.934965955677376E-01 ,     0.199244792530829E+00 , 
  16.53019 ,     0.221727710667676E-01 ,     0.107922529399510E+00 ,     0.138354298631596E+00 , 
  16.55019 ,    -0.106516457335176E-01 ,     0.108983719392130E+00 ,     0.765125538663642E-01 , 
  16.57019 ,    -0.380189110786370E-01 ,     0.970025179001073E-01 ,     0.144236307031608E-01 , 
  16.59019 ,    -0.609612601391311E-01 ,     0.726931046531363E-01 ,    -0.472310223842111E-01 , 
  16.61019 ,    -0.806604550766864E-01 ,     0.371354084457261E-01 ,    -0.107802461562671E+00 , 
