 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,     0.512809735665470E+01 ,     0.441300058378999E+01 ,     0.929296720951921E+00 , 
   0.49828 ,     0.394718904736392E+01 ,     0.378242792402436E+01 ,     0.608411869166440E+00 , 
   0.52832 ,     0.286867558638624E+01 ,     0.321702699931563E+01 ,     0.336129385426303E+00 , 
   0.55835 ,     0.190151487689340E+01 ,     0.272076909518402E+01 ,     0.113477722434039E+00 , 
   0.58839 ,     0.105125912353151E+01 ,     0.229543743797964E+01 ,    -0.601370098321196E-01 , 
   0.61842 ,     0.320168169852024E+00 ,     0.194075139723013E+01 ,    -0.186778181785158E+00 , 
   0.64846 ,    -0.292575814781494E+00 ,     0.165455584394622E+01 ,    -0.269776718243617E+00 , 
   0.67849 ,    -0.790566474478736E+00 ,     0.143306402872374E+01 ,    -0.313491751846450E+00 , 
   0.70853 ,    -0.117980117998554E+01 ,     0.127114065488662E+01 ,    -0.323046714882171E+00 , 
   0.73856 ,    -0.146825758715228E+01 ,     0.116261081935714E+01 ,    -0.304054271012580E+00 , 
   0.76860 ,    -0.166543873332270E+01 ,     0.110058019913800E+01 ,    -0.262343350683014E+00 , 
   0.79863 ,    -0.178190667231853E+01 ,     0.107775226020384E+01 ,    -0.203700764840142E+00 , 
   0.82867 ,    -0.182882387604400E+01 ,     0.108672931013539E+01 ,    -0.133638492661797E+00 , 
   0.85870 ,    -0.181752004995503E+01 ,     0.112028582728997E+01 ,    -0.571958611476608E-01 , 
   0.88874 ,    -0.175909972876687E+01 ,     0.117160457334356E+01 ,     0.212164279816605E-01 , 
   0.91878 ,    -0.166410317496203E+01 ,     0.123446840884285E+01 ,     0.979259842398841E-01 , 
   0.94881 ,    -0.154222985457044E+01 ,     0.130340334670973E+01 ,     0.170060315314229E+00 , 
   0.97885 ,    -0.140213028404687E+01 ,     0.137377105523900E+01 ,     0.235561100863874E+00 , 
   1.00888 ,    -0.125126850479376E+01 ,     0.144181162141580E+01 ,     0.293154369995419E+00 , 
   1.03892 ,    -0.109585401930473E+01 ,     0.150463977853311E+01 ,     0.342281940016046E+00 , 
   1.06895 ,    -0.940838873479513E+00 ,     0.156019987653672E+01 ,     0.383001220909103E+00 , 
   1.09899 ,    -0.789972831557680E+00 ,     0.160718653831397E+01 ,     0.415861763816905E+00 , 
   1.12902 ,    -0.645907375109242E+00 ,     0.164493913500966E+01 ,     0.441767681966033E+00 , 
   1.15906 ,    -0.510337646395059E+00 ,     0.167331889135426E+01 ,     0.461835278640965E+00 , 
   1.18909 ,    -0.384170496118005E+00 ,     0.169257759003082E+01 ,     0.477254889397968E+00 , 
   1.21913 ,    -0.267706498199221E+00 ,     0.170322650284937E+01 ,     0.489165124373244E+00 , 
   1.24916 ,    -0.160824137715200E+00 ,     0.170591338272522E+01 ,     0.498546447188547E+00 , 
   1.27920 ,    -0.631553089218702E-01 ,     0.170131417358363E+01 ,     0.506139437345568E+00 , 
   1.30923 ,     0.257573027624126E-01 ,     0.169004462265299E+01 ,     0.512391257191076E+00 , 
   1.33927 ,     0.106328541187174E+00 ,     0.167259531081550E+01 ,     0.517431896590994E+00 , 
