 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.258122090736019E+01 ,    -0.730186065731586E-01 ,    -0.136204109584256E+01 , 
   0.49828 ,    -0.234610524369914E+01 ,    -0.320192759901972E-01 ,    -0.125443148200490E+01 , 
   0.52832 ,    -0.215639972777242E+01 ,     0.829041134767176E-02 ,    -0.116598845211972E+01 , 
   0.55835 ,    -0.201471329065055E+01 ,     0.471967199430677E-01 ,    -0.109783283459654E+01 , 
   0.58838 ,    -0.192221114757355E+01 ,     0.839719009355658E-01 ,    -0.105046996539664E+01 , 
   0.61841 ,    -0.187860112447871E+01 ,     0.117895790921618E+00 ,    -0.102378678090776E+01 , 
   0.64843 ,    -0.188216231615056E+01 ,     0.148279619720010E+00 ,    -0.101706737680396E+01 , 
   0.67846 ,    -0.192981484522855E+01 ,     0.174491267342492E+00 ,    -0.102902639473932E+01 , 
   0.70848 ,    -0.201722827641211E+01 ,     0.195981098465848E+00 ,    -0.105785905836585E+01 , 
   0.73850 ,    -0.213896510897174E+01 ,     0.212307419903328E+00 ,    -0.110130617919891E+01 , 
   0.76852 ,    -0.228865475708178E+01 ,     0.223160557192084E+00 ,    -0.115673200661130E+01 , 
   0.79854 ,    -0.245919256161065E+01 ,     0.228384533541682E+00 ,    -0.122121241827149E+01 , 
   0.82855 ,    -0.264295768410234E+01 ,     0.227995359824310E+00 ,    -0.129163064900204E+01 , 
   0.85856 ,    -0.283204323345720E+01 ,     0.222195008441416E+00 ,    -0.136477754612536E+01 , 
   0.88857 ,    -0.301849168183206E+01 ,     0.211380245758869E+00 ,    -0.143745322388207E+01 , 
   0.91857 ,    -0.319452854557885E+01 ,     0.196145634931217E+00 ,    -0.150656697146367E+01 , 
   0.94858 ,    -0.335278744000155E+01 ,     0.177280189549045E+00 ,    -0.156923234855216E+01 , 
   0.97858 ,    -0.348651995707831E+01 ,     0.155757353612042E+00 ,    -0.162285457591658E+01 , 
   1.00857 ,    -0.358978435044752E+01 ,     0.132718198740020E+00 ,    -0.166520759056984E+01 , 
   1.03857 ,    -0.365760772335465E+01 ,     0.109447958284143E+00 ,    -0.169449847651069E+01 , 
   1.06856 ,    -0.368611727909412E+01 ,     0.873462524376379E-01 ,    -0.170941739200944E+01 , 
   1.09855 ,    -0.367263718147459E+01 ,     0.678915905226657E-01 ,    -0.170917157952982E+01 , 
   1.12853 ,    -0.361574865317038E+01 ,     0.526009581846669E-01 ,    -0.169350254986618E+01 , 
   1.15851 ,    -0.351531207817628E+01 ,     0.429855002627326E-01 ,    -0.166268606191890E+01 , 
   1.18849 ,    -0.337245103524462E+01 ,     0.405034870805131E-01 ,    -0.161751505708780E+01 , 
   1.21846 ,    -0.318949933617895E+01 ,     0.465118959941294E-01 ,    -0.155926623577598E+01 , 
   1.24843 ,    -0.296991324109016E+01 ,     0.622180453889542E-01 ,    -0.148965146661654E+01 , 
   1.27840 ,    -0.271815203905454E+01 ,     0.886327802710744E-01 ,    -0.141075568133068E+01 , 
   1.30836 ,    -0.243953108689870E+01 ,     0.126526723854863E+00 ,    -0.132496331556495E+01 , 
   1.33832 ,    -0.214005216481268E+01 ,     0.176391076310968E+00 ,    -0.123487569642389E+01 , 
   1.36827 ,    -0.182621661356432E+01 ,     0.238404359901809E+00 ,    -0.114322204069293E+01 , 
   1.39822 ,    -0.150482714794214E+01 ,     0.312406380506189E+00 ,    -0.105276690639674E+01 , 
   1.42817 ,    -0.118278448409757E+01 ,     0.397880502027888E+00 ,    -0.966217029524793E+00 , 
   1.45811 ,    -0.866884970074422E+00 ,     0.493945116920314E+00 ,    -0.886130475466844E+00 , 
   1.48805 ,    -0.563625270419507E+00 ,     0.599354948953845E+00 ,    -0.814830941789012E+00 , 
   1.51798 ,    -0.279019834684031E+00 ,     0.712512550528030E+00 ,    -0.754329869107621E+00 , 
   1.54791 ,    -0.184363887500287E-01 ,     0.831490064402127E+00 ,    -0.706258756313552E+00 , 
   1.57783 ,     0.213545954755791E+00 ,     0.954061017533733E+00 ,    -0.671813744038873E+00 , 
   1.60775 ,     0.413252142730510E+00 ,     0.107774161208057E+01 ,    -0.651714136960916E+00 , 
   1.63766 ,     0.577997235600385E+00 ,     0.119984068499197E+01 ,    -0.646176094011409E+00 , 
   1.66757 ,     0.706141069765682E+00 ,     0.131751723230081E+01 ,    -0.654902239872945E+00 , 
   1.69747 ,     0.797110522477491E+00 ,     0.142784414607327E+01 ,    -0.677087456291115E+00 , 
   1.72737 ,     0.851389378523381E+00 ,     0.152787659908700E+01 ,    -0.711440613136005E+00 , 
   1.75726 ,     0.870476784209080E+00 ,     0.161472334177801E+01 ,    -0.756221512192768E+00 , 
   1.78715 ,     0.856816210760886E+00 ,     0.168561905366121E+01 ,    -0.809291856204674E+00 , 
   1.81703 ,     0.813697708339574E+00 ,     0.173799582168301E+01 ,    -0.868178635609536E+00 , 
   1.84691 ,     0.745136988204752E+00 ,     0.176955180359951E+01 ,    -0.930147958177428E+00 , 
   1.87678 ,     0.655735502744772E+00 ,     0.177831517659057E+01 ,    -0.992287043077956E+00 , 
   1.90664 ,     0.550526183939526E+00 ,     0.176270156927499E+01 ,    -0.105159186940102E+01 , 
   1.93650 ,     0.434809837964570E+00 ,     0.172156332671304E+01 ,    -0.110505781612306E+01 , 
   1.96636 ,     0.313987369752426E+00 ,     0.165422915883470E+01 ,    -0.114977055975846E+01 , 
   1.99620 ,     0.193393024277583E+00 ,     0.156053296744091E+01 ,    -0.118299450869328E+01 , 
   2.02604 ,     0.781336841656756E-01 ,     0.144083092854169E+01 ,    -0.120225614811633E+01 , 
   2.05588 ,    -0.270610360501874E-01 ,     0.129600621721864E+01 ,    -0.120541984268437E+01 , 
   2.08571 ,    -0.117973597477351E+00 ,     0.112746109241914E+01 ,    -0.119075388937824E+01 , 
   2.11553 ,    -0.191014506208020E+00 ,     0.937096399473373E+00 ,    -0.115698492209007E+01 , 
   2.14535 ,    -0.243316368530534E+00 ,     0.727278888712673E+00 ,    -0.110333913215392E+01 , 
   2.17516 ,    -0.272803699681946E+00 ,     0.500797079383519E+00 ,    -0.102956917362005E+01 , 
   2.20496 ,    -0.278236951941942E+00 ,     0.260806709412020E+00 ,    -0.935966055783645E+00 , 
   2.23476 ,    -0.259230054356750E+00 ,     0.107670943883206E-01 ,    -0.823355774814145E+00 , 
   2.26455 ,    -0.216241584777328E+00 ,    -0.245630034811919E+00 ,    -0.693080887513355E+00 , 
   2.29433 ,    -0.150540499292746E+00 ,    -0.504537444169868E+00 ,    -0.546967669626793E+00 , 
   2.32410 ,    -0.641480999945239E-01 ,    -0.762033134278330E+00 ,    -0.387279915680175E+00 , 
   2.35387 ,     0.402413931095728E-01 ,    -0.101420288089220E+01 ,    -0.216660814903015E+00 , 
   2.38363 ,     0.159358705954692E+00 ,    -0.125722251330876E+01 ,    -0.380646676420038E-01 , 
   2.41339 ,     0.289472362649546E+00 ,    -0.148743788090865E+01 ,     0.145319520410394E+00 , 
   2.44313 ,     0.426512710818623E+00 ,    -0.170144053014377E+01 ,     0.330150320131505E+00 , 
   2.47287 ,     0.566203064843664E+00 ,    -0.189613724040897E+01 ,     0.513019651700990E+00 , 
   2.50260 ,     0.704193803924801E+00 ,    -0.206881174352206E+01 ,     0.690539595990747E+00 , 
   2.53233 ,     0.836195285990607E+00 ,    -0.221717717245736E+01 ,     0.859427798854439E+00 , 
   2.56205 ,     0.958105590281590E+00 ,    -0.233941804375219E+01 ,     0.101658910074223E+01 , 
   2.59175 ,     0.106612937268826E+01 ,    -0.243422086680817E+01 ,     0.115919117043460E+01 , 
   2.62145 ,     0.115688449684317E+01 ,    -0.250079278351179E+01 ,     0.128473213064926E+01 , 
   2.65115 ,     0.122749357564377E+01 ,    -0.253886796404646E+01 ,     0.139109842744824E+01 , 
   2.68083 ,     0.127565810487253E+01 ,    -0.254870181006282E+01 ,     0.147661150585222E+01 , 
   2.71051 ,     0.129971347351704E+01 ,    -0.253105333516344E+01 ,     0.154006220072657E+01 , 
   2.74018 ,     0.129866377366654E+01 ,    -0.248715639591880E+01 ,     0.158073212381650E+01 , 
   2.76984 ,     0.127219598531291E+01 ,    -0.241868072594058E+01 ,     0.159840171322075E+01 , 
   2.79949 ,     0.122067375700313E+01 ,    -0.232768397331798E+01 ,     0.159334499887371E+01 , 
   2.82913 ,     0.114511162188409E+01 ,    -0.221655615145645E+01 ,     0.156631151521418E+01 , 
   2.85876 ,     0.104713106150622E+01 ,    -0.208795807977508E+01 ,     0.151849614914921E+01 , 
   2.88839 ,     0.928900340078253E+00 ,    -0.194475550992523E+01 ,     0.145149803753095E+01 , 
   2.91801 ,     0.793060465457678E+00 ,    -0.178995070277383E+01 ,     0.136726991465781E+01 , 
   2.94761 ,     0.642639978670372E+00 ,    -0.162661324045170E+01 ,     0.126805954919481E+01 , 
   2.97721 ,     0.480961523000456E+00 ,    -0.145781182692209E+01 ,     0.115634509538592E+01 , 
   3.00680 ,     0.311543291842193E+00 ,    -0.128654875186634E+01 ,     0.103476631125144E+01 , 
   3.03638 ,     0.137998500127639E+00 ,    -0.111569856967424E+01 ,     0.906053664210013E+00 , 
   3.06596 ,    -0.360640308466279E-01 ,    -0.947952382668799E+00 ,     0.772957351682556E+00 , 
   3.09552 ,    -0.207135235868838E+00 ,    -0.785768921155481E+00 ,     0.638178212008630E+00 , 
   3.12507 ,    -0.371894414189018E+00 ,    -0.631333389101878E+00 ,     0.504302392469643E+00 , 
   3.15461 ,    -0.527288697324406E+00 ,    -0.486524800500806E+00 ,     0.373741481021091E+00 , 
   3.18415 ,    -0.670601368758508E+00 ,    -0.352892275433018E+00 ,     0.248679602577370E+00 , 
   3.21367 ,    -0.799507456653590E+00 ,    -0.231640504364765E+00 ,     0.131028736670637E+00 , 
   3.24318 ,    -0.912115483470615E+00 ,    -0.123624332046261E+00 ,     0.223932392846048E-01 , 
   3.27269 ,    -0.100699473711516E+01 ,    -0.293521659519348E-01 ,    -0.759557434053580E-01 , 
   3.30218 ,    -0.108318791068349E+01 ,     0.510023145883006E-01 ,    -0.163095588428088E+00 , 
   3.33167 ,    -0.114020942633658E+01 ,     0.117580877427862E+00 ,    -0.238457164624241E+00 , 
   3.36114 ,    -0.117803019853490E+01 ,     0.170814789664259E+00 ,    -0.301819686579630E+00 , 
   3.39060 ,    -0.119704998952090E+01 ,     0.211393250354813E+00 ,    -0.353295970252718E+00 , 
   3.42006 ,    -0.119805885407204E+01 ,     0.240227358048001E+00 ,    -0.393308869067940E+00 , 
   3.44950 ,    -0.118218945185485E+01 ,     0.258410835729188E+00 ,    -0.422559900676900E+00 , 
   3.47893 ,    -0.115086221727572E+01 ,     0.267178765521126E+00 ,    -0.441991269062755E+00 , 
   3.50835 ,    -0.110572551417966E+01 ,     0.267865577127297E+00 ,    -0.452742639480690E+00 , 
   3.53777 ,    -0.104859296433878E+01 ,     0.261863489316779E+00 ,    -0.456104131584205E+00 , 
   3.56717 ,    -0.981380125225269E+00 ,     0.250582525541204E+00 ,    -0.453467057130287E+00 , 
   3.59656 ,    -0.906042607379575E+00 ,     0.235413116805595E+00 ,    -0.446273942501264E+00 , 
   3.62593 ,    -0.824517570345181E+00 ,     0.217692171733325E+00 ,    -0.435969343977222E+00 , 
   3.65530 ,    -0.738670326248287E+00 ,     0.198673340539399E+00 ,    -0.423952887651028E+00 , 
   3.68466 ,    -0.650247520954413E+00 ,     0.179502031959165E+00 ,    -0.411535849755478E+00 , 
   3.71400 ,    -0.560838064966349E+00 ,     0.161195565917528E+00 ,    -0.399902441722947E+00 , 
   3.74334 ,    -0.471842661399796E+00 ,     0.144628665759883E+00 ,    -0.390076783194905E+00 , 
   3.77266 ,    -0.384452438556378E+00 ,     0.130524317950920E+00 ,    -0.382896341831795E+00 , 
   3.80197 ,    -0.299636851964268E+00 ,     0.119449859708830E+00 ,    -0.378992398033082E+00 , 
   3.83127 ,    -0.218140687104287E+00 ,     0.111818001021801E+00 ,    -0.378777862727082E+00 , 
   3.86056 ,    -0.140489680493707E+00 ,     0.107892351203991E+00 ,    -0.382442544441871E+00 , 
   3.88983 ,    -0.670039934018378E-01 ,     0.107796905155898E+00 ,    -0.389955734959143E+00 , 
   3.91910 ,     0.218147211829006E-02 ,     0.111528853530635E+00 ,    -0.401075767635789E+00 , 
   3.94835 ,     0.670911239434105E-01 ,     0.118974015909906E+00 ,    -0.415366005032816E+00 , 
   3.97759 ,     0.127878454082042E+00 ,     0.129924157776175E+00 ,    -0.432216538156726E+00 , 
   4.00682 ,     0.184792986440881E+00 ,     0.144095440526845E+00 ,    -0.450870732854378E+00 , 
   4.03603 ,     0.238145885912866E+00 ,     0.161147268123420E+00 ,    -0.470455643182062E+00 , 
   4.06524 ,     0.288275699239685E+00 ,     0.180700832491709E+00 ,    -0.490015229307912E+00 , 
   4.09443 ,     0.335515628355975E+00 ,     0.202356720039922E+00 ,    -0.508545270021257E+00 , 
   4.12361 ,     0.380163619016086E+00 ,     0.225711020564508E+00 ,    -0.525028847431360E+00 , 
   4.15277 ,     0.422456387249627E+00 ,     0.250369473790689E+00 ,    -0.538471303090254E+00 , 
   4.18193 ,     0.462548310687762E+00 ,     0.275959293904841E+00 ,    -0.547933618713985E+00 , 
   4.21107 ,     0.500495889148919E+00 ,     0.302138424519625E+00 ,    -0.552563258133161E+00 , 
   4.24019 ,     0.536248237862703E+00 ,     0.328602091341207E+00 ,    -0.551621616509931E+00 , 
   4.26931 ,     0.569643826505744E+00 ,     0.355086633227849E+00 ,    -0.544507353987211E+00 , 
   4.29841 ,     0.600413427025439E+00 ,     0.381370700401530E+00 ,    -0.530775039052588E+00 , 
   4.32750 ,     0.628188991962133E+00 ,     0.407274007700189E+00 ,    -0.510148686925244E+00 , 
   4.35658 ,     0.652517960995567E+00 ,     0.432653917789973E+00 ,    -0.482529944954148E+00 , 
   4.38564 ,     0.672882294236669E+00 ,     0.457400201589342E+00 ,    -0.448000845085203E+00 , 
   4.41469 ,     0.688721362777704E+00 ,     0.481428378797814E+00 ,    -0.406821207801218E+00 , 
   4.44372 ,     0.699457695345358E+00 ,     0.504672079039764E+00 ,    -0.359420937751690E+00 , 
   4.47275 ,     0.704524488300304E+00 ,     0.527074883078976E+00 ,    -0.306387594198277E+00 , 
   4.50175 ,     0.703393736916986E+00 ,     0.548582103866775E+00 ,    -0.248449745591026E+00 , 
   4.53075 ,     0.695603839543146E+00 ,     0.569132949547252E+00 ,    -0.186456723896651E+00 , 
   4.55973 ,     0.680785562043956E+00 ,     0.588653476262168E+00 ,    -0.121355478283865E+00 , 
   4.58870 ,     0.658685325594089E+00 ,     0.607050689527189E+00 ,    -0.541652877629247E-01 , 
   4.61765 ,     0.629184892773668E+00 ,     0.624208091406855E+00 ,     0.140488724985176E-01 , 
   4.64659 ,     0.592316670259440E+00 ,     0.639982899384663E+00 ,     0.822035062917527E-01 , 
   4.67551 ,     0.548274015413106E+00 ,     0.654205084657716E+00 ,     0.149223522137222E+00 , 
   4.70442 ,     0.497416122234467E+00 ,     0.666678295686572E+00 ,     0.214068155942751E+00 , 
   4.73332 ,     0.440267262438752E+00 ,     0.677182650345543E+00 ,     0.275755194674181E+00 , 
   4.76220 ,     0.377510362552512E+00 ,     0.685479300020244E+00 ,     0.333382881354598E+00 , 
   4.79107 ,     0.309975100619258E+00 ,     0.691316594386740E+00 ,     0.386148973176677E+00 , 
   4.81992 ,     0.238620899335843E+00 ,     0.694437609006320E+00 ,     0.433366527889997E+00 , 
   4.84876 ,     0.164515369660059E+00 ,     0.694588741552403E+00 ,     0.474476105321806E+00 , 
   4.87758 ,     0.888089142942092E-01 ,     0.691529038296711E+00 ,     0.509054187211010E+00 , 
   4.90639 ,     0.127063289943767E-01 ,     0.685039881787736E+00 ,     0.536817735799637E+00 , 
   4.93519 ,    -0.625636625552221E-01 ,     0.674934654310046E+00 ,     0.557624926278340E+00 , 
   4.96396 ,    -0.135779940325725E+00 ,     0.661067990043231E+00 ,     0.571472196895475E+00 , 
   4.99273 ,    -0.205760556914332E+00 ,     0.643344241642443E+00 ,     0.578487860308878E+00 , 
   5.02147 ,    -0.271393321241104E+00 ,     0.621724813530420E+00 ,     0.578922607980466E+00 , 
   5.05021 ,    -0.331664415368252E+00 ,     0.596234053345925E+00 ,     0.573137313945211E+00 , 
   5.07893 ,    -0.385684136531048E+00 ,     0.566963443140992E+00 ,     0.561588603495339E+00 , 
   5.10763 ,    -0.432708959721432E+00 ,     0.534073891112876E+00 ,     0.544812695112609E+00 , 
