611
 geo2_350K_sdq.dat    mutli by 1 
  0.46824702735654544  0.20779881394983774  0.005073142257976336
  0.4982822278633143  0.22711196148054422  0.005696822129215634
  0.5283159105160029  0.19993732238233547  0.005826929026126149
  0.558347983826805  0.22984746776762097  0.004471016387688919
  0.5883783563128171  0.23050897776410262  0.005212421521421701
  0.6184069364963166  0.2565356572782515  0.0045232532136078585
  0.6484336329050404  0.2474724198231324  0.005304711036961597
  0.6784583540724642  0.2646473921002331  0.005236739402812717
  0.7084810085380802  0.2636069384368016  0.004948247035067778
  0.7385015048476758  0.3029983242027061  0.004971852956839932
  0.7685197515536137  0.28039350476158414  0.004842146600926525
  0.7985356572151081  0.3165133656720691  0.004361012268387154
  0.8285491303985049  0.3242743593808741  0.004541680461064958
  0.8585600796775593  0.35283870173719334  0.0048465332981532435
  0.8885684136337156  0.3401115249092609  0.004955520135371352
  0.9185740408563848  0.38302344880191413  0.004690973475908083
  0.948576869943222  0.38934212211789115  0.004511811186466561
  0.978576809500407  0.43825636297819415  0.004930037356644737
  1.0085737681429205  0.41189191055603436  0.0051535470615356495
  1.038567654494825  0.46487114243681066  0.00530075198423438
  1.0685583771895408  0.48686376568645506  0.005382134634390027
  1.0985458448701255  0.5442778983369229  0.006045515036346991
  1.1285299661895516  0.5432138279394412  0.005396267021720876
  1.1585106498109856  0.6115160863999103  0.005133126788541965
  1.1884878044080667  0.6502124883506997  0.005251965109121659
  1.2184613386651821  0.7342054950895973  0.005042736587399132
  1.2484311612777486  0.7438206451585686  0.004780658411523233
  1.278397180952489  0.8198889223273664  0.005925326521592567
  1.308359306407711  0.8923436233429676  0.0052027057631857535
  1.3383174463735845  0.9986290049797436  0.005928540217886518
  1.3682715095924187  1.0154128848913329  0.006852303045461222
  1.3982214048189423  1.1345051706869325  0.005885179042886986
  1.4281670408205815  1.1952611221575038  0.005657265524718836
  1.4581083263777348  1.2765755593392392  0.00523773860780336
  1.4880451702840547  1.2583090302045645  0.0060093026970309904
  1.5179774813467213  1.3187903318487788  0.005503925252744228
  1.5479051683867255  1.3185571204276014  0.005999826859844266
  1.5778281402391416  1.335794723848209  0.005902824308935577
  1.607746305753409  1.2915393932882906  0.005425896009950781
  1.6376595737936057  1.27880046944858  0.00470906488663631
  1.667567853238731  1.236718492642293  0.005201577017025467
  1.6974710529829773  1.2087316557671368  0.005994223504300797
  1.727369081936013  1.1295653646379853  0.00543904351831682
  1.7572618490232566  1.1126713676297804  0.006060026165517624
  1.7871492631861565  1.0785231207205992  0.005347908388142157
  1.8170312333824645  1.0634850973133314  0.005619928205607222
  1.8469076685865176  0.9789251848952704  0.005717957349639855
  1.876778477789513  0.9419523945821274  0.005416564592371346
  1.906643569999786  0.9070040376766941  0.004771557085959876
  1.9365028542430853  0.9084774696144433  0.004969689649982671
  1.9663562395628538  0.8360757315726782  0.006013327139779993
  1.996203635020502  0.8344205969213758  0.005176091765719398
  2.0260449496956867  0.8139095269553054  0.0050655058501777985
  2.0558800926865892  0.8122971640713381  0.004372381390424475
  2.0857089731101883  0.7600058212236953  0.005269494051516606
  2.1155315001025423  0.7759056309066066  0.00461635322220483
  2.145347582819062  0.7596566878938402  0.004563753814322152
  2.1751571304347888  0.7815940700055098  0.005573199977361176
  2.20496005214467  0.7273932647098617  0.004789391574693987
  2.234756257163838  0.746510557646629  0.005615399004387996
  2.2645456547278857  0.747295105289017  0.004907557019535254
  2.29432815409314  0.7775820654074522  0.004933108713533824
  2.3241036645369446  0.7319368937808008  0.00503525736469063
  2.353872095357931  0.760925132069356  0.005530255968448164
  2.3836333558762943  0.754669046905393  0.005045153582350159
  2.4133873554340757  0.7935738600416774  0.005323966016641665
  2.443134003395431  0.7408128193589899  0.005198184699562
  2.4728732091469134  0.7779927079185005  0.004757559720550828
  2.502604882097743  0.7941686108301721  0.004990448741822377
  2.5323289316800883  0.8294397885980812  0.004913434666260693
  2.562045267349341  0.7882798230345563  0.005770932947948983
  2.5917537985843864  0.8429276215929826  0.005678342439165724
  2.621454434887888  0.8262057010590143  0.005253139996556458
  2.6511470857865556  0.869809464508724  0.004885358672357384
  2.6808316608314255  0.8159758420868307  0.00519475722233316
  2.710508069598135  0.8431002602534297  0.00486215736158704
  2.740176221687195  0.821603080738388  0.00582343351687558
  2.7698360267242714  0.8492129184554476  0.0051314622236031705
  2.799487394360452  0.7853048606513915  0.00546432456629048
  2.8291302342725286  0.8107664539292052  0.005623014999675552
  2.8587644561632715  0.7956234154495814  0.004661866618256715
