Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
162045.946      556735      659721
162057.944     1062827     1258571
162109.944     1534862     1817919
162121.944     1962874     2327257
162133.944     2431094     2880948
162145.944     2886375     3419949
162157.944     3317244     3931665
162209.944     3749747     4449267
162221.944     4169989     4951004
162233.944     4638151     5506121
162245.944     5104475     6059069
162257.944     5572344     6614981
162309.944     6042237     7171387
162321.944     6509618     7726220
162333.944     6977634     8281759
162345.944     7412369     8797356
162357.944     7870445     9339602
162409.944     8325611     9882310
162421.944     8781498    10426126
162433.944     9238901    10970116
162445.944     9697772    11515502
162457.944    10166537    12072460
162509.944    10635011    12627900
162521.944    11102439    13184414
162533.944    11570923    13740552
162545.944    12035198    14292997
162557.944    12505420    14850613
162609.944    12973329    15405874
162621.944    13433339    15951070
162633.944    13884538    16484542
162645.945    14317420    16997133
162657.944    14785956    17552711
162709.944    15314906    18178300
162721.944    15855877    18818179
162733.944    16382893    19444581
162745.944    16914113    20074993
162757.944    17454780    20716025
162809.944    17992790    21356076
162821.944    18463941    21914629
162833.944    18942721    22481887
162845.944    19383752    23005499
162857.944    19837932    23545408
162909.944    20289840    24082536
162921.944    20735328    24611260
162933.944    21176472    25133060
162945.944    21626422    25666765
162957.944    22119148    26252628
163009.944    22633505    26864274
163021.944    23169364    27499977
163033.944    23651247    28071970
163045.944    24131888    28641042
163057.944    24605987    29204112
163109.944    25044364    29723753
163121.944    25511485    30278188
163133.944    25978715    30833706
163145.944    26428911    31368508
163157.944    26892115    31918964
163209.944    27348998    32463231
163221.944    27811007    33009895
163233.944    28268558    33555107
163245.944    28733276    34107485
163257.946    29184056    34639340
163309.944    29653429    35193855
163321.944    30124092    35753121
163333.944    30597548    36313292
163345.944    31067870    36870219
163357.944    31543350    37433341
163409.944    32012105    37991848
163421.944    32482834    38551617
163433.944    32951567    39109350
163445.944    33421525    39667675
163457.944    33893792    40226776
163509.944    34363315    40782822
163521.944    34832968    41338423
163533.944    35306034    41898686
163545.944    35775719    42456447
163557.944    36248416    43016317
163609.944    36717199    43575024
163621.944    37188075    44133769
163633.944    37658981    44693404
163645.944    38130615    45252146
163657.944    38602805    45813015
163709.944    39077835    46376328
163721.944    39547764    46935104
163733.944    39988992    47458126
163745.944    40461219    48014891
163757.944    40932292    48573307
163809.944    41404150    49132211
163821.944    41848484    49656705
163833.944    42320245    50214419
163845.944    42793415    50776908
163857.944    43264744    51334661
163909.944    43738585    51894497
163921.944    44210225    52454807
163933.944    44683398    53016866
163945.944    45153643    53575185
163957.944    45627377    54136347
164009.944    46100163    54699248
164021.944    46571233    55258035
164033.944    47012007    55780555
164045.944    47471170    56324317
164057.944    47938902    56878918
164109.944    48409473    57436382
164121.944    48876973    57990538
164133.944    49337209    58534731
164145.944    49799731    59081617
164157.944    50272400    59641504
164209.944    50734738    60189669
164221.945    51178577    60715908
164233.944    51602221    61219343
164245.944    52046986    61745146
164257.944    52505673    62286719
164309.944    53038120    62918306
164321.944    53567766    63546753
164333.944    54092279    64169326
164345.944    54622753    64797320
164357.944    55149762    65421978
164409.944    55679245    66051834
164421.944    56208160    66677257
164433.944    56615875    67163518
164445.944    57069214    67701328
164457.944    57533901    68249536
164509.944    57996754    68798449
164521.944    58456368    69343923
164533.944    58914826    69886914
164545.945    59338723    70389004
164557.944    59760635    70889151
164609.944    60226382    71442158
164621.944    60689050    71993952
164633.944    61176011    72572251
164645.945    61615867    73093837
164657.944    62044340    73600900
164709.944    62572367    74225372
164721.944    63105063    74857348
164733.944    63562892    75401766
164745.944    64023981    75948566
164757.944    64488060    76497636
164809.945    64899746    76987418
164821.944    65394477    77576353
164833.944    65919747    78199500
164845.944    66376505    78743736
164857.944    66833232    79285804
164909.945    67226069    79754130
164921.944    67671650    80285405
164933.944    68138659    80837751
164945.944    68606864    81391629
164957.944    69074058    81945534
165009.944    69540590    82498826
165021.944    70003162    83046845
165033.944    70471706    83601868
