Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
180949.159      515491      611815
181001.159     1027963     1222185
181013.160     1485104     1764843
181025.160     1951396     2320401
181037.160     2434638     2893003
181049.160     2903550     3450805
181101.160     3366537     4000529
181113.160     3834704     4556262
181125.160     4304556     5112979
181137.160     4771255     5665824
181149.159     5250538     6233501
181201.160     5648203     6704570
181213.159     6110360     7253169
181225.160     6563964     7791036
181237.160     7031501     8345719
181249.160     7498552     8899411
181301.160     7965830     9454852
181313.160     8424252     9998189
181325.160     8891945    10554299
181337.160     9360197    11110256
181349.160     9827048    11664262
181401.160    10292923    12217524
181413.161    10719822    12726257
181425.160    11134542    13216001
181437.160    11604661    13775688
181449.160    12055662    14311793
181501.159    12555971    14905912
181513.159    13067150    15515318
181525.159    13576660    16120859
181537.160    14040575    16670163
181549.161    14426508    17128808
181601.160    14849394    17629679
181613.160    15285156    18149187
181625.160    15720063    18666964
181637.160    16137545    19163980
181649.160    16581241    19691380
181701.160    16999772    20188989
181713.160    17399443    20664435
181725.160    17772812    21107771
181737.160    18121509    21522958
181749.159    18605853    22097181
181801.159    19139423    22730025
181813.160    19606350    23284500
181825.160    20048747    23811051
181837.160    20522567    24374438
181849.160    20992949    24932743
181901.159    21449673    25475121
181913.160    21917390    26029934
181925.160    22397663    26600983
181937.160    22880520    27174754
181949.160    23363130    27748835
182001.159    23857495    28337033
182013.159    24391761    28970636
182025.159    24910365    29585936
182037.159    25448310    30225280
182049.159    25987091    30867614
182101.159    26525183    31509456
182113.160    27004479    32078137
182125.160    27471292    32631960
182137.160    27855300    33088081
182149.160    28261472    33572576
182201.160    28679185    34069605
182213.160    29120739    34594468
182225.159    29559721    35118318
182237.160    30012025    35656303
182249.159    30462122    36190710
182301.160    30890462    36701109
182313.161    31310689    37201054
182325.159    31796903    37779490
182337.160    32278161    38349994
182349.159    32757002    38920071
182401.160    33209165    39457139
182413.160    33680091    40017037
182425.159    34127263    40548837
182437.160    34584371    41091721
182449.160    35036125    41628095
182501.160    35500446    42181287
182513.160    35971185    42739316
182525.160    36424662    43277373
182537.160    36868353    43803547
182549.160    37339150    44363552
182601.160    37814074    44927479
182613.160    38293913    45496009
182625.162    38770210    46064675
182637.160    39224801    46605831
182649.160    39623700    47080451
182701.162    40077943    47621739
182713.160    40540557    48170253
182725.160    40989021    48703232
182737.160    41428145    49224666
182749.160    41874378    49753426
182801.160    42242426    50192517
182813.162    42708757    50748310
182825.160    43161364    51286525
182837.160    43609885    51819342
182849.160    44029085    52318700
182901.160    44481908    52854543
182913.160    44938410    53397655
182925.160    45358744    53896602
182937.161    45825084    54447929
182949.160    46298853    55010873
183001.159    46794603    55603170
183013.160    47238771    56131414
183025.159    47712137    56695732
183037.160    48125329    57185089
183049.160    48544765    57683881
183101.160    48966871    58184231
183113.160    49396355    58693355
183125.160    49826767    59202776
183137.162    50245110    59702883
183149.160    50673859    60214910
183201.160    51121500    60748053
183213.160    51577214    61288936
183225.160    52039835    61838628
183237.159    52480129    62359081
183249.159    52997387    62971961
183301.162    53491773    63558078
183313.160    53948277    64100102
183325.160    54360257    64589777
183337.160    54788523    65102166
183349.160    55250999    65653045
183401.160    55700114    66186017
183413.159    56200155    66778324
183425.160    56640310    67298147
183437.159    57139078    67890210
183449.160    57646956    68494950
183501.162    58069880    68998468
183513.160    58476599    69484206
183525.160    58880089    69962361
183537.162    59274998    70432442
183549.160    59685521    70921047
183601.160    60115812    71431238
183613.160    60534074    71928039
183625.160    60998641    72480862
183637.160    61469717    73038371
183649.159    61943413    73598440
183701.160    62406127    74147604
183713.160    62832859    74652995
183725.160    63283209    75190274
183737.160    63756613    75750348
183749.160    64229460    76312613
183801.160    64705322    76877167
183813.160    65176458    77438058
183825.160    65647174    77996913
183837.160    66119472    78556754
183849.160    66573042    79095285
183901.160    67031880    79641580
183913.162    67493361    80190373
183925.160    67948828    80733655
183937.160    68407682    81279145
