 Results from RMCProfile version 6.7.9.5

 (Version 6f format configuration file)                                          

 0 experiments   1 partials

 Partial g(r)'s are printed out below

   245  1 are NR and NPAR

   r (Ang)
   0.06545     0.00000
   0.13090     0.00000
   0.19635     0.00000
   0.26180     0.00000
   0.32725     0.00000
   0.39271     0.00000
   0.45816     0.00000
   0.52361     0.00000
   0.58906     0.00000
   0.65451     0.00000
   0.71996     0.00000
   0.78541     0.00000
   0.85086     0.00000
   0.91631     0.00000
   0.98176     0.00000
   1.04721     0.00000
   1.11267     0.00000
   1.17812     0.00000
   1.24357     0.00000
   1.30902     0.00000
   1.37447     0.00000
   1.43992     0.00000
   1.50537     0.00000
   1.57082     0.00000
   1.63627     0.00000
   1.70172     0.00000
   1.76718     0.00000
   1.83263     0.00000
   1.89808     0.00000
   1.96353     0.00000
   2.02898     0.00000
   2.09443     0.00000
   2.15988     0.00000
   2.22533     0.00000
   2.29078     0.00000
   2.35623     0.00000
   2.42168     0.00000
   2.48714     0.00000
   2.55259     0.00000
   2.61804     0.00000
   2.68349     0.00000
   2.74894     0.00000
   2.81439     0.00000
   2.87984     0.45873
   2.94529     2.09752
   3.01074     2.70075
   3.07619     2.06265
   3.14164     1.99436
   3.20710     1.81730
   3.27255     2.33226
   3.33800     1.92994
   3.40345     1.97067
   3.46890     1.67707
   3.53435     1.97307
   3.59980     1.32755
   3.66525     0.81267
   3.73070     0.76063
   3.79615     0.81498
   3.86161     0.95398
   3.92706     0.76155
   3.99251     0.98585
   4.05796     0.77349
   4.12341     0.93398
   4.18886     0.86731
   4.25431     0.80427
   4.31976     0.83327
   4.38521     0.85159
   4.45066     0.75157
   4.51611     0.84350
   4.58157     0.96142
   4.64702     0.87325
   4.71247     0.90130
   4.77792     0.85504
   4.84337     0.75452
   4.90882     0.91302
   4.97427     0.82898
   5.03972     0.80107
   5.10517     0.84413
   5.17062     1.00852
   5.23607     1.02570
   5.30153     0.99464
   5.36698     0.90162
   5.43243     1.01455
   5.49788     1.06168
   5.56333     1.00478
   5.62878     1.04942
   5.69423     1.05094
   5.75968     0.94741
   5.82513     1.07249
   5.89058     1.07739
   5.95604     1.03519
   6.02149     1.18161
   6.08694     1.06705
   6.15239     1.12750
   6.21784     1.02259
   6.28329     1.11034
   6.34874     1.01779
   6.41419     1.03331
   6.47964     1.09528
   6.54509     1.03873
   6.61054     0.92363
   6.67600     0.89819
   6.74145     1.00458
   6.80690     1.03534
   6.87235     0.98769
   6.93780     0.90729
   7.00325     0.97135
   7.06870     0.93358
   7.13415     1.00104
   7.19960     1.03717
   7.26505     1.04677
   7.33050     0.95429
   7.39596     0.97678
   7.46141     1.10531
   7.52686     0.98398
   7.59231     1.03883
   7.65776     0.91960
   7.72321     0.99837
   7.78866     0.95985
   7.85411     1.13431
   7.91956     1.11036
   7.98501     1.06110
   8.05046     0.91119
   8.11592     0.97190
   8.18137     1.00089
   8.24682     0.95345
   8.31227     0.98877
   8.37772     1.02288
   8.44317     0.99316
   8.50862     0.95737
   8.57407     0.96981
   8.63952     0.99285
   8.70497     0.95178
   8.77043     1.04085
   8.83588     1.04032
   8.90133     0.98750
   8.96678     0.99988
   9.03223     0.96719
   9.09768     1.00329
   9.16313     0.99295
   9.22858     0.94590
   9.29403     1.01497
   9.35948     1.02726
   9.42493     0.93855
   9.49039     0.98259
   9.55584     1.00359
   9.62129     1.07397
   9.68674     0.94316
   9.75219     1.00011
   9.81764     1.02115
   9.88309     0.95855
   9.94854     0.96938
  10.01399     1.02603
  10.07944     1.03229
  10.14489     0.95794
  10.21035     0.99806
  10.27580     1.02455
  10.34125     0.98532
  10.40670     1.01268
  10.47215     0.96235
  10.53760     1.02939
  10.60305     0.94757
  10.66850     1.05515
  10.73395     1.01361
  10.79940     1.06944
  10.86486     1.05099
  10.93031     0.97614
  10.99576     0.93171
  11.06121     0.97480
  11.12666     1.05823
  11.19211     0.98383
  11.25756     1.01419
  11.32301     1.01927
  11.38846     0.96805
  11.45391     1.00115
  11.51936     0.94867
  11.58482     1.01809
  11.65027     0.99328
  11.71572     0.96173
  11.78117     0.99159
  11.84662     1.01131
  11.91207     1.03637
  11.97752     0.98933
  12.04297     1.00483
  12.10842     0.99062
  12.17387     1.00790
  12.23932     0.99604
  12.30478     0.99203
  12.37023     1.01291
  12.43568     1.00227
  12.50113     1.00557
  12.56658     0.97836
  12.63203     0.95995
  12.69748     1.05679
  12.76293     0.95864
  12.82838     1.05242
  12.89383     1.04773
  12.95928     1.05786
  13.02474     0.93609
  13.09019     0.97406
  13.15564     1.01027
  13.22109     1.03341
  13.28654     1.01951
  13.35199     1.03645
  13.41744     0.93999
  13.48289     1.01369
  13.54834     1.01924
  13.61379     1.00500
  13.67925     0.99629
  13.74470     1.00609
  13.81015     0.96882
  13.87560     1.00008
  13.94105     0.98135
  14.00650     0.98907
  14.07195     0.96151
  14.13740     1.02629
  14.20285     0.99799
  14.26830     0.98073
  14.33375     1.07888
  14.39921     0.98532
  14.46466     1.03097
  14.53011     0.97626
  14.59556     0.93103
  14.66101     0.95814
  14.72646     1.00837
  14.79191     0.99796
  14.85736     1.00792
  14.92281     0.96493
  14.98826     1.08538
  15.05371     1.00296
  15.11917     0.98127
  15.18462     0.95059
  15.25007     0.99935
  15.31552     1.02609
  15.38097     1.01808
  15.44642     0.99699
  15.51187     1.02640
  15.57732     1.01916
  15.64277     1.04377
  15.70822     0.99286
  15.77368     0.95804
  15.83913     0.99959
  15.90458     0.99204
  15.97003     1.03127
  16.03548     0.99199
