Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
154907.348      204949      238488
154919.353      450811      526480
154931.347      644801      753201
154943.346      895252     1048693
154955.347     1111802     1305093
155007.349     1361978     1601202
155019.370     1576008     1855195
155031.351     1855000     2186156
155043.351     2104310     2480364
155055.353     2384891     2811536
155107.353     2649551     3126301
155119.347     2892552     3415070
155131.353     3147958     3716142
155143.346     3423003     4040905
155155.348     3672618     4335301
155207.346     3963550     4680501
155219.348     4230681     4997915
155231.352     4445191     5252516
155243.355     4695850     5549323
155255.353     4973423     5879003
155307.353     5221861     6174109
155319.347     5498013     6502073
155331.355     5721114     6768001
155343.347     5998968     7098299
155355.351     6271318     7422956
155407.353     6553931     7758813
155419.346     6824127     8079462
155431.364     7113881     8424338
155443.347     7359341     8715454
155455.346     7591761     8991439
155507.348     7822798     9266271
155519.347     8098665     9595602
155531.347     8369498     9918551
155543.353     8662627    10267800
155555.351     8904800    10556152
155607.348     9164563    10865815
155619.351     9423624    11174217
155631.363     9637612    11429775
155643.348     9963267    11816705
155655.353    10286940    12201503
155707.350    10567760    12536302
155719.346    10819977    12835971
155731.352    11092026    13158449
155743.351    11342344    13455503
155755.351    11623640    13791058
155807.348    11909525    14131501
155819.351    12189703    14463840
155831.347    12408234    14721702
155843.353    12682565    15045633
155855.351    12944285    15356086
155907.351    13238526    15705955
155919.351    13537969    16060768
155931.360    13837183    16414422
155943.347    14107388    16735001
155955.351    14435838    17126519
160007.349    14679824    17417312
160019.348    14975095    17767583
160031.351    15235488    18078291
160043.350    15530400    18428183
160055.346    15786123    18732101
160107.351    16051197    19049265
160119.346    16289590    19332200
160131.351    16539875    19628977
160143.346    16773280    19907000
160155.350    17042433    20229848
160207.351    17312929    20552247
160219.374    17564182    20853331
160231.353    17793840    21127769
160243.353    18051943    21435000
160255.349    18328347    21764862
160307.346    18583310    22068024
160319.351    18827424    22359363
160331.363    19056116    22630024
160343.353    19359909    22988769
160355.353    19615054    23291073
160407.346    19867519    23591196
160419.346    20106986    23876221
160431.346    20369315    24188106
160443.352    20664296    24538917
160455.348    20956659    24886081
160507.348    21275028    25263284
160519.346    21554914    25597676
160531.363    21770456    25854545
160543.348    22043655    26179842
160555.348    22275015    26454854
160607.352    22543121    26773707
160619.348    22809447    27089643
160631.346    23067061    27395479
160643.352    23287680    27657710
160655.351    23564136    27986816
160707.346    23791512    28256102
160719.353    24077754    28597000
160731.351    24323687    28890105
160743.346    24595749    29213216
160755.353    24864372    29531650
160807.352    25122754    29839670
160819.351    25349199    30109931
160831.359    25610549    30421302
160843.350    25906357    30773549
160855.346    26157914    31073166
160907.351    26443270    31413322
160919.353    26722676    31744605
160931.357    26979469    32049642
160943.359    27204152    32316204
160955.351    27453870    32612383
161007.353    27776866    32996000
161019.354    28027052    33293867
161031.347    28332161    33657103
161043.346    28792303    34203678
161055.347    29253028    34751058
161107.347    29716427    35299273
161119.351    30177772    35848980
161131.347    30633842    36395056
161143.347    31095587    36945790
161155.345    31528071    37461344
161207.346    31944816    37958649
161219.347    32386504    38481886
161231.348    32756598    38923215
161243.351    33193094    39442717
161255.347    33651670    39988440
161307.351    34115383    40537508
161319.351    34578653    41088675
161331.347    35033176    41629789
161343.347    35489481    42169183
161355.347    36006855    42782800
161407.347    36521876    43397092
161419.352    37039422    44014351
161431.347    37489885    44550112
161443.347    37939319    45086612
161455.347    38390137    45622101
161507.351    38844073    46159083
161519.347    39297873    46696833
161531.347    39750218    47233328
161543.347    40198596    47766702
161555.348    40628519    48277913
161607.347    41063861    48793887
161619.346    41490322    49302049
161631.347    41923101    49815254
161643.351    42350307    50323214
161655.347    42787950    50842302
161707.347    43217900    51357346
161719.351    43670234    51895063
161731.347    44130857    52441967
161743.348    44587376    52983300
161755.347    44989563    53461942
161807.352    45412469    53965279
161819.347    45810407    54440858
161831.347    46247359    54960011
161843.351    46692112    55489507
161855.347    47215263    56111831
