sample v-GeO2 600K                                           19-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12421.00       111.4495    
   1.000000       1376.000       37.09447    
   2.000000       1665.000       40.80441    
   3.000000       1940.000       44.04543    
   4.000000       2719.000       52.14403    
   5.000000       3889.000       62.36185    
   6.000000       4545.000       67.41662    
   7.000000       5315.000       72.90405    
   8.000000       5662.000       75.24626    
   9.000000       5958.000       77.18808    
   10.00000       5640.000       75.09993    
   11.00000       5540.000       74.43118    
   12.00000       4906.000       70.04285    
   13.00000       4392.000       66.27216    
   14.00000       4098.000       64.01562    
   15.00000       3878.000       62.27359    
   16.00000       4255.000       65.23036    
   17.00000       4336.000       65.84831    
   18.00000       5245.000       72.42237    
   19.00000       11975.00       109.4303    
   20.00000       6112.000       78.17928    
   21.00000       6658.000       81.59657    
   22.00000       7186.000       84.77028    
   23.00000       8121.000       90.11659    
   24.00000       24389.00       156.1698    
   25.00000       45319.00       212.8826    
   26.00000       49722.00       222.9843    
   27.00000       53448.00       231.1882    
   28.00000       54896.00       234.2990    
   29.00000       54087.00       232.5661    
   30.00000       47493.00       217.9289    
   31.00000       47915.00       218.8950    
   32.00000       53711.00       231.7563    
   33.00000       57117.00       238.9916    
   34.00000       55991.00       236.6242    
   35.00000       54550.00       233.5594    
   36.00000       60223.00       245.4037    
   37.00000       59283.00       243.4810    
   38.00000       56612.00       237.9328    
   39.00000       53444.00       231.1796    
   40.00000       61957.00       248.9116    
   41.00000       59581.00       244.0922    
   42.00000       60321.00       245.6033    
   43.00000       61549.00       248.0907    
   44.00000       62641.00       250.2818    
   45.00000       63889.00       252.7627    
   46.00000       63248.00       251.4915    
   47.00000       62825.00       250.6492    
   48.00000       62419.00       249.8380    
   49.00000       66296.00       257.4801    
   50.00000       60471.00       245.9085    
   51.00000       64563.00       254.0925    
   52.00000       72497.00       269.2527    
   53.00000       69758.00       264.1174    
   54.00000       72578.00       269.4030    
   55.00000       74029.00       272.0827    
   56.00000       75302.00       274.4121    
   57.00000       76746.00       277.0307    
   58.00000       77538.00       278.4565    
   59.00000       69382.00       263.4046    
   60.00000       84728.00       291.0807    
   61.00000       85893.00       293.0751    
   62.00000       93286.00       305.4276    
   63.00000       92829.00       304.6785    
   64.00000       94802.00       307.8993    
   65.00000       96079.00       309.9661    
   66.00000       95307.00       308.7183    
   67.00000       93187.00       305.2655    
   68.00000       90826.00       301.3735    
   69.00000       98709.00       314.1799    
   70.00000       89034.00       298.3857    
   71.00000       85935.00       293.1467    
   72.00000       86413.00       293.9609    
   73.00000       84285.00       290.3188    
   74.00000       87197.00       295.2914    
   75.00000       81861.00       286.1136    
   76.00000       81736.00       285.8951    
