sample v-GeO2 1000K                                          22-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12155.00       110.2497    
   1.000000       1393.000       37.32291    
   2.000000       1665.000       40.80441    
   3.000000       2028.000       45.03332    
   4.000000       2923.000       54.06478    
   5.000000       3887.000       62.34581    
   6.000000       4524.000       67.26069    
   7.000000       5444.000       73.78347    
   8.000000       5853.000       76.50490    
   9.000000       6009.000       77.51774    
   10.00000       5656.000       75.20638    
   11.00000       5540.000       74.43118    
   12.00000       5090.000       71.34424    
   13.00000       4346.000       65.92420    
   14.00000       4034.000       63.51378    
   15.00000       4000.000       63.24555    
   16.00000       4371.000       66.11354    
   17.00000       4436.000       66.60330    
   18.00000       5088.000       71.33022    
   19.00000       12343.00       111.0991    
   20.00000       6094.000       78.06408    
   21.00000       6554.000       80.95678    
   22.00000       6980.000       83.54639    
   23.00000       8280.000       90.99451    
   24.00000       25282.00       159.0031    
   25.00000       45908.00       214.2615    
   26.00000       50125.00       223.8861    
   27.00000       54022.00       232.4263    
   28.00000       55078.00       234.6870    
   29.00000       54322.00       233.0708    
   30.00000       46579.00       215.8217    
   31.00000       48424.00       220.0545    
   32.00000       53649.00       231.6225    
   33.00000       57316.00       239.4076    
   34.00000       55368.00       235.3041    
   35.00000       55450.00       235.4782    
   36.00000       60613.00       246.1971    
   37.00000       60053.00       245.0571    
   38.00000       56882.00       238.4995    
   39.00000       54330.00       233.0880    
   40.00000       61898.00       248.7931    
   41.00000       60111.00       245.1754    
   42.00000       60353.00       245.6685    
   43.00000       63155.00       251.3066    
   44.00000       63751.00       252.4896    
   45.00000       64901.00       254.7567    
   46.00000       63479.00       251.9504    
   47.00000       63744.00       252.4757    
   48.00000       63159.00       251.3145    
   49.00000       67578.00       259.9577    
   50.00000       59821.00       244.5833    
   51.00000       64947.00       254.8470    
   52.00000       72559.00       269.3678    
   53.00000       71287.00       266.9962    
   54.00000       72179.00       268.6615    
   55.00000       74884.00       273.6494    
   56.00000       75924.00       275.5431    
   57.00000       77316.00       278.0576    
   58.00000       77041.00       277.5626    
   59.00000       68522.00       261.7671    
   60.00000       83910.00       289.6722    
   61.00000       86634.00       294.3365    
   62.00000       93062.00       305.0606    
   63.00000       93956.00       306.5224    
   64.00000       93136.00       305.1819    
   65.00000       94607.00       307.5825    
   66.00000       93245.00       305.3604    
   67.00000       91531.00       302.5409    
   68.00000       88217.00       297.0135    
   69.00000       97442.00       312.1570    
   70.00000       86211.00       293.6171    
   71.00000       85766.00       292.8583    
   72.00000       86151.00       293.5149    
   73.00000       84343.00       290.4187    
   74.00000       88266.00       297.0959    
   75.00000       83595.00       289.1280    
   76.00000       81670.00       285.7796    
