sample v-GeO2 1400K                                          23-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   10385.00       101.9068    
   1.000000       1292.000       35.94440    
   2.000000       1664.000       40.79216    
   3.000000       1970.000       44.38468    
   4.000000       2743.000       52.37366    
   5.000000       3847.000       62.02419    
   6.000000       4273.000       65.36819    
   7.000000       5087.000       71.32321    
   8.000000       5286.000       72.70488    
   9.000000       5642.000       75.11325    
   10.00000       5061.000       71.14071    
   11.00000       5000.000       70.71068    
   12.00000       4532.000       67.32013    
   13.00000       4165.000       64.53681    
   14.00000       3916.000       62.57795    
   15.00000       3684.000       60.69596    
   16.00000       4040.000       63.56099    
   17.00000       4194.000       64.76110    
   18.00000       4830.000       69.49820    
   19.00000       11229.00       105.9670    
   20.00000       5885.000       76.71375    
   21.00000       6330.000       79.56129    
   22.00000       6670.000       81.67007    
   23.00000       7788.000       88.24965    
   24.00000       24661.00       157.0382    
   25.00000       43601.00       208.8085    
   26.00000       48267.00       219.6975    
   27.00000       52145.00       228.3528    
   28.00000       53288.00       230.8419    
   29.00000       52986.00       230.1869    
   30.00000       45492.00       213.2885    
   31.00000       47185.00       217.2211    
   32.00000       52112.00       228.2805    
   33.00000       55966.00       236.5713    
   34.00000       53875.00       232.1099    
   35.00000       53905.00       232.1745    
   36.00000       59175.00       243.2591    
   37.00000       58069.00       240.9751    
   38.00000       55148.00       234.8361    
   39.00000       51958.00       227.9430    
   40.00000       59957.00       244.8612    
   41.00000       58022.00       240.8776    
   42.00000       58663.00       242.2045    
   43.00000       61151.00       247.2873    
   44.00000       62056.00       249.1104    
   45.00000       62804.00       250.6073    
   46.00000       60652.00       246.2763    
   47.00000       61087.00       247.1578    
   48.00000       60684.00       246.3412    
   49.00000       64493.00       253.9547    
   50.00000       56738.00       238.1974    
   51.00000       61116.00       247.2165    
   52.00000       68303.00       261.3484    
   53.00000       66254.00       257.3985    
   54.00000       66775.00       258.4086    
   55.00000       68870.00       262.4309    
   56.00000       69408.00       263.4540    
   57.00000       69028.00       262.7318    
   58.00000       68000.00       260.7681    
   59.00000       59000.00       242.8992    
   60.00000       72716.00       269.6591    
   61.00000       74061.00       272.1415    
   62.00000       79204.00       281.4320    
   63.00000       79743.00       282.3880    
   64.00000       79641.00       282.2074    
   65.00000       80694.00       284.0669    
   66.00000       79719.00       282.3455    
   67.00000       78778.00       280.6742    
   68.00000       76984.00       277.4599    
   69.00000       84929.00       291.4258    
   70.00000       75414.00       274.6161    
   71.00000       74987.00       273.8376    
   72.00000       75594.00       274.9436    
   73.00000       74308.00       272.5949    
   74.00000       76913.00       277.3319    
   75.00000       73731.00       271.5345    
   76.00000       74486.00       272.9212    
