sample v-GeO2 1400K tst                                      23-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   11014.00       104.9476    
   1.000000       1337.000       36.56501    
   2.000000       1599.000       39.98750    
   3.000000       1936.000       44.00000    
   4.000000       2758.000       52.51666    
   5.000000       3835.000       61.92738    
   6.000000       4467.000       66.83562    
   7.000000       5186.000       72.01389    
   8.000000       5552.000       74.51174    
   9.000000       5580.000       74.69939    
   10.00000       5294.000       72.75988    
   11.00000       5091.000       71.35124    
   12.00000       4624.000       68.00000    
   13.00000       4229.000       65.03076    
   14.00000       3871.000       62.21736    
   15.00000       3754.000       61.26989    
   16.00000       4051.000       63.64746    
   17.00000       4239.000       65.10760    
   18.00000       4941.000       70.29224    
   19.00000       11677.00       108.0602    
   20.00000       5961.000       77.20751    
   21.00000       6566.000       81.03086    
   22.00000       6692.000       81.80464    
   23.00000       8111.000       90.06109    
   24.00000       25154.00       158.6001    
   25.00000       44240.00       210.3331    
   26.00000       48879.00       221.0860    
   27.00000       52928.00       230.0609    
   28.00000       53649.00       231.6225    
   29.00000       53327.00       230.9264    
   30.00000       45686.00       213.7428    
   31.00000       47719.00       218.4468    
   32.00000       52680.00       229.5212    
   33.00000       56469.00       237.6321    
   34.00000       54763.00       234.0150    
   35.00000       54475.00       233.3988    
   36.00000       60058.00       245.0673    
   37.00000       59069.00       243.0412    
   38.00000       55927.00       236.4889    
   39.00000       53116.00       230.4691    
   40.00000       61095.00       247.1740    
   41.00000       59879.00       244.7019    
   42.00000       59682.00       244.2990    
   43.00000       62491.00       249.9820    
   44.00000       62965.00       250.9283    
   45.00000       64659.00       254.2813    
   46.00000       62197.00       249.3933    
   47.00000       63195.00       251.3862    
   48.00000       62117.00       249.2328    
   49.00000       66756.00       258.3718    
   50.00000       58371.00       241.6009    
   51.00000       63780.00       252.5470    
   52.00000       70211.00       264.9736    
   53.00000       68382.00       261.4995    
   54.00000       69385.00       263.4103    
   55.00000       71363.00       267.1385    
   56.00000       72134.00       268.5777    
   57.00000       72420.00       269.1096    
   58.00000       70939.00       266.3438    
   59.00000       62684.00       250.3677    
   60.00000       75507.00       274.7854    
   61.00000       78105.00       279.4727    
   62.00000       81966.00       286.2971    
   63.00000       83235.00       288.5048    
   64.00000       83380.00       288.7560    
   65.00000       84011.00       289.8465    
   66.00000       83381.00       288.7577    
   67.00000       81978.00       286.3180    
   68.00000       80087.00       282.9965    
   69.00000       87502.00       295.8074    
   70.00000       78563.00       280.2909    
   71.00000       78162.00       279.5747    
   72.00000       78213.00       279.6659    
   73.00000       76711.00       276.9675    
   74.00000       79047.00       281.1530    
   75.00000       76790.00       277.1101    
   76.00000       76104.00       275.8695    
