Cd 11mm Room Temperature                                     29-11-07  2000.000K
   137.0000       4380.000       66.18157    
   138.0000       4471.000       66.86554    
   139.0000       4336.000       65.84831    
   140.0000       4559.000       67.52037    
   141.0000       4190.000       64.73021    
   142.0000       4298.000       65.55914    
   143.0000       4436.000       66.60330    
   144.0000       4550.000       67.45369    
   145.0000       4509.000       67.14909    
   146.0000       4336.000       65.84831    
   147.0000       4411.000       66.41536    
   148.0000       4515.000       67.19375    
   149.0000       4482.000       66.94774    
   150.0000       4689.000       68.47627    
   151.0000       4228.000       65.02307    
   152.0000       4548.000       67.43886    
   153.0000       4654.000       68.22023    
   154.0000       4399.000       66.32496    
   155.0000       4596.000       67.79381    
   156.0000       4331.000       65.81033    
   157.0000       4620.000       67.97058    
   158.0000       4740.000       68.84766    
   159.0000       4231.000       65.04613    
   160.0000       3196.000       56.53318    
   161.0000       4694.000       68.51277    
   162.0000       4739.000       68.84039    
   163.0000       4633.000       68.06615    
   164.0000       4744.000       68.87670    
   165.0000       4715.000       68.66586    
   166.0000       4690.000       68.48357    
   167.0000       4803.000       69.30368    
   168.0000       4707.000       68.60758    
   169.0000       4495.000       67.04476    
   170.0000       4739.000       68.84039    
   171.0000       4623.000       67.99265    
   172.0000       4499.000       67.07458    
   173.0000       4698.000       68.54196    
   174.0000       4410.000       66.40783    
   175.0000       4279.000       65.41406    
   176.0000       4427.000       66.53571    
   177.0000       4874.000       69.81404    
   178.0000       4399.000       66.32496    
   179.0000       4397.000       66.30988    
   180.0000       4239.000       65.10760    
   181.0000       4485.000       66.97015    
   182.0000       4724.000       68.73136    
   183.0000       4621.000       67.97794    
   184.0000       4843.000       69.59167    
   185.0000       4946.000       70.32780    
   186.0000       4878.000       69.84268    
   187.0000       4823.000       69.44782    
   188.0000       4902.000       70.01428    
   189.0000       4741.000       68.85492    
   190.0000       5171.000       71.90967    
   191.0000       4727.000       68.75318    
   192.0000       4635.000       68.08083    
   193.0000       4820.000       69.42622    
   194.0000       4592.000       67.76430    
   195.0000       4768.000       69.05070    
   196.0000       4758.000       68.97826    
   197.0000       4863.000       69.73521    
   198.0000       4907.000       70.04998    
   199.0000       4911.000       70.07853    
   200.0000       4954.000       70.38466    
   201.0000       4494.000       67.03730    
   202.0000       4563.000       67.54998    
   203.0000       4890.000       69.92854    
   204.0000       4903.000       70.02142    
   205.0000       4991.000       70.64701    
   206.0000       4829.000       69.49100    
   207.0000       4844.000       69.59885    
   208.0000       4967.000       70.47694    
   209.0000       4886.000       69.89993    
   210.0000       5066.000       71.17584    
   211.0000       4518.000       67.21607    
   212.0000       4771.000       69.07243    
   213.0000       5037.000       70.97182    
   214.0000       4912.000       70.08566    
   215.0000       4828.000       69.48381    
   216.0000       4770.000       69.06519    
   217.0000       4931.000       70.22108    
   218.0000       4996.000       70.68239    
   219.0000       4585.000       67.71263    
   220.0000       4623.000       67.99265    
   221.0000       5072.000       71.21797    
   222.0000       4805.000       69.31811    
   223.0000       4847.000       69.62040    
   224.0000       5037.000       70.97182    
   225.0000       4847.000       69.62040    
   226.0000       4753.000       68.94200    
   227.0000       4891.000       69.93568    
   228.0000       5140.000       71.69379    
   229.0000       4897.000       69.97857    
   230.0000       5285.000       72.69801    
   231.0000       4712.000       68.64401    
   232.0000       4647.000       68.16891    
   233.0000       5014.000       70.80960    
   234.0000       4991.000       70.64701    
   235.0000       4720.000       68.70226    
   236.0000       4827.000       69.47662    
   237.0000       4874.000       69.81404    
   238.0000       4731.000       68.78226    
   239.0000       4621.000       67.97794    
   240.0000       4344.000       65.90903    
   241.0000       4963.000       70.44856    
   242.0000       4706.000       68.60029    
   243.0000       5089.000       71.33723    
   244.0000       4863.000       69.73521    
   245.0000       4775.000       69.10137    
   246.0000       5055.000       71.09853    
   247.0000       4839.000       69.56292    
   248.0000       4881.000       69.86415    
   249.0000       4763.000       69.01449    
   250.0000       5171.000       71.90967    
   251.0000       4707.000       68.60758    
   252.0000       4729.000       68.76772    
   253.0000       4694.000       68.51277    
   254.0000       4765.000       69.02898    
   255.0000       4744.000       68.87670    
   256.0000       4613.000       67.91907    
   257.0000       4763.000       69.01449    
   258.0000       4590.000       67.74954    
   259.0000       4338.000       65.86349    
   260.0000       4108.000       64.09368    
   261.0000       4981.000       70.57620    
   262.0000       4871.000       69.79255    
   263.0000       4886.000       69.89993    
   264.0000       4845.000       69.60603    
   265.0000       4746.000       68.89122    
   266.0000       4722.000       68.71681    
   267.0000       4862.000       69.72804    
   268.0000       5035.000       70.95773    
   269.0000       4827.000       69.47662    
   270.0000       5033.000       70.94364    
   271.0000       4558.000       67.51296    
   272.0000       4567.000       67.57958    
   273.0000       4934.000       70.24244    
   274.0000       4765.000       69.02898    
   275.0000       4642.000       68.13223    
   276.0000       4719.000       68.69498    
   277.0000       4821.000       69.43342    
   278.0000       4580.000       67.67570    
   279.0000       4529.000       67.29784    
   280.0000       4161.000       64.50581    
   281.0000       4824.000       69.45502    
   282.0000       4726.000       68.74591    
   283.0000       4814.000       69.38300    
   284.0000       4831.000       69.50539    
   285.0000       4688.000       68.46897    
   286.0000       4741.000       68.85492    
   287.0000       4787.000       69.18815    
   288.0000       4872.000       69.79971    
   289.0000       4743.000       68.86944    
   290.0000       4935.000       70.24956    
   291.0000       4591.000       67.75692    
   292.0000       4520.000       67.23094    
   293.0000       4762.000       69.00725    
   294.0000       4618.000       67.95587    
   295.0000       4374.000       66.13622    
   296.0000       4595.000       67.78643    
   297.0000       4781.000       69.14478    
   298.0000       4537.000       67.35725    
   299.0000       4450.000       66.70832    
   300.0000       4498.000       67.06713    
   301.0000       4913.000       70.09280    
   302.0000       4597.000       67.80118    
   303.0000       4679.000       68.40321    
   304.0000       4741.000       68.85492    
   305.0000       4497.000       67.05968    
   306.0000       4735.000       68.81133    
   307.0000       4667.000       68.31544    
   308.0000       4684.000       68.43976    
   309.0000       4584.000       67.70525    
   310.0000       4873.000       69.80688    
   311.0000       4419.000       66.47556    
   312.0000       4710.000       68.62944    
   313.0000       4867.000       69.76389    
   314.0000       4644.000       68.14690    
   315.0000       4501.000       67.08949    
   316.0000       4591.000       67.75692    
   317.0000       4669.000       68.33008    
   318.0000       4606.000       67.86752    
   319.0000       4466.000       66.82814    
   320.0000       4317.000       65.70388    
   321.0000       4365.000       66.06815    
   322.0000       4580.000       67.67570    
   323.0000       4660.000       68.26419    
   324.0000       4678.000       68.39590    
   325.0000       4533.000       67.32756    
   326.0000       4817.000       69.40461    
   327.0000       4533.000       67.32756    
   328.0000       4660.000       68.26419    
   329.0000       4402.000       66.34757    
   330.0000       4844.000       69.59885    
   331.0000       4615.000       67.93379    
   332.0000       4491.000       67.01492    
   333.0000       4711.000       68.63673    
   334.0000       4413.000       66.43041    
   335.0000       4539.000       67.37210    
   336.0000       4550.000       67.45369    
   337.0000       4520.000       67.23094    
   338.0000       4533.000       67.32756    
   339.0000       4451.000       66.71581    
   340.0000       4399.000       66.32496    
   341.0000       4721.000       68.70953    
   342.0000       4591.000       67.75692    
   343.0000       4776.000       69.10861    
   344.0000       4851.000       69.64912    
   345.0000       4747.000       68.89848    
   346.0000       4868.000       69.77106    
   347.0000       4614.000       67.92643    
   348.0000       4725.000       68.73863    
   349.0000       4832.000       69.51259    
   350.0000       4775.000       69.10137    
   351.0000       4582.000       67.69048    
   352.0000       4648.000       68.17624    
   353.0000       4793.000       69.23150    
   354.0000       4663.000       68.28616    
   355.0000       4702.000       68.57113    
   356.0000       4818.000       69.41181    
   357.0000       4807.000       69.33253    
   358.0000       4708.000       68.61487    
   359.0000       4774.000       69.09414    
   360.0000       5013.000       70.80254    
   361.0000       4721.000       68.70953    
   362.0000       4564.000       67.55738    
   363.0000       4551.000       67.46110    
   364.0000       4736.000       68.81860    
   365.0000       4644.000       68.14690    
   366.0000       4598.000       67.80856    
   367.0000       4509.000       67.14909    
   368.0000       4810.000       69.35416    
   369.0000       4598.000       67.80856    
   370.0000       4748.000       68.90573    
   371.0000       4363.000       66.05301    
   372.0000       4490.000       67.00746    
   373.0000       4649.000       68.18358    
   374.0000       4524.000       67.26069    
   375.0000       4518.000       67.21607    
   376.0000       4412.000       66.42289    
   377.0000       4434.000       66.58829    
   378.0000       4673.000       68.35934    
   379.0000       4402.000       66.34757    
   380.0000       4204.000       64.83826    
   381.0000       4557.000       67.50555    
   382.0000       4147.000       64.39720    
   383.0000       4378.000       66.16646    
   384.0000       4401.000       66.34003    
   385.0000       4458.000       66.76826    
   386.0000       4593.000       67.77168    
   387.0000       4451.000       66.71581    
   388.0000       4558.000       67.51296    
   389.0000       4426.000       66.52819    
   390.0000       4711.000       68.63673    
   391.0000       4295.000       65.53625    
   392.0000       4370.000       66.10597    
   393.0000       4489.000       67.00000    
   394.0000       4260.000       65.26868    
   395.0000       4622.000       67.98529    
   396.0000       4509.000       67.14909    
   397.0000       4558.000       67.51296    
   398.0000       4492.000       67.02238    
   399.0000       4426.000       66.52819    
   400.0000       4437.000       66.61081    
   401.0000       4366.000       66.07571    
   402.0000       4451.000       66.71581    
   403.0000       4376.000       66.15134    
   404.0000       4552.000       67.46851    
   405.0000       4639.000       68.11021    
   406.0000       4662.000       68.27884    
   407.0000       4480.000       66.93280    
   408.0000       4357.000       66.00758    
   409.0000       4362.000       66.04544    
   410.0000       4557.000       67.50555    
   411.0000       4157.000       64.47480    
   412.0000       4312.000       65.66582    
   413.0000       4508.000       67.14164    
   414.0000       4319.000       65.71910    
   415.0000       4393.000       66.27971    
   416.0000       4328.000       65.78754    
   417.0000       4423.000       66.50564    
   418.0000       4249.000       65.18436    
   419.0000       4166.000       64.54456    
   420.0000       4103.000       64.05466    
   421.0000       4345.000       65.91661    
   422.0000       4305.000       65.61250    
   423.0000       4496.000       67.05222    
   424.0000       4561.000       67.53518    
   425.0000       4220.000       64.96152    
   426.0000       4417.000       66.46052    
   427.0000       4382.000       66.19668    
   428.0000       4561.000       67.53518    
   429.0000       4396.000       66.30234    
   430.0000       4475.000       66.89544    
   431.0000       4081.000       63.88271    
   432.0000       4246.000       65.16134    
   433.0000       4339.000       65.87109    
   434.0000       4323.000       65.74953    
   435.0000       4371.000       66.11354    
   436.0000       4364.000       66.06058    
   437.0000       4255.000       65.23036    
   438.0000       4364.000       66.06058    
   439.0000       4356.000       66.00000    
   440.0000       4215.000       64.92303    
   441.0000       4497.000       67.05968    
   442.0000       4476.000       66.90292    
   443.0000       4091.000       63.96093    
   444.0000       4144.000       64.37391    
   445.0000       4158.000       64.48256    
   446.0000       4222.000       64.97692    
   447.0000       4305.000       65.61250    
   448.0000       4293.000       65.52099    
   449.0000       4197.000       64.78426    
   450.0000       4500.000       67.08204    
   451.0000       4072.000       63.81223    
   452.0000       4219.000       64.95383    
   453.0000       4312.000       65.66582    
   454.0000       4104.000       64.06247    
   455.0000       4227.000       65.01538    
   456.0000       4250.000       65.19202    
   457.0000       4364.000       66.06058    
   458.0000       4121.000       64.19501    
   459.0000       4115.000       64.14826    
   460.0000       4048.000       63.62389    
   461.0000       4922.000       70.15697    
   462.0000       4153.000       64.44377    
   463.0000       4246.000       65.16134    
   464.0000       4389.000       66.24953    
   465.0000       4338.000       65.86349    
   466.0000       4278.000       65.40643    
   467.0000       4237.000       65.09224    
   468.0000       4274.000       65.37584    
   469.0000       4390.000       66.25707    
   470.0000       4516.000       67.20119    
   471.0000       4218.000       64.94613    
   472.0000       4183.000       64.67612    
   473.0000       4189.000       64.72248    
   474.0000       4101.000       64.03905    
   475.0000       4279.000       65.41406    
   476.0000       4215.000       64.92303    
   477.0000       4321.000       65.73431    
   478.0000       4326.000       65.77233    
   479.0000       4111.000       64.11708    
   480.0000       4268.000       65.32993    
   481.0000       3876.000       62.25753    
   482.0000       4168.000       64.56005    
   483.0000       4281.000       65.42935    
   484.0000       4177.000       64.62971    
   485.0000       4172.000       64.59102    
   486.0000       4087.000       63.92965    
   487.0000       4047.000       63.61604    
   488.0000       4214.000       64.91533    
   489.0000       4160.000       64.49806    
   490.0000       4436.000       66.60330    
   491.0000       4172.000       64.59102    
   492.0000       4070.000       63.79655    
   493.0000       4338.000       65.86349    
   494.0000       4235.000       65.07688    
   495.0000       4193.000       64.75338    
   496.0000       4202.000       64.82284    
   497.0000       4257.000       65.24569    
   498.0000       4212.000       64.89993    
   499.0000       4217.000       64.93843    
   500.0000       4276.000       65.39113    
   501.0000       4102.000       64.04686    
   502.0000       4173.000       64.59876    
   503.0000       4187.000       64.70703    
   504.0000       4037.000       63.53739    
   505.0000       4081.000       63.88271    
   506.0000       4344.000       65.90903    
   507.0000       4334.000       65.83312    
   508.0000       4256.000       65.23803    
   509.0000       4095.000       63.99219    
   510.0000       4280.000       65.42171    
   511.0000       4013.000       63.34824    
   512.0000       4011.000       63.33245    
   513.0000       4179.000       64.64519    
   514.0000       4073.000       63.82006    
   515.0000       4116.000       64.15606    
   516.0000       4100.000       64.03124    
   517.0000       4277.000       65.39877    
   518.0000       4135.000       64.30396    
   519.0000       4262.000       65.28400    
   520.0000       4274.000       65.37584    
   521.0000       4425.000       66.52068    
   522.0000       4045.000       63.60032    
   523.0000       4175.000       64.61424    
   524.0000       4174.000       64.60650    
   525.0000       4180.000       64.65292    
   526.0000       4198.000       64.79198    
   527.0000       4177.000       64.62971    
   528.0000       4484.000       66.96268    
   529.0000       4011.000       63.33245    
   530.0000       4398.000       66.31742    
   531.0000       3929.000       62.68174    
   532.0000       4180.000       64.65292    
   533.0000       4231.000       65.04613    
   534.0000       4106.000       64.07808    
   535.0000       4096.000       64.00000    
   536.0000       4011.000       63.33245    
   537.0000       4252.000       65.20736    
   538.0000       4220.000       64.96152    
   539.0000       4043.000       63.58459    
   540.0000       4044.000       63.59245    
   541.0000       4051.000       63.64746    
   542.0000       3852.000       62.06448    
   543.0000       4203.000       64.83055    
   544.0000       4257.000       65.24569    
   545.0000       4134.000       64.29619    
   546.0000       4249.000       65.18436    
   547.0000       4124.000       64.21838    
   548.0000       4331.000       65.81033    
   549.0000       4107.000       64.08588    
   550.0000       4436.000       66.60330    
   551.0000       4181.000       64.66065    
   552.0000       4197.000       64.78426    
   553.0000       4333.000       65.82552    
   554.0000       4117.000       64.16386    
   555.0000       4268.000       65.32993    
   556.0000       4079.000       63.86705    
   557.0000       4224.000       64.99231    
   558.0000       4221.000       64.96922    
   559.0000       3988.000       63.15061    
   560.0000       3795.000       61.60357    
   561.0000       4100.000       64.03124    
   562.0000       4112.000       64.12488    
   563.0000       4092.000       63.96874    
   564.0000       4089.000       63.94529    
   565.0000       4320.000       65.72671    
   566.0000       4227.000       65.01538    
   567.0000       4243.000       65.13831    
   568.0000       4256.000       65.23803    
   569.0000       4061.000       63.72598    
   570.0000       4275.000       65.38348    
   571.0000       3871.000       62.21736    
   572.0000       4097.000       64.00781    
   573.0000       4268.000       65.32993    
   574.0000       4017.000       63.37981    
   575.0000       4176.000       64.62198    
   576.0000       4004.000       63.27717    
   577.0000       4054.000       63.67103    
   578.0000       4064.000       63.74951    
   579.0000       3955.000       62.88879    
   580.0000       3315.000       57.57604    
   581.0000       3926.000       62.65780    
   582.0000       4034.000       63.51378    
   583.0000       4067.000       63.77304    
   584.0000       4104.000       64.06247    
   585.0000       4109.000       64.10148    
   586.0000       4111.000       64.11708    
   587.0000       4087.000       63.92965    
   588.0000       4131.000       64.27286    
   589.0000       3968.000       62.99206    
   590.0000       4211.000       64.89222    
   591.0000       3874.000       62.24147    
   592.0000       3828.000       61.87083    
   593.0000       4036.000       63.52952    
   594.0000       3815.000       61.76569    
   595.0000       3885.000       62.32977    
   596.0000       4035.000       63.52165    
   597.0000       4243.000       65.13831    
   598.0000       3853.000       62.07254    
   599.0000       3802.000       61.66036    
   600.0000       3552.000       59.59866    
   601.0000       4043.000       63.58459    
   602.0000       3760.000       61.31884    
   603.0000       3751.000       61.24541    
   604.0000       3989.000       63.15853    
   605.0000       3939.000       62.76145    
   606.0000       3870.000       62.20932    
   607.0000       3781.000       61.48984    
   608.0000       3758.000       61.30253    
   609.0000       3790.000       61.56298    
   610.0000       3823.000       61.83041    
   611.0000       3600.000       60.00000    
   612.0000       3717.000       60.96721    
   613.0000       3796.000       61.61169    
   614.0000       3579.000       59.82475    
   615.0000       3624.000       60.19967    
   616.0000       3614.000       60.11655    
   617.0000       3711.000       60.91798    
   618.0000       3740.000       61.15554    
   619.0000       3999.000       63.23765    
   620.0000       4137.000       64.31951    
   621.0000       4948.000       70.34202    
   622.0000       4137.000       64.31951    
   623.0000       4360.000       66.03030    
   624.0000       4316.000       65.69627    
   625.0000       4141.000       64.35060    
   626.0000       4326.000       65.77233    
   627.0000       4117.000       64.16386    
   628.0000       4353.000       65.97727    
   629.0000       4067.000       63.77304    
   630.0000       3960.000       62.92853    
   631.0000       3327.000       57.68015    
   632.0000       3194.000       56.51548    
   633.0000       3229.000       56.82429    
   634.0000       2929.000       54.12024    
   635.0000       3016.000       54.91812    
   636.0000       3045.000       55.18152    
   637.0000       2923.000       54.06478    
   638.0000       3106.000       55.73150    
   639.0000       3033.000       55.07268    
   640.0000       2981.000       54.59853    
