sample v-GeO2 1000K                                          22-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12141.00       110.1862    
   1.000000       1353.000       36.78315    
   2.000000       1636.000       40.44750    
   3.000000       1960.000       44.27189    
   4.000000       2830.000       53.19774    
   5.000000       3883.000       62.31372    
   6.000000       4488.000       66.99254    
   7.000000       5446.000       73.79702    
   8.000000       5687.000       75.41220    
   9.000000       6150.000       78.42194    
   10.00000       5560.000       74.56541    
   11.00000       5391.000       73.42343    
   12.00000       4950.000       70.35624    
   13.00000       4391.000       66.26462    
   14.00000       4199.000       64.79969    
   15.00000       3963.000       62.95236    
   16.00000       4227.000       65.01538    
   17.00000       4419.000       66.47556    
   18.00000       4993.000       70.66116    
   19.00000       12491.00       111.7631    
   20.00000       6028.000       77.64020    
   21.00000       6721.000       81.98170    
   22.00000       6950.000       83.36666    
   23.00000       8295.000       91.07689    
   24.00000       25227.00       158.8301    
   25.00000       45407.00       213.0892    
   26.00000       49784.00       223.1233    
   27.00000       53787.00       231.9202    
   28.00000       54829.00       234.1559    
   29.00000       54245.00       232.9056    
   30.00000       46661.00       216.0116    
   31.00000       48368.00       219.9273    
   32.00000       53525.00       231.3547    
   33.00000       57526.00       239.8458    
   34.00000       55511.00       235.6077    
   35.00000       55593.00       235.7817    
   36.00000       60737.00       246.4488    
   37.00000       59996.00       244.9408    
   38.00000       56570.00       237.8445    
   39.00000       54138.00       232.6757    
   40.00000       62170.00       249.3391    
   41.00000       60077.00       245.1061    
   42.00000       60884.00       246.7468    
   43.00000       63091.00       251.1792    
   44.00000       63645.00       252.2796    
   45.00000       64817.00       254.5918    
   46.00000       63374.00       251.7419    
   47.00000       64219.00       253.4147    
   48.00000       63748.00       252.4837    
   49.00000       67385.00       259.5862    
   50.00000       60758.00       246.4914    
   51.00000       65704.00       256.3279    
   52.00000       73079.00       270.3313    
   53.00000       71011.00       266.4789    
   54.00000       73063.00       270.3017    
   55.00000       76042.00       275.7571    
   56.00000       76307.00       276.2372    
   57.00000       77323.00       278.0701    
   58.00000       76949.00       277.3968    
   59.00000       69606.00       263.8295    
   60.00000       84605.00       290.8694    
   61.00000       86933.00       294.8440    
   62.00000       93288.00       305.4308    
   63.00000       93927.00       306.4751    
   64.00000       94138.00       306.8192    
   65.00000       95572.00       309.1472    
   66.00000       92965.00       304.9016    
   67.00000       92313.00       303.8305    
   68.00000       89505.00       299.1739    
   69.00000       97738.00       312.6308    
   70.00000       86546.00       294.1870    
   71.00000       85965.00       293.1979    
   72.00000       86165.00       293.5388    
   73.00000       84154.00       290.0931    
   74.00000       86433.00       293.9949    
   75.00000       81936.00       286.2447    
   76.00000       81143.00       284.8561    
