sample v-GeO2 1325K x3                                       24-11-07  1000.000K
   77.00000       36986.00       192.3174    
   78.00000       34029.00       184.4695    
   79.00000       28409.00       168.5497    
   80.00000       35771.00       189.1322    
   81.00000       35727.00       189.0159    
   82.00000       36033.00       189.8236    
   83.00000       36062.00       189.9000    
   84.00000       35865.00       189.3806    
   85.00000       35839.00       189.3119    
   86.00000       34378.00       185.4131    
   87.00000       35069.00       187.2672    
   88.00000       35435.00       188.2419    
   89.00000       37338.00       193.2304    
   90.00000       32988.00       181.6260    
   91.00000       34272.00       185.1270    
   92.00000       34441.00       185.5829    
   93.00000       34037.00       184.4912    
   94.00000       34996.00       187.0722    
   95.00000       34373.00       185.3996    
   96.00000       34934.00       186.9064    
   97.00000       36073.00       189.9289    
   98.00000       35361.00       188.0452    
   99.00000       32096.00       179.1536    
   100.0000       34026.00       184.4614    
   101.0000       35187.00       187.5820    
   102.0000       35546.00       188.5365    
   103.0000       37755.00       194.3065    
   104.0000       37570.00       193.8298    
   105.0000       37604.00       193.9175    
   106.0000       37372.00       193.3184    
   107.0000       39583.00       198.9548    
   108.0000       39026.00       197.5500    
   109.0000       40970.00       202.4105    
   110.0000       36102.00       190.0053    
   111.0000       37408.00       193.4115    
   112.0000       37375.00       193.3262    
   113.0000       35540.00       188.5206    
   114.0000       36280.00       190.4731    
   115.0000       35630.00       188.7591    
   116.0000       35707.00       188.9630    
   117.0000       34833.00       186.6360    
   118.0000       32301.00       179.7248    
   119.0000       27790.00       166.7033    
   120.0000       37344.00       193.2460    
   121.0000       34558.00       185.8978    
   122.0000       36673.00       191.5020    
   123.0000       37052.00       192.4890    
   124.0000       35890.00       189.4466    
   125.0000       35610.00       188.7061    
   126.0000       36511.00       191.0785    
   127.0000       37103.00       192.6214    
   128.0000       34919.00       186.8663    
   129.0000       38112.00       195.2229    
   130.0000       34653.00       186.1532    
   131.0000       35717.00       188.9894    
   132.0000       37426.00       193.4580    
   133.0000       35723.00       189.0053    
   134.0000       36228.00       190.3365    
   135.0000       36206.00       190.2787    
   136.0000       37215.00       192.9119    
   137.0000       38316.00       195.7447    
   138.0000       36232.00       190.3470    
   139.0000       37334.00       193.2201    
   140.0000       36008.00       189.7577    
   141.0000       36634.00       191.4001    
   142.0000       37256.00       193.0181    
   143.0000       38461.00       196.1148    
   144.0000       38331.00       195.7831    
   145.0000       38616.00       196.5095    
   146.0000       38579.00       196.4154    
   147.0000       40425.00       201.0597    
   148.0000       39172.00       197.9192    
   149.0000       42304.00       205.6794    
   150.0000       38441.00       196.0638    
   151.0000       40068.00       200.1699    
   152.0000       41448.00       203.5878    
   153.0000       40965.00       202.3981    
   154.0000       41499.00       203.7130    
   155.0000       40230.00       200.5742    
   156.0000       42268.00       205.5918    
   157.0000       42816.00       206.9203    
   158.0000       39189.00       197.9621    
   159.0000       29338.00       171.2834    
   160.0000       45825.00       214.0677    
   161.0000       43961.00       209.6688    
   162.0000       44547.00       211.0616    
   163.0000       44908.00       211.9151    
   164.0000       45291.00       212.8168    
   165.0000       45212.00       212.6311    
   166.0000       44521.00       211.0000    
   167.0000       45068.00       212.2923    
   168.0000       43217.00       207.8870    
   169.0000       46762.00       216.2452    
   170.0000       43585.00       208.7702    
   171.0000       43372.00       208.2595    
   172.0000       45085.00       212.3323    
   173.0000       42519.00       206.2014    
   174.0000       42116.00       205.2218    
   175.0000       43758.00       209.1841    
   176.0000       45222.00       212.6546    
   177.0000       43026.00       207.4271    
   178.0000       40998.00       202.4796    
   179.0000       39694.00       199.2335    
   180.0000       43642.00       208.9067    
   181.0000       42760.00       206.7849    
   182.0000       42564.00       206.3104    
   183.0000       43660.00       208.9498    
   184.0000       43529.00       208.6360    
   185.0000       43240.00       207.9423    
   186.0000       41624.00       204.0196    
   187.0000       40912.00       202.2672    
   188.0000       40239.00       200.5966    
   189.0000       42045.00       205.0488    
   190.0000       38079.00       195.1384    
   191.0000       38517.00       196.2575    
   192.0000       38818.00       197.0228    
   193.0000       37259.00       193.0259    
   194.0000       37220.00       192.9249    
   195.0000       37764.00       194.3296    
   196.0000       36924.00       192.1562    
   197.0000       36870.00       192.0156    
   198.0000       36271.00       190.4495    
   199.0000       36941.00       192.2004    
   200.0000       34375.00       185.4050    
   201.0000       34260.00       185.0946    
   202.0000       35802.00       189.2142    
   203.0000       36385.00       190.7485    
   204.0000       36058.00       189.8894    
   205.0000       35538.00       188.5153    
   206.0000       34982.00       187.0348    
   207.0000       36663.00       191.4758    
   208.0000       34823.00       186.6092    
   209.0000       36658.00       191.4628    
   210.0000       32759.00       180.9945    
   211.0000       33953.00       184.2634    
   212.0000       36601.00       191.3139    
   213.0000       35070.00       187.2699    
   214.0000       34824.00       186.6119    
   215.0000       34051.00       184.5291    
   216.0000       34711.00       186.3089    
   217.0000       35437.00       188.2472    
   218.0000       33639.00       183.4094    
   219.0000       31637.00       177.8679    
   220.0000       37201.00       192.8756    
   221.0000       34462.00       185.6394    
   222.0000       34960.00       186.9759    
   223.0000       35495.00       188.4012    
   224.0000       35372.00       188.0744    
   225.0000       34725.00       186.3465    
   226.0000       35150.00       187.4833    
   227.0000       36218.00       190.3103    
   228.0000       35461.00       188.3109    
   229.0000       37723.00       194.2241    
   230.0000       33654.00       183.4503    
   231.0000       34326.00       185.2728    
   232.0000       35605.00       188.6929    
   233.0000       35684.00       188.9021    
   234.0000       35242.00       187.7285    
   235.0000       35561.00       188.5762    
   236.0000       36026.00       189.8052    
   237.0000       35596.00       188.6690    
   238.0000       34944.00       186.9331    
   239.0000       31345.00       177.0452    
   240.0000       37342.00       193.2408    
   241.0000       35897.00       189.4650    
   242.0000       37854.00       194.5611    
   243.0000       36527.00       191.1204    
   244.0000       36297.00       190.5177    
   245.0000       37780.00       194.3708    
   246.0000       36929.00       192.1692    
   247.0000       37656.00       194.0515    
   248.0000       36427.00       190.8586    
   249.0000       38959.00       197.3803    
   250.0000       35126.00       187.4193    
   251.0000       36359.00       190.6804    
   252.0000       37174.00       192.8056    
   253.0000       36773.00       191.7629    
   254.0000       37099.00       192.6110    
   255.0000       36474.00       190.9817    
   256.0000       37252.00       193.0078    
   257.0000       36653.00       191.4497    
   258.0000       34540.00       185.8494    
   259.0000       30889.00       175.7527    
   260.0000       38463.00       196.1199    
   261.0000       38132.00       195.2742    
   262.0000       37765.00       194.3322    
   263.0000       37647.00       194.0284    
   264.0000       38155.00       195.3331    
   265.0000       38113.00       195.2255    
   266.0000       38820.00       197.0279    
   267.0000       40240.00       200.5991    
   268.0000       38144.00       195.3049    
   269.0000       40801.00       201.9926    
   270.0000       36737.00       191.6690    
   271.0000       37227.00       192.9430    
   272.0000       39487.00       198.7134    
   273.0000       38835.00       197.0660    
   274.0000       37936.00       194.7717    
   275.0000       37863.00       194.5842    
   276.0000       38955.00       197.3702    
   277.0000       37878.00       194.6227    
   278.0000       36319.00       190.5754    
   279.0000       31472.00       177.4035    
   280.0000       39401.00       198.4969    
   281.0000       38432.00       196.0408    
   282.0000       38511.00       196.2422    
   283.0000       39303.00       198.2498    
   284.0000       38250.00       195.5761    
   285.0000       38246.00       195.5658    
   286.0000       37851.00       194.5533    
   287.0000       39614.00       199.0327    
   288.0000       37936.00       194.7717    
   289.0000       40318.00       200.7934    
   290.0000       37221.00       192.9274    
   291.0000       37832.00       194.5045    
   292.0000       38648.00       196.5909    
   293.0000       37547.00       193.7705    
   294.0000       37401.00       193.3934    
   295.0000       37826.00       194.4891    
   296.0000       38515.00       196.2524    
   297.0000       36811.00       191.8619    
   298.0000       35854.00       189.3515    
   299.0000       35625.00       188.7459    
   300.0000       39384.00       198.4540    
   301.0000       36984.00       192.3122    
   302.0000       37266.00       193.0440    
   303.0000       37557.00       193.7963    
   304.0000       37345.00       193.2486    
   305.0000       37809.00       194.4454    
   306.0000       37616.00       193.9484    
   307.0000       37334.00       193.2201    
   308.0000       36582.00       191.2642    
   309.0000       39491.00       198.7234    
   310.0000       35536.00       188.5099    
   311.0000       37344.00       193.2460    
   312.0000       38063.00       195.0974    
   313.0000       36297.00       190.5177    
   314.0000       37136.00       192.7070    
   315.0000       35826.00       189.2776    
   316.0000       36678.00       191.5150    
   317.0000       37429.00       193.4658    
   318.0000       35266.00       187.7924    
   319.0000       32248.00       179.5773    
   320.0000       34333.00       185.2917    
   321.0000       35608.00       188.7008    
   322.0000       36771.00       191.7577    
   323.0000       36787.00       191.7994    
   324.0000       36684.00       191.5307    
   325.0000       36454.00       190.9293    
   326.0000       36105.00       190.0132    
   327.0000       35985.00       189.6971    
   328.0000       34685.00       186.2391    
   329.0000       37827.00       194.4916    
   330.0000       33865.00       184.0245    
   331.0000       35291.00       187.8590    
   332.0000       36115.00       190.0395    
   333.0000       34285.00       185.1621    
   334.0000       35030.00       187.1630    
   335.0000       34799.00       186.5449    
   336.0000       34365.00       185.3780    
   337.0000       35092.00       187.3286    
   338.0000       34434.00       185.5640    
   339.0000       33395.00       182.7430    
   340.0000       36960.00       192.2498    
   341.0000       35125.00       187.4166    
   342.0000       35885.00       189.4334    
   343.0000       36177.00       190.2025    
   344.0000       36881.00       192.0443    
   345.0000       37755.00       194.3065    
   346.0000       36267.00       190.4390    
   347.0000       36264.00       190.4311    
   348.0000       36446.00       190.9084    
   349.0000       38814.00       197.0127    
   350.0000       34197.00       184.9243    
   351.0000       35712.00       188.9762    
   352.0000       36489.00       191.0209    
   353.0000       35241.00       187.7259    
   354.0000       35860.00       189.3674    
   355.0000       35969.00       189.6550    
   356.0000       37399.00       193.3882    
   357.0000       36455.00       190.9319    
   358.0000       35876.00       189.4096    
   359.0000       37765.00       194.3322    
   360.0000       37307.00       193.1502    
   361.0000       36028.00       189.8104    
   362.0000       36041.00       189.8447    
   363.0000       36777.00       191.7733    
   364.0000       36802.00       191.8385    
   365.0000       36677.00       191.5124    
   366.0000       36522.00       191.1073    
   367.0000       37188.00       192.8419    
   368.0000       36143.00       190.1131    
   369.0000       38330.00       195.7805    
   370.0000       33450.00       182.8934    
   371.0000       34959.00       186.9733    
   372.0000       37679.00       194.1108    
   373.0000       35605.00       188.6929    
   374.0000       35839.00       189.3119    
   375.0000       36039.00       189.8394    
   376.0000       36524.00       191.1125    
   377.0000       36651.00       191.4445    
   378.0000       34943.00       186.9305    
   379.0000       33214.00       182.2471    
   380.0000       37212.00       192.9041    
   381.0000       33528.00       183.1065    
   382.0000       35197.00       187.6086    
   383.0000       36554.00       191.1910    
   384.0000       36342.00       190.6358    
   385.0000       36690.00       191.5463    
   386.0000       36477.00       190.9895    
   387.0000       37751.00       194.2962    
   388.0000       35884.00       189.4307    
   389.0000       38572.00       196.3976    
   390.0000       35099.00       187.3473    
   391.0000       36222.00       190.3208    
   392.0000       36577.00       191.2511    
   393.0000       35462.00       188.3136    
   394.0000       36973.00       192.2836    
   395.0000       36554.00       191.1910    
   396.0000       37152.00       192.7485    
   397.0000       37260.00       193.0285    
   398.0000       36478.00       190.9921    
   399.0000       37544.00       193.7627    
   400.0000       37095.00       192.6006    
   401.0000       36487.00       191.0157    
   402.0000       36694.00       191.5568    
   403.0000       36782.00       191.7863    
   404.0000       37407.00       193.4089    
   405.0000       38515.00       196.2524    
   406.0000       37371.00       193.3158    
   407.0000       36748.00       191.6977    
   408.0000       36416.00       190.8298    
   409.0000       38342.00       195.8111    
   410.0000       33737.00       183.6763    
   411.0000       36899.00       192.0911    
   412.0000       37370.00       193.3132    
   413.0000       36368.00       190.7040    
   414.0000       36762.00       191.7342    
   415.0000       36367.00       190.7013    
   416.0000       37021.00       192.4084    
   417.0000       36654.00       191.4523    
   418.0000       34458.00       185.6287    
   419.0000       33880.00       184.0652    
   420.0000       37453.00       193.5278    
   421.0000       36348.00       190.6515    
   422.0000       38363.00       195.8647    
   423.0000       38104.00       195.2025    
   424.0000       36863.00       191.9974    
   425.0000       37656.00       194.0515    
   426.0000       37639.00       194.0077    
   427.0000       38310.00       195.7294    
   428.0000       36959.00       192.2472    
   429.0000       38892.00       197.2105    
   430.0000       35266.00       187.7924    
   431.0000       35877.00       189.4122    
   432.0000       37830.00       194.4994    
   433.0000       36498.00       191.0445    
   434.0000       37273.00       193.0622    
   435.0000       36899.00       192.0911    
   436.0000       36702.00       191.5777    
   437.0000       37628.00       193.9794    
   438.0000       36855.00       191.9766    
   439.0000       35415.00       188.1887    
   440.0000       38461.00       196.1148    
   441.0000       37187.00       192.8393    
   442.0000       36159.00       190.1552    
   443.0000       35742.00       189.0555    
   444.0000       36369.00       190.7066    
   445.0000       37198.00       192.8678    
   446.0000       36608.00       191.3322    
   447.0000       37090.00       192.5876    
   448.0000       35803.00       189.2168    
   449.0000       39053.00       197.6183    
   450.0000       35334.00       187.9734    
   451.0000       36201.00       190.2656    
   452.0000       37221.00       192.9274    
   453.0000       36052.00       189.8736    
   454.0000       35932.00       189.5574    
   455.0000       36327.00       190.5964    
   456.0000       36602.00       191.3165    
   457.0000       36223.00       190.3234    
   458.0000       35784.00       189.1666    
   459.0000       33259.00       182.3705    
   460.0000       41760.00       204.3526    
   461.0000       36272.00       190.4521    
   462.0000       36362.00       190.6882    
   463.0000       37755.00       194.3065    
   464.0000       37045.00       192.4708    
   465.0000       37134.00       192.7018    
   466.0000       36555.00       191.1936    
   467.0000       37465.00       193.5588    
   468.0000       36276.00       190.4626    
   469.0000       39038.00       197.5804    
   470.0000       36036.00       189.8315    
   471.0000       36236.00       190.3576    
   472.0000       35842.00       189.3198    
   473.0000       35626.00       188.7485    
   474.0000       35844.00       189.3251    
   475.0000       36101.00       190.0026    
   476.0000       37472.00       193.5769    
   477.0000       36432.00       190.8717    
   478.0000       35522.00       188.4728    
   479.0000       37132.00       192.6967    
   480.0000       33740.00       183.6845    
   481.0000       36381.00       190.7380    
   482.0000       36826.00       191.9010    
   483.0000       36541.00       191.1570    
   484.0000       35463.00       188.3162    
   485.0000       35470.00       188.3348    
   486.0000       36197.00       190.2551    
   487.0000       36882.00       192.0469    
   488.0000       35908.00       189.4941    
   489.0000       38684.00       196.6825    
   490.0000       34963.00       186.9840    
   491.0000       35246.00       187.7392    
   492.0000       36919.00       192.1432    
   493.0000       35414.00       188.1861    
   494.0000       36595.00       191.2982    
   495.0000       36026.00       189.8052    
   496.0000       36517.00       191.0942    
   497.0000       36877.00       192.0338    
   498.0000       35952.00       189.6101    
   499.0000       35903.00       189.4809    
   500.0000       36094.00       189.9842    
   501.0000       35378.00       188.0904    
   502.0000       35405.00       188.1622    
   503.0000       34896.00       186.8047    
   504.0000       35898.00       189.4677    
   505.0000       37152.00       192.7485    
   506.0000       36500.00       191.0497    
   507.0000       37420.00       193.4425    
   508.0000       35473.00       188.3428    
   509.0000       38056.00       195.0795    
   510.0000       34573.00       185.9382    
   511.0000       36074.00       189.9316    
   512.0000       36540.00       191.1544    
   513.0000       34804.00       186.5583    
   514.0000       36186.00       190.2262    
   515.0000       36279.00       190.4705    
   516.0000       37006.00       192.3694    
   517.0000       37152.00       192.7485    
   518.0000       36206.00       190.2787    
   519.0000       36936.00       192.1874    
   520.0000       39068.00       197.6563    
   521.0000       35167.00       187.5287    
   522.0000       36426.00       190.8560    
   523.0000       36784.00       191.7915    
   524.0000       35987.00       189.7024    
   525.0000       36499.00       191.0471    
   526.0000       36555.00       191.1936    
   527.0000       37550.00       193.7782    
   528.0000       35453.00       188.2897    
   529.0000       38778.00       196.9213    
   530.0000       35249.00       187.7472    
   531.0000       35917.00       189.5178    
   532.0000       36897.00       192.0859    
   533.0000       36302.00       190.5308    
   534.0000       35992.00       189.7156    
   535.0000       35673.00       188.8730    
   536.0000       37936.00       194.7717    
   537.0000       37321.00       193.1864    
   538.0000       35526.00       188.4834    
   539.0000       35766.00       189.1190    
   540.0000       37060.00       192.5097    
   541.0000       35506.00       188.4304    
   542.0000       36225.00       190.3287    
   543.0000       37076.00       192.5513    
   544.0000       36805.00       191.8463    
   545.0000       37012.00       192.3850    
   546.0000       37122.00       192.6707    
   547.0000       37696.00       194.1546    
   548.0000       36487.00       191.0157    
   549.0000       38887.00       197.1979    
   550.0000       36029.00       189.8131    
   551.0000       36567.00       191.2250    
   552.0000       36982.00       192.3071    
   553.0000       36505.00       191.0628    
   554.0000       36601.00       191.3139    
   555.0000       36642.00       191.4210    
   556.0000       36788.00       191.8020    
   557.0000       37355.00       193.2744    
   558.0000       35562.00       188.5789    
   559.0000       32168.00       179.3544    
   560.0000       35727.00       189.0159    
   561.0000       35728.00       189.0185    
   562.0000       35449.00       188.2791    
   563.0000       36175.00       190.1973    
   564.0000       36716.00       191.6142    
   565.0000       36908.00       192.1145    
   566.0000       37506.00       193.6647    
   567.0000       36814.00       191.8698    
   568.0000       35097.00       187.3419    
   569.0000       38411.00       195.9872    
   570.0000       33962.00       184.2878    
   571.0000       34706.00       186.2955    
   572.0000       37070.00       192.5357    
   573.0000       35895.00       189.4598    
   574.0000       36123.00       190.0605    
   575.0000       35319.00       187.9335    
   576.0000       35520.00       188.4675    
   577.0000       35969.00       189.6550    
   578.0000       33989.00       184.3611    
   579.0000       27912.00       167.0688    
   580.0000       35052.00       187.2218    
   581.0000       35332.00       187.9681    
   582.0000       35554.00       188.5577    
   583.0000       35990.00       189.7103    
   584.0000       36422.00       190.8455    
   585.0000       36359.00       190.6804    
   586.0000       35245.00       187.7365    
   587.0000       36253.00       190.4022    
   588.0000       34407.00       185.4912    
   589.0000       36891.00       192.0703    
   590.0000       32615.00       180.5962    
   591.0000       32936.00       181.4828    
   592.0000       35146.00       187.4727    
   593.0000       32798.00       181.1022    
   594.0000       33248.00       182.3403    
   595.0000       34187.00       184.8973    
   596.0000       34088.00       184.6294    
   597.0000       32296.00       179.7109    
   598.0000       32669.00       180.7457    
   599.0000       30771.00       175.4166    
   600.0000       34632.00       186.0968    
   601.0000       32484.00       180.2332    
   602.0000       32842.00       181.2236    
   603.0000       33859.00       184.0081    
   604.0000       33138.00       182.0385    
   605.0000       32766.00       181.0138    
   606.0000       32072.00       179.0866    
   607.0000       32932.00       181.4718    
   608.0000       32434.00       180.0944    
   609.0000       33803.00       183.8559    
   610.0000       31208.00       176.6579    
   611.0000       31890.00       178.5777    
   612.0000       32325.00       179.7915    
   613.0000       31228.00       176.7145    
   614.0000       31112.00       176.3859    
   615.0000       31150.00       176.4936    
   616.0000       31303.00       176.9265    
   617.0000       31563.00       177.6598    
   618.0000       35887.00       189.4386    
   619.0000       36755.00       191.7159    
   620.0000       44892.00       211.8773    
   621.0000       37046.00       192.4734    
   622.0000       37838.00       194.5199    
   623.0000       37926.00       194.7460    
   624.0000       37096.00       192.6032    
   625.0000       38261.00       195.6042    
   626.0000       37147.00       192.7356    
   627.0000       38144.00       195.3049    
   628.0000       36147.00       190.1236    
   629.0000       38175.00       195.3842    
   630.0000       34823.00       186.6092    
   631.0000       35356.00       188.0319    
   632.0000       37385.00       193.3520    
   633.0000       35396.00       188.1382    
   634.0000       35434.00       188.2392    
   635.0000       35495.00       188.4012    
   636.0000       35880.00       189.4202    
   637.0000       36397.00       190.7800    
   638.0000       35606.00       188.6955    
   639.0000       35698.00       188.9391    
