Vanadium rnace avelenght calibration                         26-11-07  2000.000K
   77.00000       54685.00       233.8482    
   78.00000       51740.00       227.4643    
   79.00000       45827.00       214.0724    
   80.00000       55723.00       236.0572    
   81.00000       55139.00       234.8170    
   82.00000       55863.00       236.3535    
   83.00000       56813.00       238.3548    
   84.00000       57047.00       238.8451    
   85.00000       57198.00       239.1610    
   86.00000       55437.00       235.4506    
   87.00000       56213.00       237.0928    
   88.00000       57469.00       239.7269    
   89.00000       60245.00       245.4486    
   90.00000       54171.00       232.7466    
   91.00000       55552.00       235.6947    
   92.00000       56029.00       236.7045    
   93.00000       54937.00       234.3864    
   94.00000       56041.00       236.7298    
   95.00000       55673.00       235.9513    
   96.00000       56207.00       237.0802    
   97.00000       56967.00       238.6776    
   98.00000       55814.00       236.2499    
   99.00000       52885.00       229.9674    
   100.0000       52993.00       230.2021    
   101.0000       54579.00       233.6215    
   102.0000       54770.00       234.0299    
   103.0000       57651.00       240.1062    
   104.0000       57742.00       240.2957    
   105.0000       58004.00       240.8402    
   106.0000       56869.00       238.4722    
   107.0000       58657.00       242.1921    
   108.0000       56561.00       237.8256    
   109.0000       60996.00       246.9737    
   110.0000       56938.00       238.6169    
   111.0000       60057.00       245.0653    
   112.0000       62270.00       249.5396    
   113.0000       57701.00       240.2103    
   114.0000       57821.00       240.4600    
   115.0000       56509.00       237.7162    
   116.0000       57477.00       239.7436    
   117.0000       55773.00       236.1631    
   118.0000       52822.00       229.8304    
   119.0000       46548.00       215.7499    
   120.0000       59477.00       243.8791    
   121.0000       55096.00       234.7254    
   122.0000       58707.00       242.2953    
   123.0000       58940.00       242.7756    
   124.0000       56901.00       238.5393    
   125.0000       57441.00       239.6685    
   126.0000       57439.00       239.6644    
   127.0000       58279.00       241.4104    
   128.0000       55203.00       234.9532    
   129.0000       59808.00       244.5567    
   130.0000       54801.00       234.0961    
   131.0000       56066.00       236.7826    
   132.0000       57819.00       240.4558    
   133.0000       55841.00       236.3070    
   134.0000       56292.00       237.2594    
   135.0000       54678.00       233.8333    
   136.0000       56745.00       238.2121    
   137.0000       57478.00       239.7457    
   138.0000       54811.00       234.1175    
   139.0000       56559.00       237.8214    
   140.0000       53546.00       231.4001    
   141.0000       54448.00       233.3410    
   142.0000       55557.00       235.7053    
   143.0000       57061.00       238.8745    
   144.0000       56602.00       237.9117    
   145.0000       55489.00       235.5610    
   146.0000       56070.00       236.7910    
   147.0000       57455.00       239.6977    
   148.0000       55567.00       235.7265    
   149.0000       59330.00       243.5775    
   150.0000       54711.00       233.9038    
   151.0000       56200.00       237.0654    
   152.0000       58700.00       242.2808    
   153.0000       56556.00       237.8150    
   154.0000       56590.00       237.8865    
   155.0000       54499.00       233.4502    
   156.0000       56720.00       238.1596    
   157.0000       56692.00       238.1008    
   158.0000       52817.00       229.8195    
   159.0000       39779.00       199.4467    
   160.0000       58625.00       242.1260    
   161.0000       57167.00       239.0962    
   162.0000       57368.00       239.5162    
   163.0000       57365.00       239.5099    
   164.0000       57489.00       239.7686    
   165.0000       57020.00       238.7886    
   166.0000       56906.00       238.5498    
   167.0000       57374.00       239.5287    
   168.0000       54276.00       232.9721    
   169.0000       59394.00       243.7088    
   170.0000       55386.00       235.3423    
   171.0000       55592.00       235.7796    
   172.0000       56894.00       238.5246    
   173.0000       53768.00       231.8793    
   174.0000       53487.00       231.2726    
   175.0000       55505.00       235.5950    
   176.0000       57077.00       238.9079    
   177.0000       55017.00       234.5570    
   178.0000       52743.00       229.6584    
   179.0000       52499.00       229.1266    
   180.0000       56664.00       238.0420    
   181.0000       55834.00       236.2922    
   182.0000       56945.00       238.6315    
   183.0000       58210.00       241.2675    
   184.0000       57605.00       240.0104    
   185.0000       58959.00       242.8147    
   186.0000       56910.00       238.5582    
   187.0000       57306.00       239.3867    
   188.0000       56410.00       237.5079    
   189.0000       59423.00       243.7683    
   190.0000       55067.00       234.6636    
   191.0000       55308.00       235.1765    
   192.0000       56647.00       238.0063    
   193.0000       54632.00       233.7349    
   194.0000       55094.00       234.7211    
   195.0000       55824.00       236.2710    
   196.0000       55513.00       235.6120    
   197.0000       55649.00       235.9004    
   198.0000       55620.00       235.8389    
   199.0000       57226.00       239.2196    
   200.0000       52852.00       229.8956    
   201.0000       52630.00       229.4123    
   202.0000       55816.00       236.2541    
   203.0000       56785.00       238.2960    
   204.0000       55125.00       234.7871    
   205.0000       54853.00       234.2072    
   206.0000       54566.00       233.5937    
   207.0000       57188.00       239.1401    
   208.0000       54974.00       234.4653    
   209.0000       57310.00       239.3951    
   210.0000       51542.00       227.0286    
   211.0000       53740.00       231.8189    
   212.0000       57476.00       239.7415    
   213.0000       55375.00       235.3189    
   214.0000       54584.00       233.6322    
   215.0000       53739.00       231.8167    
   216.0000       55436.00       235.4485    
   217.0000       55610.00       235.8177    
   218.0000       52275.00       228.6373    
   219.0000       50791.00       225.3686    
   220.0000       57498.00       239.7874    
   221.0000       53740.00       231.8189    
   222.0000       54634.00       233.7392    
   223.0000       54932.00       234.3758    
   224.0000       54302.00       233.0279    
   225.0000       53911.00       232.1874    
   226.0000       54500.00       233.4523    
   227.0000       56292.00       237.2594    
   228.0000       54418.00       233.2767    
   229.0000       57992.00       240.8153    
   230.0000       52265.00       228.6154    
   231.0000       53136.00       230.5125    
   232.0000       55408.00       235.3890    
   233.0000       54918.00       234.3459    
   234.0000       53979.00       232.3338    
   235.0000       54746.00       233.9786    
   236.0000       55542.00       235.6735    
   237.0000       54650.00       233.7734    
   238.0000       54352.00       233.1351    
   239.0000       50183.00       224.0156    
   240.0000       57172.00       239.1067    
   241.0000       54164.00       232.7316    
   242.0000       56817.00       238.3632    
   243.0000       54893.00       234.2926    
   244.0000       54572.00       233.6065    
   245.0000       56617.00       237.9433    
   246.0000       54429.00       233.3002    
   247.0000       56073.00       236.7974    
   248.0000       53579.00       231.4714    
   249.0000       57192.00       239.1485    
   250.0000       52426.00       228.9672    
   251.0000       52849.00       229.8891    
   252.0000       55059.00       234.6465    
   253.0000       53972.00       232.3187    
   254.0000       54220.00       232.8519    
   255.0000       53210.00       230.6729    
   256.0000       54468.00       233.3838    
   257.0000       52972.00       230.1565    
   258.0000       50722.00       225.2155    
   259.0000       46240.00       215.0349    
   260.0000       55193.00       234.9319    
   261.0000       55005.00       234.5314    
   262.0000       53518.00       231.3396    
   263.0000       53548.00       231.4044    
   264.0000       54030.00       232.4435    
   265.0000       53711.00       231.7563    
   266.0000       54107.00       232.6091    
   267.0000       56939.00       238.6189    
   268.0000       54010.00       232.4005    
   269.0000       57312.00       239.3992    
   270.0000       51826.00       227.6532    
   271.0000       51802.00       227.6005    
   272.0000       54733.00       233.9509    
   273.0000       54227.00       232.8669    
   274.0000       53131.00       230.5016    
   275.0000       52701.00       229.5670    
   276.0000       54827.00       234.1517    
   277.0000       53062.00       230.3519    
   278.0000       51654.00       227.2752    
   279.0000       45925.00       214.3012    
   280.0000       55407.00       235.3869    
   281.0000       54153.00       232.7080    
   282.0000       53873.00       232.1056    
   283.0000       54821.00       234.1389    
   284.0000       53974.00       232.3230    
   285.0000       54302.00       233.0279    
   286.0000       54271.00       232.9614    
   287.0000       55305.00       235.1702    
   288.0000       53022.00       230.2651    
   289.0000       55988.00       236.6178    
   290.0000       51706.00       227.3895    
   291.0000       52707.00       229.5800    
   292.0000       53658.00       231.6420    
   293.0000       52393.00       228.8952    
   294.0000       52541.00       229.2182    
   295.0000       52968.00       230.1478    
   296.0000       54243.00       232.9013    
   297.0000       52280.00       228.6482    
   298.0000       50547.00       224.8266    
   299.0000       50871.00       225.5460    
   300.0000       55186.00       234.9170    
   301.0000       52464.00       229.0502    
   302.0000       53243.00       230.7444    
   303.0000       53643.00       231.6096    
   304.0000       52258.00       228.6001    
   305.0000       52931.00       230.0674    
   306.0000       52610.00       229.3687    
   307.0000       52089.00       228.2301    
   308.0000       51764.00       227.5170    
   309.0000       55527.00       235.6417    
   310.0000       50336.00       224.3569    
   311.0000       52683.00       229.5278    
   312.0000       53916.00       232.1982    
   313.0000       52018.00       228.0746    
   314.0000       52399.00       228.9083    
   315.0000       51611.00       227.1805    
   316.0000       52276.00       228.6395    
   317.0000       53422.00       231.1320    
   318.0000       50530.00       224.7888    
   319.0000       47199.00       217.2533    
   320.0000       48944.00       221.2329    
   321.0000       51589.00       227.1321    
   322.0000       53023.00       230.2672    
   323.0000       52756.00       229.6867    
   324.0000       52520.00       229.1724    
   325.0000       53023.00       230.2672    
   326.0000       52637.00       229.4276    
   327.0000       52476.00       229.0764    
   328.0000       50669.00       225.0978    
   329.0000       54377.00       233.1888    
   330.0000       49742.00       223.0291    
   331.0000       51425.00       226.7708    
   332.0000       52755.00       229.6846    
   333.0000       50665.00       225.0889    
   334.0000       51290.00       226.4730    
   335.0000       51388.00       226.6892    
   336.0000       51179.00       226.2278    
   337.0000       51610.00       227.1783    
   338.0000       50708.00       225.1844    
   339.0000       50044.00       223.7052    
   340.0000       54527.00       233.5102    
   341.0000       51811.00       227.6203    
   342.0000       53473.00       231.2423    
   343.0000       54322.00       233.0708    
   344.0000       55166.00       234.8744    
   345.0000       56267.00       237.2067    
   346.0000       54209.00       232.8283    
   347.0000       54658.00       233.7905    
   348.0000       54384.00       233.2038    
   349.0000       57263.00       239.2969    
   350.0000       51770.00       227.5302    
   351.0000       53677.00       231.6830    
   352.0000       55208.00       234.9638    
   353.0000       53255.00       230.7704    
   354.0000       53201.00       230.6534    
   355.0000       53995.00       232.3682    
   356.0000       56551.00       237.8045    
   357.0000       54986.00       234.4909    
   358.0000       54220.00       232.8519    
   359.0000       57567.00       239.9312    
   360.0000       55956.00       236.5502    
   361.0000       53235.00       230.7271    
   362.0000       54188.00       232.7832    
   363.0000       55623.00       235.8453    
   364.0000       54840.00       234.1794    
   365.0000       55241.00       235.0340    
   366.0000       54862.00       234.2264    
   367.0000       56008.00       236.6601    
   368.0000       54316.00       233.0579    
   369.0000       56748.00       238.2184    
   370.0000       50984.00       225.7964    
   371.0000       52214.00       228.5038    
   372.0000       56769.00       238.2625    
   373.0000       53422.00       231.1320    
   374.0000       53549.00       231.4066    
   375.0000       53822.00       231.9957    
   376.0000       54163.00       232.7295    
   377.0000       54074.00       232.5382    
   378.0000       52642.00       229.4384    
   379.0000       50554.00       224.8422    
   380.0000       54719.00       233.9209    
   381.0000       50042.00       223.7007    
   382.0000       52427.00       228.9694    
   383.0000       54586.00       233.6365    
   384.0000       53746.00       231.8318    
   385.0000       54084.00       232.5597    
   386.0000       53988.00       232.3532    
   387.0000       55414.00       235.4018    
   388.0000       53184.00       230.6166    
   389.0000       56431.00       237.5521    
   390.0000       51909.00       227.8355    
   391.0000       53360.00       230.9978    
   392.0000       53995.00       232.3682    
   393.0000       51920.00       227.8596    
   394.0000       54051.00       232.4887    
   395.0000       53945.00       232.2606    
   396.0000       54575.00       233.6129    
   397.0000       54920.00       234.3502    
   398.0000       53415.00       231.1169    
   399.0000       55330.00       235.2233    
   400.0000       54197.00       232.8025    
   401.0000       53594.00       231.5038    
   402.0000       53680.00       231.6895    
   403.0000       53519.00       231.3417    
   404.0000       53867.00       232.0927    
   405.0000       55635.00       235.8707    
   406.0000       53854.00       232.0647    
   407.0000       53216.00       230.6859    
   408.0000       51986.00       228.0044    
   409.0000       54990.00       234.4995    
   410.0000       49105.00       221.5965    
   411.0000       52415.00       228.9432    
   412.0000       54078.00       232.5468    
   413.0000       52259.00       228.6023    
   414.0000       52839.00       229.8674    
   415.0000       52461.00       229.0437    
   416.0000       53129.00       230.4973    
   417.0000       52798.00       229.7782    
   418.0000       50039.00       223.6940    
   419.0000       48738.00       220.7668    
   420.0000       53137.00       230.5146    
   421.0000       52266.00       228.6176    
   422.0000       54233.00       232.8798    
   423.0000       53643.00       231.6096    
   424.0000       52182.00       228.4338    
   425.0000       53740.00       231.8189    
   426.0000       53940.00       232.2499    
   427.0000       54281.00       232.9828    
   428.0000       52517.00       229.1659    
   429.0000       55402.00       235.3763    
   430.0000       50137.00       223.9129    
   431.0000       51511.00       226.9603    
   432.0000       53995.00       232.3682    
   433.0000       52027.00       228.0943    
   434.0000       53266.00       230.7943    
   435.0000       52478.00       229.0808    
   436.0000       52268.00       228.6220    
   437.0000       53486.00       231.2704    
   438.0000       52805.00       229.7934    
   439.0000       50777.00       225.3375    
   440.0000       53665.00       231.6571    
   441.0000       52510.00       229.1506    
   442.0000       51788.00       227.5698    
   443.0000       50986.00       225.8008    
   444.0000       51620.00       227.2003    
   445.0000       52371.00       228.8471    
   446.0000       52252.00       228.5870    
   447.0000       52585.00       229.3142    
   448.0000       51193.00       226.2587    
   449.0000       55142.00       234.8233    
   450.0000       50792.00       225.3708    
   451.0000       51567.00       227.0837    
   452.0000       52809.00       229.8021    
   453.0000       51599.00       227.1541    
   454.0000       51080.00       226.0089    
   455.0000       51778.00       227.5478    
   456.0000       53125.00       230.4886    
   457.0000       52311.00       228.7160    
   458.0000       51382.00       226.6760    
   459.0000       49297.00       222.0293    
   460.0000       60114.00       245.1816    
   461.0000       51112.00       226.0796    
   462.0000       51852.00       227.7103    
   463.0000       53395.00       231.0736    
   464.0000       54079.00       232.5489    
   465.0000       53099.00       230.4322    
   466.0000       52636.00       229.4254    
   467.0000       53998.00       232.3747    
   468.0000       52126.00       228.3112    
   469.0000       55768.00       236.1525    
   470.0000       51939.00       227.9013    
   471.0000       52032.00       228.1052    
   472.0000       51832.00       227.6664    
   473.0000       52115.00       228.2871    
   474.0000       51985.00       228.0022    
   475.0000       52138.00       228.3375    
   476.0000       54381.00       233.1973    
   477.0000       52999.00       230.2151    
   478.0000       51411.00       226.7399    
   479.0000       53441.00       231.1731    
   480.0000       48961.00       221.2713    
   481.0000       52766.00       229.7085    
   482.0000       53478.00       231.2531    
   483.0000       53328.00       230.9286    
   484.0000       51343.00       226.5899    
   485.0000       51786.00       227.5654    
   486.0000       52794.00       229.7695    
   487.0000       53970.00       232.3144    
   488.0000       52286.00       228.6613    
   489.0000       56468.00       237.6300    
   490.0000       51571.00       227.0925    
   491.0000       51054.00       225.9513    
   492.0000       54427.00       233.2959    
   493.0000       52816.00       229.8173    
   494.0000       53252.00       230.7639    
   495.0000       52723.00       229.6149    
   496.0000       53893.00       232.1487    
   497.0000       54107.00       232.6091    
   498.0000       52680.00       229.5212    
   499.0000       52953.00       230.1152    
   500.0000       52658.00       229.4733    
   501.0000       51934.00       227.8903    
   502.0000       52228.00       228.5345    
   503.0000       51742.00       227.4687    
   504.0000       53350.00       230.9762    
   505.0000       54678.00       233.8333    
   506.0000       54294.00       233.0107    
   507.0000       54950.00       234.4142    
   508.0000       52825.00       229.8369    
   509.0000       55382.00       235.3338    
   510.0000       51527.00       226.9956    
   511.0000       53532.00       231.3698    
   512.0000       53696.00       231.7240    
   513.0000       51867.00       227.7433    
   514.0000       53587.00       231.4887    
   515.0000       53305.00       230.8788    
   516.0000       55106.00       234.7467    
   517.0000       55136.00       234.8106    
   518.0000       54101.00       232.5962    
   519.0000       54835.00       234.1687    
   520.0000       57452.00       239.6915    
   521.0000       52025.00       228.0899    
   522.0000       53421.00       231.1298    
   523.0000       54235.00       232.8841    
   524.0000       53474.00       231.2445    
   525.0000       53424.00       231.1363    
   526.0000       53974.00       232.3230    
   527.0000       55937.00       236.5100    
   528.0000       52065.00       228.1776    
   529.0000       56727.00       238.1743    
   530.0000       52564.00       229.2684    
   531.0000       53217.00       230.6881    
   532.0000       54408.00       233.2552    
   533.0000       53596.00       231.5081    
   534.0000       52747.00       229.6671    
   535.0000       52125.00       228.3090    
   536.0000       56794.00       238.3149    
   537.0000       54812.00       234.1196    
   538.0000       53379.00       231.0390    
   539.0000       53463.00       231.2207    
   540.0000       54264.00       232.9464    
   541.0000       52341.00       228.7816    
   542.0000       53252.00       230.7639    
   543.0000       55208.00       234.9638    
   544.0000       54013.00       232.4070    
   545.0000       54499.00       233.4502    
   546.0000       54804.00       234.1025    
   547.0000       56098.00       236.8502    
   548.0000       53746.00       231.8318    
   549.0000       57192.00       239.1485    
   550.0000       53088.00       230.4083    
   551.0000       53525.00       231.3547    
   552.0000       54872.00       234.2477    
   553.0000       53685.00       231.7002    
   554.0000       54560.00       233.5808    
   555.0000       53509.00       231.3201    
   556.0000       54323.00       233.0730    
   557.0000       54385.00       233.2059    
   558.0000       52271.00       228.6285    
   559.0000       48289.00       219.7476    
   560.0000       52413.00       228.9389    
   561.0000       52726.00       229.6214    
   562.0000       52553.00       229.2444    
   563.0000       52953.00       230.1152    
   564.0000       53911.00       232.1874    
   565.0000       54374.00       233.1823    
   566.0000       54311.00       233.0472    
   567.0000       54210.00       232.8304    
   568.0000       51645.00       227.2554    
   569.0000       55645.00       235.8919    
   570.0000       50210.00       224.0759    
   571.0000       50944.00       225.7078    
   572.0000       54627.00       233.7242    
   573.0000       52229.00       228.5367    
   574.0000       52776.00       229.7303    
   575.0000       51930.00       227.8815    
   576.0000       52100.00       228.2542    
   577.0000       52864.00       229.9217    
   578.0000       50109.00       223.8504    
   579.0000       42708.00       206.6591    
   580.0000       50681.00       225.1244    
   581.0000       51155.00       226.1747    
   582.0000       51965.00       227.9583    
   583.0000       52592.00       229.3295    
   584.0000       52430.00       228.9760    
   585.0000       52304.00       228.7007    
   586.0000       50798.00       225.3841    
   587.0000       51988.00       228.0088    
   588.0000       49534.00       222.5623    
   589.0000       53457.00       231.2077    
   590.0000       48394.00       219.9864    
   591.0000       47610.00       218.1972    
   592.0000       50647.00       225.0489    
   593.0000       47520.00       217.9908    
   594.0000       48392.00       219.9818    
   595.0000       50306.00       224.2900    
   596.0000       49833.00       223.2331    
   597.0000       46524.00       215.6942    
   598.0000       47638.00       218.2613    
   599.0000       45766.00       213.9299    
   600.0000       49695.00       222.9238    
   601.0000       47353.00       217.6074    
   602.0000       47326.00       217.5454    
   603.0000       48983.00       221.3210    
   604.0000       48362.00       219.9136    
   605.0000       47917.00       218.8995    
   606.0000       46341.00       215.2696    
   607.0000       47712.00       218.4308    
   608.0000       47027.00       216.8571    
   609.0000       48243.00       219.6429    
   610.0000       45309.00       212.8591    
   611.0000       46616.00       215.9074    
   612.0000       46556.00       215.7684    
   613.0000       45512.00       213.3354    
   614.0000       45350.00       212.9554    
   615.0000       45029.00       212.2004    
   616.0000       45059.00       212.2711    
   617.0000       45913.00       214.2732    
   618.0000       52147.00       228.3572    
   619.0000       53666.00       231.6592    
   620.0000       64223.00       253.4226    
   621.0000       53794.00       231.9353    
   622.0000       54287.00       232.9957    
   623.0000       54805.00       234.1047    
   624.0000       53841.00       232.0366    
   625.0000       54325.00       233.0772    
   626.0000       53512.00       231.3266    
   627.0000       55170.00       234.8829    
   628.0000       52729.00       229.6280    
   629.0000       55643.00       235.8877    
   630.0000       51173.00       226.2145    
   631.0000       51479.00       226.8898    
   632.0000       53372.00       231.0238    
   633.0000       50367.00       224.4259    
   634.0000       51080.00       226.0089    
   635.0000       51213.00       226.3029    
   636.0000       52896.00       229.9913    
   637.0000       52010.00       228.0570    
   638.0000       51498.00       226.9317    
   639.0000       51667.00       227.3038    
