sample v-GeO2 1400K                                          23-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   10414.00       102.0490    
   1.000000       1353.000       36.78315    
   2.000000       1498.000       38.70401    
   3.000000       1850.000       43.01163    
   4.000000       2653.000       51.50728    
   5.000000       3707.000       60.88514    
   6.000000       4315.000       65.68866    
   7.000000       5036.000       70.96478    
   8.000000       5257.000       72.50517    
   9.000000       5445.000       73.79025    
   10.00000       5009.000       70.77429    
   11.00000       4932.000       70.22820    
   12.00000       4560.000       67.52777    
   13.00000       3984.000       63.11893    
   14.00000       3941.000       62.77739    
   15.00000       3749.000       61.22908    
   16.00000       4114.000       64.14047    
   17.00000       4365.000       66.06815    
   18.00000       4787.000       69.18815    
   19.00000       10844.00       104.1345    
   20.00000       5772.000       75.97368    
   21.00000       6270.000       79.18333    
   22.00000       6503.000       80.64118    
   23.00000       7908.000       88.92693    
   24.00000       24836.00       157.5944    
   25.00000       43508.00       208.5857    
   26.00000       48196.00       219.5359    
   27.00000       51695.00       227.3653    
   28.00000       53183.00       230.6144    
   29.00000       52980.00       230.1738    
   30.00000       45056.00       212.2640    
   31.00000       47273.00       217.4236    
   32.00000       51629.00       227.2202    
   33.00000       55223.00       234.9957    
   34.00000       53890.00       232.1422    
   35.00000       53480.00       231.2574    
   36.00000       58470.00       241.8057    
   37.00000       57659.00       240.1229    
   38.00000       54378.00       233.1909    
   39.00000       50871.00       225.5460    
   40.00000       59927.00       244.7999    
   41.00000       58415.00       241.6920    
   42.00000       58315.00       241.4850    
   43.00000       60904.00       246.7874    
   44.00000       61736.00       248.4673    
   45.00000       63015.00       251.0279    
   46.00000       60918.00       246.8157    
   47.00000       61356.00       247.7014    
   48.00000       60496.00       245.9594    
   49.00000       64646.00       254.2558    
   50.00000       56312.00       237.3015    
   51.00000       61247.00       247.4813    
   52.00000       68017.00       260.8007    
   53.00000       65925.00       256.7586    
   54.00000       66547.00       257.9670    
   55.00000       68713.00       262.1317    
   56.00000       68889.00       262.4671    
   57.00000       69274.00       263.1996    
   58.00000       67041.00       258.9228    
   59.00000       57290.00       239.3533    
   60.00000       72545.00       269.3418    
   61.00000       73928.00       271.8970    
   62.00000       78636.00       280.4211    
   63.00000       80100.00       283.0194    
   64.00000       79936.00       282.7296    
   65.00000       80771.00       284.2024    
   66.00000       79664.00       282.2481    
   67.00000       78933.00       280.9502    
   68.00000       76640.00       276.8393    
   69.00000       84519.00       290.7215    
   70.00000       74347.00       272.6665    
   71.00000       74271.00       272.5271    
   72.00000       75230.00       274.2809    
   73.00000       74016.00       272.0588    
   74.00000       77041.00       277.5626    
   75.00000       73832.00       271.7205    
   76.00000       73970.00       271.9743    
