sample v-GeO2 600K                                           19-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12186.00       110.3902    
   1.000000       1359.000       36.86462    
   2.000000       1660.000       40.74310    
   3.000000       2016.000       44.89989    
   4.000000       2778.000       52.70674    
   5.000000       4030.000       63.48228    
   6.000000       4563.000       67.54998    
   7.000000       5487.000       74.07429    
   8.000000       5774.000       75.98684    
   9.000000       5944.000       77.09734    
   10.00000       5629.000       75.02666    
   11.00000       5273.000       72.61543    
   12.00000       5166.000       71.87489    
   13.00000       4315.000       65.68866    
   14.00000       4140.000       64.34283    
   15.00000       3882.000       62.30570    
   16.00000       4261.000       65.27634    
   17.00000       4460.000       66.78323    
   18.00000       5237.000       72.36712    
   19.00000       12405.00       111.3777    
   20.00000       6335.000       79.59271    
   21.00000       6564.000       81.01852    
   22.00000       7025.000       83.81527    
   23.00000       8410.000       91.70605    
   24.00000       24695.00       157.1464    
   25.00000       45725.00       213.8340    
   26.00000       50285.00       224.2432    
   27.00000       53165.00       230.5754    
   28.00000       54974.00       234.4653    
   29.00000       53938.00       232.2456    
   30.00000       47730.00       218.4720    
   31.00000       47833.00       218.7076    
   32.00000       53348.00       230.9719    
   33.00000       56988.00       238.7216    
   34.00000       56171.00       237.0042    
   35.00000       54705.00       233.8910    
   36.00000       59960.00       244.8673    
   37.00000       59109.00       243.1234    
   38.00000       56899.00       238.5351    
   39.00000       53540.00       231.3871    
   40.00000       61838.00       248.6725    
   41.00000       59646.00       244.2253    
   42.00000       60420.00       245.8048    
   43.00000       62005.00       249.0080    
   44.00000       63281.00       251.5571    
   45.00000       64513.00       253.9941    
   46.00000       62972.00       250.9422    
   47.00000       62707.00       250.4137    
   48.00000       62092.00       249.1827    
   49.00000       66543.00       257.9593    
   50.00000       60174.00       245.3039    
   51.00000       64408.00       253.7873    
   52.00000       72286.00       268.8606    
   53.00000       69711.00       264.0284    
   54.00000       72830.00       269.8703    
   55.00000       73975.00       271.9835    
   56.00000       75608.00       274.9691    
   57.00000       77293.00       278.0162    
   58.00000       77305.00       278.0378    
   59.00000       69820.00       264.2347    
   60.00000       84425.00       290.5598    
   61.00000       86126.00       293.4723    
   62.00000       93968.00       306.5420    
   63.00000       93632.00       305.9935    
   64.00000       93976.00       306.5551    
   65.00000       96235.00       310.2177    
   66.00000       94672.00       307.6881    
   67.00000       92395.00       303.9655    
   68.00000       90439.00       300.7308    
   69.00000       98376.00       313.6495    
   70.00000       89240.00       298.7307    
   71.00000       86283.00       293.7397    
   72.00000       86591.00       294.2635    
   73.00000       84338.00       290.4101    
   74.00000       87282.00       295.4353    
   75.00000       81612.00       285.6781    
   76.00000       82248.00       286.7891    
