sample v-GeO2 350K                                           18-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12516.00       111.8749    
   1.000000       1353.000       36.78315    
   2.000000       1641.000       40.50926    
   3.000000       1994.000       44.65423    
   4.000000       2815.000       53.05657    
   5.000000       4037.000       63.53739    
   6.000000       4630.000       68.04411    
   7.000000       5443.000       73.77669    
   8.000000       5863.000       76.57023    
   9.000000       5984.000       77.35632    
   10.00000       5724.000       75.65712    
   11.00000       5429.000       73.68175    
   12.00000       5003.000       70.73189    
   13.00000       4428.000       66.54322    
   14.00000       4072.000       63.81223    
   15.00000       3972.000       63.02380    
   16.00000       4091.000       63.96093    
   17.00000       4398.000       66.31742    
   18.00000       5114.000       71.51224    
   19.00000       12386.00       111.2924    
   20.00000       6212.000       78.81624    
   21.00000       6602.000       81.25269    
   22.00000       6813.000       82.54090    
   23.00000       8072.000       89.84431    
   24.00000       24259.00       155.7530    
   25.00000       45410.00       213.0962    
   26.00000       50012.00       223.6336    
   27.00000       52675.00       229.5103    
   28.00000       54725.00       233.9337    
   29.00000       53787.00       231.9202    
   30.00000       47625.00       218.2315    
   31.00000       48487.00       220.1976    
   32.00000       53617.00       231.5535    
   33.00000       57125.00       239.0084    
   34.00000       56176.00       237.0148    
   35.00000       55167.00       234.8766    
   36.00000       60439.00       245.8434    
   37.00000       59510.00       243.9467    
   38.00000       57419.00       239.6226    
   39.00000       54339.00       233.1073    
   40.00000       61481.00       247.9536    
   41.00000       59795.00       244.5302    
   42.00000       60548.00       246.0650    
   43.00000       61731.00       248.4572    
   44.00000       63171.00       251.3384    
   45.00000       64427.00       253.8247    
   46.00000       63157.00       251.3106    
   47.00000       62149.00       249.2970    
   48.00000       62390.00       249.7799    
   49.00000       66296.00       257.4801    
   50.00000       60963.00       246.9069    
   51.00000       64379.00       253.7302    
   52.00000       72687.00       269.6053    
   53.00000       69815.00       264.2253    
   54.00000       72690.00       269.6108    
   55.00000       73244.00       270.6363    
   56.00000       75915.00       275.5268    
   57.00000       76215.00       276.0706    
   58.00000       77361.00       278.1385    
   59.00000       70579.00       265.6671    
   60.00000       84410.00       290.5340    
   61.00000       86210.00       293.6154    
   62.00000       93194.00       305.2769    
   63.00000       92382.00       303.9441    
   64.00000       94379.00       307.2116    
   65.00000       95913.00       309.6982    
   66.00000       95605.00       309.2006    
   67.00000       92342.00       303.8783    
   68.00000       90409.00       300.6809    
   69.00000       97960.00       312.9856    
   70.00000       89499.00       299.1638    
   71.00000       86233.00       293.6546    
   72.00000       87517.00       295.8327    
   73.00000       84563.00       290.7972    
   74.00000       87699.00       296.1402    
   75.00000       82258.00       286.8065    
   76.00000       82464.00       287.1655    
