sample v-GeO2 1400K tst                                      24-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   10646.00       103.1795    
   1.000000       1350.000       36.74235    
   2.000000       1597.000       39.96248    
   3.000000       1836.000       42.84857    
   4.000000       2626.000       51.24451    
   5.000000       3718.000       60.97541    
   6.000000       4356.000       66.00000    
   7.000000       5021.000       70.85902    
   8.000000       5346.000       73.11635    
   9.000000       5447.000       73.80379    
   10.00000       4949.000       70.34913    
   11.00000       5012.000       70.79548    
   12.00000       4546.000       67.42403    
   13.00000       4007.000       63.30087    
   14.00000       3853.000       62.07254    
   15.00000       3735.000       61.11465    
   16.00000       3908.000       62.51400    
   17.00000       4153.000       64.44377    
   18.00000       4689.000       68.47627    
   19.00000       10904.00       104.4222    
   20.00000       5849.000       76.47875    
   21.00000       6408.000       80.04999    
   22.00000       6522.000       80.75890    
   23.00000       7933.000       89.06739    
   24.00000       24618.00       156.9012    
   25.00000       43847.00       209.3968    
   26.00000       48294.00       219.7590    
   27.00000       52660.00       229.4777    
   28.00000       53775.00       231.8944    
   29.00000       53137.00       230.5146    
   30.00000       45189.00       212.5770    
   31.00000       46992.00       216.7764    
   32.00000       52235.00       228.5498    
   33.00000       56026.00       236.6981    
   34.00000       53951.00       232.2735    
   35.00000       54064.00       232.5167    
   36.00000       58960.00       242.8168    
   37.00000       57963.00       240.7551    
   38.00000       55455.00       235.4888    
   39.00000       50759.00       225.2976    
   40.00000       60626.00       246.2235    
   41.00000       57764.00       240.3414    
   42.00000       58641.00       242.1590    
   43.00000       61152.00       247.2893    
   44.00000       61849.00       248.6946    
   45.00000       63087.00       251.1712    
   46.00000       61213.00       247.4126    
   47.00000       61650.00       248.2942    
   48.00000       60029.00       245.0082    
   49.00000       64692.00       254.3462    
   50.00000       56534.00       237.7688    
   51.00000       61204.00       247.3944    
   52.00000       67549.00       259.9019    
   53.00000       66001.00       256.9066    
   54.00000       66413.00       257.7072    
   55.00000       68304.00       261.3503    
   56.00000       67889.00       260.5552    
   57.00000       68617.00       261.9485    
   58.00000       66381.00       257.6451    
   59.00000       56258.00       237.1877    
   60.00000       72735.00       269.6943    
   61.00000       73538.00       271.1789    
   62.00000       78356.00       279.9214    
   63.00000       79049.00       281.1566    
   64.00000       79135.00       281.3094    
   65.00000       80462.00       283.6582    
   66.00000       79368.00       281.7233    
   67.00000       78260.00       279.7499    
   68.00000       76322.00       276.2644    
   69.00000       84372.00       290.4686    
   70.00000       74755.00       273.4136    
   71.00000       74030.00       272.0845    
   72.00000       74507.00       272.9597    
   73.00000       73648.00       271.3817    
   74.00000       77176.00       277.8057    
   75.00000       73948.00       271.9338    
   76.00000       73610.00       271.3116    
