sample v-GeO2 350K                                           17-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12299.00       110.9009    
   1.000000       1383.000       37.18871    
   2.000000       1719.000       41.46082    
   3.000000       2023.000       44.97777    
   4.000000       2854.000       53.42284    
   5.000000       3875.000       62.24950    
   6.000000       4710.000       68.62944    
   7.000000       5389.000       73.40981    
   8.000000       5824.000       76.31514    
   9.000000       5966.000       77.23988    
   10.00000       5704.000       75.52483    
   11.00000       5375.000       73.31439    
   12.00000       5026.000       70.89429    
   13.00000       4310.000       65.65059    
   14.00000       3972.000       63.02380    
   15.00000       3960.000       62.92853    
   16.00000       4317.000       65.70388    
   17.00000       4482.000       66.94774    
   18.00000       5126.000       71.59609    
   19.00000       12419.00       111.4406    
   20.00000       6121.000       78.23682    
   21.00000       6721.000       81.98170    
   22.00000       7051.000       83.97023    
   23.00000       8017.000       89.53770    
   24.00000       24465.00       156.4129    
   25.00000       45526.00       213.3682    
   26.00000       50092.00       223.8124    
   27.00000       53394.00       231.0714    
   28.00000       54824.00       234.1452    
   29.00000       54179.00       232.7638    
   30.00000       47880.00       218.8150    
   31.00000       47371.00       217.6488    
   32.00000       53376.00       231.0325    
   33.00000       57582.00       239.9625    
   34.00000       56180.00       237.0232    
   35.00000       54762.00       234.0128    
   36.00000       60778.00       246.5320    
   37.00000       59440.00       243.8032    
   38.00000       57276.00       239.3241    
   39.00000       54218.00       232.8476    
   40.00000       61861.00       248.7187    
   41.00000       59628.00       244.1884    
   42.00000       60085.00       245.1224    
   43.00000       61813.00       248.6222    
   44.00000       63489.00       251.9702    
   45.00000       64379.00       253.7302    
   46.00000       63707.00       252.4025    
   47.00000       62455.00       249.9100    
   48.00000       62194.00       249.3873    
   49.00000       65927.00       256.7625    
   50.00000       60620.00       246.2113    
   51.00000       63744.00       252.4757    
   52.00000       71567.00       267.5201    
   53.00000       70403.00       265.3356    
   54.00000       72448.00       269.1617    
   55.00000       73538.00       271.1789    
   56.00000       75286.00       274.3829    
   57.00000       76430.00       276.4597    
   58.00000       76977.00       277.4473    
   59.00000       69540.00       263.7044    
   60.00000       83571.00       289.0865    
   61.00000       85930.00       293.1382    
   62.00000       92859.00       304.7278    
   63.00000       92915.00       304.8196    
   64.00000       94136.00       306.8159    
   65.00000       96022.00       309.8742    
   66.00000       94768.00       307.8441    
   67.00000       92265.00       303.7516    
   68.00000       90664.00       301.1046    
   69.00000       98032.00       313.1006    
   70.00000       89711.00       299.5179    
   71.00000       86296.00       293.7618    
   72.00000       87209.00       295.3117    
   73.00000       84616.00       290.8883    
   74.00000       88080.00       296.7827    
   75.00000       82257.00       286.8048    
   76.00000       82124.00       286.5728    
