sample v-GeO2 800K                                           21-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12362.00       111.1845    
   1.000000       1364.000       36.93237    
   2.000000       1680.000       40.98780    
   3.000000       1972.000       44.40721    
   4.000000       2950.000       54.31390    
   5.000000       3824.000       61.83850    
   6.000000       4504.000       67.11185    
   7.000000       5471.000       73.96621    
   8.000000       5670.000       75.29940    
   9.000000       5952.000       77.14921    
   10.00000       5669.000       75.29276    
   11.00000       5342.000       73.08899    
   12.00000       5017.000       70.83079    
   13.00000       4417.000       66.46052    
   14.00000       4140.000       64.34283    
   15.00000       3917.000       62.58594    
   16.00000       4161.000       64.50581    
   17.00000       4464.000       66.81317    
   18.00000       5226.000       72.29108    
   19.00000       12103.00       110.0136    
   20.00000       6127.000       78.27515    
   21.00000       6715.000       81.94511    
   22.00000       7159.000       84.61087    
   23.00000       8286.000       91.02747    
   24.00000       24793.00       157.4579    
   25.00000       44841.00       211.7569    
   26.00000       49913.00       223.4122    
   27.00000       52794.00       229.7695    
   28.00000       54391.00       233.2188    
   29.00000       53437.00       231.1644    
   30.00000       46818.00       216.3747    
   31.00000       47482.00       217.9037    
   32.00000       52819.00       229.8239    
   33.00000       56418.00       237.5247    
   34.00000       55090.00       234.7126    
   35.00000       54094.00       232.5812    
   36.00000       59914.00       244.7734    
   37.00000       58774.00       242.4335    
   38.00000       56335.00       237.3499    
   39.00000       53053.00       230.3324    
   40.00000       60593.00       246.1564    
   41.00000       58612.00       242.0992    
   42.00000       60094.00       245.1408    
   43.00000       60716.00       246.4062    
   44.00000       62406.00       249.8119    
   45.00000       63575.00       252.1408    
   46.00000       62537.00       250.0740    
   47.00000       61743.00       248.4814    
   48.00000       61656.00       248.3063    
   49.00000       65363.00       255.6619    
   50.00000       59869.00       244.6814    
   51.00000       63346.00       251.6863    
   52.00000       70949.00       266.3625    
   53.00000       69531.00       263.6873    
   54.00000       71787.00       267.9310    
   55.00000       72922.00       270.0407    
   56.00000       75123.00       274.0858    
   57.00000       75956.00       275.6012    
   58.00000       77790.00       278.9086    
   59.00000       69874.00       264.3369    
   60.00000       84516.00       290.7164    
   61.00000       87199.00       295.2948    
   62.00000       94812.00       307.9156    
   63.00000       94547.00       307.4850    
   64.00000       96205.00       310.1693    
   65.00000       97758.00       312.6628    
   66.00000       96189.00       310.1435    
   67.00000       93662.00       306.0425    
   68.00000       91236.00       302.0530    
   69.00000       98692.00       314.1528    
   70.00000       89372.00       298.9515    
   71.00000       86978.00       294.9203    
   72.00000       86866.00       294.7304    
   73.00000       83938.00       289.7206    
   74.00000       87067.00       295.0712    
   75.00000       81237.00       285.0211    
   76.00000       81069.00       284.7262    
