sample v-GeO2 500K                                           18-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12155.00       110.2497    
   1.000000       1354.000       36.79674    
   2.000000       1663.000       40.77990    
   3.000000       1929.000       43.92038    
   4.000000       2829.000       53.18834    
   5.000000       3865.000       62.16912    
   6.000000       4559.000       67.52037    
   7.000000       5552.000       74.51174    
   8.000000       5819.000       76.28237    
   9.000000       5929.000       77.00000    
   10.00000       5655.000       75.19974    
   11.00000       5365.000       73.24616    
   12.00000       5163.000       71.85402    
   13.00000       4439.000       66.62582    
   14.00000       4122.000       64.20280    
   15.00000       3905.000       62.49000    
   16.00000       4289.000       65.49046    
   17.00000       4547.000       67.43145    
   18.00000       5098.000       71.40028    
   19.00000       12520.00       111.8928    
   20.00000       6141.000       78.36453    
   21.00000       6610.000       81.30190    
   22.00000       7016.000       83.76157    
   23.00000       8227.000       90.70281    
   24.00000       24550.00       156.6844    
   25.00000       45599.00       213.5392    
   26.00000       50067.00       223.7566    
   27.00000       53237.00       230.7314    
   28.00000       55262.00       235.0787    
   29.00000       54225.00       232.8626    
   30.00000       47562.00       218.0871    
   31.00000       47645.00       218.2773    
   32.00000       53226.00       230.7076    
   33.00000       57279.00       239.3303    
   34.00000       56262.00       237.1961    
   35.00000       54840.00       234.1794    
   36.00000       60060.00       245.0714    
   37.00000       59541.00       244.0102    
   38.00000       56451.00       237.5942    
   39.00000       53176.00       230.5992    
   40.00000       62067.00       249.1325    
   41.00000       59538.00       244.0041    
   42.00000       60516.00       246.0000    
   43.00000       61694.00       248.3828    
   44.00000       63103.00       251.2031    
   45.00000       64515.00       253.9980    
   46.00000       63304.00       251.6029    
   47.00000       62733.00       250.4656    
   48.00000       62631.00       250.2619    
   49.00000       66753.00       258.3660    
   50.00000       60864.00       246.7063    
   51.00000       64131.00       253.2410    
   52.00000       71844.00       268.0373    
   53.00000       70365.00       265.2640    
   54.00000       72454.00       269.1728    
   55.00000       73684.00       271.4480    
   56.00000       75863.00       275.4324    
   57.00000       76597.00       276.7616    
   58.00000       77137.00       277.7355    
   59.00000       69385.00       263.4103    
   60.00000       84613.00       290.8831    
   61.00000       86194.00       293.5881    
   62.00000       94116.00       306.7833    
   63.00000       93846.00       306.3430    
   64.00000       94385.00       307.2214    
   65.00000       96134.00       310.0548    
   66.00000       95090.00       308.3667    
   67.00000       92673.00       304.4224    
   68.00000       90370.00       300.6160    
   69.00000       98694.00       314.1560    
   70.00000       88816.00       298.0201    
   71.00000       85336.00       292.1233    
   72.00000       87317.00       295.4945    
   73.00000       84095.00       289.9914    
   74.00000       87054.00       295.0491    
   75.00000       82271.00       286.8292    
   76.00000       82356.00       286.9774    
