sample v-GeO2 1325K x3                                       24-11-07  1000.000K
   77.00000       37016.00       192.3954    
   78.00000       34416.00       185.5155    
   79.00000       28544.00       168.9497    
   80.00000       35961.00       189.6339    
   81.00000       35658.00       188.8333    
   82.00000       35746.00       189.0661    
   83.00000       35779.00       189.1534    
   84.00000       35789.00       189.1798    
   85.00000       35854.00       189.3515    
   86.00000       34223.00       184.9946    
   87.00000       34694.00       186.2633    
   88.00000       35457.00       188.3003    
   89.00000       36790.00       191.8072    
   90.00000       33228.00       182.2855    
   91.00000       33889.00       184.0896    
   92.00000       34337.00       185.3025    
   93.00000       34224.00       184.9973    
   94.00000       35093.00       187.3313    
   95.00000       34674.00       186.2096    
   96.00000       35317.00       187.9282    
   97.00000       36304.00       190.5361    
   98.00000       34436.00       185.5694    
   99.00000       32538.00       180.3829    
   100.0000       33662.00       183.4721    
   101.0000       34878.00       186.7565    
   102.0000       35881.00       189.4228    
   103.0000       37842.00       194.5302    
   104.0000       37763.00       194.3270    
   105.0000       37412.00       193.4218    
   106.0000       37378.00       193.3339    
   107.0000       39322.00       198.2978    
   108.0000       38887.00       197.1979    
   109.0000       40999.00       202.4821    
   110.0000       35992.00       189.7156    
   111.0000       38023.00       194.9949    
   112.0000       37477.00       193.5898    
   113.0000       35691.00       188.9206    
   114.0000       35781.00       189.1587    
   115.0000       35138.00       187.4513    
   116.0000       35891.00       189.4492    
   117.0000       34262.00       185.1000    
   118.0000       32161.00       179.3349    
   119.0000       28095.00       167.6156    
   120.0000       37696.00       194.1546    
   121.0000       34807.00       186.5663    
   122.0000       36826.00       191.9010    
   123.0000       37188.00       192.8419    
   124.0000       36103.00       190.0079    
   125.0000       35759.00       189.1005    
   126.0000       36283.00       190.4810    
   127.0000       36558.00       191.2015    
   128.0000       34277.00       185.1405    
   129.0000       37823.00       194.4814    
   130.0000       34451.00       185.6098    
   131.0000       35560.00       188.5736    
   132.0000       36859.00       191.9870    
   133.0000       35733.00       189.0317    
   134.0000       36358.00       190.6777    
   135.0000       35971.00       189.6602    
   136.0000       37095.00       192.6006    
   137.0000       37784.00       194.3811    
   138.0000       35878.00       189.4149    
   139.0000       37424.00       193.4528    
   140.0000       35326.00       187.9521    
   141.0000       36087.00       189.9658    
   142.0000       37388.00       193.3598    
   143.0000       38093.00       195.1743    
   144.0000       38579.00       196.4154    
   145.0000       38308.00       195.7243    
   146.0000       38095.00       195.1794    
   147.0000       39976.00       199.9400    
   148.0000       39188.00       197.9596    
   149.0000       41636.00       204.0490    
   150.0000       38573.00       196.4001    
   151.0000       40195.00       200.4869    
   152.0000       41446.00       203.5829    
   153.0000       40884.00       202.1979    
   154.0000       41017.00       202.5265    
   155.0000       39908.00       199.7699    
   156.0000       41923.00       204.7511    
   157.0000       42480.00       206.1068    
   158.0000       39325.00       198.3053    
   159.0000       29664.00       172.2324    
   160.0000       45153.00       212.4924    
   161.0000       44142.00       210.1000    
   162.0000       44121.00       210.0500    
   163.0000       44444.00       210.8175    
   164.0000       44714.00       211.4568    
   165.0000       44511.00       210.9763    
   166.0000       44078.00       209.9476    
   167.0000       44952.00       212.0189    
   168.0000       43090.00       207.5813    
   169.0000       46925.00       216.6218    
   170.0000       43087.00       207.5741    
   171.0000       43540.00       208.6624    
   172.0000       45223.00       212.6570    
   173.0000       42549.00       206.2741    
   174.0000       41966.00       204.8560    
   175.0000       43509.00       208.5881    
   176.0000       45125.00       212.4265    
   177.0000       43151.00       207.7282    
   178.0000       41178.00       202.9236    
   179.0000       40331.00       200.8258    
   180.0000       43928.00       209.5901    
   181.0000       42437.00       206.0024    
   182.0000       43088.00       207.5765    
   183.0000       43970.00       209.6902    
   184.0000       43175.00       207.7859    
   185.0000       43568.00       208.7295    
   186.0000       41276.00       203.1650    
   187.0000       41323.00       203.2806    
   188.0000       39580.00       198.9472    
   189.0000       41838.00       204.5434    
   190.0000       38277.00       195.6451    
   191.0000       38167.00       195.3638    
   192.0000       38183.00       195.4047    
   193.0000       37061.00       192.5123    
   194.0000       37509.00       193.6724    
   195.0000       37472.00       193.5769    
   196.0000       36797.00       191.8254    
   197.0000       36762.00       191.7342    
   198.0000       36378.00       190.7302    
   199.0000       37019.00       192.4032    
   200.0000       34113.00       184.6971    
   201.0000       33922.00       184.1793    
   202.0000       35666.00       188.8544    
   203.0000       36343.00       190.6384    
   204.0000       35642.00       188.7909    
   205.0000       35339.00       187.9867    
   206.0000       34886.00       186.7779    
   207.0000       36659.00       191.4654    
   208.0000       34741.00       186.3894    
   209.0000       36607.00       191.3296    
   210.0000       32418.00       180.0500    
   211.0000       34175.00       184.8648    
   212.0000       36360.00       190.6830    
   213.0000       34622.00       186.0699    
   214.0000       34810.00       186.5744    
   215.0000       34245.00       185.0540    
   216.0000       34734.00       186.3706    
   217.0000       35762.00       189.1084    
   218.0000       33279.00       182.4253    
   219.0000       31891.00       178.5805    
   220.0000       37610.00       193.9330    
   221.0000       34642.00       186.1236    
   222.0000       35382.00       188.1010    
   223.0000       35613.00       188.7141    
   224.0000       35389.00       188.1196    
   225.0000       35035.00       187.1764    
   226.0000       35302.00       187.8883    
   227.0000       36094.00       189.9842    
   228.0000       35364.00       188.0532    
   229.0000       37449.00       193.5174    
   230.0000       33240.00       182.3184    
   231.0000       34311.00       185.2323    
   232.0000       35566.00       188.5895    
   233.0000       35224.00       187.6806    
   234.0000       35235.00       187.7099    
   235.0000       35460.00       188.3083    
   236.0000       35823.00       189.2697    
   237.0000       35377.00       188.0877    
   238.0000       34936.00       186.9117    
   239.0000       31564.00       177.6626    
   240.0000       37308.00       193.1528    
   241.0000       35468.00       188.3295    
   242.0000       37582.00       193.8608    
   243.0000       36695.00       191.5594    
   244.0000       36379.00       190.7328    
   245.0000       37687.00       194.1314    
   246.0000       36459.00       190.9424    
   247.0000       37315.00       193.1709    
   248.0000       36075.00       189.9342    
   249.0000       39196.00       197.9798    
   250.0000       35399.00       188.1462    
   251.0000       36107.00       190.0184    
   252.0000       37387.00       193.3572    
   253.0000       36248.00       190.3891    
   254.0000       36626.00       191.3792    
   255.0000       36435.00       190.8795    
   256.0000       37321.00       193.1864    
   257.0000       36761.00       191.7316    
   258.0000       34612.00       186.0430    
   259.0000       31325.00       176.9887    
   260.0000       38740.00       196.8248    
   261.0000       38276.00       195.6425    
   262.0000       37629.00       193.9820    
   263.0000       37802.00       194.4274    
   264.0000       37980.00       194.8846    
   265.0000       38050.00       195.0641    
   266.0000       38547.00       196.3339    
   267.0000       40338.00       200.8432    
   268.0000       38305.00       195.7166    
   269.0000       41419.00       203.5166    
   270.0000       36786.00       191.7968    
   271.0000       37219.00       192.9223    
   272.0000       39462.00       198.6505    
   273.0000       38863.00       197.1370    
   274.0000       37908.00       194.6998    
   275.0000       37894.00       194.6638    
   276.0000       38814.00       197.0127    
   277.0000       37741.00       194.2704    
   278.0000       36649.00       191.4393    
   279.0000       31881.00       178.5525    
   280.0000       39223.00       198.0480    
   281.0000       38088.00       195.1615    
   282.0000       38764.00       196.8858    
   283.0000       38940.00       197.3322    
   284.0000       38324.00       195.7652    
   285.0000       38337.00       195.7984    
   286.0000       38535.00       196.3033    
   287.0000       39119.00       197.7852    
   288.0000       37597.00       193.8995    
   289.0000       40054.00       200.1349    
   290.0000       37149.00       192.7408    
   291.0000       37617.00       193.9510    
   292.0000       38673.00       196.6545    
   293.0000       37492.00       193.6285    
   294.0000       37380.00       193.3391    
   295.0000       37829.00       194.4968    
   296.0000       38502.00       196.2193    
   297.0000       37120.00       192.6655    
   298.0000       36001.00       189.7393    
   299.0000       35708.00       188.9656    
   300.0000       39600.00       198.9975    
   301.0000       37488.00       193.6182    
   302.0000       37482.00       193.6027    
   303.0000       37804.00       194.4325    
   304.0000       37310.00       193.1580    
   305.0000       37771.00       194.3476    
   306.0000       37765.00       194.3322    
   307.0000       37491.00       193.6259    
   308.0000       36785.00       191.7942    
   309.0000       39285.00       198.2044    
   310.0000       35869.00       189.3911    
   311.0000       37255.00       193.0155    
   312.0000       38178.00       195.3919    
   313.0000       36304.00       190.5361    
   314.0000       36947.00       192.2160    
   315.0000       36122.00       190.0579    
   316.0000       36258.00       190.4153    
   317.0000       37559.00       193.8014    
   318.0000       35470.00       188.3348    
   319.0000       32666.00       180.7374    
   320.0000       34102.00       184.6673    
   321.0000       35614.00       188.7167    
   322.0000       36917.00       192.1380    
   323.0000       36619.00       191.3609    
   324.0000       36177.00       190.2025    
   325.0000       36188.00       190.2314    
   326.0000       35897.00       189.4650    
   327.0000       36397.00       190.7800    
   328.0000       35128.00       187.4247    
   329.0000       37500.00       193.6492    
   330.0000       34136.00       184.7593    
   331.0000       35122.00       187.4086    
   332.0000       36472.00       190.9764    
   333.0000       34513.00       185.7767    
   334.0000       35016.00       187.1256    
   335.0000       34515.00       185.7821    
   336.0000       34568.00       185.9247    
   337.0000       35100.00       187.3499    
   338.0000       34306.00       185.2188    
   339.0000       33568.00       183.2157    
   340.0000       36446.00       190.9084    
   341.0000       35210.00       187.6433    
   342.0000       35685.00       188.9047    
   343.0000       36375.00       190.7223    
   344.0000       37184.00       192.8315    
   345.0000       37668.00       194.0825    
   346.0000       36454.00       190.9293    
   347.0000       36223.00       190.3234    
   348.0000       36456.00       190.9345    
   349.0000       38385.00       195.9209    
   350.0000       34471.00       185.6637    
   351.0000       35530.00       188.4940    
   352.0000       36648.00       191.4367    
   353.0000       35360.00       188.0425    
   354.0000       35426.00       188.2180    
   355.0000       36139.00       190.1026    
   356.0000       37048.00       192.4786    
   357.0000       36647.00       191.4341    
   358.0000       35946.00       189.5943    
   359.0000       37786.00       194.3862    
   360.0000       37167.00       192.7874    
   361.0000       35534.00       188.5046    
   362.0000       35937.00       189.5706    
   363.0000       37088.00       192.5824    
   364.0000       36957.00       192.2420    
   365.0000       36576.00       191.2485    
   366.0000       36462.00       190.9503    
   367.0000       37476.00       193.5872    
   368.0000       36217.00       190.3076    
   369.0000       38455.00       196.0995    
   370.0000       33959.00       184.2797    
   371.0000       35126.00       187.4193    
   372.0000       37286.00       193.0958    
   373.0000       35733.00       189.0317    
   374.0000       35687.00       188.9100    
   375.0000       36486.00       191.0131    
   376.0000       36309.00       190.5492    
   377.0000       36068.00       189.9158    
   378.0000       34933.00       186.9037    
   379.0000       33432.00       182.8442    
   380.0000       37350.00       193.2615    
   381.0000       33784.00       183.8042    
   382.0000       35573.00       188.6081    
   383.0000       36761.00       191.7316    
   384.0000       36375.00       190.7223    
   385.0000       36462.00       190.9503    
   386.0000       36393.00       190.7695    
   387.0000       37952.00       194.8127    
   388.0000       35810.00       189.2353    
   389.0000       38232.00       195.5300    
   390.0000       34997.00       187.0748    
   391.0000       36496.00       191.0393    
   392.0000       36902.00       192.0989    
   393.0000       35057.00       187.2352    
   394.0000       36883.00       192.0495    
   395.0000       37108.00       192.6344    
   396.0000       37098.00       192.6084    
   397.0000       37266.00       193.0440    
   398.0000       35718.00       188.9921    
   399.0000       37640.00       194.0103    
   400.0000       37327.00       193.2020    
   401.0000       36639.00       191.4132    
   402.0000       36941.00       192.2004    
   403.0000       37042.00       192.4630    
   404.0000       37541.00       193.7550    
   405.0000       38466.00       196.1275    
   406.0000       37242.00       192.9819    
   407.0000       37191.00       192.8497    
   408.0000       36116.00       190.0421    
   409.0000       38016.00       194.9769    
   410.0000       33878.00       184.0598    
   411.0000       37124.00       192.6759    
   412.0000       37742.00       194.2730    
   413.0000       36521.00       191.1047    
   414.0000       36983.00       192.3096    
   415.0000       36436.00       190.8822    
   416.0000       36778.00       191.7759    
   417.0000       36756.00       191.7185    
   418.0000       34550.00       185.8763    
   419.0000       33814.00       183.8858    
   420.0000       37168.00       192.7900    
   421.0000       36746.00       191.6925    
   422.0000       38116.00       195.2332    
   423.0000       37908.00       194.6998    
   424.0000       36585.00       191.2721    
   425.0000       37518.00       193.6956    
   426.0000       37835.00       194.5122    
   427.0000       38066.00       195.1051    
   428.0000       37100.00       192.6136    
   429.0000       38811.00       197.0051    
   430.0000       35360.00       188.0425    
   431.0000       36303.00       190.5335    
   432.0000       37720.00       194.2164    
   433.0000       36634.00       191.4001    
   434.0000       36946.00       192.2134    
   435.0000       37190.00       192.8471    
   436.0000       37083.00       192.5695    
   437.0000       37929.00       194.7537    
   438.0000       36448.00       190.9136    
   439.0000       35583.00       188.6346    
   440.0000       37960.00       194.8333    
   441.0000       36886.00       192.0573    
   442.0000       35820.00       189.2617    
   443.0000       35757.00       189.0952    
   444.0000       36547.00       191.1727    
   445.0000       36852.00       191.9688    
   446.0000       36921.00       192.1484    
   447.0000       36848.00       191.9583    
   448.0000       36323.00       190.5859    
   449.0000       39059.00       197.6335    
   450.0000       35219.00       187.6673    
   451.0000       36223.00       190.3234    
   452.0000       37142.00       192.7226    
   453.0000       35697.00       188.9365    
   454.0000       35842.00       189.3198    
   455.0000       36030.00       189.8157    
   456.0000       36782.00       191.7863    
   457.0000       36557.00       191.1989    
   458.0000       35956.00       189.6207    
   459.0000       33911.00       184.1494    
   460.0000       41580.00       203.9117    
   461.0000       36031.00       189.8183    
   462.0000       35808.00       189.2300    
   463.0000       37626.00       193.9742    
   464.0000       37280.00       193.0803    
   465.0000       36925.00       192.1588    
   466.0000       36566.00       191.2224    
   467.0000       37242.00       192.9819    
   468.0000       36475.00       190.9843    
   469.0000       39246.00       198.1060    
   470.0000       36140.00       190.1052    
   471.0000       36261.00       190.4232    
   472.0000       35856.00       189.3568    
   473.0000       35841.00       189.3172    
   474.0000       35847.00       189.3330    
   475.0000       36252.00       190.3996    
   476.0000       37678.00       194.1082    
   477.0000       36648.00       191.4367    
   478.0000       35298.00       187.8776    
   479.0000       37107.00       192.6318    
   480.0000       33475.00       182.9617    
   481.0000       36698.00       191.5672    
   482.0000       36773.00       191.7629    
   483.0000       36294.00       190.5098    
   484.0000       35489.00       188.3852    
   485.0000       35539.00       188.5179    
   486.0000       36537.00       191.1465    
   487.0000       37329.00       193.2071    
   488.0000       35740.00       189.0503    
   489.0000       38832.00       197.0584    
   490.0000       35032.00       187.1684    
   491.0000       35467.00       188.3268    
   492.0000       36796.00       191.8228    
   493.0000       35767.00       189.1217    
   494.0000       36491.00       191.0262    
   495.0000       35947.00       189.5969    
   496.0000       36206.00       190.2787    
   497.0000       37211.00       192.9015    
   498.0000       36033.00       189.8236    
   499.0000       35491.00       188.3905    
   500.0000       35690.00       188.9180    
   501.0000       35618.00       188.7273    
   502.0000       35679.00       188.8889    
   503.0000       35219.00       187.6673    
   504.0000       35742.00       189.0555    
   505.0000       36889.00       192.0651    
   506.0000       36732.00       191.6559    
   507.0000       37416.00       193.4322    
   508.0000       35942.00       189.5838    
   509.0000       37634.00       193.9948    
   510.0000       34373.00       185.3996    
   511.0000       36165.00       190.1710    
   512.0000       36816.00       191.8750    
   513.0000       35009.00       187.1069    
   514.0000       36072.00       189.9263    
   515.0000       36230.00       190.3418    
   516.0000       36846.00       191.9531    
   517.0000       37349.00       193.2589    
   518.0000       36405.00       190.8009    
   519.0000       36563.00       191.2145    
   520.0000       38732.00       196.8045    
   521.0000       35232.00       187.7019    
   522.0000       36097.00       189.9921    
   523.0000       36561.00       191.2093    
   524.0000       36170.00       190.1841    
   525.0000       36340.00       190.6305    
   526.0000       36616.00       191.3531    
   527.0000       37477.00       193.5898    
   528.0000       35068.00       187.2645    
   529.0000       38505.00       196.2269    
   530.0000       35329.00       187.9601    
   531.0000       36195.00       190.2498    
   532.0000       36576.00       191.2485    
   533.0000       36248.00       190.3891    
   534.0000       36024.00       189.7999    
   535.0000       35601.00       188.6823    
   536.0000       38247.00       195.5684    
   537.0000       37264.00       193.0388    
   538.0000       35436.00       188.2445    
   539.0000       35683.00       188.8994    
   540.0000       37223.00       192.9326    
   541.0000       35316.00       187.9255    
   542.0000       36172.00       190.1894    
   543.0000       37321.00       193.1864    
   544.0000       36080.00       189.9474    
   545.0000       36991.00       192.3304    
   546.0000       37250.00       193.0026    
   547.0000       38035.00       195.0256    
   548.0000       36614.00       191.3479    
   549.0000       38930.00       197.3069    
   550.0000       36038.00       189.8368    
   551.0000       36388.00       190.7564    
   552.0000       37311.00       193.1606    
   553.0000       36489.00       191.0209    
   554.0000       36637.00       191.4079    
   555.0000       36395.00       190.7747    
   556.0000       36703.00       191.5803    
   557.0000       37527.00       193.7189    
   558.0000       35625.00       188.7459    
   559.0000       32215.00       179.4854    
   560.0000       35583.00       188.6346    
   561.0000       36007.00       189.7551    
   562.0000       35594.00       188.6637    
   563.0000       36073.00       189.9289    
   564.0000       36786.00       191.7968    
   565.0000       37090.00       192.5876    
   566.0000       37025.00       192.4188    
   567.0000       36920.00       192.1458    
   568.0000       34776.00       186.4832    
   569.0000       37920.00       194.7306    
   570.0000       33752.00       183.7172    
   571.0000       34463.00       185.6421    
   572.0000       37104.00       192.6240    
   573.0000       35767.00       189.1217    
   574.0000       36246.00       190.3838    
   575.0000       35735.00       189.0370    
   576.0000       35435.00       188.2419    
   577.0000       36125.00       190.0658    
   578.0000       34124.00       184.7268    
   579.0000       28339.00       168.3419    
   580.0000       34820.00       186.6012    
   581.0000       35256.00       187.7658    
   582.0000       35740.00       189.0503    
   583.0000       36386.00       190.7511    
   584.0000       35990.00       189.7103    
   585.0000       35851.00       189.3436    
   586.0000       35018.00       187.1310    
   587.0000       36280.00       190.4731    
   588.0000       34506.00       185.7579    
   589.0000       37361.00       193.2899    
   590.0000       33003.00       181.6673    
   591.0000       33258.00       182.3678    
   592.0000       35005.00       187.0962    
   593.0000       32696.00       180.8204    
   594.0000       33237.00       182.3102    
   595.0000       34268.00       185.1162    
   596.0000       34519.00       185.7929    
   597.0000       32244.00       179.5661    
   598.0000       32454.00       180.1499    
   599.0000       30485.00       174.5995    
   600.0000       34491.00       185.7175    
   601.0000       32405.00       180.0139    
   602.0000       32515.00       180.3192    
   603.0000       33717.00       183.6219    
   604.0000       33249.00       182.3431    
   605.0000       33123.00       181.9973    
   606.0000       32191.00       179.4185    
   607.0000       33020.00       181.7141    
   608.0000       32220.00       179.4993    
   609.0000       33785.00       183.8070    
   610.0000       31006.00       176.0852    
   611.0000       32257.00       179.6023    
   612.0000       32362.00       179.8944    
   613.0000       31103.00       176.3604    
   614.0000       30991.00       176.0426    
   615.0000       30964.00       175.9659    
   616.0000       31017.00       176.1164    
   617.0000       31139.00       176.4625    
   618.0000       35857.00       189.3595    
   619.0000       37052.00       192.4890    
   620.0000       44706.00       211.4379    
   621.0000       37039.00       192.4552    
   622.0000       37498.00       193.6440    
   623.0000       37972.00       194.8641    
   624.0000       37022.00       192.4110    
   625.0000       37742.00       194.2730    
   626.0000       36927.00       192.1640    
   627.0000       37903.00       194.6869    
   628.0000       36025.00       189.8025    
   629.0000       38696.00       196.7130    
   630.0000       34794.00       186.5315    
   631.0000       35222.00       187.6752    
   632.0000       36920.00       192.1458    
   633.0000       35325.00       187.9495    
   634.0000       35063.00       187.2512    
   635.0000       35212.00       187.6486    
   636.0000       36091.00       189.9763    
   637.0000       36166.00       190.1736    
   638.0000       35502.00       188.4197    
   639.0000       35930.00       189.5521    
