sample v-GeO2 350K                                           18-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12410.00       111.4002    
   1.000000       1354.000       36.79674    
   2.000000       1659.000       40.73082    
   3.000000       1998.000       44.69899    
   4.000000       2833.000       53.22593    
   5.000000       3988.000       63.15061    
   6.000000       4698.000       68.54196    
   7.000000       5504.000       74.18895    
   8.000000       5730.000       75.69676    
   9.000000       6030.000       77.65308    
   10.00000       5697.000       75.47848    
   11.00000       5398.000       73.47108    
   12.00000       5023.000       70.87312    
   13.00000       4471.000       66.86554    
   14.00000       4106.000       64.07808    
   15.00000       3969.000       63.00000    
   16.00000       4213.000       64.90762    
   17.00000       4571.000       67.60917    
   18.00000       5188.000       72.02777    
   19.00000       12469.00       111.6647    
   20.00000       6237.000       78.97468    
   21.00000       6611.000       81.30806    
   22.00000       7032.000       83.85702    
   23.00000       8092.000       89.95554    
   24.00000       24154.00       155.4156    
   25.00000       45205.00       212.6147    
   26.00000       49923.00       223.4346    
   27.00000       52704.00       229.5735    
   28.00000       55004.00       234.5293    
   29.00000       53931.00       232.2305    
   30.00000       47926.00       218.9201    
   31.00000       47850.00       218.7464    
   32.00000       53974.00       232.3230    
   33.00000       57749.00       240.3102    
   34.00000       56113.00       236.8818    
   35.00000       54833.00       234.1645    
   36.00000       60372.00       245.7071    
   37.00000       59408.00       243.7376    
   38.00000       56908.00       238.5540    
   39.00000       53986.00       232.3489    
   40.00000       61592.00       248.1774    
   41.00000       59386.00       243.6924    
   42.00000       60571.00       246.1118    
   43.00000       62022.00       249.0422    
   44.00000       63522.00       252.0357    
   45.00000       64412.00       253.7952    
   46.00000       63519.00       252.0298    
   47.00000       62810.00       250.6192    
   48.00000       61770.00       248.5357    
   49.00000       66000.00       256.9047    
   50.00000       60798.00       246.5725    
   51.00000       64463.00       253.8956    
   52.00000       71843.00       268.0354    
   53.00000       70154.00       264.8660    
   54.00000       72564.00       269.3770    
   55.00000       73817.00       271.6928    
   56.00000       75220.00       274.2626    
   57.00000       75939.00       275.5703    
   58.00000       77623.00       278.6090    
   59.00000       70000.00       264.5751    
   60.00000       83672.00       289.2611    
   61.00000       86058.00       293.3564    
   62.00000       93118.00       305.1524    
   63.00000       92976.00       304.9196    
   64.00000       93601.00       305.9428    
   65.00000       95803.00       309.5206    
   66.00000       94832.00       307.9481    
   67.00000       92581.00       304.2713    
   68.00000       90559.00       300.9302    
   69.00000       98195.00       313.3608    
   70.00000       89636.00       299.3927    
   71.00000       85949.00       293.1706    
   72.00000       86557.00       294.2057    
   73.00000       84453.00       290.6080    
   74.00000       87088.00       295.1068    
   75.00000       81858.00       286.1084    
   76.00000       82138.00       286.5973    
