Empty fournace avelenght calibration                         25-11-07  2000.000K
   77.00000       6892.000       83.01807    
   78.00000       6682.000       81.74350    
   79.00000       5541.000       74.43790    
   80.00000       6951.000       83.37266    
   81.00000       7174.000       84.69947    
   82.00000       7312.000       85.51023    
   83.00000       7238.000       85.07644    
   84.00000       7246.000       85.12344    
   85.00000       7272.000       85.27602    
   86.00000       7164.000       84.64042    
   87.00000       7213.000       84.92938    
   88.00000       7636.000       87.38421    
   89.00000       7727.000       87.90336    
   90.00000       6923.000       83.20457    
   91.00000       7146.000       84.53402    
   92.00000       7156.000       84.59315    
   93.00000       7136.000       84.47485    
   94.00000       7437.000       86.23804    
   95.00000       7204.000       84.87638    
   96.00000       7102.000       84.27336    
   97.00000       7460.000       86.37129    
   98.00000       7262.000       85.21737    
   99.00000       6629.000       81.41867    
   100.0000       6727.000       82.01829    
   101.0000       7179.000       84.72898    
   102.0000       7274.000       85.28775    
   103.0000       7362.000       85.80210    
   104.0000       7444.000       86.27862    
   105.0000       7528.000       86.76405    
   106.0000       7412.000       86.09297    
   107.0000       7703.000       87.76674    
   108.0000       7774.000       88.17029    
   109.0000       8264.000       90.90655    
   110.0000       7472.000       86.44073    
   111.0000       7793.000       88.27797    
   112.0000       8009.000       89.49302    
   113.0000       7373.000       85.86617    
   114.0000       7718.000       87.85215    
   115.0000       7450.000       86.31339    
   116.0000       7600.000       87.17798    
   117.0000       7253.000       85.16454    
   118.0000       6938.000       83.29465    
   119.0000       6012.000       77.53709    
   120.0000       7851.000       88.60587    
   121.0000       7333.000       85.63293    
   122.0000       7728.000       87.90904    
   123.0000       7837.000       88.52683    
   124.0000       7501.000       86.60831    
   125.0000       7545.000       86.86196    
   126.0000       7663.000       87.53857    
   127.0000       7758.000       88.07951    
   128.0000       7229.000       85.02353    
   129.0000       7713.000       87.82368    
   130.0000       7244.000       85.11169    
   131.0000       7518.000       86.70640    
   132.0000       7914.000       88.96066    
   133.0000       7363.000       85.80792    
   134.0000       7637.000       87.38993    
   135.0000       7548.000       86.87923    
   136.0000       7551.000       86.89649    
   137.0000       7688.000       87.68124    
   138.0000       7149.000       84.55176    
   139.0000       7671.000       87.58424    
   140.0000       7146.000       84.53402    
   141.0000       7307.000       85.48100    
   142.0000       7363.000       85.80792    
   143.0000       7508.000       86.64872    
   144.0000       7575.000       87.03448    
   145.0000       7604.000       87.20092    
   146.0000       7443.000       86.27282    
   147.0000       7955.000       89.19080    
   148.0000       7634.000       87.37276    
   149.0000       8008.000       89.48743    
   150.0000       7175.000       84.70537    
   151.0000       7457.000       86.35392    
   152.0000       7750.000       88.03408    
   153.0000       7357.000       85.77296    
   154.0000       7712.000       87.81799    
   155.0000       7326.000       85.59206    
   156.0000       7728.000       87.90904    
   157.0000       7800.000       88.31761    
   158.0000       7053.000       83.98214    
   159.0000       5049.000       71.05631    
   160.0000       7762.000       88.10221    
   161.0000       7729.000       87.91473    
   162.0000       7724.000       87.88629    
   163.0000       7764.000       88.11356    
   164.0000       7812.000       88.38552    
   165.0000       7959.000       89.21323    
   166.0000       7652.000       87.47571    
   167.0000       7814.000       88.39684    
   168.0000       7339.000       85.66796    
   169.0000       7911.000       88.94380    
   170.0000       7313.000       85.51608    
   171.0000       7337.000       85.65629    
   172.0000       7772.000       88.15895    
   173.0000       7150.000       84.55767    
   174.0000       7087.000       84.18432    
   175.0000       7394.000       85.98837    
   176.0000       7849.000       88.59458    
   177.0000       7273.000       85.28188    
   178.0000       7045.000       83.93450    
   179.0000       6823.000       82.60146    
   180.0000       7521.000       86.72370    
   181.0000       7411.000       86.08717    
   182.0000       7654.000       87.48714    
   183.0000       7746.000       88.01136    
   184.0000       7895.000       88.85381    
   185.0000       7791.000       88.26664    
   186.0000       7682.000       87.64702    
   187.0000       7713.000       87.82368    
   188.0000       7680.000       87.63561    
   189.0000       8067.000       89.81648    
   190.0000       7572.000       87.01724    
   191.0000       7427.000       86.18005    
   192.0000       7622.000       87.30407    
   193.0000       7504.000       86.62563    
   194.0000       7628.000       87.33842    
   195.0000       7711.000       87.81230    
   196.0000       7526.000       86.75253    
   197.0000       7569.000       87.00000    
   198.0000       7435.000       86.22645    
   199.0000       7679.000       87.62991    
   200.0000       7007.000       83.70782    
   201.0000       7089.000       84.19620    
   202.0000       7446.000       86.29021    
   203.0000       7598.000       87.16650    
   204.0000       7587.000       87.10339    
   205.0000       7532.000       86.78709    
   206.0000       7466.000       86.40602    
   207.0000       7745.000       88.00568    
   208.0000       7479.000       86.48121    
   209.0000       7789.000       88.25531    
   210.0000       6944.000       83.33067    
   211.0000       7371.000       85.85453    
   212.0000       7672.000       87.58995    
   213.0000       7515.000       86.68910    
   214.0000       7312.000       85.51023    
   215.0000       7235.000       85.05880    
   216.0000       7494.000       86.56789    
   217.0000       7420.000       86.13942    
   218.0000       6893.000       83.02409    
   219.0000       6801.000       82.46818    
   220.0000       7934.000       89.07301    
   221.0000       7266.000       85.24084    
   222.0000       7272.000       85.27602    
   223.0000       7414.000       86.10459    
   224.0000       7324.000       85.58037    
   225.0000       7495.000       86.57367    
   226.0000       7468.000       86.41759    
   227.0000       7503.000       86.61986    
   228.0000       7526.000       86.75253    
   229.0000       7819.000       88.42511    
   230.0000       6922.000       83.19855    
   231.0000       7087.000       84.18432    
   232.0000       7462.000       86.38287    
   233.0000       7384.000       85.93021    
   234.0000       7402.000       86.03487    
   235.0000       7381.000       85.91275    
   236.0000       7491.000       86.55056    
   237.0000       7360.000       85.79044    
   238.0000       7190.000       84.79387    
   239.0000       6500.000       80.62257    
   240.0000       7598.000       87.16650    
   241.0000       7280.000       85.32291    
   242.0000       7606.000       87.21239    
   243.0000       7417.000       86.12201    
   244.0000       7258.000       85.19389    
   245.0000       7785.000       88.23265    
   246.0000       7333.000       85.63293    
   247.0000       7529.000       86.76981    
   248.0000       7097.000       84.24369    
   249.0000       7683.000       87.65273    
   250.0000       6993.000       83.62416    
   251.0000       7188.000       84.78207    
   252.0000       7375.000       85.87782    
   253.0000       7138.000       84.48669    
   254.0000       7140.000       84.49852    
   255.0000       7083.000       84.16056    
   256.0000       7244.000       85.11169    
   257.0000       7003.000       83.68393    
   258.0000       6605.000       81.27115    
   259.0000       6007.000       77.50484    
   260.0000       7493.000       86.56212    
   261.0000       7336.000       85.65045    
   262.0000       7146.000       84.53402    
   263.0000       7185.000       84.76438    
   264.0000       7099.000       84.25556    
   265.0000       7146.000       84.53402    
   266.0000       7362.000       85.80210    
   267.0000       7559.000       86.94251    
   268.0000       7262.000       85.21737    
   269.0000       7813.000       88.39117    
   270.0000       6888.000       82.99397    
   271.0000       6892.000       83.01807    
   272.0000       7406.000       86.05812    
   273.0000       7173.000       84.69357    
   274.0000       7034.000       83.86894    
   275.0000       7108.000       84.30895    
   276.0000       7309.000       85.49269    
   277.0000       6931.000       83.25262    
   278.0000       6738.000       82.08532    
   279.0000       5871.000       76.62245    
   280.0000       7140.000       84.49852    
   281.0000       7024.000       83.80931    
   282.0000       7140.000       84.49852    
   283.0000       7254.000       85.17042    
   284.0000       7167.000       84.65813    
   285.0000       7174.000       84.69947    
   286.0000       7155.000       84.58723    
   287.0000       7363.000       85.80792    
   288.0000       7064.000       84.04761    
   289.0000       7413.000       86.09878    
   290.0000       6993.000       83.62416    
   291.0000       6886.000       82.98193    
   292.0000       7063.000       84.04166    
   293.0000       7032.000       83.85702    
   294.0000       6859.000       82.81908    
   295.0000       7124.000       84.40379    
   296.0000       7160.000       84.61678    
   297.0000       6783.000       82.35897    
   298.0000       6835.000       82.67406    
   299.0000       6619.000       81.35724    
   300.0000       7266.000       85.24084    
   301.0000       6966.000       83.46257    
   302.0000       6951.000       83.37266    
   303.0000       6874.000       82.90959    
   304.0000       7036.000       83.88087    
   305.0000       7068.000       84.07140    
   306.0000       6902.000       83.07828    
   307.0000       6893.000       83.02409    
   308.0000       6857.000       82.80701    
   309.0000       7345.000       85.70297    
   310.0000       6667.000       81.65170    
   311.0000       6960.000       83.42661    
   312.0000       7180.000       84.73488    
   313.0000       6926.000       83.22260    
   314.0000       6916.000       83.16249    
   315.0000       6861.000       82.83115    
   316.0000       6862.000       82.83719    
   317.0000       7006.000       83.70185    
   318.0000       6733.000       82.05486    
   319.0000       6164.000       78.51115    
   320.0000       6476.000       80.47359    
   321.0000       6686.000       81.76797    
   322.0000       6841.000       82.71033    
   323.0000       6982.000       83.55836    
   324.0000       6795.000       82.43179    
   325.0000       6872.000       82.89753    
   326.0000       6913.000       83.14445    
   327.0000       6840.000       82.70429    
   328.0000       6577.000       81.09871    
   329.0000       7174.000       84.69947    
   330.0000       6634.000       81.44937    
   331.0000       6796.000       82.43786    
   332.0000       6907.000       83.10836    
   333.0000       6482.000       80.51087    
   334.0000       6521.000       80.75271    
   335.0000       6774.000       82.30431    
   336.0000       6604.000       81.26500    
   337.0000       6698.000       81.84131    
   338.0000       6528.000       80.79604    
   339.0000       6468.000       80.42387    
   340.0000       6956.000       83.40264    
   341.0000       6770.000       82.28001    
   342.0000       6993.000       83.62416    
   343.0000       6945.000       83.33667    
   344.0000       7055.000       83.99405    
   345.0000       7265.000       85.23497    
   346.0000       6932.000       83.25864    
   347.0000       6932.000       83.25864    
   348.0000       6962.000       83.43860    
   349.0000       7425.000       86.16844    
   350.0000       6564.000       81.01852    
   351.0000       6858.000       82.81304    
   352.0000       7044.000       83.92854    
   353.0000       6762.000       82.23138    
   354.0000       6904.000       83.09031    
   355.0000       6949.000       83.36066    
   356.0000       7180.000       84.73488    
   357.0000       6951.000       83.37266    
   358.0000       6945.000       83.33667    
   359.0000       7355.000       85.76130    
   360.0000       6967.000       83.46856    
   361.0000       6719.000       81.96951    
   362.0000       6900.000       83.06624    
   363.0000       7072.000       84.09518    
   364.0000       6954.000       83.39065    
   365.0000       7010.000       83.72575    
   366.0000       6864.000       82.84926    
   367.0000       7009.000       83.71977    
   368.0000       6707.000       81.89628    
   369.0000       7127.000       84.42156    
   370.0000       6434.000       80.21222    
   371.0000       6569.000       81.04937    
   372.0000       7000.000       83.66600    
   373.0000       6811.000       82.52879    
   374.0000       6649.000       81.54140    
   375.0000       6729.000       82.03048    
   376.0000       6738.000       82.08532    
   377.0000       6642.000       81.49847    
   378.0000       6443.000       80.26830    
   379.0000       6116.000       78.20486    
   380.0000       6725.000       82.00610    
   381.0000       6121.000       78.23682    
   382.0000       6634.000       81.44937    
   383.0000       6636.000       81.46165    
   384.0000       6573.000       81.07404    
   385.0000       6527.000       80.78985    
   386.0000       6722.000       81.98780    
   387.0000       7062.000       84.03571    
   388.0000       6669.000       81.66395    
   389.0000       6898.000       83.05420    
   390.0000       6363.000       79.76842    
   391.0000       6693.000       81.81076    
   392.0000       6671.000       81.67619    
   393.0000       6373.000       79.83107    
   394.0000       6695.000       81.82298    
   395.0000       6710.000       81.91459    
   396.0000       6718.000       81.96341    
   397.0000       6659.000       81.60270    
   398.0000       6416.000       80.09994    
   399.0000       6895.000       83.03614    
   400.0000       6676.000       81.70679    
   401.0000       6620.000       81.36338    
   402.0000       6518.000       80.73413    
   403.0000       6538.000       80.85790    
   404.0000       6667.000       81.65170    
   405.0000       6824.000       82.60751    
   406.0000       6561.000       81.00000    
   407.0000       6485.000       80.52950    
   408.0000       6429.000       80.18105    
   409.0000       6754.000       82.18272    
   410.0000       5917.000       76.92204    
   411.0000       6359.000       79.74334    
   412.0000       6605.000       81.27115    
   413.0000       6346.000       79.66178    
   414.0000       6501.000       80.62878    
   415.0000       6411.000       80.06872    
   416.0000       6497.000       80.60397    
   417.0000       6390.000       79.93748    
   418.0000       5958.000       77.18808    
   419.0000       5862.000       76.56370    
   420.0000       6519.000       80.74033    
   421.0000       6334.000       79.58643    
   422.0000       6693.000       81.81076    
   423.0000       6512.000       80.69696    
   424.0000       6426.000       80.16234    
   425.0000       6645.000       81.51687    
   426.0000       6565.000       81.02469    
   427.0000       6769.000       82.27393    
   428.0000       6191.000       78.68291    
   429.0000       6644.000       81.51073    
   430.0000       6040.000       77.71744    
   431.0000       6064.000       77.87169    
   432.0000       6485.000       80.52950    
   433.0000       6266.000       79.15807    
   434.0000       6283.000       79.26538    
   435.0000       6373.000       79.83107    
   436.0000       6333.000       79.58015    
   437.0000       6358.000       79.73707    
   438.0000       6261.000       79.12648    
   439.0000       6115.000       78.19846    
   440.0000       6282.000       79.25907    
   441.0000       6274.000       79.20859    
   442.0000       6060.000       77.84600    
   443.0000       6196.000       78.71468    
   444.0000       6174.000       78.57481    
   445.0000       6206.000       78.77817    
   446.0000       6121.000       78.23682    
   447.0000       6372.000       79.82481    
   448.0000       6123.000       78.24960    
   449.0000       6511.000       80.69077    
   450.0000       6129.000       78.28793    
   451.0000       6153.000       78.44106    
   452.0000       6254.000       79.08224    
   453.0000       6106.000       78.14090    
   454.0000       6050.000       77.78175    
   455.0000       6023.000       77.60799    
   456.0000       6235.000       78.96201    
   457.0000       6077.000       77.95512    
   458.0000       5976.000       77.30460    
   459.0000       5771.000       75.96709    
   460.0000       7002.000       83.67796    
   461.0000       6039.000       77.71101    
   462.0000       6119.000       78.22404    
   463.0000       6254.000       79.08224    
   464.0000       6285.000       79.27799    
   465.0000       6309.000       79.42921    
   466.0000       6101.000       78.10890    
   467.0000       6313.000       79.45439    
   468.0000       6114.000       78.19207    
   469.0000       6483.000       80.51708    
   470.0000       5834.000       76.38062    
   471.0000       6028.000       77.64020    
   472.0000       6105.000       78.13450    
   473.0000       5949.000       77.12976    
   474.0000       6040.000       77.71744    
   475.0000       5985.000       77.36279    
   476.0000       6254.000       79.08224    
   477.0000       6020.000       77.58866    
   478.0000       6098.000       78.08969    
   479.0000       6230.000       78.93035    
   480.0000       5625.000       75.00000    
   481.0000       6052.000       77.79460    
   482.0000       6203.000       78.75912    
   483.0000       5886.000       76.72027    
   484.0000       5880.000       76.68116    
   485.0000       5898.000       76.79844    
   486.0000       6159.000       78.47929    
   487.0000       6124.000       78.25599    
   488.0000       6040.000       77.71744    
   489.0000       6415.000       80.09370    
   490.0000       5877.000       76.66159    
   491.0000       5698.000       75.48510    
   492.0000       6255.000       79.08855    
   493.0000       5979.000       77.32400    
   494.0000       5977.000       77.31106    
   495.0000       6074.000       77.93587    
   496.0000       6063.000       77.86526    
   497.0000       6161.000       78.49203    
   498.0000       6033.000       77.67239    
   499.0000       5980.000       77.33046    
   500.0000       5898.000       76.79844    
   501.0000       5866.000       76.58981    
   502.0000       5854.000       76.51144    
   503.0000       6012.000       77.53709    
   504.0000       5993.000       77.41447    
   505.0000       6116.000       78.20486    
   506.0000       5988.000       77.38217    
   507.0000       6159.000       78.47929    
   508.0000       5930.000       77.00649    
   509.0000       6274.000       79.20859    
   510.0000       5772.000       75.97368    
   511.0000       6058.000       77.83315    
   512.0000       6102.000       78.11530    
   513.0000       5921.000       76.94804    
   514.0000       6008.000       77.51129    
   515.0000       6093.000       78.05767    
   516.0000       5998.000       77.44675    
   517.0000       6123.000       78.24960    
   518.0000       5876.000       76.65508    
   519.0000       6303.000       79.39143    
   520.0000       6595.000       81.20960    
   521.0000       5849.000       76.47875    
   522.0000       5871.000       76.62245    
   523.0000       6226.000       78.90501    
   524.0000       5915.000       76.90903    
   525.0000       6026.000       77.62731    
   526.0000       6117.000       78.21125    
   527.0000       6252.000       79.06959    
   528.0000       5803.000       76.17742    
   529.0000       6460.000       80.37412    
   530.0000       5896.000       76.78542    
   531.0000       5974.000       77.29166    
   532.0000       6110.000       78.16649    
   533.0000       5893.000       76.76588    
   534.0000       5919.000       76.93504    
   535.0000       5835.000       76.38717    
   536.0000       6263.000       79.13911    
   537.0000       6223.000       78.88599    
   538.0000       5777.000       76.00658    
   539.0000       5918.000       76.92854    
   540.0000       5910.000       76.87653    
   541.0000       5835.000       76.38717    
   542.0000       6008.000       77.51129    
   543.0000       6092.000       78.05126    
   544.0000       5938.000       77.05842    
   545.0000       5982.000       77.34339    
   546.0000       6121.000       78.23682    
   547.0000       6276.000       79.22121    
   548.0000       6048.000       77.76889    
   549.0000       6377.000       79.85612    
   550.0000       5896.000       76.78542    
   551.0000       5868.000       76.60287    
   552.0000       5976.000       77.30460    
   553.0000       5958.000       77.18808    
   554.0000       6071.000       77.91662    
   555.0000       6123.000       78.24960    
   556.0000       6102.000       78.11530    
   557.0000       6216.000       78.84161    
   558.0000       5866.000       76.58981    
   559.0000       5177.000       71.95137    
   560.0000       5762.000       75.90784    
   561.0000       5833.000       76.37408    
   562.0000       5821.000       76.29548    
   563.0000       5781.000       76.03289    
   564.0000       5918.000       76.92854    
   565.0000       5997.000       77.44030    
   566.0000       5994.000       77.42093    
   567.0000       6108.000       78.15369    
   568.0000       5698.000       75.48510    
   569.0000       6213.000       78.82259    
   570.0000       5575.000       74.66592    
   571.0000       5603.000       74.85319    
   572.0000       5908.000       76.86352    
   573.0000       5735.000       75.72978    
   574.0000       6037.000       77.69814    
   575.0000       5828.000       76.34134    
   576.0000       5812.000       76.23647    
   577.0000       5809.000       76.21680    
   578.0000       5474.000       73.98649    
   579.0000       4495.000       67.04476    
   580.0000       5581.000       74.70609    
   581.0000       5760.000       75.89466    
   582.0000       5850.000       76.48529    
   583.0000       5880.000       76.68116    
   584.0000       5913.000       76.89603    
   585.0000       5862.000       76.56370    
   586.0000       5777.000       76.00658    
   587.0000       5846.000       76.45914    
   588.0000       5781.000       76.03289    
   589.0000       6198.000       78.72738    
   590.0000       5526.000       74.33707    
   591.0000       5314.000       72.89719    
   592.0000       5681.000       75.37241    
   593.0000       5293.000       72.75301    
   594.0000       5460.000       73.89182    
   595.0000       5631.000       75.03999    
   596.0000       5725.000       75.66373    
   597.0000       5263.000       72.54654    
   598.0000       5534.000       74.39086    
   599.0000       5091.000       71.35124    
   600.0000       5662.000       75.24626    
   601.0000       5403.000       73.50510    
   602.0000       5308.000       72.85603    
   603.0000       5512.000       74.24284    
   604.0000       5534.000       74.39086    
   605.0000       5415.000       73.58669    
   606.0000       5283.000       72.68425    
   607.0000       5382.000       73.36211    
   608.0000       5464.000       73.91888    
   609.0000       5616.000       74.93998    
   610.0000       5058.000       71.11962    
   611.0000       5173.000       71.92357    
   612.0000       5247.000       72.43618    
   613.0000       5223.000       72.27032    
   614.0000       5141.000       71.70077    
   615.0000       5106.000       71.45628    
   616.0000       5165.000       71.86794    
   617.0000       5134.000       71.65194    
   618.0000       5733.000       75.71658    
   619.0000       5957.000       77.18160    
   620.0000       7371.000       85.85453    
   621.0000       5988.000       77.38217    
   622.0000       6208.000       78.79086    
   623.0000       6215.000       78.83527    
   624.0000       5991.000       77.40155    
   625.0000       6091.000       78.04486    
   626.0000       6181.000       78.61934    
   627.0000       6132.000       78.30709    
   628.0000       5796.000       76.13146    
   629.0000       6240.000       78.99367    
   630.0000       5399.000       73.47789    
   631.0000       4966.000       70.46985    
   632.0000       5178.000       71.95832    
   633.0000       4739.000       68.84039    
   634.0000       4791.000       69.21705    
   635.0000       4680.000       68.41052    
   636.0000       4813.000       69.37579    
   637.0000       5113.000       71.50524    
   638.0000       4903.000       70.02142    
   639.0000       4815.000       69.39020    
