sample v-GeO2 1350K tst                                      24-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   10223.00       101.1088    
   1.000000       1369.000       37.00000    
   2.000000       1524.000       39.03844    
   3.000000       1931.000       43.94315    
   4.000000       2845.000       53.33854    
   5.000000       3653.000       60.44005    
   6.000000       4336.000       65.84831    
   7.000000       5119.000       71.54719    
   8.000000       5344.000       73.10267    
   9.000000       5492.000       74.10803    
   10.00000       5201.000       72.11796    
   11.00000       4934.000       70.24244    
   12.00000       4576.000       67.64614    
   13.00000       4055.000       63.67888    
   14.00000       3808.000       61.70900    
   15.00000       3781.000       61.48984    
   16.00000       3881.000       62.29767    
   17.00000       4248.000       65.17668    
   18.00000       4761.000       69.00000    
   19.00000       10750.00       103.6822    
   20.00000       5765.000       75.92760    
   21.00000       6375.000       79.84360    
   22.00000       6647.000       81.52914    
   23.00000       7685.000       87.66413    
   24.00000       24354.00       156.0577    
   25.00000       43558.00       208.7055    
   26.00000       48618.00       220.4949    
   27.00000       52419.00       228.9520    
   28.00000       53457.00       231.2077    
   29.00000       52910.00       230.0217    
   30.00000       44803.00       211.6672    
   31.00000       47144.00       217.1267    
   32.00000       51662.00       227.2928    
   33.00000       55805.00       236.2308    
   34.00000       53241.00       230.7401    
   35.00000       53168.00       230.5819    
   36.00000       59089.00       243.0823    
   37.00000       58145.00       241.1327    
   38.00000       54310.00       233.0451    
   39.00000       50477.00       224.6709    
   40.00000       59769.00       244.4770    
   41.00000       57645.00       240.0937    
   42.00000       58247.00       241.3441    
   43.00000       60750.00       246.4751    
   44.00000       61640.00       248.2740    
   45.00000       62461.00       249.9220    
   46.00000       59801.00       244.5424    
   47.00000       60938.00       246.8562    
   48.00000       59891.00       244.7264    
   49.00000       64471.00       253.9114    
   50.00000       55875.00       236.3789    
   51.00000       60213.00       245.3834    
   52.00000       67199.00       259.2277    
   53.00000       65152.00       255.2489    
   54.00000       65192.00       255.3272    
   55.00000       67705.00       260.2018    
   56.00000       67515.00       259.8365    
   57.00000       67246.00       259.3183    
   58.00000       65407.00       255.7479    
   59.00000       56025.00       236.6960    
   60.00000       71189.00       266.8127    
   61.00000       72609.00       269.4606    
   62.00000       77461.00       278.3182    
   63.00000       78247.00       279.7267    
   64.00000       78139.00       279.5335    
   65.00000       79204.00       281.4320    
   66.00000       78464.00       280.1143    
   67.00000       77433.00       278.2679    
   68.00000       75488.00       274.7508    
   69.00000       83559.00       289.0657    
   70.00000       73546.00       271.1937    
   71.00000       73650.00       271.3853    
   72.00000       74667.00       273.2526    
   73.00000       75079.00       274.0055    
   74.00000       79484.00       281.9291    
   75.00000       74526.00       272.9945    
   76.00000       73022.00       270.2258    
