sample v-GeO2 1000K                                          22-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12045.00       109.7497    
   1.000000       1403.000       37.45664    
   2.000000       1754.000       41.88078    
   3.000000       2059.000       45.37621    
   4.000000       2882.000       53.68426    
   5.000000       3930.000       62.68971    
   6.000000       4586.000       67.72001    
   7.000000       5546.000       74.47147    
   8.000000       5723.000       75.65051    
   9.000000       6070.000       77.91020    
   10.00000       5640.000       75.09993    
   11.00000       5333.000       73.02739    
   12.00000       4938.000       70.27090    
   13.00000       4263.000       65.29166    
   14.00000       4009.000       63.31667    
   15.00000       3859.000       62.12085    
   16.00000       4114.000       64.14047    
   17.00000       4456.000       66.75328    
   18.00000       5052.000       71.07742    
   19.00000       12449.00       111.5751    
   20.00000       6161.000       78.49203    
   21.00000       6654.000       81.57205    
   22.00000       6978.000       83.53442    
   23.00000       8161.000       90.33826    
   24.00000       25035.00       158.2245    
   25.00000       46258.00       215.0767    
   26.00000       49966.00       223.5308    
   27.00000       53605.00       231.5275    
   28.00000       54785.00       234.0620    
   29.00000       54172.00       232.7488    
   30.00000       46708.00       216.1203    
   31.00000       48787.00       220.8778    
   32.00000       53273.00       230.8094    
   33.00000       57842.00       240.5036    
   34.00000       55790.00       236.1991    
   35.00000       54963.00       234.4419    
   36.00000       60752.00       246.4792    
   37.00000       59770.00       244.4790    
   38.00000       56655.00       238.0231    
   39.00000       54095.00       232.5833    
   40.00000       62171.00       249.3411    
   41.00000       59908.00       244.7611    
   42.00000       60718.00       246.4102    
   43.00000       62739.00       250.4775    
   44.00000       63700.00       252.3886    
   45.00000       65091.00       255.1294    
   46.00000       63109.00       251.2150    
   47.00000       63286.00       251.5671    
   48.00000       62721.00       250.4416    
   49.00000       67979.00       260.7278    
   50.00000       60510.00       245.9878    
   51.00000       65105.00       255.1568    
   52.00000       72712.00       269.6516    
   53.00000       70929.00       266.3250    
   54.00000       72463.00       269.1895    
   55.00000       75896.00       275.4923    
   56.00000       75865.00       275.4360    
   57.00000       77343.00       278.1061    
   58.00000       76645.00       276.8483    
   59.00000       68793.00       262.2842    
   60.00000       84170.00       290.1207    
   61.00000       86757.00       294.5454    
   62.00000       92518.00       304.1677    
   63.00000       93943.00       306.5012    
   64.00000       94203.00       306.9251    
   65.00000       94242.00       306.9886    
   66.00000       92558.00       304.2335    
   67.00000       92720.00       304.4996    
   68.00000       89676.00       299.4595    
   69.00000       98270.00       313.4805    
   70.00000       87008.00       294.9712    
   71.00000       85459.00       292.3337    
   72.00000       85844.00       292.9915    
   73.00000       84495.00       290.6802    
   74.00000       87162.00       295.2321    
   75.00000       83228.00       288.4926    
   76.00000       81401.00       285.3086    
