sample v-GeO2 500K                                           18-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12278.00       110.8061    
   1.000000       1395.000       37.34970    
   2.000000       1687.000       41.07310    
   3.000000       2065.000       45.44227    
   4.000000       2841.000       53.30103    
   5.000000       3818.000       61.78997    
   6.000000       4596.000       67.79381    
   7.000000       5455.000       73.85797    
   8.000000       5896.000       76.78542    
   9.000000       5990.000       77.39509    
   10.00000       5586.000       74.73955    
   11.00000       5480.000       74.02702    
   12.00000       5048.000       71.04928    
   13.00000       4484.000       66.96268    
   14.00000       4094.000       63.98437    
   15.00000       3898.000       62.43396    
   16.00000       4220.000       64.96152    
   17.00000       4442.000       66.64833    
   18.00000       5190.000       72.04166    
   19.00000       12198.00       110.4446    
   20.00000       6254.000       79.08224    
   21.00000       6630.000       81.42481    
   22.00000       6922.000       83.19855    
   23.00000       7985.000       89.35883    
   24.00000       24327.00       155.9711    
   25.00000       45163.00       212.5159    
   26.00000       49790.00       223.1367    
   27.00000       52588.00       229.3207    
   28.00000       55048.00       234.6231    
   29.00000       54082.00       232.5554    
   30.00000       47752.00       218.5223    
   31.00000       47802.00       218.6367    
   32.00000       53464.00       231.2228    
   33.00000       57517.00       239.8270    
   34.00000       56360.00       237.4026    
   35.00000       54930.00       234.3715    
   36.00000       59875.00       244.6937    
   37.00000       59826.00       244.5935    
   38.00000       56791.00       238.3086    
   39.00000       53897.00       232.1573    
   40.00000       61943.00       248.8835    
   41.00000       59348.00       243.6145    
   42.00000       60527.00       246.0224    
   43.00000       61996.00       248.9900    
   44.00000       63451.00       251.8948    
   45.00000       64393.00       253.7578    
   46.00000       63447.00       251.8869    
   47.00000       62792.00       250.5833    
   48.00000       62462.00       249.9240    
   49.00000       66458.00       257.7945    
   50.00000       60614.00       246.1991    
   51.00000       64674.00       254.3108    
   52.00000       72139.00       268.5870    
   53.00000       70155.00       264.8679    
   54.00000       72669.00       269.5719    
   55.00000       73568.00       271.2342    
   56.00000       75476.00       274.7289    
   57.00000       76670.00       276.8935    
   58.00000       77005.00       277.4977    
   59.00000       69440.00       263.5147    
   60.00000       84948.00       291.4584    
   61.00000       86173.00       293.5524    
   62.00000       94067.00       306.7034    
   63.00000       93290.00       305.4341    
   64.00000       94249.00       307.0000    
   65.00000       95855.00       309.6046    
   66.00000       94988.00       308.2012    
   67.00000       93116.00       305.1491    
   68.00000       90812.00       301.3503    
   69.00000       97870.00       312.8418    
   70.00000       88815.00       298.0185    
   71.00000       85487.00       292.3816    
   72.00000       86684.00       294.4215    
   73.00000       84601.00       290.8625    
   74.00000       87352.00       295.5537    
   75.00000       82132.00       286.5868    
   76.00000       82477.00       287.1881    
