sample v-GeO2 600K                                           18-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12299.00       110.9009    
   1.000000       1415.000       37.61649    
   2.000000       1611.000       40.13726    
   3.000000       1982.000       44.51966    
   4.000000       2919.000       54.02777    
   5.000000       3899.000       62.44197    
   6.000000       4587.000       67.72739    
   7.000000       5356.000       73.18470    
   8.000000       5658.000       75.21968    
   9.000000       6034.000       77.67883    
   10.00000       5476.000       74.00000    
   11.00000       5454.000       73.85120    
   12.00000       5032.000       70.93659    
   13.00000       4375.000       66.14378    
   14.00000       4119.000       64.17944    
   15.00000       3905.000       62.49000    
   16.00000       4231.000       65.04613    
   17.00000       4423.000       66.50564    
   18.00000       5019.000       70.84490    
   19.00000       12209.00       110.4943    
   20.00000       6184.000       78.63841    
   21.00000       6612.000       81.31421    
   22.00000       7046.000       83.94045    
   23.00000       8026.000       89.58794    
   24.00000       24792.00       157.4548    
   25.00000       45171.00       212.5347    
   26.00000       50233.00       224.1272    
   27.00000       53368.00       231.0152    
   28.00000       54883.00       234.2712    
   29.00000       53752.00       231.8448    
   30.00000       47217.00       217.2947    
   31.00000       47700.00       218.4033    
   32.00000       53501.00       231.3028    
   33.00000       57291.00       239.3554    
   34.00000       55213.00       234.9745    
   35.00000       54980.00       234.4781    
   36.00000       59583.00       244.0963    
   37.00000       59139.00       243.1851    
   38.00000       56148.00       236.9557    
   39.00000       53210.00       230.6729    
   40.00000       62002.00       249.0020    
   41.00000       59839.00       244.6201    
   42.00000       60520.00       246.0081    
   43.00000       61747.00       248.4894    
   44.00000       63085.00       251.1673    
   45.00000       64602.00       254.1692    
   46.00000       63441.00       251.8750    
   47.00000       62590.00       250.1799    
   48.00000       62623.00       250.2459    
   49.00000       66751.00       258.3622    
   50.00000       60564.00       246.0975    
   51.00000       64461.00       253.8917    
   52.00000       72164.00       268.6336    
   53.00000       70109.00       264.7810    
   54.00000       72400.00       269.0725    
   55.00000       73324.00       270.7841    
   56.00000       74614.00       273.1556    
   57.00000       76207.00       276.0562    
   58.00000       77343.00       278.1061    
   59.00000       69426.00       263.4881    
   60.00000       84596.00       290.8539    
   61.00000       86340.00       293.8367    
   62.00000       93288.00       305.4308    
   63.00000       94022.00       306.6301    
   64.00000       94690.00       307.7174    
   65.00000       95610.00       309.2087    
   66.00000       95391.00       308.8543    
   67.00000       92813.00       304.6523    
   68.00000       90521.00       300.8671    
   69.00000       98687.00       314.1449    
   70.00000       88890.00       298.1443    
   71.00000       86493.00       294.0969    
   72.00000       86709.00       294.4639    
   73.00000       84838.00       291.2696    
   74.00000       87476.00       295.7634    
   75.00000       81937.00       286.2464    
   76.00000       81045.00       284.6840    
