sample v-GeO2 1400K                                          23-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   10564.00       102.7813    
   1.000000       1359.000       36.86462    
   2.000000       1594.000       39.92493    
   3.000000       1903.000       43.62339    
   4.000000       2673.000       51.70107    
   5.000000       3693.000       60.77006    
   6.000000       4213.000       64.90762    
   7.000000       5078.000       71.26009    
   8.000000       5319.000       72.93147    
   9.000000       5528.000       74.35052    
   10.00000       5160.000       71.83314    
   11.00000       4990.000       70.63993    
   12.00000       4522.000       67.24582    
   13.00000       4038.000       63.54526    
   14.00000       3818.000       61.78997    
   15.00000       3764.000       61.35145    
   16.00000       4078.000       63.85922    
   17.00000       4206.000       64.85368    
   18.00000       4653.000       68.21290    
   19.00000       11150.00       105.5936    
   20.00000       5707.000       75.54469    
   21.00000       6409.000       80.05623    
   22.00000       6667.000       81.65170    
   23.00000       7917.000       88.97752    
   24.00000       24909.00       157.8259    
   25.00000       43775.00       209.2248    
   26.00000       48365.00       219.9204    
   27.00000       52230.00       228.5388    
   28.00000       53479.00       231.2553    
   29.00000       53227.00       230.7098    
   30.00000       45252.00       212.7252    
   31.00000       46848.00       216.4440    
   32.00000       51461.00       226.8502    
   33.00000       56093.00       236.8396    
   34.00000       54052.00       232.4909    
   35.00000       53770.00       231.8836    
   36.00000       58714.00       242.3097    
   37.00000       58126.00       241.0933    
   38.00000       54722.00       233.9273    
   39.00000       51554.00       227.0551    
   40.00000       60545.00       246.0589    
   41.00000       58362.00       241.5823    
   42.00000       58164.00       241.1721    
   43.00000       61202.00       247.3904    
   44.00000       61751.00       248.4975    
   45.00000       63294.00       251.5830    
   46.00000       61014.00       247.0101    
   47.00000       61785.00       248.5659    
   48.00000       60760.00       246.4954    
   49.00000       65395.00       255.7245    
   50.00000       57086.00       238.9268    
   51.00000       61633.00       248.2599    
   52.00000       68771.00       262.2422    
   53.00000       66376.00       257.6354    
   54.00000       66975.00       258.7953    
   55.00000       69436.00       263.5071    
   56.00000       68936.00       262.5567    
   57.00000       69203.00       263.0646    
   58.00000       67854.00       260.4880    
   59.00000       58828.00       242.5448    
   60.00000       73529.00       271.1623    
   61.00000       75078.00       274.0037    
   62.00000       79468.00       281.9007    
   63.00000       80968.00       284.5488    
   64.00000       80095.00       283.0106    
   65.00000       81463.00       285.4172    
   66.00000       80056.00       282.9417    
   67.00000       79247.00       281.5084    
   68.00000       77001.00       277.4905    
   69.00000       84854.00       291.2971    
   70.00000       75274.00       274.3611    
   71.00000       75305.00       274.4176    
   72.00000       76051.00       275.7735    
   73.00000       74390.00       272.7453    
   74.00000       77245.00       277.9298    
   75.00000       74170.00       272.3417    
   76.00000       74036.00       272.0956    
