sample v-GeO2 600K                                           19-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12155.00       110.2497    
   1.000000       1333.000       36.51027    
   2.000000       1714.000       41.40048    
   3.000000       2009.000       44.82187    
   4.000000       2851.000       53.39476    
   5.000000       3917.000       62.58594    
   6.000000       4554.000       67.48333    
   7.000000       5323.000       72.95889    
   8.000000       5842.000       76.43298    
   9.000000       5878.000       76.66811    
   10.00000       5683.000       75.38567    
   11.00000       5503.000       74.18221    
   12.00000       5029.000       70.91544    
   13.00000       4424.000       66.51315    
   14.00000       4046.000       63.60818    
   15.00000       3759.000       61.31068    
   16.00000       4233.000       65.06151    
   17.00000       4477.000       66.91039    
   18.00000       5039.000       70.98592    
   19.00000       12152.00       110.2361    
   20.00000       6137.000       78.33900    
   21.00000       6834.000       82.66801    
   22.00000       7094.000       84.22588    
   23.00000       8079.000       89.88326    
   24.00000       24533.00       156.6301    
   25.00000       45050.00       212.2498    
   26.00000       50301.00       224.2788    
   27.00000       53365.00       231.0087    
   28.00000       54954.00       234.4227    
   29.00000       53429.00       231.1471    
   30.00000       47359.00       217.6212    
   31.00000       47588.00       218.1467    
   32.00000       53503.00       231.3072    
   33.00000       56904.00       238.5456    
   34.00000       56056.00       236.7615    
   35.00000       54518.00       233.4909    
   36.00000       60635.00       246.2417    
   37.00000       59904.00       244.7529    
   38.00000       56307.00       237.2910    
   39.00000       53578.00       231.4692    
   40.00000       61691.00       248.3767    
   41.00000       60046.00       245.0428    
   42.00000       60147.00       245.2489    
   43.00000       61776.00       248.5478    
   44.00000       63740.00       252.4678    
   45.00000       64515.00       253.9980    
   46.00000       63593.00       252.1765    
   47.00000       62617.00       250.2339    
   48.00000       62437.00       249.8740    
   49.00000       66664.00       258.1937    
   50.00000       61149.00       247.2832    
   51.00000       64620.00       254.2046    
   52.00000       71872.00       268.0895    
   53.00000       69882.00       264.3521    
   54.00000       72407.00       269.0855    
   55.00000       74143.00       272.2921    
   56.00000       75363.00       274.5232    
   57.00000       76061.00       275.7916    
   58.00000       77239.00       277.9191    
   59.00000       69708.00       264.0227    
   60.00000       84182.00       290.1414    
   61.00000       86190.00       293.5813    
   62.00000       93835.00       306.3250    
   63.00000       93740.00       306.1699    
   64.00000       93891.00       306.4164    
   65.00000       96030.00       309.8871    
   66.00000       95133.00       308.4364    
   67.00000       92378.00       303.9375    
   68.00000       90312.00       300.5196    
   69.00000       98430.00       313.7356    
   70.00000       88465.00       297.4307    
   71.00000       85604.00       292.5816    
   72.00000       86802.00       294.6218    
   73.00000       83859.00       289.5842    
   74.00000       87530.00       295.8547    
   75.00000       81674.00       285.7866    
   76.00000       82009.00       286.3721    
