sample v-GeO2 1350K tst                                      24-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   10487.00       102.4061    
   1.000000       1327.000       36.42801    
   2.000000       1490.000       38.60052    
   3.000000       1884.000       43.40507    
   4.000000       2775.000       52.67827    
   5.000000       3689.000       60.73714    
   6.000000       4398.000       66.31742    
   7.000000       5217.000       72.22881    
   8.000000       5353.000       73.16420    
   9.000000       5560.000       74.56541    
   10.00000       4998.000       70.69653    
   11.00000       4939.000       70.27802    
   12.00000       4605.000       67.86015    
   13.00000       4146.000       64.38944    
   14.00000       3741.000       61.16372    
   15.00000       3759.000       61.31068    
   16.00000       3965.000       62.96825    
   17.00000       4187.000       64.70703    
   18.00000       4728.000       68.76045    
   19.00000       10813.00       103.9856    
   20.00000       5741.000       75.76939    
   21.00000       6278.000       79.23383    
   22.00000       6502.000       80.63498    
   23.00000       7829.000       88.48164    
   24.00000       24646.00       156.9904    
   25.00000       43418.00       208.3699    
   26.00000       48385.00       219.9659    
   27.00000       52447.00       229.0131    
   28.00000       53925.00       232.2176    
   29.00000       53615.00       231.5491    
   30.00000       45033.00       212.2098    
   31.00000       47036.00       216.8779    
   32.00000       51871.00       227.7521    
   33.00000       55773.00       236.1631    
   34.00000       54348.00       233.1266    
   35.00000       53762.00       231.8663    
   36.00000       58232.00       241.3131    
   37.00000       57879.00       240.5806    
   38.00000       54359.00       233.1502    
   39.00000       50628.00       225.0067    
   40.00000       60254.00       245.4669    
   41.00000       58017.00       240.8672    
   42.00000       58435.00       241.7333    
   43.00000       60758.00       246.4914    
   44.00000       61954.00       248.9056    
   45.00000       62897.00       250.7927    
   46.00000       59558.00       244.0451    
   47.00000       60987.00       246.9555    
   48.00000       60247.00       245.4526    
   49.00000       64592.00       254.1496    
   50.00000       56116.00       236.8882    
   51.00000       60675.00       246.3230    
   52.00000       67110.00       259.0560    
   53.00000       65583.00       256.0918    
   54.00000       65824.00       256.5619    
   55.00000       67786.00       260.3575    
   56.00000       68146.00       261.0479    
   57.00000       68433.00       261.5970    
   58.00000       66360.00       257.6043    
   59.00000       56156.00       236.9726    
   60.00000       71647.00       267.6696    
   61.00000       73363.00       270.8560    
   62.00000       78063.00       279.3976    
   63.00000       79038.00       281.1370    
   64.00000       79110.00       281.2650    
   65.00000       79814.00       282.5137    
   66.00000       78921.00       280.9288    
   67.00000       78255.00       279.7410    
   68.00000       76451.00       276.4977    
   69.00000       84584.00       290.8333    
   70.00000       74067.00       272.1525    
   71.00000       74312.00       272.6023    
   72.00000       74964.00       273.7955    
   73.00000       74095.00       272.2040    
   74.00000       77104.00       277.6761    
   75.00000       74142.00       272.2903    
   76.00000       73704.00       271.4848    
