sample v-GeO2 1350K tst                                      24-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   10489.00       102.4158    
   1.000000       1361.000       36.89174    
   2.000000       1612.000       40.14972    
   3.000000       1860.000       43.12772    
   4.000000       2659.000       51.56549    
   5.000000       3836.000       61.93545    
   6.000000       4453.000       66.73080    
   7.000000       5201.000       72.11796    
   8.000000       5303.000       72.82170    
   9.000000       5532.000       74.37742    
   10.00000       5111.000       71.49126    
   11.00000       4980.000       70.56911    
   12.00000       4622.000       67.98529    
   13.00000       4028.000       63.46653    
   14.00000       3881.000       62.29767    
   15.00000       3605.000       60.04165    
   16.00000       3955.000       62.88879    
   17.00000       4231.000       65.04613    
   18.00000       4787.000       69.18815    
   19.00000       10872.00       104.2689    
   20.00000       5834.000       76.38062    
   21.00000       6192.000       78.68926    
   22.00000       6626.000       81.40025    
   23.00000       7871.000       88.71866    
   24.00000       24525.00       156.6046    
   25.00000       43472.00       208.4994    
   26.00000       48589.00       220.4291    
   27.00000       51968.00       227.9649    
   28.00000       53803.00       231.9547    
   29.00000       53391.00       231.0649    
   30.00000       45370.00       213.0023    
   31.00000       46857.00       216.4648    
   32.00000       51862.00       227.7323    
   33.00000       55847.00       236.3197    
   34.00000       54264.00       232.9464    
   35.00000       53592.00       231.4995    
   36.00000       58963.00       242.8230    
   37.00000       57402.00       239.5871    
   38.00000       54408.00       233.2552    
   39.00000       50901.00       225.6125    
   40.00000       60322.00       245.6054    
   41.00000       58281.00       241.4146    
   42.00000       57958.00       240.7447    
   43.00000       60906.00       246.7914    
   44.00000       61534.00       248.0605    
   45.00000       62357.00       249.7138    
   46.00000       60580.00       246.1301    
   47.00000       61118.00       247.2206    
   48.00000       60667.00       246.3067    
   49.00000       64580.00       254.1259    
   50.00000       56406.00       237.4995    
   51.00000       60918.00       246.8157    
   52.00000       67684.00       260.1615    
   53.00000       65727.00       256.3728    
   54.00000       66050.00       257.0020    
   55.00000       68325.00       261.3905    
   56.00000       67746.00       260.2806    
   57.00000       67866.00       260.5110    
   58.00000       66689.00       258.2421    
   59.00000       56820.00       238.3695    
   60.00000       71576.00       267.5369    
   61.00000       73225.00       270.6012    
   62.00000       78238.00       279.7106    
   63.00000       79023.00       281.1103    
   64.00000       78552.00       280.2713    
   65.00000       80131.00       283.0742    
   66.00000       78617.00       280.3872    
   67.00000       78178.00       279.6033    
   68.00000       76379.00       276.3675    
   69.00000       83420.00       288.8252    
   70.00000       74526.00       272.9945    
   71.00000       74091.00       272.1966    
   72.00000       74664.00       273.2471    
   73.00000       74003.00       272.0349    
   74.00000       76881.00       277.2742    
   75.00000       73822.00       271.7021    
   76.00000       73543.00       271.1881    
